"Bowling_Team","Bowler","Batting_Team","Stadium","Season","Runs","Wickets","Balls","Average","Economy"
"Chennai Super Kings","Ravindra Jadeja","Kolkata Knight Riders","Dubai International Cricket Stadium",2021,37,2,24,18.5,9.25
"Chennai Super Kings","Ravindra Jadeja","Kolkata Knight Riders","Eden Gardens",2012,39,1,24,39,9.75
"Chennai Super Kings","Ravindra Jadeja","Kolkata Knight Riders","Eden Gardens",2013,20,3,24,6.66666666666667,5
"Chennai Super Kings","Ravindra Jadeja","Kolkata Knight Riders","Eden Gardens",2014,23,1,18,23,7.66666666666667
"Chennai Super Kings","Ravindra Jadeja","Kolkata Knight Riders","Eden Gardens",2015,25,0,12,Inf,12.5
"Chennai Super Kings","Ravindra Jadeja","Kolkata Knight Riders","Eden Gardens",2018,39,1,24,39,9.75
"Chennai Super Kings","Ravindra Jadeja","Kolkata Knight Riders","Eden Gardens",2019,49,0,24,Inf,12.25
"Chennai Super Kings","Ravindra Jadeja","Kolkata Knight Riders","JSCA International Stadium Complex",2014,12,4,24,3,3
"Chennai Super Kings","Ravindra Jadeja","Kolkata Knight Riders","MA Chidambaram Stadium",2012,13,0,12,Inf,6.5
"Chennai Super Kings","Ravindra Jadeja","Kolkata Knight Riders","MA Chidambaram Stadium",2013,13,0,12,Inf,6.5
"Chennai Super Kings","Ravindra Jadeja","Kolkata Knight Riders","MA Chidambaram Stadium",2015,11,0,18,Inf,3.66666666666667
"Chennai Super Kings","Ravindra Jadeja","Kolkata Knight Riders","MA Chidambaram Stadium",2018,19,1,12,19,9.5
"Chennai Super Kings","Ravindra Jadeja","Kolkata Knight Riders","MA Chidambaram Stadium",2019,17,1,24,17,4.25
"Chennai Super Kings","Ravindra Jadeja","Kolkata Knight Riders","Wankhede Stadium",2021,33,0,24,Inf,8.25
"Chennai Super Kings","Ravindra Jadeja","Kolkata Knight Riders","Wankhede Stadium",2022,25,0,24,Inf,6.25
"Chennai Super Kings","Ravindra Jadeja","Kolkata Knight Riders","Zayed Cricket Stadium",2021,21,1,24,21,5.25
"Chennai Super Kings","Ravindra Jadeja","Lucknow Super Giants","Brabourne Stadium",2022,21,0,12,Inf,10.5
"Chennai Super Kings","Ravindra Jadeja","Mumbai Indians","Arun Jaitley Stadium",2021,29,1,18,29,9.66666666666667
"Chennai Super Kings","Ravindra Jadeja","Mumbai Indians","Brabourne Stadium",2014,31,2,24,15.5,7.75
"Chennai Super Kings","Ravindra Jadeja","Mumbai Indians","Dr DY Patil Sports Academy",2022,30,0,24,Inf,7.5
"Chennai Super Kings","Ravindra Jadeja","Mumbai Indians","Dubai International Cricket Stadium",2014,14,0,6,Inf,14
"Chennai Super Kings","Ravindra Jadeja","Mumbai Indians","Dubai International Cricket Stadium",2021,13,0,6,Inf,13
"Chennai Super Kings","Ravindra Jadeja","Mumbai Indians","Eden Gardens",2013,19,0,12,Inf,9.5
"Chennai Super Kings","Ravindra Jadeja","Mumbai Indians","Eden Gardens",2015,26,0,12,Inf,13
"Chennai Super Kings","Ravindra Jadeja","Mumbai Indians","Feroz Shah Kotla",2013,31,3,24,10.3333333333333,7.75
"Chennai Super Kings","Ravindra Jadeja","Mumbai Indians","M Chinnaswamy Stadium",2012,15,1,12,15,7.5
"Chennai Super Kings","Ravindra Jadeja","Mumbai Indians","MA Chidambaram Stadium",2012,16,0,6,Inf,16
"Chennai Super Kings","Ravindra Jadeja","Mumbai Indians","MA Chidambaram Stadium",2013,12,0,12,Inf,6
"Chennai Super Kings","Ravindra Jadeja","Mumbai Indians","MA Chidambaram Stadium",2015,27,0,24,Inf,6.75
"Chennai Super Kings","Ravindra Jadeja","Mumbai Indians","MA Chidambaram Stadium",2019,18,0,24,Inf,4.5
"Chennai Super Kings","Ravindra Jadeja","Mumbai Indians","Rajiv Gandhi International Stadium",2019,12,0,12,Inf,6
"Chennai Super Kings","Ravindra Jadeja","Mumbai Indians","Sharjah Cricket Stadium",2020,15,0,6,Inf,15
"Chennai Super Kings","Ravindra Jadeja","Mumbai Indians","Wankhede Stadium",2012,12,2,12,6,6
"Chennai Super Kings","Ravindra Jadeja","Mumbai Indians","Wankhede Stadium",2013,29,3,24,9.66666666666667,7.25
"Chennai Super Kings","Ravindra Jadeja","Mumbai Indians","Wankhede Stadium",2014,33,0,24,Inf,8.25
"Chennai Super Kings","Ravindra Jadeja","Mumbai Indians","Wankhede Stadium",2015,67,1,36,67,11.1666666666667
"Chennai Super Kings","Ravindra Jadeja","Mumbai Indians","Wankhede Stadium",2018,9,0,6,Inf,9
"Chennai Super Kings","Ravindra Jadeja","Mumbai Indians","Wankhede Stadium",2019,10,1,12,10,5
"Chennai Super Kings","Ravindra Jadeja","Mumbai Indians","Zayed Cricket Stadium",2020,42,2,24,21,10.5
"Chennai Super Kings","Ravindra Jadeja","Pune Warriors","MA Chidambaram Stadium",2012,21,0,24,Inf,5.25
"Chennai Super Kings","Ravindra Jadeja","Pune Warriors","MA Chidambaram Stadium",2013,27,1,24,27,6.75
"Chennai Super Kings","Ravindra Jadeja","Pune Warriors","Subrata Roy Sahara Stadium",2013,26,1,24,26,6.5
"Chennai Super Kings","Ravindra Jadeja","Punjab Kings","Barabati Stadium",2014,37,0,18,Inf,12.3333333333333
"Chennai Super Kings","Ravindra Jadeja","Punjab Kings","Brabourne Stadium",2022,34,1,24,34,8.5
"Chennai Super Kings","Ravindra Jadeja","Punjab Kings","Dubai International Cricket Stadium",2020,30,1,24,30,7.5
"Chennai Super Kings","Ravindra Jadeja","Punjab Kings","Dubai International Cricket Stadium",2021,9,0,6,Inf,9
"Chennai Super Kings","Ravindra Jadeja","Punjab Kings","MA Chidambaram Stadium",2012,15,0,6,Inf,15
"Chennai Super Kings","Ravindra Jadeja","Punjab Kings","MA Chidambaram Stadium",2015,22,3,24,7.33333333333333,5.5
"Chennai Super Kings","Ravindra Jadeja","Punjab Kings","MA Chidambaram Stadium",2019,24,0,24,Inf,6
"Chennai Super Kings","Ravindra Jadeja","Punjab Kings","Maharashtra Cricket Association Stadium",2018,23,1,18,23,7.66666666666667
"Chennai Super Kings","Ravindra Jadeja","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",2019,16,1,12,16,8
"Chennai Super Kings","Ravindra Jadeja","Punjab Kings","Punjab Cricket Association Stadium",2013,29,1,24,29,7.25
"Chennai Super Kings","Ravindra Jadeja","Punjab Kings","Punjab Cricket Association Stadium",2015,18,1,18,18,6
"Chennai Super Kings","Ravindra Jadeja","Punjab Kings","Sheikh Zayed Stadium",2014,43,0,24,Inf,10.75
"Chennai Super Kings","Ravindra Jadeja","Punjab Kings","Wankhede Stadium",2014,48,0,24,Inf,12
"Chennai Super Kings","Ravindra Jadeja","Punjab Kings","Wankhede Stadium",2021,19,0,24,Inf,4.75
"Chennai Super Kings","Ravindra Jadeja","Punjab Kings","Wankhede Stadium",2022,18,0,12,Inf,9
"Chennai Super Kings","Ravindra Jadeja","Punjab Kings","Zayed Cricket Stadium",2020,17,1,18,17,5.66666666666667
"Chennai Super Kings","Ravindra Jadeja","Rajasthan Royals","Dubai International Cricket Stadium",2014,33,4,24,8.25,8.25
"Chennai Super Kings","Ravindra Jadeja","Rajasthan Royals","JSCA International Stadium Complex",2014,18,2,24,9,4.5
"Chennai Super Kings","Ravindra Jadeja","Rajasthan Royals","MA Chidambaram Stadium",2012,32,0,18,Inf,10.6666666666667
"Chennai Super Kings","Ravindra Jadeja","Rajasthan Royals","MA Chidambaram Stadium",2013,45,0,18,Inf,15
"Chennai Super Kings","Ravindra Jadeja","Rajasthan Royals","MA Chidambaram Stadium",2015,11,4,24,2.75,2.75
"Chennai Super Kings","Ravindra Jadeja","Rajasthan Royals","MA Chidambaram Stadium",2019,23,0,12,Inf,11.5
"Chennai Super Kings","Ravindra Jadeja","Rajasthan Royals","Maharashtra Cricket Association Stadium",2018,6,0,6,Inf,6
"Chennai Super Kings","Ravindra Jadeja","Rajasthan Royals","Sardar Patel Stadium",2015,29,1,24,29,7.25
"Chennai Super Kings","Ravindra Jadeja","Rajasthan Royals","Sawai Mansingh Stadium",2012,21,1,24,21,5.25
"Chennai Super Kings","Ravindra Jadeja","Rajasthan Royals","Sawai Mansingh Stadium",2013,9,0,7,Inf,7.71428571428572
"Chennai Super Kings","Ravindra Jadeja","Rajasthan Royals","Sawai Mansingh Stadium",2018,28,1,24,28,7
"Chennai Super Kings","Ravindra Jadeja","Rajasthan Royals","Sawai Mansingh Stadium",2019,20,2,24,10,5
"Chennai Super Kings","Ravindra Jadeja","Rajasthan Royals","Sharjah Cricket Stadium",2020,40,0,24,Inf,10
"Chennai Super Kings","Ravindra Jadeja","Rajasthan Royals","Wankhede Stadium",2021,28,2,24,14,7
"Chennai Super Kings","Ravindra Jadeja","Rajasthan Royals","Zayed Cricket Stadium",2020,11,0,9,Inf,7.33333333333333
"Chennai Super Kings","Ravindra Jadeja","Rajasthan Royals","Zayed Cricket Stadium",2021,9,0,6,Inf,9
"Chennai Super Kings","Ravindra Jadeja","Royal Challengers Bangalore","Dr DY Patil Sports Academy",2022,39,3,24,13,9.75
"Chennai Super Kings","Ravindra Jadeja","Royal Challengers Bangalore","Dubai International Cricket Stadium",2020,27,0,30,Inf,5.4
"Chennai Super Kings","Ravindra Jadeja","Royal Challengers Bangalore","JSCA International Stadium Complex",2014,31,1,24,31,7.75
"Chennai Super Kings","Ravindra Jadeja","Royal Challengers Bangalore","JSCA International Stadium Complex",2015,13,0,6,Inf,13
"Chennai Super Kings","Ravindra Jadeja","Royal Challengers Bangalore","M Chinnaswamy Stadium",2014,14,1,12,14,7
"Chennai Super Kings","Ravindra Jadeja","Royal Challengers Bangalore","M Chinnaswamy Stadium",2015,37,1,24,37,9.25
"Chennai Super Kings","Ravindra Jadeja","Royal Challengers Bangalore","M Chinnaswamy Stadium",2018,22,0,12,Inf,11
"Chennai Super Kings","Ravindra Jadeja","Royal Challengers Bangalore","M Chinnaswamy Stadium",2019,29,2,24,14.5,7.25
"Chennai Super Kings","Ravindra Jadeja","Royal Challengers Bangalore","MA Chidambaram Stadium",2012,18,2,12,9,9
"Chennai Super Kings","Ravindra Jadeja","Royal Challengers Bangalore","MA Chidambaram Stadium",2013,20,0,12,Inf,10
"Chennai Super Kings","Ravindra Jadeja","Royal Challengers Bangalore","MA Chidambaram Stadium",2015,11,0,12,Inf,5.5
"Chennai Super Kings","Ravindra Jadeja","Royal Challengers Bangalore","MA Chidambaram Stadium",2019,15,2,24,7.5,3.75
"Chennai Super Kings","Ravindra Jadeja","Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",2018,18,3,24,6,4.5
"Chennai Super Kings","Ravindra Jadeja","Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",2022,20,0,24,Inf,5
"Chennai Super Kings","Ravindra Jadeja","Royal Challengers Bangalore","Sharjah Cricket Stadium",2021,31,0,24,Inf,7.75
"Chennai Super Kings","Ravindra Jadeja","Royal Challengers Bangalore","Wankhede Stadium",2021,13,3,24,4.33333333333333,3.25
"Chennai Super Kings","Ravindra Jadeja","Sunrisers Hyderabad","Arun Jaitley Stadium",2021,23,0,18,Inf,7.66666666666667
"Chennai Super Kings","Ravindra Jadeja","Sunrisers Hyderabad","Dr DY Patil Sports Academy",2022,21,0,18,Inf,7
"Chennai Super Kings","Ravindra Jadeja","Sunrisers Hyderabad","Dubai International Cricket Stadium",2020,37,1,30,37,7.4
"Chennai Super Kings","Ravindra Jadeja","Sunrisers Hyderabad","JSCA International Stadium Complex",2014,42,1,22,42,11.4545454545455
"Chennai Super Kings","Ravindra Jadeja","Sunrisers Hyderabad","MA Chidambaram Stadium",2013,8,0,6,Inf,8
"Chennai Super Kings","Ravindra Jadeja","Sunrisers Hyderabad","MA Chidambaram Stadium",2015,17,0,6,Inf,17
"Chennai Super Kings","Ravindra Jadeja","Sunrisers Hyderabad","MA Chidambaram Stadium",2019,33,0,24,Inf,8.25
"Chennai Super Kings","Ravindra Jadeja","Sunrisers Hyderabad","Maharashtra Cricket Association Stadium",2018,24,0,12,Inf,12
"Chennai Super Kings","Ravindra Jadeja","Sunrisers Hyderabad","Maharashtra Cricket Association Stadium",2022,15,0,18,Inf,5
"Chennai Super Kings","Ravindra Jadeja","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2013,14,0,12,Inf,7
"Chennai Super Kings","Ravindra Jadeja","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2018,28,0,24,Inf,7
"Chennai Super Kings","Ravindra Jadeja","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2019,22,0,24,Inf,5.5
"Chennai Super Kings","Ravindra Jadeja","Sunrisers Hyderabad","Sharjah Cricket Stadium",2014,23,0,18,Inf,7.66666666666667
"Chennai Super Kings","Ravindra Jadeja","Sunrisers Hyderabad","Sharjah Cricket Stadium",2021,14,1,18,14,4.66666666666667
"Chennai Super Kings","Ravindra Jadeja","Sunrisers Hyderabad","Wankhede Stadium",2018,37,2,36,18.5,6.16666666666667
"Chennai Super Kings","Ronit More","Kolkata Knight Riders","Eden Gardens",2015,31,1,23,31,8.08695652173913
"Chennai Super Kings","Ronit More","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2015,28,0,12,Inf,14
"Chennai Super Kings","Sam Curran","Delhi Capitals","Dubai International Cricket Stadium",2020,27,1,24,27,6.75
"Chennai Super Kings","Sam Curran","Delhi Capitals","Sharjah Cricket Stadium",2020,35,1,24,35,8.75
"Chennai Super Kings","Sam Curran","Delhi Capitals","Wankhede Stadium",2021,24,0,12,Inf,12
"Chennai Super Kings","Sam Curran","Kolkata Knight Riders","Dubai International Cricket Stadium",2020,21,0,18,Inf,7
"Chennai Super Kings","Sam Curran","Kolkata Knight Riders","Wankhede Stadium",2021,58,1,24,58,14.5
"Chennai Super Kings","Sam Curran","Kolkata Knight Riders","Zayed Cricket Stadium",2020,26,2,24,13,6.5
"Chennai Super Kings","Sam Curran","Kolkata Knight Riders","Zayed Cricket Stadium",2021,56,0,24,Inf,14
"Chennai Super Kings","Sam Curran","Mumbai Indians","Arun Jaitley Stadium",2021,34,3,24,11.3333333333333,8.5
"Chennai Super Kings","Sam Curran","Mumbai Indians","Zayed Cricket Stadium",2020,28,1,24,28,7
"Chennai Super Kings","Sam Curran","Punjab Kings","Dubai International Cricket Stadium",2020,31,0,18,Inf,10.3333333333333
"Chennai Super Kings","Sam Curran","Punjab Kings","Wankhede Stadium",2021,12,1,18,12,4
"Chennai Super Kings","Sam Curran","Punjab Kings","Zayed Cricket Stadium",2020,15,0,12,Inf,7.5
"Chennai Super Kings","Sam Curran","Rajasthan Royals","Sharjah Cricket Stadium",2020,33,3,24,11,8.25
"Chennai Super Kings","Sam Curran","Rajasthan Royals","Wankhede Stadium",2021,24,2,24,12,6
"Chennai Super Kings","Sam Curran","Rajasthan Royals","Zayed Cricket Stadium",2020,6,0,6,Inf,6
"Chennai Super Kings","Sam Curran","Rajasthan Royals","Zayed Cricket Stadium",2021,55,0,24,Inf,13.75
"Chennai Super Kings","Sam Curran","Royal Challengers Bangalore","Dubai International Cricket Stadium",2020,67,4,42,16.75,9.57142857142857
"Chennai Super Kings","Sam Curran","Royal Challengers Bangalore","Wankhede Stadium",2021,35,1,24,35,8.75
"Chennai Super Kings","Sam Curran","Sunrisers Hyderabad","Arun Jaitley Stadium",2021,30,1,24,30,7.5
"Chennai Super Kings","Sam Curran","Sunrisers Hyderabad","Dubai International Cricket Stadium",2020,55,1,36,55,9.16666666666667
"Chennai Super Kings","Samuel Badree","Mumbai Indians","Wankhede Stadium",2014,34,1,24,34,8.5
"Chennai Super Kings","Samuel Badree","Rajasthan Royals","JSCA International Stadium Complex",2014,19,1,24,19,4.75
"Chennai Super Kings","Samuel Badree","Royal Challengers Bangalore","JSCA International Stadium Complex",2014,15,0,18,Inf,5
"Chennai Super Kings","Samuel Badree","Royal Challengers Bangalore","M Chinnaswamy Stadium",2014,29,0,18,Inf,9.66666666666667
"Chennai Super Kings","Scott Kuggeleijn","Kolkata Knight Riders","MA Chidambaram Stadium",2019,34,0,24,Inf,8.5
"Chennai Super Kings","Scott Kuggeleijn","Punjab Kings","MA Chidambaram Stadium",2019,37,2,24,18.5,9.25
"Chennai Super Kings","Scott Styris","Punjab Kings","Punjab Cricket Association Stadium",2011,13,0,6,Inf,13
"Chennai Super Kings","Shadab Jakati","Deccan Chargers","Buffalo Park",2009,22,4,24,5.5,5.5
"Chennai Super Kings","Shadab Jakati","Deccan Chargers","Dr DY Patil Sports Academy",2010,44,2,24,22,11
"Chennai Super Kings","Shadab Jakati","Deccan Chargers","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",2012,14,2,12,7,7
"Chennai Super Kings","Shadab Jakati","Deccan Chargers","MA Chidambaram Stadium",2011,23,2,24,11.5,5.75
"Chennai Super Kings","Shadab Jakati","Deccan Chargers","MA Chidambaram Stadium",2012,17,0,12,Inf,8.5
"Chennai Super Kings","Shadab Jakati","Deccan Chargers","Vidarbha Cricket Association Stadium",2010,29,1,24,29,7.25
"Chennai Super Kings","Shadab Jakati","Delhi Capitals","Feroz Shah Kotla",2012,23,0,18,Inf,7.66666666666667
"Chennai Super Kings","Shadab Jakati","Delhi Capitals","MA Chidambaram Stadium",2010,14,1,18,14,4.66666666666667
"Chennai Super Kings","Shadab Jakati","Delhi Capitals","MA Chidambaram Stadium",2011,19,0,12,Inf,9.5
"Chennai Super Kings","Shadab Jakati","Delhi Capitals","MA Chidambaram Stadium",2012,60,2,42,30,8.57142857142857
"Chennai Super Kings","Shadab Jakati","Delhi Capitals","New Wanderers Stadium",2009,24,4,24,6,6
"Chennai Super Kings","Shadab Jakati","Kochi Tuskers Kerala","MA Chidambaram Stadium",2011,23,1,24,23,5.75
"Chennai Super Kings","Shadab Jakati","Kochi Tuskers Kerala","Nehru Stadium",2011,30,0,18,Inf,10
"Chennai Super Kings","Shadab Jakati","Kolkata Knight Riders","Eden Gardens",2011,14,0,12,Inf,7
"Chennai Super Kings","Shadab Jakati","Kolkata Knight Riders","Eden Gardens",2012,26,2,24,13,6.5
"Chennai Super Kings","Shadab Jakati","Kolkata Knight Riders","MA Chidambaram Stadium",2010,23,1,24,23,5.75
"Chennai Super Kings","Shadab Jakati","Kolkata Knight Riders","MA Chidambaram Stadium",2011,26,1,24,26,6.5
"Chennai Super Kings","Shadab Jakati","Kolkata Knight Riders","MA Chidambaram Stadium",2012,55,0,36,Inf,9.16666666666667
"Chennai Super Kings","Shadab Jakati","Kolkata Knight Riders","SuperSport Park",2009,36,1,24,36,9
"Chennai Super Kings","Shadab Jakati","Mumbai Indians","Brabourne Stadium",2010,30,1,24,30,7.5
"Chennai Super Kings","Shadab Jakati","Mumbai Indians","Dr DY Patil Sports Academy",2010,26,2,18,13,8.66666666666667
"Chennai Super Kings","Shadab Jakati","Mumbai Indians","M Chinnaswamy Stadium",2012,25,1,24,25,6.25
"Chennai Super Kings","Shadab Jakati","Mumbai Indians","MA Chidambaram Stadium",2010,27,1,24,27,6.75
"Chennai Super Kings","Shadab Jakati","Mumbai Indians","MA Chidambaram Stadium",2012,8,0,6,Inf,8
"Chennai Super Kings","Shadab Jakati","Mumbai Indians","St George's Park",2009,26,0,18,Inf,8.66666666666667
"Chennai Super Kings","Shadab Jakati","Mumbai Indians","Wankhede Stadium",2012,27,0,18,Inf,9
"Chennai Super Kings","Shadab Jakati","Pune Warriors","Dr DY Patil Sports Academy",2011,15,0,12,Inf,7.5
"Chennai Super Kings","Shadab Jakati","Pune Warriors","MA Chidambaram Stadium",2011,12,0,12,Inf,6
"Chennai Super Kings","Shadab Jakati","Pune Warriors","MA Chidambaram Stadium",2012,20,1,18,20,6.66666666666667
"Chennai Super Kings","Shadab Jakati","Punjab Kings","Himachal Pradesh Cricket Association Stadium",2010,14,0,6,Inf,14
"Chennai Super Kings","Shadab Jakati","Punjab Kings","MA Chidambaram Stadium",2012,22,0,12,Inf,11
"Chennai Super Kings","Shadab Jakati","Punjab Kings","Punjab Cricket Association Stadium",2011,28,0,13,Inf,12.9230769230769
"Chennai Super Kings","Shadab Jakati","Punjab Kings","SuperSport Park",2009,20,1,12,20,10
"Chennai Super Kings","Shadab Jakati","Rajasthan Royals","De Beers Diamond Oval",2009,35,2,24,17.5,8.75
"Chennai Super Kings","Shadab Jakati","Rajasthan Royals","MA Chidambaram Stadium",2010,37,0,18,Inf,12.3333333333333
"Chennai Super Kings","Shadab Jakati","Rajasthan Royals","MA Chidambaram Stadium",2011,22,2,24,11,5.5
"Chennai Super Kings","Shadab Jakati","Rajasthan Royals","MA Chidambaram Stadium",2012,12,1,12,12,6
"Chennai Super Kings","Shadab Jakati","Rajasthan Royals","Sardar Patel Stadium",2010,30,2,24,15,7.5
"Chennai Super Kings","Shadab Jakati","Rajasthan Royals","Sawai Mansingh Stadium",2011,30,0,24,Inf,7.5
"Chennai Super Kings","Shadab Jakati","Royal Challengers Bangalore","Kingsmead",2009,25,0,24,Inf,6.25
"Chennai Super Kings","Shadab Jakati","Royal Challengers Bangalore","MA Chidambaram Stadium",2010,17,2,24,8.5,4.25
"Chennai Super Kings","Shadab Jakati","Royal Challengers Bangalore","MA Chidambaram Stadium",2011,57,3,42,19,8.14285714285714
"Chennai Super Kings","Shadab Jakati","Royal Challengers Bangalore","MA Chidambaram Stadium",2012,27,0,12,Inf,13.5
"Chennai Super Kings","Shadab Jakati","Royal Challengers Bangalore","New Wanderers Stadium",2009,29,1,24,29,7.25
"Chennai Super Kings","Shadab Jakati","Royal Challengers Bangalore","Wankhede Stadium",2011,37,1,24,37,9.25
"Chennai Super Kings","Shane Watson","Delhi Capitals","Maharashtra Cricket Association Stadium",2018,27,0,12,Inf,13.5
"Chennai Super Kings","Shane Watson","Kolkata Knight Riders","Eden Gardens",2018,19,0,12,Inf,9.5
"Chennai Super Kings","Shane Watson","Kolkata Knight Riders","MA Chidambaram Stadium",2018,39,2,24,19.5,9.75
"Chennai Super Kings","Shane Watson","Mumbai Indians","Maharashtra Cricket Association Stadium",2018,41,0,24,Inf,10.25
"Chennai Super Kings","Shane Watson","Mumbai Indians","Wankhede Stadium",2018,29,2,24,14.5,7.25
"Chennai Super Kings","Shane Watson","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",2018,15,1,12,15,7.5
"Chennai Super Kings","Shane Watson","Rajasthan Royals","Maharashtra Cricket Association Stadium",2018,13,1,18,13,4.33333333333333
"Chennai Super Kings","Shane Watson","Rajasthan Royals","Sawai Mansingh Stadium",2018,9,0,6,Inf,9
"Chennai Super Kings","Shane Watson","Royal Challengers Bangalore","M Chinnaswamy Stadium",2018,21,0,12,Inf,10.5
"Chennai Super Kings","Shane Watson","Sunrisers Hyderabad","Maharashtra Cricket Association Stadium",2018,15,0,12,Inf,7.5
"Chennai Super Kings","Shane Watson","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2018,23,0,12,Inf,11.5
"Chennai Super Kings","Shardul Thakur","Delhi Capitals","Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium",2019,13,0,6,Inf,13
"Chennai Super Kings","Shardul Thakur","Delhi Capitals","Dubai International Cricket Stadium",2021,49,2,42,24.5,7
"Chennai Super Kings","Shardul Thakur","Delhi Capitals","Feroz Shah Kotla",2018,27,1,24,27,6.75
"Chennai Super Kings","Shardul Thakur","Delhi Capitals","Feroz Shah Kotla",2019,19,0,12,Inf,9.5
"Chennai Super Kings","Shardul Thakur","Delhi Capitals","Sharjah Cricket Stadium",2020,39,1,24,39,9.75
"Chennai Super Kings","Shardul Thakur","Delhi Capitals","Wankhede Stadium",2021,53,2,22,26.5,14.4545454545455
"Chennai Super Kings","Shardul Thakur","Kolkata Knight Riders","Dubai International Cricket Stadium",2021,38,3,24,12.6666666666667,9.5
"Chennai Super Kings","Shardul Thakur","Kolkata Knight Riders","Eden Gardens",2019,18,2,24,9,4.5
"Chennai Super Kings","Shardul Thakur","Kolkata Knight Riders","MA Chidambaram Stadium",2018,37,1,24,37,9.25
"Chennai Super Kings","Shardul Thakur","Kolkata Knight Riders","Wankhede Stadium",2021,48,0,19,Inf,15.1578947368421
"Chennai Super Kings","Shardul Thakur","Kolkata Knight Riders","Zayed Cricket Stadium",2020,28,2,24,14,7
"Chennai Super Kings","Shardul Thakur","Kolkata Knight Riders","Zayed Cricket Stadium",2021,20,2,24,10,5
"Chennai Super Kings","Shardul Thakur","Mumbai Indians","Arun Jaitley Stadium",2021,56,1,24,56,14
"Chennai Super Kings","Shardul Thakur","Mumbai Indians","Dubai International Cricket Stadium",2021,29,1,24,29,7.25
"Chennai Super Kings","Shardul Thakur","Mumbai Indians","Maharashtra Cricket Association Stadium",2018,38,0,24,Inf,9.5
"Chennai Super Kings","Shardul Thakur","Mumbai Indians","Rajiv Gandhi International Stadium",2019,37,2,24,18.5,9.25
"Chennai Super Kings","Shardul Thakur","Mumbai Indians","Sharjah Cricket Stadium",2020,26,0,14,Inf,11.1428571428571
"Chennai Super Kings","Shardul Thakur","Mumbai Indians","Wankhede Stadium",2019,37,0,24,Inf,9.25
"Chennai Super Kings","Shardul Thakur","Punjab Kings","Dubai International Cricket Stadium",2020,39,2,24,19.5,9.75
"Chennai Super Kings","Shardul Thakur","Punjab Kings","Dubai International Cricket Stadium",2021,28,3,18,9.33333333333333,9.33333333333333
"Chennai Super Kings","Shardul Thakur","Punjab Kings","Maharashtra Cricket Association Stadium",2018,33,2,22,16.5,9
"Chennai Super Kings","Shardul Thakur","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",2018,33,2,18,16.5,11
"Chennai Super Kings","Shardul Thakur","Punjab Kings","Wankhede Stadium",2021,35,0,24,Inf,8.75
"Chennai Super Kings","Shardul Thakur","Punjab Kings","Zayed Cricket Stadium",2020,27,1,24,27,6.75
"Chennai Super Kings","Shardul Thakur","Rajasthan Royals","MA Chidambaram Stadium",2019,42,2,24,21,10.5
"Chennai Super Kings","Shardul Thakur","Rajasthan Royals","Maharashtra Cricket Association Stadium",2018,18,2,18,9,6
"Chennai Super Kings","Shardul Thakur","Rajasthan Royals","Sawai Mansingh Stadium",2018,22,1,24,22,5.5
"Chennai Super Kings","Shardul Thakur","Rajasthan Royals","Sawai Mansingh Stadium",2019,44,2,24,22,11
"Chennai Super Kings","Shardul Thakur","Rajasthan Royals","Wankhede Stadium",2021,20,1,18,20,6.66666666666667
"Chennai Super Kings","Shardul Thakur","Rajasthan Royals","Zayed Cricket Stadium",2020,34,0,24,Inf,8.5
"Chennai Super Kings","Shardul Thakur","Rajasthan Royals","Zayed Cricket Stadium",2021,30,2,24,15,7.5
"Chennai Super Kings","Shardul Thakur","Royal Challengers Bangalore","Dubai International Cricket Stadium",2020,40,2,24,20,10
"Chennai Super Kings","Shardul Thakur","Royal Challengers Bangalore","M Chinnaswamy Stadium",2018,46,2,24,23,11.5
"Chennai Super Kings","Shardul Thakur","Royal Challengers Bangalore","M Chinnaswamy Stadium",2019,40,0,24,Inf,10
"Chennai Super Kings","Shardul Thakur","Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",2018,19,0,12,Inf,9.5
"Chennai Super Kings","Shardul Thakur","Royal Challengers Bangalore","Sharjah Cricket Stadium",2021,29,2,24,14.5,7.25
"Chennai Super Kings","Shardul Thakur","Royal Challengers Bangalore","Wankhede Stadium",2021,11,1,24,11,2.75
"Chennai Super Kings","Shardul Thakur","Sunrisers Hyderabad","Arun Jaitley Stadium",2021,44,0,24,Inf,11
"Chennai Super Kings","Shardul Thakur","Sunrisers Hyderabad","Dubai International Cricket Stadium",2020,42,2,36,21,7
"Chennai Super Kings","Shardul Thakur","Sunrisers Hyderabad","Maharashtra Cricket Association Stadium",2018,32,2,24,16,8
