"Striker","Season","Stadium","Runs","Dismissed","Balls","Run_Out","Bowler","Bowling_Team","Batting_Team","Average","Strike_Rate"
"Kane Williamson",2020,"Sheikh Zayed Stadium",117,1,89,0,"All","All","All",117,131.460674157303
"Kane Williamson",2020,"Zayed Cricket Stadium",70,2,45,0,"All","All","All",35,155.555555555556
"Kane Williamson",2021,"Arun Jaitley Stadium",46,1,31,0,"All","All","All",46,148.387096774194
"Kane Williamson",2021,"Dubai International Cricket Stadium",95,2,88,1,"All","All","All",47.5,107.954545454545
"Kane Williamson",2021,"MA Chidambaram Stadium",82,0,70,0,"All","All","All",Inf,117.142857142857
"Kane Williamson",2021,"Sharjah Cricket Stadium",12,2,17,0,"All","All","All",6,70.5882352941177
"Kane Williamson",2021,"Zayed Cricket Stadium",31,1,29,0,"All","All","All",31,106.896551724138
"Kane Williamson",2022,"Brabourne Stadium",37,2,44,0,"All","All","All",18.5,84.0909090909091
"Kane Williamson",2022,"Dr DY Patil Sports Academy",108,4,111,0,"All","All","All",27,97.2972972972973
"Kane Williamson",2022,"Maharashtra Cricket Association Stadium",58,3,61,0,"All","All","All",19.3333333333333,95.0819672131148
"Kane Williamson",2022,"Wankhede Stadium",13,1,15,0,"All","All","All",13,86.6666666666667
"Karan Goel",2008,"MA Chidambaram Stadium",1,1,7,0,"All","All","All",1,14.2857142857143
"Karan Goel",2008,"Punjab Cricket Association Stadium",49,4,50,2,"All","All","All",12.25,98
"Karan Goel",2008,"Sawai Mansingh Stadium",26,1,21,0,"All","All","All",26,123.809523809524
"Karan Goel",2009,"Kingsmead",52,5,71,1,"All","All","All",10.4,73.2394366197183
"Karan Goel",2009,"Newlands",38,1,21,0,"All","All","All",38,180.952380952381
"Karan Goel",2009,"SuperSport Park",34,1,41,0,"All","All","All",34,82.9268292682927
"Karan Goel",2010,"Brabourne Stadium",1,1,3,0,"All","All","All",1,33.3333333333333
"Karan Goel",2010,"Punjab Cricket Association Stadium",17,0,17,0,"All","All","All",Inf,100
"Karan Sharma",2022,"Maharashtra Cricket Association Stadium",4,1,4,0,"All","All","All",4,100
"Karanveer Singh",2014,"Eden Gardens",1,0,1,0,"All","All","All",Inf,100
"Karanveer Singh",2015,"M Chinnaswamy Stadium",4,1,7,0,"All","All","All",4,57.1428571428571
"Karanveer Singh",2015,"MA Chidambaram Stadium",2,0,5,0,"All","All","All",Inf,40
"Karanveer Singh",2015,"Maharashtra Cricket Association Stadium",5,0,4,0,"All","All","All",Inf,125
"Karn Sharma",2009,"Newlands",1,1,3,0,"All","All","All",1,33.3333333333333
"Karn Sharma",2013,"Eden Gardens",5,0,9,0,"All","All","All",Inf,55.5555555555556
"Karn Sharma",2013,"Feroz Shah Kotla",2,0,2,0,"All","All","All",Inf,100
"Karn Sharma",2013,"Punjab Cricket Association Stadium",22,1,18,0,"All","All","All",22,122.222222222222
"Karn Sharma",2013,"Rajiv Gandhi International Stadium",43,1,36,1,"All","All","All",43,119.444444444444
"Karn Sharma",2013,"Sawai Mansingh Stadium",6,1,8,0,"All","All","All",6,75
"Karn Sharma",2013,"Subrata Roy Sahara Stadium",7,1,13,0,"All","All","All",7,53.8461538461538
"Karn Sharma",2014,"Eden Gardens",5,0,2,0,"All","All","All",Inf,250
"Karn Sharma",2014,"M Chinnaswamy Stadium",1,0,1,0,"All","All","All",Inf,100
"Karn Sharma",2014,"Rajiv Gandhi International Stadium",5,1,5,1,"All","All","All",5,100
"Karn Sharma",2014,"Sardar Patel Stadium",0,1,1,0,"All","All","All",0,0
"Karn Sharma",2014,"Sharjah Cricket Stadium",27,1,15,0,"All","All","All",27,180
"Karn Sharma",2014,"Sheikh Zayed Stadium",4,1,5,0,"All","All","All",4,80
"Karn Sharma",2015,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",19,1,10,0,"All","All","All",19,190
"Karn Sharma",2015,"Eden Gardens",32,1,20,0,"All","All","All",32,160
"Karn Sharma",2015,"MA Chidambaram Stadium",4,1,6,0,"All","All","All",4,66.6666666666667
"Karn Sharma",2015,"Punjab Cricket Association Stadium",1,0,1,0,"All","All","All",Inf,100
"Karn Sharma",2015,"Rajiv Gandhi International Stadium",30,2,30,0,"All","All","All",15,100
"Karn Sharma",2015,"Shaheed Veer Narayan Singh International Stadium",16,1,13,0,"All","All","All",16,123.076923076923
"Karn Sharma",2015,"Wankhede Stadium",2,0,5,0,"All","All","All",Inf,40
"Karn Sharma",2016,"Eden Gardens",8,0,11,0,"All","All","All",Inf,72.7272727272727
"Karn Sharma",2016,"M Chinnaswamy Stadium",26,0,17,0,"All","All","All",Inf,152.941176470588
"Karn Sharma",2016,"Rajiv Gandhi International Stadium",2,0,2,0,"All","All","All",Inf,100
"Karn Sharma",2017,"Rajiv Gandhi International Stadium",6,2,10,1,"All","All","All",3,60
"Karn Sharma",2017,"Wankhede Stadium",43,4,31,0,"All","All","All",10.75,138.709677419355
"Kartik Tyagi",2020,"Dubai International Cricket Stadium",2,1,3,0,"All","All","All",2,66.6666666666667
"Kartik Tyagi",2020,"Sharjah Cricket Stadium",2,0,3,0,"All","All","All",Inf,66.6666666666667
"Kartik Tyagi",2021,"Dubai International Cricket Stadium",2,1,4,0,"All","All","All",2,50
"Kartik Tyagi",2022,"Brabourne Stadium",7,1,5,0,"All","All","All",7,140
"Kartik Tyagi",2022,"Wankhede Stadium",0,1,1,0,"All","All","All",0,0
"Karun Nair",2013,"M Chinnaswamy Stadium",0,1,3,0,"All","All","All",0,0
"Karun Nair",2013,"Rajiv Gandhi International Stadium",9,1,9,0,"All","All","All",9,100
"Karun Nair",2014,"Feroz Shah Kotla",73,0,50,0,"All","All","All",Inf,146
"Karun Nair",2014,"JSCA International Stadium Complex",8,1,11,0,"All","All","All",8,72.7272727272727
"Karun Nair",2014,"M Chinnaswamy Stadium",56,1,39,0,"All","All","All",56,143.589743589744
"Karun Nair",2014,"Punjab Cricket Association Stadium",11,1,6,0,"All","All","All",11,183.333333333333
"Karun Nair",2014,"Sardar Patel Stadium",123,4,82,0,"All","All","All",30.75,150
"Karun Nair",2014,"Sheikh Zayed Stadium",9,2,17,0,"All","All","All",4.5,52.9411764705882
"Karun Nair",2014,"Wankhede Stadium",50,1,27,0,"All","All","All",50,185.185185185185
"Karun Nair",2015,"Brabourne Stadium",81,3,58,0,"All","All","All",27,139.655172413793
"Karun Nair",2015,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",1,1,5,0,"All","All","All",1,20
"Karun Nair",2015,"Feroz Shah Kotla",20,1,12,0,"All","All","All",20,166.666666666667
"Karun Nair",2015,"MA Chidambaram Stadium",10,1,12,0,"All","All","All",10,83.3333333333333
"Karun Nair",2015,"Maharashtra Cricket Association Stadium",20,2,24,0,"All","All","All",10,83.3333333333333
"Karun Nair",2015,"Sardar Patel Stadium",42,2,28,1,"All","All","All",21,150
"Karun Nair",2015,"Wankhede Stadium",7,1,6,0,"All","All","All",7,116.666666666667
"Karun Nair",2016,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",49,2,51,0,"All","All","All",24.5,96.078431372549
"Karun Nair",2016,"Eden Gardens",3,1,8,0,"All","All","All",3,37.5
"Karun Nair",2016,"Feroz Shah Kotla",114,4,85,0,"All","All","All",28.5,134.117647058824
"Karun Nair",2016,"M Chinnaswamy Stadium",54,0,42,0,"All","All","All",Inf,128.571428571429
"Karun Nair",2016,"Punjab Cricket Association IS Bindra Stadium",23,1,25,0,"All","All","All",23,92
"Karun Nair",2016,"Rajiv Gandhi International Stadium",20,1,17,0,"All","All","All",20,117.647058823529
"Karun Nair",2016,"Shaheed Veer Narayan Singh International Stadium",94,1,69,0,"All","All","All",94,136.231884057971
"Karun Nair",2017,"Eden Gardens",15,1,17,0,"All","All","All",15,88.2352941176471
"Karun Nair",2017,"Feroz Shah Kotla",183,7,143,0,"All","All","All",26.1428571428571,127.972027972028
"Karun Nair",2017,"Green Park",30,1,15,0,"All","All","All",30,200
"Karun Nair",2017,"M Chinnaswamy Stadium",4,1,3,0,"All","All","All",4,133.333333333333
"Karun Nair",2017,"Punjab Cricket Association IS Bindra Stadium",11,1,10,0,"All","All","All",11,110
"Karun Nair",2017,"Rajiv Gandhi International Stadium",33,0,23,0,"All","All","All",Inf,143.478260869565
"Karun Nair",2017,"Wankhede Stadium",5,1,15,0,"All","All","All",5,33.3333333333333
"Karun Nair",2018,"Feroz Shah Kotla",34,1,32,0,"All","All","All",34,106.25
"Karun Nair",2018,"Holkar Cricket Stadium",58,4,44,0,"All","All","All",14.5,131.818181818182
"Karun Nair",2018,"M Chinnaswamy Stadium",29,1,26,0,"All","All","All",29,111.538461538462
"Karun Nair",2018,"Maharashtra Cricket Association Stadium",54,1,26,0,"All","All","All",54,207.692307692308
"Karun Nair",2018,"Punjab Cricket Association IS Bindra Stadium",110,3,71,0,"All","All","All",36.6666666666667,154.929577464789
"Karun Nair",2018,"Rajiv Gandhi International Stadium",13,1,17,0,"All","All","All",13,76.4705882352941
"Karun Nair",2018,"Sawai Mansingh Stadium",3,1,5,0,"All","All","All",3,60
"Karun Nair",2019,"Wankhede Stadium",5,1,6,0,"All","All","All",5,83.3333333333333
"Karun Nair",2020,"Dubai International Cricket Stadium",16,1,11,0,"All","All","All",16,145.454545454545
"Karun Nair",2020,"Zayed Cricket Stadium",0,1,3,0,"All","All","All",0,0
"Karun Nair",2022,"Brabourne Stadium",3,1,5,0,"All","All","All",3,60
"Karun Nair",2022,"Wankhede Stadium",13,1,13,0,"All","All","All",13,100
"Kedar Jadhav",2010,"Eden Gardens",5,1,8,0,"All","All","All",5,62.5
"Kedar Jadhav",2010,"Feroz Shah Kotla",21,2,19,1,"All","All","All",10.5,110.526315789474
"Kedar Jadhav",2010,"M Chinnaswamy Stadium",50,0,29,0,"All","All","All",Inf,172.413793103448
"Kedar Jadhav",2011,"Eden Gardens",12,1,11,0,"All","All","All",12,109.090909090909
"Kedar Jadhav",2011,"MA Chidambaram Stadium",1,0,1,0,"All","All","All",Inf,100
"Kedar Jadhav",2011,"Nehru Stadium",0,1,2,0,"All","All","All",0,0
"Kedar Jadhav",2011,"Sawai Mansingh Stadium",5,1,9,0,"All","All","All",5,55.5555555555556
"Kedar Jadhav",2013,"Feroz Shah Kotla",69,3,58,0,"All","All","All",23,118.965517241379
"Kedar Jadhav",2013,"M Chinnaswamy Stadium",29,0,16,0,"All","All","All",Inf,181.25
"Kedar Jadhav",2013,"MA Chidambaram Stadium",2,1,4,0,"All","All","All",2,50
"Kedar Jadhav",2013,"Rajiv Gandhi International Stadium",3,1,4,0,"All","All","All",3,75
"Kedar Jadhav",2013,"Sawai Mansingh Stadium",23,0,21,0,"All","All","All",Inf,109.52380952381
"Kedar Jadhav",2013,"Shaheed Veer Narayan Singh International Stadium",25,1,19,0,"All","All","All",25,131.578947368421
"Kedar Jadhav",2013,"Wankhede Stadium",1,1,2,0,"All","All","All",1,50
"Kedar Jadhav",2014,"Feroz Shah Kotla",88,2,59,0,"All","All","All",44,149.152542372881
"Kedar Jadhav",2014,"M Chinnaswamy Stadium",37,1,20,1,"All","All","All",37,185
"Kedar Jadhav",2014,"Punjab Cricket Association Stadium",0,1,4,0,"All","All","All",0,0
"Kedar Jadhav",2014,"Sardar Patel Stadium",3,0,3,0,"All","All","All",Inf,100
"Kedar Jadhav",2014,"Sharjah Cricket Stadium",14,0,10,0,"All","All","All",Inf,140
"Kedar Jadhav",2014,"Wankhede Stadium",7,0,5,0,"All","All","All",Inf,140
"Kedar Jadhav",2015,"Brabourne Stadium",11,1,7,0,"All","All","All",11,157.142857142857
"Kedar Jadhav",2015,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",19,0,12,0,"All","All","All",Inf,158.333333333333
"Kedar Jadhav",2015,"Eden Gardens",10,1,6,0,"All","All","All",10,166.666666666667
"Kedar Jadhav",2015,"Feroz Shah Kotla",46,2,39,0,"All","All","All",23,117.948717948718
"Kedar Jadhav",2015,"M Chinnaswamy Stadium",0,1,1,0,"All","All","All",0,0
"Kedar Jadhav",2015,"MA Chidambaram Stadium",20,1,20,0,"All","All","All",20,100
"Kedar Jadhav",2015,"Maharashtra Cricket Association Stadium",3,1,5,0,"All","All","All",3,60
"Kedar Jadhav",2015,"Shaheed Veer Narayan Singh International Stadium",64,0,35,0,"All","All","All",Inf,182.857142857143
"Kedar Jadhav",2015,"Wankhede Stadium",16,1,15,0,"All","All","All",16,106.666666666667
"Kedar Jadhav",2016,"M Chinnaswamy Stadium",17,0,17,0,"All","All","All",Inf,100
"Kedar Jadhav",2016,"Rajiv Gandhi International Stadium",25,0,15,0,"All","All","All",Inf,166.666666666667
"Kedar Jadhav",2017,"Eden Gardens",9,1,7,0,"All","All","All",9,128.571428571429
"Kedar Jadhav",2017,"Feroz Shah Kotla",12,1,9,1,"All","All","All",12,133.333333333333
"Kedar Jadhav",2017,"Holkar Cricket Stadium",1,1,4,0,"All","All","All",1,25
"Kedar Jadhav",2017,"M Chinnaswamy Stadium",141,6,100,1,"All","All","All",23.5,141
"Kedar Jadhav",2017,"Maharashtra Cricket Association Stadium",7,1,12,1,"All","All","All",7,58.3333333333333
"Kedar Jadhav",2017,"Rajiv Gandhi International Stadium",31,1,16,1,"All","All","All",31,193.75
"Kedar Jadhav",2017,"Saurashtra Cricket Association Stadium",38,0,16,0,"All","All","All",Inf,237.5
"Kedar Jadhav",2017,"Wankhede Stadium",28,1,22,0,"All","All","All",28,127.272727272727
"Kedar Jadhav",2018,"Wankhede Stadium",24,0,22,0,"All","All","All",Inf,109.090909090909
"Kedar Jadhav",2019,"Eden Gardens",20,1,12,0,"All","All","All",20,166.666666666667
"Kedar Jadhav",2019,"Feroz Shah Kotla",27,1,34,0,"All","All","All",27,79.4117647058823
"Kedar Jadhav",2019,"M Chinnaswamy Stadium",9,1,9,0,"All","All","All",9,100
"Kedar Jadhav",2019,"MA Chidambaram Stadium",46,2,51,0,"All","All","All",23,90.1960784313726
"Kedar Jadhav",2019,"Punjab Cricket Association IS Bindra Stadium",0,1,1,0,"All","All","All",0,0
"Kedar Jadhav",2019,"Rajiv Gandhi International Stadium",1,1,2,0,"All","All","All",1,50
"Kedar Jadhav",2019,"Sawai Mansingh Stadium",1,1,6,0,"All","All","All",1,16.6666666666667
"Kedar Jadhav",2019,"Wankhede Stadium",58,1,54,0,"All","All","All",58,107.407407407407
"Kedar Jadhav",2020,"Dubai International Cricket Stadium",29,2,31,0,"All","All","All",14.5,93.5483870967742
"Kedar Jadhav",2020,"Sharjah Cricket Stadium",22,1,16,0,"All","All","All",22,137.5
"Kedar Jadhav",2020,"Zayed Cricket Stadium",11,0,19,0,"All","All","All",Inf,57.8947368421053
"Kedar Jadhav",2021,"Arun Jaitley Stadium",31,1,23,0,"All","All","All",31,134.782608695652
"Kedar Jadhav",2021,"Dubai International Cricket Stadium",3,1,8,0,"All","All","All",3,37.5
"Kedar Jadhav",2021,"MA Chidambaram Stadium",9,1,9,0,"All","All","All",9,100
"Kedar Jadhav",2021,"Sharjah Cricket Stadium",12,1,12,0,"All","All","All",12,100
"Keemo Paul",2019,"Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium",8,1,11,0,"All","All","All",8,72.7272727272727
"Keemo Paul",2019,"Feroz Shah Kotla",0,1,4,0,"All","All","All",0,0
"Keemo Paul",2019,"Rajiv Gandhi International Stadium",7,1,4,0,"All","All","All",7,175
"Keemo Paul",2019,"Wankhede Stadium",3,1,5,0,"All","All","All",3,60
"Kemar Roach",2010,"Dr DY Patil Sports Academy",10,1,9,0,"All","All","All",10,111.111111111111
"Kevin Pietersen",2009,"Kingsmead",13,2,14,0,"All","All","All",6.5,92.8571428571429
"Kevin Pietersen",2009,"Newlands",43,2,45,0,"All","All","All",21.5,95.5555555555556
"Kevin Pietersen",2009,"St George's Park",37,2,26,0,"All","All","All",18.5,142.307692307692
"Kevin Pietersen",2010,"Dr DY Patil Sports Academy",48,1,35,0,"All","All","All",48,137.142857142857
"Kevin Pietersen",2010,"Feroz Shah Kotla",16,1,19,0,"All","All","All",16,84.2105263157895
"Kevin Pietersen",2010,"M Chinnaswamy Stadium",21,1,16,0,"All","All","All",21,131.25
"Kevin Pietersen",2010,"MA Chidambaram Stadium",23,0,14,0,"All","All","All",Inf,164.285714285714
"Kevin Pietersen",2010,"Punjab Cricket Association Stadium",66,0,44,0,"All","All","All",Inf,150
"Kevin Pietersen",2010,"Sawai Mansingh Stadium",62,1,29,1,"All","All","All",62,213.793103448276
"Kevin Pietersen",2012,"Feroz Shah Kotla",233,2,144,0,"All","All","All",116.5,161.805555555556
"Kevin Pietersen",2012,"Sawai Mansingh Stadium",36,1,34,0,"All","All","All",36,105.882352941176
"Kevin Pietersen",2012,"Subrata Roy Sahara Stadium",27,1,21,0,"All","All","All",27,128.571428571429
"Kevin Pietersen",2012,"Wankhede Stadium",9,1,8,0,"All","All","All",9,112.5
"Kevin Pietersen",2014,"Dubai International Cricket Stadium",16,1,17,0,"All","All","All",16,94.1176470588235
"Kevin Pietersen",2014,"Feroz Shah Kotla",104,5,79,1,"All","All","All",20.8,131.645569620253
"Kevin Pietersen",2014,"M Chinnaswamy Stadium",33,1,29,0,"All","All","All",33,113.793103448276
"Kevin Pietersen",2014,"Punjab Cricket Association Stadium",58,1,41,0,"All","All","All",58,141.463414634146
"Kevin Pietersen",2014,"Sardar Patel Stadium",13,1,18,0,"All","All","All",13,72.2222222222222
"Kevin Pietersen",2014,"Sharjah Cricket Stadium",26,0,18,0,"All","All","All",Inf,144.444444444444
"Kevin Pietersen",2014,"Wankhede Stadium",44,1,31,0,"All","All","All",44,141.935483870968
"Kevin Pietersen",2016,"Maharashtra Cricket Association Stadium",0,1,1,0,"All","All","All",0,0
"Kevin Pietersen",2016,"Punjab Cricket Association IS Bindra Stadium",15,1,15,0,"All","All","All",15,100
"Kevin Pietersen",2016,"Saurashtra Cricket Association Stadium",37,1,31,0,"All","All","All",37,119.354838709677
"Kevin Pietersen",2016,"Wankhede Stadium",21,0,14,0,"All","All","All",Inf,150
"Kevon Cooper",2012,"Sawai Mansingh Stadium",24,1,14,0,"All","All","All",24,171.428571428571
"Kevon Cooper",2012,"Wankhede Stadium",14,1,6,0,"All","All","All",14,233.333333333333
"Kevon Cooper",2013,"Eden Gardens",4,1,2,0,"All","All","All",4,200
"Kevon Cooper",2013,"Feroz Shah Kotla",2,1,2,0,"All","All","All",2,100
"Kevon Cooper",2013,"Rajiv Gandhi International Stadium",26,1,12,0,"All","All","All",26,216.666666666667
"Kevon Cooper",2013,"Sawai Mansingh Stadium",0,1,2,0,"All","All","All",0,0
"Kevon Cooper",2013,"Wankhede Stadium",7,0,4,0,"All","All","All",Inf,175
"Kevon Cooper",2014,"Punjab Cricket Association Stadium",2,1,2,0,"All","All","All",2,100
"Kevon Cooper",2014,"Sardar Patel Stadium",37,2,24,0,"All","All","All",18.5,154.166666666667
"Khaleel Ahmed",2019,"Rajiv Gandhi International Stadium",0,1,1,0,"All","All","All",0,0
"Khaleel Ahmed",2020,"Dubai International Cricket Stadium",0,1,2,1,"All","All","All",0,0
"Khaleel Ahmed",2021,"MA Chidambaram Stadium",1,1,2,0,"All","All","All",1,50
"Khaleel Ahmed",2022,"Dr DY Patil Sports Academy",0,1,1,0,"All","All","All",0,0
"Khaleel Ahmed",2022,"Maharashtra Cricket Association Stadium",0,1,1,0,"All","All","All",0,0
"Kieron Pollard",2010,"Brabourne Stadium",134,5,71,0,"All","All","All",26.8,188.732394366197
"Kieron Pollard",2010,"Dr DY Patil Sports Academy",61,2,28,0,"All","All","All",30.5,217.857142857143
"Kieron Pollard",2010,"Feroz Shah Kotla",10,1,8,0,"All","All","All",10,125
"Kieron Pollard",2010,"M Chinnaswamy Stadium",20,1,7,0,"All","All","All",20,285.714285714286
"Kieron Pollard",2010,"MA Chidambaram Stadium",5,1,6,0,"All","All","All",5,83.3333333333333
"Kieron Pollard",2010,"Punjab Cricket Association Stadium",18,1,14,0,"All","All","All",18,128.571428571429
"Kieron Pollard",2010,"Sawai Mansingh Stadium",25,1,13,0,"All","All","All",25,192.307692307692
"Kieron Pollard",2011,"Dr DY Patil Sports Academy",28,1,21,0,"All","All","All",28,133.333333333333
"Kieron Pollard",2011,"Eden Gardens",18,1,22,0,"All","All","All",18,81.8181818181818
"Kieron Pollard",2011,"MA Chidambaram Stadium",3,1,6,0,"All","All","All",3,50
"Kieron Pollard",2011,"Punjab Cricket Association Stadium",17,1,11,0,"All","All","All",17,154.545454545455
"Kieron Pollard",2011,"Rajiv Gandhi International Stadium",0,1,1,0,"All","All","All",0,0
"Kieron Pollard",2011,"Sawai Mansingh Stadium",4,1,15,0,"All","All","All",4,26.6666666666667
"Kieron Pollard",2011,"Wankhede Stadium",76,4,57,0,"All","All","All",19,133.333333333333
"Kieron Pollard",2012,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",24,1,18,0,"All","All","All",24,133.333333333333
"Kieron Pollard",2012,"Feroz Shah Kotla",16,1,9,0,"All","All","All",16,177.777777777778
"Kieron Pollard",2012,"M Chinnaswamy Stadium",68,1,50,0,"All","All","All",68,136
"Kieron Pollard",2012,"Punjab Cricket Association Stadium",3,1,7,0,"All","All","All",3,42.8571428571429
"Kieron Pollard",2012,"Wankhede Stadium",109,5,75,0,"All","All","All",21.8,145.333333333333
"Kieron Pollard",2013,"Eden Gardens",104,2,62,0,"All","All","All",52,167.741935483871
"Kieron Pollard",2013,"Feroz Shah Kotla",43,1,26,0,"All","All","All",43,165.384615384615
"Kieron Pollard",2013,"Himachal Pradesh Cricket Association Stadium",22,1,21,0,"All","All","All",22,104.761904761905
"Kieron Pollard",2013,"M Chinnaswamy Stadium",5,0,2,0,"All","All","All",Inf,250
"Kieron Pollard",2013,"MA Chidambaram Stadium",57,0,38,0,"All","All","All",Inf,150
"Kieron Pollard",2013,"Rajiv Gandhi International Stadium",14,0,19,0,"All","All","All",Inf,73.6842105263158
"Kieron Pollard",2013,"Sawai Mansingh Stadium",1,1,7,0,"All","All","All",1,14.2857142857143
"Kieron Pollard",2013,"Wankhede Stadium",174,5,106,1,"All","All","All",34.8,164.150943396226
"Kieron Pollard",2014,"Barabati Stadium",10,0,11,0,"All","All","All",Inf,90.9090909090909
"Kieron Pollard",2014,"Brabourne Stadium",14,1,8,0,"All","All","All",14,175
"Kieron Pollard",2014,"Dubai International Cricket Stadium",93,3,66,0,"All","All","All",31,140.909090909091
"Kieron Pollard",2014,"Punjab Cricket Association Stadium",8,0,6,0,"All","All","All",Inf,133.333333333333
"Kieron Pollard",2014,"Rajiv Gandhi International Stadium",6,0,7,0,"All","All","All",Inf,85.7142857142857
"Kieron Pollard",2014,"Sardar Patel Stadium",14,0,12,0,"All","All","All",Inf,116.666666666667
"Kieron Pollard",2014,"Sharjah Cricket Stadium",33,0,30,0,"All","All","All",Inf,110
"Kieron Pollard",2014,"Sheikh Zayed Stadium",6,0,8,0,"All","All","All",Inf,75
"Kieron Pollard",2014,"Wankhede Stadium",89,4,55,1,"All","All","All",22.25,161.818181818182
"Kieron Pollard",2015,"Eden Gardens",36,1,18,0,"All","All","All",36,200
"Kieron Pollard",2015,"Feroz Shah Kotla",10,1,8,0,"All","All","All",10,125
"Kieron Pollard",2015,"M Chinnaswamy Stadium",5,1,3,0,"All","All","All",5,166.666666666667
"Kieron Pollard",2015,"MA Chidambaram Stadium",1,1,4,1,"All","All","All",1,25
"Kieron Pollard",2015,"Punjab Cricket Association Stadium",7,0,7,0,"All","All","All",Inf,100
"Kieron Pollard",2015,"Sardar Patel Stadium",70,1,34,0,"All","All","All",70,205.882352941176
"Kieron Pollard",2015,"Wankhede Stadium",290,6,182,0,"All","All","All",48.3333333333333,159.340659340659
"Kieron Pollard",2016,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",41,3,39,0,"All","All","All",13.6666666666667,105.128205128205
"Kieron Pollard",2016,"Eden Gardens",1,0,1,0,"All","All","All",Inf,100
"Kieron Pollard",2016,"Feroz Shah Kotla",19,1,18,0,"All","All","All",19,105.555555555556
"Kieron Pollard",2016,"Green Park",9,1,11,0,"All","All","All",9,81.8181818181818
"Kieron Pollard",2016,"M Chinnaswamy Stadium",35,0,19,0,"All","All","All",Inf,184.210526315789
"Kieron Pollard",2016,"Punjab Cricket Association IS Bindra Stadium",10,1,9,0,"All","All","All",10,111.111111111111
"Kieron Pollard",2016,"Wankhede Stadium",92,2,47,0,"All","All","All",46,195.744680851064
"Kieron Pollard",2017,"Eden Gardens",13,1,11,0,"All","All","All",13,118.181818181818
"Kieron Pollard",2017,"Feroz Shah Kotla",63,0,35,0,"All","All","All",Inf,180
"Kieron Pollard",2017,"M Chinnaswamy Stadium",79,1,54,0,"All","All","All",79,146.296296296296
"Kieron Pollard",2017,"Maharashtra Cricket Association Stadium",27,1,17,0,"All","All","All",27,158.823529411765
"Kieron Pollard",2017,"Rajiv Gandhi International Stadium",12,2,12,0,"All","All","All",6,100
"Kieron Pollard",2017,"Saurashtra Cricket Association Stadium",15,1,11,0,"All","All","All",15,136.363636363636
"Kieron Pollard",2017,"Wankhede Stadium",176,7,136,0,"All","All","All",25.1428571428571,129.411764705882
"Kieron Pollard",2018,"Feroz Shah Kotla",7,1,7,0,"All","All","All",7,100
"Kieron Pollard",2018,"M Chinnaswamy Stadium",13,1,13,0,"All","All","All",13,100
"Kieron Pollard",2018,"Rajiv Gandhi International Stadium",28,1,23,0,"All","All","All",28,121.739130434783
"Kieron Pollard",2018,"Sawai Mansingh Stadium",21,0,20,0,"All","All","All",Inf,105
"Kieron Pollard",2018,"Wankhede Stadium",64,4,37,0,"All","All","All",16,172.972972972973
"Kieron Pollard",2019,"Eden Gardens",20,1,21,0,"All","All","All",20,95.2380952380952
"Kieron Pollard",2019,"M Chinnaswamy Stadium",5,1,6,0,"All","All","All",5,83.3333333333333
"Kieron Pollard",2019,"MA Chidambaram Stadium",13,0,12,0,"All","All","All",Inf,108.333333333333
"Kieron Pollard",2019,"Punjab Cricket Association IS Bindra Stadium",7,1,9,0,"All","All","All",7,77.7777777777778
"Kieron Pollard",2019,"Rajiv Gandhi International Stadium",87,0,51,0,"All","All","All",Inf,170.588235294118
"Kieron Pollard",2019,"Sawai Mansingh Stadium",10,1,7,0,"All","All","All",10,142.857142857143
"Kieron Pollard",2019,"Wankhede Stadium",137,4,72,0,"All","All","All",34.25,190.277777777778
"Kieron Pollard",2020,"Dubai International Cricket Stadium",103,2,42,0,"All","All","All",51.5,245.238095238095
"Kieron Pollard",2020,"Sharjah Cricket Stadium",66,1,38,0,"All","All","All",66,173.684210526316
"Kieron Pollard",2020,"Zayed Cricket Stadium",99,2,60,0,"All","All","All",49.5,165
"Kieron Pollard",2021,"Arun Jaitley Stadium",103,0,42,0,"All","All","All",Inf,245.238095238095
"Kieron Pollard",2021,"Dubai International Cricket Stadium",22,2,24,0,"All","All","All",11,91.6666666666667
"Kieron Pollard",2021,"MA Chidambaram Stadium",65,3,56,0,"All","All","All",21.6666666666667,116.071428571429
"Kieron Pollard",2021,"Sharjah Cricket Stadium",6,1,9,0,"All","All","All",6,66.6666666666667
"Kieron Pollard",2021,"Zayed Cricket Stadium",49,2,34,1,"All","All","All",24.5,144.117647058824
"Kieron Pollard",2022,"Brabourne Stadium",32,3,34,0,"All","All","All",10.6666666666667,94.1176470588235
"Kieron Pollard",2022,"Dr DY Patil Sports Academy",61,4,63,1,"All","All","All",15.25,96.8253968253968
"Kieron Pollard",2022,"Maharashtra Cricket Association Stadium",32,2,17,1,"All","All","All",16,188.235294117647
"Kieron Pollard",2022,"Wankhede Stadium",19,1,20,0,"All","All","All",19,95
