"Batting_Team","Striker","Bowling_Team","Stadium","Runs","Dismissed","Balls","Season","Average","Strike_Rate"
"Punjab Kings","Farhaan Behardien","Royal Challengers Bangalore","Punjab Cricket Association IS Bindra Stadium",9,0,7,"All",Inf,128.571428571429
"Punjab Kings","George Bailey","Chennai Super Kings","Barabati Stadium",40,0,13,"All",Inf,307.692307692308
"Punjab Kings","George Bailey","Chennai Super Kings","MA Chidambaram Stadium",1,1,3,"All",1,33.3333333333333
"Punjab Kings","George Bailey","Chennai Super Kings","Punjab Cricket Association Stadium",12,1,7,"All",12,171.428571428571
"Punjab Kings","George Bailey","Chennai Super Kings","Sheikh Zayed Stadium",17,0,10,"All",Inf,170
"Punjab Kings","George Bailey","Chennai Super Kings","Wankhede Stadium",1,1,2,"All",1,50
"Punjab Kings","George Bailey","Delhi Capitals","Feroz Shah Kotla",24,2,23,"All",12,104.347826086957
"Punjab Kings","George Bailey","Delhi Capitals","Maharashtra Cricket Association Stadium",19,1,11,"All",19,172.727272727273
"Punjab Kings","George Bailey","Delhi Capitals","Punjab Cricket Association Stadium",1,0,1,"All",Inf,100
"Punjab Kings","George Bailey","Kolkata Knight Riders","Barabati Stadium",12,0,11,"All",Inf,109.090909090909
"Punjab Kings","George Bailey","Kolkata Knight Riders","Eden Gardens",26,1,17,"All",26,152.941176470588
"Punjab Kings","George Bailey","Kolkata Knight Riders","M Chinnaswamy Stadium",1,1,2,"All",1,50
"Punjab Kings","George Bailey","Kolkata Knight Riders","Maharashtra Cricket Association Stadium",60,1,45,"All",60,133.333333333333
"Punjab Kings","George Bailey","Kolkata Knight Riders","Sheikh Zayed Stadium",11,1,15,"All",11,73.3333333333333
"Punjab Kings","George Bailey","Mumbai Indians","Punjab Cricket Association Stadium",60,2,48,"All",30,125
"Punjab Kings","George Bailey","Mumbai Indians","Wankhede Stadium",76,1,46,"All",76,165.217391304348
"Punjab Kings","George Bailey","Rajasthan Royals","Maharashtra Cricket Association Stadium",24,1,18,"All",24,133.333333333333
"Punjab Kings","George Bailey","Rajasthan Royals","Punjab Cricket Association Stadium",26,0,18,"All",Inf,144.444444444444
"Punjab Kings","George Bailey","Royal Challengers Bangalore","Dubai International Cricket Stadium",16,0,16,"All",Inf,100
"Punjab Kings","George Bailey","Royal Challengers Bangalore","M Chinnaswamy Stadium",3,2,11,"All",1.5,27.2727272727273
"Punjab Kings","George Bailey","Royal Challengers Bangalore","Punjab Cricket Association Stadium",13,1,9,"All",13,144.444444444444
"Punjab Kings","George Bailey","Sunrisers Hyderabad","Punjab Cricket Association Stadium",22,1,16,"All",22,137.5
"Punjab Kings","George Bailey","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",41,1,30,"All",41,136.666666666667
"Punjab Kings","George Bailey","Sunrisers Hyderabad","Sharjah Cricket Stadium",10,1,8,"All",10,125
"Punjab Kings","Glenn Maxwell","Chennai Super Kings","Barabati Stadium",90,1,38,"All",90,236.842105263158
"Punjab Kings","Glenn Maxwell","Chennai Super Kings","Dubai International Cricket Stadium",11,0,7,"All",Inf,157.142857142857
"Punjab Kings","Glenn Maxwell","Chennai Super Kings","Punjab Cricket Association Stadium",6,1,14,"All",6,42.8571428571429
"Punjab Kings","Glenn Maxwell","Chennai Super Kings","Sheikh Zayed Stadium",95,1,43,"All",95,220.93023255814
"Punjab Kings","Glenn Maxwell","Chennai Super Kings","Wankhede Stadium",13,1,6,"All",13,216.666666666667
"Punjab Kings","Glenn Maxwell","Delhi Capitals","Dubai International Cricket Stadium",33,2,28,"All",16.5,117.857142857143
"Punjab Kings","Glenn Maxwell","Delhi Capitals","Feroz Shah Kotla",14,3,16,"All",4.66666666666667,87.5
"Punjab Kings","Glenn Maxwell","Delhi Capitals","Maharashtra Cricket Association Stadium",15,1,5,"All",15,300
"Punjab Kings","Glenn Maxwell","Delhi Capitals","Punjab Cricket Association IS Bindra Stadium",16,1,11,"All",16,145.454545454545
"Punjab Kings","Glenn Maxwell","Delhi Capitals","Punjab Cricket Association Stadium",0,1,3,"All",0,0
"Punjab Kings","Glenn Maxwell","Gujarat Lions","Punjab Cricket Association IS Bindra Stadium",22,1,15,"All",22,146.666666666667
"Punjab Kings","Glenn Maxwell","Gujarat Lions","Saurashtra Cricket Association Stadium",31,2,19,"All",15.5,163.157894736842
"Punjab Kings","Glenn Maxwell","Kolkata Knight Riders","Barabati Stadium",14,1,14,"All",14,100
"Punjab Kings","Glenn Maxwell","Kolkata Knight Riders","Eden Gardens",142,4,87,"All",35.5,163.218390804598
"Punjab Kings","Glenn Maxwell","Kolkata Knight Riders","M Chinnaswamy Stadium",0,1,1,"All",0,0
"Punjab Kings","Glenn Maxwell","Kolkata Knight Riders","Maharashtra Cricket Association Stadium",33,1,26,"All",33,126.923076923077
"Punjab Kings","Glenn Maxwell","Kolkata Knight Riders","Punjab Cricket Association IS Bindra Stadium",48,2,32,"All",24,150
"Punjab Kings","Glenn Maxwell","Kolkata Knight Riders","Sheikh Zayed Stadium",15,1,12,"All",15,125
"Punjab Kings","Glenn Maxwell","Kolkata Knight Riders","Zayed Cricket Stadium",10,0,5,"All",Inf,200
"Punjab Kings","Glenn Maxwell","Mumbai Indians","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",0,1,1,"All",0,0
"Punjab Kings","Glenn Maxwell","Mumbai Indians","Dubai International Cricket Stadium",0,1,2,"All",0,0
"Punjab Kings","Glenn Maxwell","Mumbai Indians","Holkar Cricket Stadium",40,1,18,"All",40,222.222222222222
"Punjab Kings","Glenn Maxwell","Mumbai Indians","Punjab Cricket Association IS Bindra Stadium",56,1,39,"All",56,143.589743589744
"Punjab Kings","Glenn Maxwell","Mumbai Indians","Punjab Cricket Association Stadium",14,2,12,"All",7,116.666666666667
"Punjab Kings","Glenn Maxwell","Mumbai Indians","Wankhede Stadium",98,3,52,"All",32.6666666666667,188.461538461538
"Punjab Kings","Glenn Maxwell","Mumbai Indians","Zayed Cricket Stadium",11,1,18,"All",11,61.1111111111111
"Punjab Kings","Glenn Maxwell","Rajasthan Royals","Maharashtra Cricket Association Stadium",7,1,5,"All",7,140
"Punjab Kings","Glenn Maxwell","Rajasthan Royals","Sardar Patel Stadium",1,1,6,"All",1,16.6666666666667
"Punjab Kings","Glenn Maxwell","Rajasthan Royals","Sharjah Cricket Stadium",102,1,54,"All",102,188.888888888889
"Punjab Kings","Glenn Maxwell","Rajasthan Royals","Zayed Cricket Stadium",6,0,6,"All",Inf,100
"Punjab Kings","Glenn Maxwell","Rising Pune Supergiants","Holkar Cricket Stadium",44,0,20,"All",Inf,220
"Punjab Kings","Glenn Maxwell","Rising Pune Supergiants","Maharashtra Cricket Association Stadium",0,1,3,"All",0,0
"Punjab Kings","Glenn Maxwell","Rising Pune Supergiants","Punjab Cricket Association IS Bindra Stadium",32,0,14,"All",Inf,228.571428571429
"Punjab Kings","Glenn Maxwell","Royal Challengers Bangalore","Dubai International Cricket Stadium",11,2,12,"All",5.5,91.6666666666667
"Punjab Kings","Glenn Maxwell","Royal Challengers Bangalore","Holkar Cricket Stadium",43,0,22,"All",Inf,195.454545454545
"Punjab Kings","Glenn Maxwell","Royal Challengers Bangalore","M Chinnaswamy Stadium",32,3,27,"All",10.6666666666667,118.518518518519
"Punjab Kings","Glenn Maxwell","Royal Challengers Bangalore","Punjab Cricket Association Stadium",10,1,10,"All",10,100
"Punjab Kings","Glenn Maxwell","Sunrisers Hyderabad","Dubai International Cricket Stadium",19,2,25,"All",9.5,76
"Punjab Kings","Glenn Maxwell","Sunrisers Hyderabad","Punjab Cricket Association IS Bindra Stadium",0,1,2,"All",0,0
"Punjab Kings","Glenn Maxwell","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",65,4,42,"All",16.25,154.761904761905
"Punjab Kings","Glenn Maxwell","Sunrisers Hyderabad","Sharjah Cricket Stadium",95,1,43,"All",95,220.93023255814
"Punjab Kings","Gurkeerat Singh Mann","Chennai Super Kings","MA Chidambaram Stadium",0,1,1,"All",0,0
"Punjab Kings","Gurkeerat Singh Mann","Chennai Super Kings","Punjab Cricket Association Stadium",46,2,40,"All",23,115
"Punjab Kings","Gurkeerat Singh Mann","Deccan Chargers","Punjab Cricket Association Stadium",29,0,12,"All",Inf,241.666666666667
"Punjab Kings","Gurkeerat Singh Mann","Delhi Capitals","Feroz Shah Kotla",8,1,5,"All",8,160
"Punjab Kings","Gurkeerat Singh Mann","Delhi Capitals","Himachal Pradesh Cricket Association Stadium",26,1,11,"All",26,236.363636363636
"Punjab Kings","Gurkeerat Singh Mann","Gujarat Lions","Saurashtra Cricket Association Stadium",0,1,3,"All",0,0
"Punjab Kings","Gurkeerat Singh Mann","Kolkata Knight Riders","Eden Gardens",43,2,33,"All",21.5,130.30303030303
"Punjab Kings","Gurkeerat Singh Mann","Kolkata Knight Riders","Maharashtra Cricket Association Stadium",11,1,10,"All",11,110
"Punjab Kings","Gurkeerat Singh Mann","Kolkata Knight Riders","Punjab Cricket Association Stadium",0,1,1,"All",0,0
"Punjab Kings","Gurkeerat Singh Mann","Mumbai Indians","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",6,0,4,"All",Inf,150
"Punjab Kings","Gurkeerat Singh Mann","Mumbai Indians","Himachal Pradesh Cricket Association Stadium",0,1,1,"All",0,0
"Punjab Kings","Gurkeerat Singh Mann","Mumbai Indians","Wankhede Stadium",2,1,4,"All",2,50
"Punjab Kings","Gurkeerat Singh Mann","Rajasthan Royals","Punjab Cricket Association Stadium",23,1,24,"All",23,95.8333333333333
"Punjab Kings","Gurkeerat Singh Mann","Rajasthan Royals","Sawai Mansingh Stadium",10,1,15,"All",10,66.6666666666667
"Punjab Kings","Gurkeerat Singh Mann","Rising Pune Supergiants","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",51,1,30,"All",51,170
"Punjab Kings","Gurkeerat Singh Mann","Royal Challengers Bangalore","M Chinnaswamy Stadium",18,1,18,"All",18,100
"Punjab Kings","Gurkeerat Singh Mann","Royal Challengers Bangalore","Punjab Cricket Association Stadium",22,2,23,"All",11,95.6521739130435
"Punjab Kings","Gurkeerat Singh Mann","Sunrisers Hyderabad","Punjab Cricket Association IS Bindra Stadium",27,1,20,"All",27,135
"Punjab Kings","Gurkeerat Singh Mann","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",20,2,17,"All",10,117.647058823529
"Punjab Kings","Hardus Viljoen","Delhi Capitals","Feroz Shah Kotla",2,0,3,"All",Inf,66.6666666666667
"Punjab Kings","Hardus Viljoen","Delhi Capitals","Punjab Cricket Association IS Bindra Stadium",1,1,3,"All",1,33.3333333333333
"Punjab Kings","Hardus Viljoen","Royal Challengers Bangalore","M Chinnaswamy Stadium",0,1,1,"All",0,0
"Punjab Kings","Harmeet Singh","Kolkata Knight Riders","Eden Gardens",14,1,6,"All",14,233.333333333333
"Punjab Kings","Harmeet Singh","Rajasthan Royals","Sawai Mansingh Stadium",1,0,1,"All",Inf,100
"Punjab Kings","Harmeet Singh","Sunrisers Hyderabad","Punjab Cricket Association Stadium",3,1,4,"All",3,75
"Punjab Kings","Harpreet Brar","Delhi Capitals","Dr DY Patil Sports Academy",1,1,2,"All",1,50
"Punjab Kings","Harpreet Brar","Delhi Capitals","Feroz Shah Kotla",20,0,12,"All",Inf,166.666666666667
"Punjab Kings","Harpreet Brar","Delhi Capitals","Narendra Modi Stadium",4,0,2,"All",Inf,200
"Punjab Kings","Harpreet Brar","Kolkata Knight Riders","Wankhede Stadium",14,1,18,"All",14,77.7777777777778
"Punjab Kings","Harpreet Brar","Mumbai Indians","Zayed Cricket Stadium",14,0,19,"All",Inf,73.6842105263158
"Punjab Kings","Harpreet Brar","Royal Challengers Bangalore","Brabourne Stadium",7,1,5,"All",7,140
"Punjab Kings","Harpreet Brar","Royal Challengers Bangalore","Narendra Modi Stadium",25,0,17,"All",Inf,147.058823529412
"Punjab Kings","Harpreet Brar","Royal Challengers Bangalore","Sharjah Cricket Stadium",3,0,2,"All",Inf,150
"Punjab Kings","Harpreet Brar","Sunrisers Hyderabad","Sharjah Cricket Stadium",18,0,18,"All",Inf,100
"Punjab Kings","Hashim Amla","Delhi Capitals","Feroz Shah Kotla",19,1,12,"All",19,158.333333333333
"Punjab Kings","Hashim Amla","Delhi Capitals","Punjab Cricket Association IS Bindra Stadium",17,1,25,"All",17,68
"Punjab Kings","Hashim Amla","Gujarat Lions","Punjab Cricket Association IS Bindra Stadium",104,1,60,"All",104,173.333333333333
"Punjab Kings","Hashim Amla","Gujarat Lions","Saurashtra Cricket Association Stadium",65,1,40,"All",65,162.5
"Punjab Kings","Hashim Amla","Kolkata Knight Riders","Eden Gardens",25,1,27,"All",25,92.5925925925926
"Punjab Kings","Hashim Amla","Mumbai Indians","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",0,1,5,"All",0,0
"Punjab Kings","Hashim Amla","Mumbai Indians","Holkar Cricket Stadium",104,0,60,"All",Inf,173.333333333333
"Punjab Kings","Hashim Amla","Rising Pune Supergiants","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",30,1,27,"All",30,111.111111111111
"Punjab Kings","Hashim Amla","Rising Pune Supergiants","Holkar Cricket Stadium",28,1,27,"All",28,103.703703703704
"Punjab Kings","Hashim Amla","Royal Challengers Bangalore","Holkar Cricket Stadium",58,0,38,"All",Inf,152.631578947368
"Punjab Kings","Hashim Amla","Royal Challengers Bangalore","M Chinnaswamy Stadium",10,2,9,"All",5,111.111111111111
"Punjab Kings","Hashim Amla","Royal Challengers Bangalore","Punjab Cricket Association IS Bindra Stadium",21,1,20,"All",21,105
"Punjab Kings","Hashim Amla","Sunrisers Hyderabad","Punjab Cricket Association IS Bindra Stadium",96,1,56,"All",96,171.428571428571
"Punjab Kings","Hashim Amla","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",0,1,1,"All",0,0
"Punjab Kings","Irfan Pathan","Chennai Super Kings","Himachal Pradesh Cricket Association Stadium",44,0,27,"All",Inf,162.962962962963
"Punjab Kings","Irfan Pathan","Chennai Super Kings","Kingsmead",14,1,12,"All",14,116.666666666667
"Punjab Kings","Irfan Pathan","Chennai Super Kings","MA Chidambaram Stadium",79,2,50,"All",39.5,158
"Punjab Kings","Irfan Pathan","Chennai Super Kings","Punjab Cricket Association Stadium",3,0,5,"All",Inf,60
"Punjab Kings","Irfan Pathan","Chennai Super Kings","Wankhede Stadium",3,1,12,"All",3,25
"Punjab Kings","Irfan Pathan","Deccan Chargers","Barabati Stadium",60,1,29,"All",60,206.896551724138
"Punjab Kings","Irfan Pathan","Deccan Chargers","De Beers Diamond Oval",10,1,12,"All",10,83.3333333333333
"Punjab Kings","Irfan Pathan","Deccan Chargers","Himachal Pradesh Cricket Association Stadium",1,0,1,"All",Inf,100
"Punjab Kings","Irfan Pathan","Deccan Chargers","New Wanderers Stadium",17,1,11,"All",17,154.545454545455
"Punjab Kings","Irfan Pathan","Delhi Capitals","Feroz Shah Kotla",12,1,17,"All",12,70.5882352941177
"Punjab Kings","Irfan Pathan","Delhi Capitals","Newlands",6,1,7,"All",6,85.7142857142857
"Punjab Kings","Irfan Pathan","Delhi Capitals","OUTsurance Oval",21,0,11,"All",Inf,190.909090909091
"Punjab Kings","Irfan Pathan","Delhi Capitals","Punjab Cricket Association Stadium",31,2,23,"All",15.5,134.782608695652
"Punjab Kings","Irfan Pathan","Kolkata Knight Riders","Eden Gardens",7,1,4,"All",7,175
"Punjab Kings","Irfan Pathan","Kolkata Knight Riders","Kingsmead",32,1,17,"All",32,188.235294117647
"Punjab Kings","Irfan Pathan","Kolkata Knight Riders","Punjab Cricket Association Stadium",46,1,40,"All",46,115
"Punjab Kings","Irfan Pathan","Kolkata Knight Riders","St George's Park",19,0,16,"All",Inf,118.75
"Punjab Kings","Irfan Pathan","Mumbai Indians","Brabourne Stadium",18,1,14,"All",18,128.571428571429
"Punjab Kings","Irfan Pathan","Mumbai Indians","Kingsmead",7,1,10,"All",7,70
"Punjab Kings","Irfan Pathan","Mumbai Indians","Punjab Cricket Association Stadium",21,1,9,"All",21,233.333333333333
"Punjab Kings","Irfan Pathan","Mumbai Indians","SuperSport Park",0,1,3,"All",0,0
"Punjab Kings","Irfan Pathan","Mumbai Indians","Wankhede Stadium",9,0,5,"All",Inf,180
"Punjab Kings","Irfan Pathan","Rajasthan Royals","Kingsmead",19,1,17,"All",19,111.764705882353
"Punjab Kings","Irfan Pathan","Rajasthan Royals","Newlands",39,1,33,"All",39,118.181818181818
"Punjab Kings","Irfan Pathan","Rajasthan Royals","Punjab Cricket Association Stadium",1,1,1,"All",1,100
"Punjab Kings","Irfan Pathan","Rajasthan Royals","Sawai Mansingh Stadium",36,1,42,"All",36,85.7142857142857
"Punjab Kings","Irfan Pathan","Royal Challengers Bangalore","Kingsmead",12,1,9,"All",12,133.333333333333
"Punjab Kings","Irfan Pathan","Royal Challengers Bangalore","M Chinnaswamy Stadium",20,0,18,"All",Inf,111.111111111111
"Punjab Kings","Irfan Pathan","Royal Challengers Bangalore","Punjab Cricket Association Stadium",16,1,5,"All",16,320
"Punjab Kings","Ishant Sharma","Rising Pune Supergiants","Maharashtra Cricket Association Stadium",1,1,5,"All",1,20
"Punjab Kings","Ishant Sharma","Sunrisers Hyderabad","Punjab Cricket Association IS Bindra Stadium",5,0,2,"All",Inf,250
"Punjab Kings","Ishant Sharma","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2,1,5,"All",2,40
"Punjab Kings","James Faulkner","Pune Warriors","Subrata Roy Sahara Stadium",3,1,4,"All",3,75
"Punjab Kings","James Faulkner","Rajasthan Royals","Sawai Mansingh Stadium",11,0,9,"All",Inf,122.222222222222
"Punjab Kings","James Hopes","Chennai Super Kings","MA Chidambaram Stadium",14,1,7,"All",14,200
"Punjab Kings","James Hopes","Chennai Super Kings","Punjab Cricket Association Stadium",71,1,33,"All",71,215.151515151515
"Punjab Kings","James Hopes","Chennai Super Kings","Wankhede Stadium",2,1,5,"All",2,40
"Punjab Kings","James Hopes","Delhi Capitals","Feroz Shah Kotla",4,1,6,"All",4,66.6666666666667
"Punjab Kings","James Hopes","Kolkata Knight Riders","Eden Gardens",13,1,10,"All",13,130
"Punjab Kings","James Hopes","Kolkata Knight Riders","Punjab Cricket Association Stadium",18,1,12,"All",18,150
"Punjab Kings","James Hopes","Mumbai Indians","Wankhede Stadium",0,1,1,"All",0,0
"Punjab Kings","James Hopes","Rajasthan Royals","Punjab Cricket Association Stadium",51,1,35,"All",51,145.714285714286
"Punjab Kings","James Hopes","Rajasthan Royals","Sawai Mansingh Stadium",16,1,16,"All",16,100
"Punjab Kings","James Hopes","Royal Challengers Bangalore","M Chinnaswamy Stadium",5,1,4,"All",5,125
"Punjab Kings","James Hopes","Royal Challengers Bangalore","Punjab Cricket Association Stadium",27,1,19,"All",27,142.105263157895
"Punjab Kings","James Neesham","Chennai Super Kings","Zayed Cricket Stadium",2,1,3,"All",2,66.6666666666667
"Punjab Kings","James Neesham","Delhi Capitals","Dubai International Cricket Stadium",10,0,8,"All",Inf,125
"Punjab Kings","James Neesham","Mumbai Indians","Zayed Cricket Stadium",7,1,7,"All",7,100
"Punjab Kings","Jhye Richardson","Chennai Super Kings","Wankhede Stadium",15,1,22,"All",15,68.1818181818182
"Punjab Kings","Jhye Richardson","Rajasthan Royals","Wankhede Stadium",0,1,2,"All",0,0
"Punjab Kings","Jitesh Sharma","Chennai Super Kings","Brabourne Stadium",26,1,17,"All",26,152.941176470588
"Punjab Kings","Jitesh Sharma","Delhi Capitals","Brabourne Stadium",32,1,23,"All",32,139.130434782609
"Punjab Kings","Jitesh Sharma","Delhi Capitals","Dr DY Patil Sports Academy",44,1,34,"All",44,129.411764705882
"Punjab Kings","Jitesh Sharma","Gujarat Titans","Brabourne Stadium",23,1,11,"All",23,209.090909090909
"Punjab Kings","Jitesh Sharma","Lucknow Super Giants","Maharashtra Cricket Association Stadium",2,1,5,"All",2,40
"Punjab Kings","Jitesh Sharma","Mumbai Indians","Maharashtra Cricket Association Stadium",30,0,15,"All",Inf,200
"Punjab Kings","Jitesh Sharma","Rajasthan Royals","Wankhede Stadium",38,0,18,"All",Inf,211.111111111111
"Punjab Kings","Jitesh Sharma","Royal Challengers Bangalore","Brabourne Stadium",9,1,5,"All",9,180
"Punjab Kings","Jitesh Sharma","Sunrisers Hyderabad","Dr DY Patil Sports Academy",11,1,8,"All",11,137.5
"Punjab Kings","Jitesh Sharma","Sunrisers Hyderabad","Wankhede Stadium",19,1,7,"All",19,271.428571428571
"Punjab Kings","Jonny Bairstow","Chennai Super Kings","Wankhede Stadium",6,1,3,"All",6,200
"Punjab Kings","Jonny Bairstow","Delhi Capitals","Brabourne Stadium",9,1,8,"All",9,112.5
"Punjab Kings","Jonny Bairstow","Delhi Capitals","Dr DY Patil Sports Academy",28,1,15,"All",28,186.666666666667
"Punjab Kings","Jonny Bairstow","Gujarat Titans","Brabourne Stadium",8,1,8,"All",8,100
"Punjab Kings","Jonny Bairstow","Gujarat Titans","Dr DY Patil Sports Academy",1,1,6,"All",1,16.6666666666667
"Punjab Kings","Jonny Bairstow","Lucknow Super Giants","Maharashtra Cricket Association Stadium",32,1,28,"All",32,114.285714285714
"Punjab Kings","Jonny Bairstow","Mumbai Indians","Maharashtra Cricket Association Stadium",12,1,13,"All",12,92.3076923076923
"Punjab Kings","Jonny Bairstow","Rajasthan Royals","Wankhede Stadium",56,1,40,"All",56,140
"Punjab Kings","Jonny Bairstow","Royal Challengers Bangalore","Brabourne Stadium",66,1,29,"All",66,227.586206896552
"Punjab Kings","Jonny Bairstow","Sunrisers Hyderabad","Dr DY Patil Sports Academy",12,1,10,"All",12,120
"Punjab Kings","Jonny Bairstow","Sunrisers Hyderabad","Wankhede Stadium",23,1,15,"All",23,153.333333333333
"Punjab Kings","KC Cariappa","Delhi Capitals","Feroz Shah Kotla",1,1,2,"All",1,50
"Punjab Kings","KC Cariappa","Gujarat Lions","Saurashtra Cricket Association Stadium",1,1,3,"All",1,33.3333333333333
"Punjab Kings","KC Cariappa","Royal Challengers Bangalore","M Chinnaswamy Stadium",12,0,8,"All",Inf,150
"Punjab Kings","KC Cariappa","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",1,1,5,"All",1,20
"Punjab Kings","KL Rahul","Chennai Super Kings","Dubai International Cricket Stadium",161,1,94,"All",161,171.276595744681
"Punjab Kings","KL Rahul","Chennai Super Kings","MA Chidambaram Stadium",55,1,47,"All",55,117.021276595745
"Punjab Kings","KL Rahul","Chennai Super Kings","Maharashtra Cricket Association Stadium",7,1,11,"All",7,63.6363636363636
"Punjab Kings","KL Rahul","Chennai Super Kings","Punjab Cricket Association IS Bindra Stadium",108,2,58,"All",54,186.206896551724
"Punjab Kings","KL Rahul","Chennai Super Kings","Wankhede Stadium",5,1,7,"All",5,71.4285714285714
"Punjab Kings","KL Rahul","Chennai Super Kings","Zayed Cricket Stadium",29,1,27,"All",29,107.407407407407
"Punjab Kings","KL Rahul","Delhi Capitals","Dubai International Cricket Stadium",36,2,30,"All",18,120
"Punjab Kings","KL Rahul","Delhi Capitals","Feroz Shah Kotla",35,2,24,"All",17.5,145.833333333333
"Punjab Kings","KL Rahul","Delhi Capitals","Punjab Cricket Association IS Bindra Stadium",66,2,27,"All",33,244.444444444444
"Punjab Kings","KL Rahul","Delhi Capitals","Wankhede Stadium",61,1,51,"All",61,119.607843137255
"Punjab Kings","KL Rahul","Kolkata Knight Riders","Dubai International Cricket Stadium",67,1,55,"All",67,121.818181818182
"Punjab Kings","KL Rahul","Kolkata Knight Riders","Eden Gardens",61,2,32,"All",30.5,190.625
"Punjab Kings","KL Rahul","Kolkata Knight Riders","Holkar Cricket Stadium",66,1,29,"All",66,227.586206896552
"Punjab Kings","KL Rahul","Kolkata Knight Riders","Narendra Modi Stadium",19,1,20,"All",19,95
"Punjab Kings","KL Rahul","Kolkata Knight Riders","Punjab Cricket Association IS Bindra Stadium",2,1,7,"All",2,28.5714285714286
"Punjab Kings","KL Rahul","Kolkata Knight Riders","Sharjah Cricket Stadium",28,1,25,"All",28,112
"Punjab Kings","KL Rahul","Kolkata Knight Riders","Zayed Cricket Stadium",74,1,58,"All",74,127.586206896552
"Punjab Kings","KL Rahul","Mumbai Indians","Dubai International Cricket Stadium",77,1,51,"All",77,150.980392156863
"Punjab Kings","KL Rahul","Mumbai Indians","Holkar Cricket Stadium",24,1,20,"All",24,120
"Punjab Kings","KL Rahul","Mumbai Indians","MA Chidambaram Stadium",60,0,52,"All",Inf,115.384615384615
"Punjab Kings","KL Rahul","Mumbai Indians","Punjab Cricket Association IS Bindra Stadium",71,0,57,"All",Inf,124.561403508772
"Punjab Kings","KL Rahul","Mumbai Indians","Wankhede Stadium",194,1,124,"All",194,156.451612903226
"Punjab Kings","KL Rahul","Mumbai Indians","Zayed Cricket Stadium",38,2,41,"All",19,92.6829268292683
"Punjab Kings","KL Rahul","Rajasthan Royals","Dubai International Cricket Stadium",49,1,33,"All",49,148.484848484848
"Punjab Kings","KL Rahul","Rajasthan Royals","Holkar Cricket Stadium",84,0,54,"All",Inf,155.555555555556
"Punjab Kings","KL Rahul","Rajasthan Royals","Punjab Cricket Association IS Bindra Stadium",52,1,47,"All",52,110.63829787234
"Punjab Kings","KL Rahul","Rajasthan Royals","Sawai Mansingh Stadium",99,1,74,"All",99,133.783783783784
"Punjab Kings","KL Rahul","Rajasthan Royals","Sharjah Cricket Stadium",69,1,54,"All",69,127.777777777778
"Punjab Kings","KL Rahul","Rajasthan Royals","Wankhede Stadium",91,1,50,"All",91,182
"Punjab Kings","KL Rahul","Rajasthan Royals","Zayed Cricket Stadium",46,1,41,"All",46,112.19512195122
"Punjab Kings","KL Rahul","Royal Challengers Bangalore","Dubai International Cricket Stadium",132,0,69,"All",Inf,191.304347826087
"Punjab Kings","KL Rahul","Royal Challengers Bangalore","Holkar Cricket Stadium",21,1,15,"All",21,140
"Punjab Kings","KL Rahul","Royal Challengers Bangalore","M Chinnaswamy Stadium",89,2,57,"All",44.5,156.140350877193
"Punjab Kings","KL Rahul","Royal Challengers Bangalore","Narendra Modi Stadium",91,0,57,"All",Inf,159.649122807018
"Punjab Kings","KL Rahul","Royal Challengers Bangalore","Punjab Cricket Association IS Bindra Stadium",18,1,15,"All",18,120
"Punjab Kings","KL Rahul","Royal Challengers Bangalore","Sharjah Cricket Stadium",100,1,84,"All",100,119.047619047619
"Punjab Kings","KL Rahul","Sunrisers Hyderabad","Dubai International Cricket Stadium",38,2,43,"All",19,88.3720930232558
"Punjab Kings","KL Rahul","Sunrisers Hyderabad","MA Chidambaram Stadium",4,1,6,"All",4,66.6666666666667
"Punjab Kings","KL Rahul","Sunrisers Hyderabad","Punjab Cricket Association IS Bindra Stadium",89,1,74,"All",89,120.27027027027
"Punjab Kings","KL Rahul","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",111,2,82,"All",55.5,135.365853658537
"Punjab Kings","KL Rahul","Sunrisers Hyderabad","Sharjah Cricket Stadium",21,1,21,"All",21,100
"Punjab Kings","Kagiso Rabada","Chennai Super Kings","Brabourne Stadium",12,0,12,"All",Inf,100
"Punjab Kings","Kagiso Rabada","Delhi Capitals","Brabourne Stadium",2,1,6,"All",2,33.3333333333333
"Punjab Kings","Kagiso Rabada","Delhi Capitals","Dr DY Patil Sports Academy",6,1,2,"All",6,300
"Punjab Kings","Kagiso Rabada","Gujarat Titans","Brabourne Stadium",1,1,1,"All",1,100
"Punjab Kings","Kagiso Rabada","Kolkata Knight Riders","Wankhede Stadium",25,1,16,"All",25,156.25
"Punjab Kings","Kagiso Rabada","Lucknow Super Giants","Maharashtra Cricket Association Stadium",2,1,5,"All",2,40
