"Batting_Team","Striker","Bowling_Team","Stadium","Runs","Dismissed","Balls","Season","Average","Strike_Rate"
"Chennai Super Kings","Ambati Rayudu","Punjab Kings","Wankhede Stadium",78,2,40,"All",39,195
"Chennai Super Kings","Ambati Rayudu","Punjab Kings","Zayed Cricket Stadium",30,0,30,"All",Inf,100
"Chennai Super Kings","Ambati Rayudu","Rajasthan Royals","Brabourne Stadium",3,1,6,"All",3,50
"Chennai Super Kings","Ambati Rayudu","Rajasthan Royals","MA Chidambaram Stadium",1,1,8,"All",1,12.5
"Chennai Super Kings","Ambati Rayudu","Rajasthan Royals","Maharashtra Cricket Association Stadium",12,1,8,"All",12,150
"Chennai Super Kings","Ambati Rayudu","Rajasthan Royals","Sawai Mansingh Stadium",69,2,56,"All",34.5,123.214285714286
"Chennai Super Kings","Ambati Rayudu","Rajasthan Royals","Wankhede Stadium",27,1,17,"All",27,158.823529411765
"Chennai Super Kings","Ambati Rayudu","Rajasthan Royals","Zayed Cricket Stadium",15,2,23,"All",7.5,65.2173913043478
"Chennai Super Kings","Ambati Rayudu","Royal Challengers Bangalore","Dubai International Cricket Stadium",81,2,67,"All",40.5,120.89552238806
"Chennai Super Kings","Ambati Rayudu","Royal Challengers Bangalore","M Chinnaswamy Stadium",111,2,82,"All",55.5,135.365853658537
"Chennai Super Kings","Ambati Rayudu","Royal Challengers Bangalore","MA Chidambaram Stadium",28,1,42,"All",28,66.6666666666667
"Chennai Super Kings","Ambati Rayudu","Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",42,2,33,"All",21,127.272727272727
"Chennai Super Kings","Ambati Rayudu","Royal Challengers Bangalore","Sharjah Cricket Stadium",32,1,22,"All",32,145.454545454545
"Chennai Super Kings","Ambati Rayudu","Royal Challengers Bangalore","Wankhede Stadium",14,1,7,"All",14,200
"Chennai Super Kings","Ambati Rayudu","Sunrisers Hyderabad","Dr DY Patil Sports Academy",27,1,27,"All",27,100
"Chennai Super Kings","Ambati Rayudu","Sunrisers Hyderabad","Dubai International Cricket Stadium",49,2,43,"All",24.5,113.953488372093
"Chennai Super Kings","Ambati Rayudu","Sunrisers Hyderabad","MA Chidambaram Stadium",21,1,25,"All",21,84
"Chennai Super Kings","Ambati Rayudu","Sunrisers Hyderabad","Maharashtra Cricket Association Stadium",100,0,62,"All",Inf,161.290322580645
"Chennai Super Kings","Ambati Rayudu","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",104,1,58,"All",104,179.310344827586
"Chennai Super Kings","Ambati Rayudu","Sunrisers Hyderabad","Sharjah Cricket Stadium",17,0,13,"All",Inf,130.769230769231
"Chennai Super Kings","Ambati Rayudu","Sunrisers Hyderabad","Wankhede Stadium",16,1,20,"All",16,80
"Chennai Super Kings","Andrew Flintoff","Delhi Capitals","Kingsmead",16,1,17,"All",16,94.1176470588235
"Chennai Super Kings","Andrew Flintoff","Mumbai Indians","Newlands",24,1,23,"All",24,104.347826086957
"Chennai Super Kings","Andrew Flintoff","Royal Challengers Bangalore","St George's Park",22,0,13,"All",Inf,169.230769230769
"Chennai Super Kings","Ankit Rajpoot","Mumbai Indians","MA Chidambaram Stadium",2,0,6,"All",Inf,33.3333333333333
"Chennai Super Kings","Arun Karthik","Rajasthan Royals","Sardar Patel Stadium",3,0,5,"All",Inf,60
"Chennai Super Kings","Ashish Nehra","Kolkata Knight Riders","Eden Gardens",1,0,4,"All",Inf,25
"Chennai Super Kings","Ashish Nehra","Mumbai Indians","Wankhede Stadium",0,1,1,"All",0,0
"Chennai Super Kings","Ashish Nehra","Royal Challengers Bangalore","M Chinnaswamy Stadium",0,0,1,"All",NA,0
"Chennai Super Kings","Ashish Nehra","Royal Challengers Bangalore","MA Chidambaram Stadium",0,0,1,"All",NA,0
"Chennai Super Kings","Ben Laughlin","Mumbai Indians","MA Chidambaram Stadium",0,1,1,"All",0,0
"Chennai Super Kings","Ben Laughlin","Mumbai Indians","Wankhede Stadium",4,0,8,"All",Inf,50
"Chennai Super Kings","Brendon McCullum","Delhi Capitals","Feroz Shah Kotla",32,1,35,"All",32,91.4285714285714
"Chennai Super Kings","Brendon McCullum","Delhi Capitals","MA Chidambaram Stadium",4,1,2,"All",4,200
"Chennai Super Kings","Brendon McCullum","Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",11,1,21,"All",11,52.3809523809524
"Chennai Super Kings","Brendon McCullum","Delhi Capitals","Sheikh Zayed Stadium",9,1,10,"All",9,90
"Chennai Super Kings","Brendon McCullum","Kolkata Knight Riders","Eden Gardens",60,2,36,"All",30,166.666666666667
"Chennai Super Kings","Brendon McCullum","Kolkata Knight Riders","JSCA International Stadium Complex",56,1,40,"All",56,140
"Chennai Super Kings","Brendon McCullum","Kolkata Knight Riders","MA Chidambaram Stadium",19,1,14,"All",19,135.714285714286
"Chennai Super Kings","Brendon McCullum","Mumbai Indians","Brabourne Stadium",14,1,11,"All",14,127.272727272727
"Chennai Super Kings","Brendon McCullum","Mumbai Indians","Dubai International Cricket Stadium",71,0,53,"All",Inf,133.962264150943
"Chennai Super Kings","Brendon McCullum","Mumbai Indians","MA Chidambaram Stadium",23,1,11,"All",23,209.090909090909
"Chennai Super Kings","Brendon McCullum","Mumbai Indians","Wankhede Stadium",59,2,31,"All",29.5,190.322580645161
"Chennai Super Kings","Brendon McCullum","Punjab Kings","Barabati Stadium",33,1,29,"All",33,113.793103448276
"Chennai Super Kings","Brendon McCullum","Punjab Kings","MA Chidambaram Stadium",66,1,44,"All",66,150
"Chennai Super Kings","Brendon McCullum","Punjab Kings","Punjab Cricket Association Stadium",6,1,6,"All",6,100
"Chennai Super Kings","Brendon McCullum","Punjab Kings","Sheikh Zayed Stadium",67,1,45,"All",67,148.888888888889
"Chennai Super Kings","Brendon McCullum","Punjab Kings","Wankhede Stadium",11,1,16,"All",11,68.75
"Chennai Super Kings","Brendon McCullum","Rajasthan Royals","Dubai International Cricket Stadium",6,1,10,"All",6,60
"Chennai Super Kings","Brendon McCullum","Rajasthan Royals","JSCA International Stadium Complex",6,1,3,"All",6,200
"Chennai Super Kings","Brendon McCullum","Rajasthan Royals","MA Chidambaram Stadium",81,1,61,"All",81,132.786885245902
"Chennai Super Kings","Brendon McCullum","Rajasthan Royals","Sardar Patel Stadium",12,1,7,"All",12,171.428571428571
"Chennai Super Kings","Brendon McCullum","Royal Challengers Bangalore","JSCA International Stadium Complex",19,1,13,"All",19,146.153846153846
"Chennai Super Kings","Brendon McCullum","Royal Challengers Bangalore","M Chinnaswamy Stadium",4,1,6,"All",4,66.6666666666667
"Chennai Super Kings","Brendon McCullum","Royal Challengers Bangalore","MA Chidambaram Stadium",20,1,15,"All",20,133.333333333333
"Chennai Super Kings","Brendon McCullum","Sunrisers Hyderabad","MA Chidambaram Stadium",100,0,56,"All",Inf,178.571428571429
"Chennai Super Kings","Brendon McCullum","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",12,1,5,"All",12,240
"Chennai Super Kings","Brendon McCullum","Sunrisers Hyderabad","Sharjah Cricket Stadium",40,1,33,"All",40,121.212121212121
"Chennai Super Kings","Chamara Kapugedera","Delhi Capitals","Feroz Shah Kotla",8,1,9,"All",8,88.8888888888889
"Chennai Super Kings","Chamara Kapugedera","Mumbai Indians","Wankhede Stadium",0,1,2,"All",0,0
"Chennai Super Kings","Chamara Kapugedera","Rajasthan Royals","Dr DY Patil Sports Academy",8,1,12,"All",8,66.6666666666667
"Chennai Super Kings","Chris Jordan","Punjab Kings","Brabourne Stadium",5,1,5,"All",5,100
"Chennai Super Kings","Chris Jordan","Sunrisers Hyderabad","Dr DY Patil Sports Academy",6,0,3,"All",Inf,200
"Chennai Super Kings","Chris Morris","Mumbai Indians","Eden Gardens",0,1,1,"All",0,0
"Chennai Super Kings","Chris Morris","Mumbai Indians","Wankhede Stadium",1,1,4,"All",1,25
"Chennai Super Kings","Chris Morris","Pune Warriors","MA Chidambaram Stadium",5,0,5,"All",Inf,100
"Chennai Super Kings","Chris Morris","Rajasthan Royals","MA Chidambaram Stadium",1,0,1,"All",Inf,100
"Chennai Super Kings","Chris Morris","Royal Challengers Bangalore","MA Chidambaram Stadium",7,0,4,"All",Inf,175
"Chennai Super Kings","Chris Morris","Sunrisers Hyderabad","MA Chidambaram Stadium",0,0,1,"All",NA,0
"Chennai Super Kings","David Hussey","Mumbai Indians","Brabourne Stadium",40,0,29,"All",Inf,137.931034482759
"Chennai Super Kings","David Hussey","Punjab Kings","Wankhede Stadium",1,1,3,"All",1,33.3333333333333
"Chennai Super Kings","David Hussey","Royal Challengers Bangalore","JSCA International Stadium Complex",25,1,29,"All",25,86.2068965517241
"Chennai Super Kings","David Hussey","Sunrisers Hyderabad","JSCA International Stadium Complex",50,0,33,"All",Inf,151.515151515152
"Chennai Super Kings","Deepak Chahar","Delhi Capitals","Feroz Shah Kotla",1,0,2,"All",Inf,50
"Chennai Super Kings","Deepak Chahar","Kolkata Knight Riders","Zayed Cricket Stadium",1,0,1,"All",Inf,100
"Chennai Super Kings","Deepak Chahar","Mumbai Indians","MA Chidambaram Stadium",0,1,2,"All",0,0
"Chennai Super Kings","Deepak Chahar","Mumbai Indians","Sharjah Cricket Stadium",0,1,5,"All",0,0
"Chennai Super Kings","Deepak Chahar","Mumbai Indians","Wankhede Stadium",7,2,8,"All",3.5,87.5
"Chennai Super Kings","Deepak Chahar","Punjab Kings","Maharashtra Cricket Association Stadium",39,1,20,"All",39,195
"Chennai Super Kings","Deepak Chahar","Royal Challengers Bangalore","Dubai International Cricket Stadium",5,0,5,"All",Inf,100
"Chennai Super Kings","Deepak Chahar","Sunrisers Hyderabad","Dubai International Cricket Stadium",2,0,2,"All",Inf,100
"Chennai Super Kings","Deepak Chahar","Sunrisers Hyderabad","Wankhede Stadium",10,1,6,"All",10,166.666666666667
"Chennai Super Kings","Devon Conway","Delhi Capitals","Dr DY Patil Sports Academy",87,1,49,"All",87,177.551020408163
"Chennai Super Kings","Devon Conway","Gujarat Titans","Wankhede Stadium",5,1,9,"All",5,55.5555555555556
"Chennai Super Kings","Devon Conway","Kolkata Knight Riders","Wankhede Stadium",3,1,8,"All",3,37.5
"Chennai Super Kings","Devon Conway","Mumbai Indians","Wankhede Stadium",0,1,1,"All",0,0
"Chennai Super Kings","Devon Conway","Rajasthan Royals","Brabourne Stadium",16,1,14,"All",16,114.285714285714
"Chennai Super Kings","Devon Conway","Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",56,1,37,"All",56,151.351351351351
"Chennai Super Kings","Devon Conway","Sunrisers Hyderabad","Maharashtra Cricket Association Stadium",85,0,55,"All",Inf,154.545454545455
"Chennai Super Kings","Dhruv Shorey","Mumbai Indians","MA Chidambaram Stadium",5,1,8,"All",5,62.5
"Chennai Super Kings","Dhruv Shorey","Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",8,1,9,"All",8,88.8888888888889
"Chennai Super Kings","Doug Bollinger","Deccan Chargers","Vidarbha Cricket Association Stadium",2,0,3,"All",Inf,66.6666666666667
"Chennai Super Kings","Doug Bollinger","Delhi Capitals","MA Chidambaram Stadium",16,0,13,"All",Inf,123.076923076923
"Chennai Super Kings","Doug Bollinger","Mumbai Indians","MA Chidambaram Stadium",3,1,5,"All",3,60
"Chennai Super Kings","Doug Bollinger","Mumbai Indians","Wankhede Stadium",0,0,1,"All",NA,0
"Chennai Super Kings","Dwaine Pretorius","Lucknow Super Giants","Brabourne Stadium",0,1,1,"All",0,0
"Chennai Super Kings","Dwaine Pretorius","Mumbai Indians","Dr DY Patil Sports Academy",22,1,14,"All",22,157.142857142857
"Chennai Super Kings","Dwaine Pretorius","Punjab Kings","Brabourne Stadium",8,1,4,"All",8,200
"Chennai Super Kings","Dwaine Pretorius","Punjab Kings","Wankhede Stadium",1,0,1,"All",Inf,100
"Chennai Super Kings","Dwaine Pretorius","Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",13,1,8,"All",13,162.5
"Chennai Super Kings","Dwayne Bravo","Deccan Chargers","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",43,0,18,"All",Inf,238.888888888889
"Chennai Super Kings","Dwayne Bravo","Deccan Chargers","MA Chidambaram Stadium",12,0,4,"All",Inf,300
"Chennai Super Kings","Dwayne Bravo","Delhi Capitals","Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium",0,0,1,"All",NA,0
"Chennai Super Kings","Dwayne Bravo","Delhi Capitals","Dr DY Patil Sports Academy",1,0,1,"All",Inf,100
"Chennai Super Kings","Dwayne Bravo","Delhi Capitals","Feroz Shah Kotla",30,3,38,"All",10,78.9473684210526
"Chennai Super Kings","Dwayne Bravo","Delhi Capitals","MA Chidambaram Stadium",46,1,23,"All",46,200
"Chennai Super Kings","Dwayne Bravo","Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",8,1,8,"All",8,100
"Chennai Super Kings","Dwayne Bravo","Kolkata Knight Riders","Eden Gardens",48,1,43,"All",48,111.627906976744
"Chennai Super Kings","Dwayne Bravo","Kolkata Knight Riders","MA Chidambaram Stadium",28,2,24,"All",14,116.666666666667
"Chennai Super Kings","Dwayne Bravo","Lucknow Super Giants","Brabourne Stadium",1,0,1,"All",Inf,100
"Chennai Super Kings","Dwayne Bravo","Mumbai Indians","Dr DY Patil Sports Academy",1,0,1,"All",Inf,100
"Chennai Super Kings","Dwayne Bravo","Mumbai Indians","Dubai International Cricket Stadium",23,1,8,"All",23,287.5
"Chennai Super Kings","Dwayne Bravo","Mumbai Indians","Eden Gardens",24,2,22,"All",12,109.090909090909
"Chennai Super Kings","Dwayne Bravo","Mumbai Indians","M Chinnaswamy Stadium",33,0,14,"All",Inf,235.714285714286
"Chennai Super Kings","Dwayne Bravo","Mumbai Indians","MA Chidambaram Stadium",49,3,53,"All",16.3333333333333,92.4528301886792
"Chennai Super Kings","Dwayne Bravo","Mumbai Indians","Maharashtra Cricket Association Stadium",0,1,1,"All",0,0
"Chennai Super Kings","Dwayne Bravo","Mumbai Indians","Rajiv Gandhi International Stadium",15,1,15,"All",15,100
"Chennai Super Kings","Dwayne Bravo","Mumbai Indians","Wankhede Stadium",170,6,114,"All",28.3333333333333,149.122807017544
"Chennai Super Kings","Dwayne Bravo","Pune Warriors","MA Chidambaram Stadium",13,2,12,"All",6.5,108.333333333333
"Chennai Super Kings","Dwayne Bravo","Pune Warriors","Subrata Roy Sahara Stadium",5,0,2,"All",Inf,250
"Chennai Super Kings","Dwayne Bravo","Punjab Kings","Brabourne Stadium",0,1,1,"All",0,0
"Chennai Super Kings","Dwayne Bravo","Punjab Kings","Dubai International Cricket Stadium",4,0,2,"All",Inf,200
"Chennai Super Kings","Dwayne Bravo","Punjab Kings","Himachal Pradesh Cricket Association Stadium",48,1,43,"All",48,111.627906976744
"Chennai Super Kings","Dwayne Bravo","Punjab Kings","MA Chidambaram Stadium",30,1,21,"All",30,142.857142857143
"Chennai Super Kings","Dwayne Bravo","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",2,0,2,"All",Inf,100
"Chennai Super Kings","Dwayne Bravo","Punjab Kings","Sheikh Zayed Stadium",8,0,3,"All",Inf,266.666666666667
"Chennai Super Kings","Dwayne Bravo","Rajasthan Royals","MA Chidambaram Stadium",73,1,43,"All",73,169.767441860465
"Chennai Super Kings","Dwayne Bravo","Rajasthan Royals","Maharashtra Cricket Association Stadium",24,0,16,"All",Inf,150
"Chennai Super Kings","Dwayne Bravo","Rajasthan Royals","Sardar Patel Stadium",62,0,36,"All",Inf,172.222222222222
"Chennai Super Kings","Dwayne Bravo","Rajasthan Royals","Sawai Mansingh Stadium",34,1,27,"All",34,125.925925925926
"Chennai Super Kings","Dwayne Bravo","Rajasthan Royals","Wankhede Stadium",20,0,8,"All",Inf,250
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","Dubai International Cricket Stadium",7,1,5,"All",7,140
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","JSCA International Stadium Complex",0,1,1,"All",0,0
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","M Chinnaswamy Stadium",40,4,29,"All",10,137.931034482759
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","MA Chidambaram Stadium",41,2,22,"All",20.5,186.363636363636
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",14,0,17,"All",Inf,82.3529411764706
"Chennai Super Kings","Dwayne Bravo","Sunrisers Hyderabad","Dr DY Patil Sports Academy",8,0,5,"All",Inf,160
"Chennai Super Kings","Dwayne Bravo","Sunrisers Hyderabad","Dubai International Cricket Stadium",0,1,1,"All",0,0
"Chennai Super Kings","Dwayne Bravo","Sunrisers Hyderabad","MA Chidambaram Stadium",7,1,16,"All",7,43.75
"Chennai Super Kings","Dwayne Bravo","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",25,0,20,"All",Inf,125
"Chennai Super Kings","Dwayne Bravo","Sunrisers Hyderabad","Wankhede Stadium",7,1,11,"All",7,63.6363636363636
"Chennai Super Kings","Dwayne Smith","Delhi Capitals","Feroz Shah Kotla",79,1,51,"All",79,154.901960784314
"Chennai Super Kings","Dwayne Smith","Delhi Capitals","MA Chidambaram Stadium",34,1,31,"All",34,109.677419354839
"Chennai Super Kings","Dwayne Smith","Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",18,1,24,"All",18,75
"Chennai Super Kings","Dwayne Smith","Delhi Capitals","Sheikh Zayed Stadium",29,1,28,"All",29,103.571428571429
"Chennai Super Kings","Dwayne Smith","Kolkata Knight Riders","Eden Gardens",5,2,7,"All",2.5,71.4285714285714
"Chennai Super Kings","Dwayne Smith","Kolkata Knight Riders","JSCA International Stadium Complex",16,1,11,"All",16,145.454545454545
"Chennai Super Kings","Dwayne Smith","Kolkata Knight Riders","MA Chidambaram Stadium",25,1,19,"All",25,131.578947368421
"Chennai Super Kings","Dwayne Smith","Mumbai Indians","Brabourne Stadium",24,1,20,"All",24,120
"Chennai Super Kings","Dwayne Smith","Mumbai Indians","Dubai International Cricket Stadium",29,1,22,"All",29,131.818181818182
"Chennai Super Kings","Dwayne Smith","Mumbai Indians","Eden Gardens",57,1,48,"All",57,118.75
"Chennai Super Kings","Dwayne Smith","Mumbai Indians","MA Chidambaram Stadium",27,1,34,"All",27,79.4117647058823
"Chennai Super Kings","Dwayne Smith","Mumbai Indians","Wankhede Stadium",119,3,85,"All",39.6666666666667,140
"Chennai Super Kings","Dwayne Smith","Punjab Kings","Barabati Stadium",4,1,4,"All",4,100
"Chennai Super Kings","Dwayne Smith","Punjab Kings","MA Chidambaram Stadium",26,1,13,"All",26,200
"Chennai Super Kings","Dwayne Smith","Punjab Kings","Sheikh Zayed Stadium",66,1,43,"All",66,153.488372093023
"Chennai Super Kings","Dwayne Smith","Punjab Kings","Wankhede Stadium",7,1,11,"All",7,63.6363636363636
"Chennai Super Kings","Dwayne Smith","Rajasthan Royals","Dubai International Cricket Stadium",50,1,28,"All",50,178.571428571429
"Chennai Super Kings","Dwayne Smith","Rajasthan Royals","JSCA International Stadium Complex",44,1,35,"All",44,125.714285714286
"Chennai Super Kings","Dwayne Smith","Rajasthan Royals","MA Chidambaram Stadium",6,1,10,"All",6,60
"Chennai Super Kings","Dwayne Smith","Rajasthan Royals","Sardar Patel Stadium",40,1,29,"All",40,137.931034482759
"Chennai Super Kings","Dwayne Smith","Royal Challengers Bangalore","JSCA International Stadium Complex",26,2,27,"All",13,96.2962962962963
"Chennai Super Kings","Dwayne Smith","Royal Challengers Bangalore","M Chinnaswamy Stadium",73,2,46,"All",36.5,158.695652173913
"Chennai Super Kings","Dwayne Smith","Royal Challengers Bangalore","MA Chidambaram Stadium",0,1,6,"All",0,0
"Chennai Super Kings","Dwayne Smith","Sunrisers Hyderabad","JSCA International Stadium Complex",47,1,28,"All",47,167.857142857143
"Chennai Super Kings","Dwayne Smith","Sunrisers Hyderabad","MA Chidambaram Stadium",27,1,26,"All",27,103.846153846154
"Chennai Super Kings","Dwayne Smith","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",21,1,19,"All",21,110.526315789474
"Chennai Super Kings","Dwayne Smith","Sunrisers Hyderabad","Sharjah Cricket Stadium",66,1,46,"All",66,143.478260869565
"Chennai Super Kings","Faf du Plessis","Deccan Chargers","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",39,1,25,"All",39,156
"Chennai Super Kings","Faf du Plessis","Deccan Chargers","MA Chidambaram Stadium",42,1,35,"All",42,120
"Chennai Super Kings","Faf du Plessis","Delhi Capitals","Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium",50,1,39,"All",50,128.205128205128
"Chennai Super Kings","Faf du Plessis","Delhi Capitals","Dubai International Cricket Stadium",54,3,45,"All",18,120
"Chennai Super Kings","Faf du Plessis","Delhi Capitals","Feroz Shah Kotla",15,1,12,"All",15,125
"Chennai Super Kings","Faf du Plessis","Delhi Capitals","MA Chidambaram Stadium",71,2,65,"All",35.5,109.230769230769
"Chennai Super Kings","Faf du Plessis","Delhi Capitals","Maharashtra Cricket Association Stadium",33,1,33,"All",33,100
