"Batting_Team","Striker","Season","Stadium","Runs","Dismissed","Balls","Bowling_Team","Average","Strike_Rate"
"Punjab Kings","Parvinder Awana",2013,"Punjab Cricket Association Stadium",1,1,6,"All",1,16.6666666666667
"Punjab Kings","Parvinder Awana",2013,"Sawai Mansingh Stadium",0,1,1,"All",0,0
"Punjab Kings","Parvinder Awana",2013,"Wankhede Stadium",0,0,2,"All",NA,0
"Punjab Kings","Paul Valthaty",2011,"Dr DY Patil Sports Academy",6,1,6,"All",6,100
"Punjab Kings","Paul Valthaty",2011,"Eden Gardens",7,1,8,"All",7,87.5
"Punjab Kings","Paul Valthaty",2011,"Feroz Shah Kotla",14,1,10,"All",14,140
"Punjab Kings","Paul Valthaty",2011,"Himachal Pradesh Cricket Association Stadium",87,3,73,"All",29,119.178082191781
"Punjab Kings","Paul Valthaty",2011,"Holkar Cricket Stadium",17,1,10,"All",17,170
"Punjab Kings","Paul Valthaty",2011,"M Chinnaswamy Stadium",21,1,16,"All",21,131.25
"Punjab Kings","Paul Valthaty",2011,"Punjab Cricket Association Stadium",203,3,130,"All",67.6666666666667,156.153846153846
"Punjab Kings","Paul Valthaty",2011,"Rajiv Gandhi International Stadium",75,1,47,"All",75,159.574468085106
"Punjab Kings","Paul Valthaty",2011,"Wankhede Stadium",33,1,38,"All",33,86.8421052631579
"Punjab Kings","Paul Valthaty",2012,"Himachal Pradesh Cricket Association Stadium",2,1,10,"All",2,20
"Punjab Kings","Paul Valthaty",2012,"Punjab Cricket Association Stadium",14,3,21,"All",4.66666666666667,66.6666666666667
"Punjab Kings","Paul Valthaty",2012,"Sawai Mansingh Stadium",13,1,15,"All",13,86.6666666666667
"Punjab Kings","Paul Valthaty",2012,"Subrata Roy Sahara Stadium",1,1,5,"All",1,20
"Punjab Kings","Paul Valthaty",2013,"Rajiv Gandhi International Stadium",6,1,17,"All",6,35.2941176470588
"Punjab Kings","Piyush Chawla",2008,"Eden Gardens",0,1,1,"All",0,0
"Punjab Kings","Piyush Chawla",2008,"MA Chidambaram Stadium",17,1,15,"All",17,113.333333333333
"Punjab Kings","Piyush Chawla",2008,"Punjab Cricket Association Stadium",37,1,17,"All",37,217.647058823529
"Punjab Kings","Piyush Chawla",2008,"Sawai Mansingh Stadium",24,0,11,"All",Inf,218.181818181818
"Punjab Kings","Piyush Chawla",2008,"Wankhede Stadium",12,1,15,"All",12,80
"Punjab Kings","Piyush Chawla",2009,"De Beers Diamond Oval",8,0,6,"All",Inf,133.333333333333
"Punjab Kings","Piyush Chawla",2009,"Kingsmead",16,3,23,"All",5.33333333333333,69.5652173913043
"Punjab Kings","Piyush Chawla",2009,"New Wanderers Stadium",1,0,1,"All",Inf,100
"Punjab Kings","Piyush Chawla",2009,"Newlands",6,0,6,"All",Inf,100
"Punjab Kings","Piyush Chawla",2010,"Barabati Stadium",9,1,13,"All",9,69.2307692307692
"Punjab Kings","Piyush Chawla",2010,"Brabourne Stadium",22,1,13,"All",22,169.230769230769
"Punjab Kings","Piyush Chawla",2010,"MA Chidambaram Stadium",8,0,4,"All",Inf,200
"Punjab Kings","Piyush Chawla",2010,"Punjab Cricket Association Stadium",13,2,15,"All",6.5,86.6666666666667
"Punjab Kings","Piyush Chawla",2010,"Sawai Mansingh Stadium",10,1,15,"All",10,66.6666666666667
"Punjab Kings","Piyush Chawla",2011,"Dr DY Patil Sports Academy",15,1,28,"All",15,53.5714285714286
"Punjab Kings","Piyush Chawla",2011,"Himachal Pradesh Cricket Association Stadium",14,0,8,"All",Inf,175
"Punjab Kings","Piyush Chawla",2011,"M Chinnaswamy Stadium",5,1,6,"All",5,83.3333333333333
"Punjab Kings","Piyush Chawla",2011,"Punjab Cricket Association Stadium",4,1,3,"All",4,133.333333333333
"Punjab Kings","Piyush Chawla",2011,"Wankhede Stadium",10,0,10,"All",Inf,100
"Punjab Kings","Piyush Chawla",2012,"Eden Gardens",13,0,8,"All",Inf,162.5
"Punjab Kings","Piyush Chawla",2012,"Feroz Shah Kotla",10,1,14,"All",10,71.4285714285714
"Punjab Kings","Piyush Chawla",2012,"Himachal Pradesh Cricket Association Stadium",1,1,2,"All",1,50
"Punjab Kings","Piyush Chawla",2012,"M Chinnaswamy Stadium",6,0,2,"All",Inf,300
"Punjab Kings","Piyush Chawla",2012,"MA Chidambaram Stadium",0,1,2,"All",0,0
"Punjab Kings","Piyush Chawla",2012,"Punjab Cricket Association Stadium",50,3,44,"All",16.6666666666667,113.636363636364
"Punjab Kings","Piyush Chawla",2012,"Sawai Mansingh Stadium",10,1,8,"All",10,125
"Punjab Kings","Piyush Chawla",2012,"Subrata Roy Sahara Stadium",16,1,8,"All",16,200
"Punjab Kings","Piyush Chawla",2013,"Eden Gardens",0,0,2,"All",NA,0
"Punjab Kings","Piyush Chawla",2013,"Feroz Shah Kotla",5,0,3,"All",Inf,166.666666666667
"Punjab Kings","Piyush Chawla",2013,"Himachal Pradesh Cricket Association Stadium",1,1,2,"All",1,50
"Punjab Kings","Piyush Chawla",2013,"Punjab Cricket Association Stadium",16,2,16,"All",8,100
"Punjab Kings","Piyush Chawla",2013,"Rajiv Gandhi International Stadium",23,1,15,"All",23,153.333333333333
"Punjab Kings","Piyush Chawla",2013,"Sawai Mansingh Stadium",7,1,9,"All",7,77.7777777777778
"Punjab Kings","Piyush Chawla",2013,"Wankhede Stadium",12,1,10,"All",12,120
"Punjab Kings","Prabhsimran Singh",2019,"Rajiv Gandhi International Stadium",16,1,17,"All",16,94.1176470588235
"Punjab Kings","Prabhsimran Singh",2020,"Dubai International Cricket Stadium",11,1,8,"All",11,137.5
"Punjab Kings","Prabhsimran Singh",2020,"Zayed Cricket Stadium",4,1,7,"All",4,57.1428571428571
"Punjab Kings","Prabhsimran Singh",2021,"Narendra Modi Stadium",19,2,23,"All",9.5,82.6086956521739
"Punjab Kings","Prabhsimran Singh",2022,"Dr DY Patil Sports Academy",14,1,11,"All",14,127.272727272727
"Punjab Kings","Praveen Kumar",2011,"Dr DY Patil Sports Academy",3,1,5,"All",3,60
"Punjab Kings","Praveen Kumar",2011,"Eden Gardens",2,0,2,"All",Inf,100
"Punjab Kings","Praveen Kumar",2011,"Himachal Pradesh Cricket Association Stadium",0,1,7,"All",0,0
"Punjab Kings","Praveen Kumar",2011,"M Chinnaswamy Stadium",15,0,7,"All",Inf,214.285714285714
"Punjab Kings","Praveen Kumar",2011,"Punjab Cricket Association Stadium",5,1,7,"All",5,71.4285714285714
"Punjab Kings","Praveen Kumar",2011,"Wankhede Stadium",2,0,3,"All",Inf,66.6666666666667
"Punjab Kings","Praveen Kumar",2012,"Eden Gardens",0,1,1,"All",0,0
"Punjab Kings","Praveen Kumar",2012,"Feroz Shah Kotla",8,1,5,"All",8,160
"Punjab Kings","Praveen Kumar",2012,"Himachal Pradesh Cricket Association Stadium",3,0,2,"All",Inf,150
"Punjab Kings","Praveen Kumar",2012,"MA Chidambaram Stadium",6,0,6,"All",Inf,100
"Punjab Kings","Praveen Kumar",2012,"Punjab Cricket Association Stadium",7,0,8,"All",Inf,87.5
"Punjab Kings","Praveen Kumar",2012,"Sawai Mansingh Stadium",10,1,6,"All",10,166.666666666667
"Punjab Kings","Praveen Kumar",2012,"Subrata Roy Sahara Stadium",1,0,2,"All",Inf,50
"Punjab Kings","Praveen Kumar",2013,"Himachal Pradesh Cricket Association Stadium",0,1,1,"All",0,0
"Punjab Kings","Praveen Kumar",2013,"Punjab Cricket Association Stadium",5,3,10,"All",1.66666666666667,50
"Punjab Kings","Praveen Kumar",2013,"Rajiv Gandhi International Stadium",3,0,6,"All",Inf,50
"Punjab Kings","Praveen Kumar",2013,"Sawai Mansingh Stadium",15,1,7,"All",15,214.285714285714
"Punjab Kings","Praveen Kumar",2013,"Wankhede Stadium",24,1,15,"All",24,160
"Punjab Kings","Prerak Mankad",2022,"Wankhede Stadium",4,0,1,"All",Inf,400
"Punjab Kings","Rahul Chahar",2022,"Brabourne Stadium",48,3,36,"All",16,133.333333333333
"Punjab Kings","Rahul Chahar",2022,"Dr DY Patil Sports Academy",25,1,26,"All",25,96.1538461538462
"Punjab Kings","Rahul Chahar",2022,"Maharashtra Cricket Association Stadium",4,1,4,"All",4,100
"Punjab Kings","Rahul Chahar",2022,"Wankhede Stadium",0,1,2,"All",0,0
"Punjab Kings","Rahul Tewatia",2017,"Maharashtra Cricket Association Stadium",4,1,3,"All",4,133.333333333333
"Punjab Kings","Rahul Tewatia",2017,"Punjab Cricket Association IS Bindra Stadium",15,0,8,"All",Inf,187.5
"Punjab Kings","Raj Bawa",2022,"Dr DY Patil Sports Academy",0,1,1,"All",0,0
"Punjab Kings","Raj Bawa",2022,"Wankhede Stadium",11,1,13,"All",11,84.6153846153846
"Punjab Kings","Rajagopal Sathish",2013,"Himachal Pradesh Cricket Association Stadium",22,1,13,"All",22,169.230769230769
"Punjab Kings","Rajagopal Sathish",2013,"M Chinnaswamy Stadium",12,0,6,"All",Inf,200
"Punjab Kings","Rajagopal Sathish",2013,"MA Chidambaram Stadium",0,1,1,"All",0,0
"Punjab Kings","Rajagopal Sathish",2013,"Punjab Cricket Association Stadium",64,2,45,"All",32,142.222222222222
"Punjab Kings","Rajagopal Sathish",2013,"Sawai Mansingh Stadium",11,1,12,"All",11,91.6666666666667
"Punjab Kings","Ramesh Powar",2008,"Wankhede Stadium",28,0,21,"All",Inf,133.333333333333
"Punjab Kings","Ramesh Powar",2009,"Kingsmead",23,1,22,"All",23,104.545454545455
"Punjab Kings","Ramesh Powar",2010,"MA Chidambaram Stadium",2,0,1,"All",Inf,200
"Punjab Kings","Ramesh Powar",2010,"Punjab Cricket Association Stadium",3,1,7,"All",3,42.8571428571429
"Punjab Kings","Ramnaresh Sarwan",2008,"M Chinnaswamy Stadium",31,1,29,"All",31,106.896551724138
"Punjab Kings","Ramnaresh Sarwan",2008,"MA Chidambaram Stadium",20,1,22,"All",20,90.9090909090909
"Punjab Kings","Ramnaresh Sarwan",2008,"Punjab Cricket Association Stadium",7,1,9,"All",7,77.7777777777778
"Punjab Kings","Ramnaresh Sarwan",2008,"Rajiv Gandhi International Stadium",15,1,15,"All",15,100
"Punjab Kings","Ravi Bishnoi",2020,"Dubai International Cricket Stadium",6,0,7,"All",Inf,85.7142857142857
"Punjab Kings","Ravi Bishnoi",2020,"Zayed Cricket Stadium",1,1,5,"All",1,20
"Punjab Kings","Ravi Bishnoi",2021,"Narendra Modi Stadium",1,1,4,"All",1,25
"Punjab Kings","Ravi Bopara",2009,"Kingsmead",105,3,88,"All",35,119.318181818182
"Punjab Kings","Ravi Bopara",2009,"Newlands",33,2,31,"All",16.5,106.451612903226
"Punjab Kings","Ravi Bopara",2010,"Barabati Stadium",38,1,32,"All",38,118.75
"Punjab Kings","Ravi Bopara",2010,"Brabourne Stadium",1,1,4,"All",1,25
"Punjab Kings","Ravi Bopara",2010,"M Chinnaswamy Stadium",77,1,50,"All",77,154
"Punjab Kings","Ravi Bopara",2010,"MA Chidambaram Stadium",1,1,8,"All",1,12.5
"Punjab Kings","Ravi Bopara",2010,"Punjab Cricket Association Stadium",123,3,109,"All",41,112.844036697248
"Punjab Kings","Ravi Bopara",2010,"Sawai Mansingh Stadium",8,1,11,"All",8,72.7272727272727
"Punjab Kings","Ravichandran Ashwin",2018,"Feroz Shah Kotla",6,1,7,"All",6,85.7142857142857
"Punjab Kings","Ravichandran Ashwin",2018,"Holkar Cricket Stadium",45,2,23,"All",22.5,195.652173913043
"Punjab Kings","Ravichandran Ashwin",2018,"M Chinnaswamy Stadium",33,1,21,"All",33,157.142857142857
"Punjab Kings","Ravichandran Ashwin",2018,"Maharashtra Cricket Association Stadium",0,1,1,"All",0,0
"Punjab Kings","Ravichandran Ashwin",2018,"Punjab Cricket Association IS Bindra Stadium",14,1,11,"All",14,127.272727272727
"Punjab Kings","Ravichandran Ashwin",2018,"Rajiv Gandhi International Stadium",4,1,6,"All",4,66.6666666666667
"Punjab Kings","Ravichandran Ashwin",2018,"Sawai Mansingh Stadium",0,1,2,"All",0,0
"Punjab Kings","Ravichandran Ashwin",2019,"Feroz Shah Kotla",16,1,14,"All",16,114.285714285714
"Punjab Kings","Ravichandran Ashwin",2019,"M Chinnaswamy Stadium",6,1,2,"All",6,300
"Punjab Kings","Ravichandran Ashwin",2019,"Punjab Cricket Association IS Bindra Stadium",20,2,11,"All",10,181.818181818182
"Punjab Kings","Ravichandran Ashwin",2019,"Rajiv Gandhi International Stadium",0,1,1,"All",0,0
"Punjab Kings","Reetinder Sodhi",2010,"Punjab Cricket Association Stadium",4,0,2,"All",Inf,200
"Punjab Kings","Rishi Dhawan",2014,"Barabati Stadium",4,1,6,"All",4,66.6666666666667
"Punjab Kings","Rishi Dhawan",2014,"Dubai International Cricket Stadium",23,0,22,"All",Inf,104.545454545455
"Punjab Kings","Rishi Dhawan",2014,"Eden Gardens",14,1,15,"All",14,93.3333333333333
"Punjab Kings","Rishi Dhawan",2014,"Feroz Shah Kotla",8,0,5,"All",Inf,160
"Punjab Kings","Rishi Dhawan",2014,"Punjab Cricket Association Stadium",14,0,9,"All",Inf,155.555555555556
"Punjab Kings","Rishi Dhawan",2014,"Sheikh Zayed Stadium",19,0,18,"All",Inf,105.555555555556
"Punjab Kings","Rishi Dhawan",2015,"Punjab Cricket Association Stadium",30,1,27,"All",30,111.111111111111
"Punjab Kings","Rishi Dhawan",2015,"Wankhede Stadium",6,1,6,"All",6,100
"Punjab Kings","Rishi Dhawan",2016,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",11,0,4,"All",Inf,275
"Punjab Kings","Rishi Dhawan",2016,"Rajiv Gandhi International Stadium",3,0,2,"All",Inf,150
"Punjab Kings","Rishi Dhawan",2022,"Brabourne Stadium",7,1,3,"All",7,233.333333333333
"Punjab Kings","Rishi Dhawan",2022,"Dr DY Patil Sports Academy",4,1,13,"All",4,30.7692307692308
"Punjab Kings","Rishi Dhawan",2022,"Maharashtra Cricket Association Stadium",21,0,22,"All",Inf,95.4545454545455
"Punjab Kings","Rishi Dhawan",2022,"Wankhede Stadium",5,0,2,"All",Inf,250
"Punjab Kings","Rusty Theron",2010,"MA Chidambaram Stadium",0,1,1,"All",0,0
"Punjab Kings","Rusty Theron",2010,"Punjab Cricket Association Stadium",2,1,4,"All",2,50
"Punjab Kings","Ryan Harris",2011,"Feroz Shah Kotla",1,0,1,"All",Inf,100
"Punjab Kings","Ryan Harris",2011,"Himachal Pradesh Cricket Association Stadium",2,1,3,"All",2,66.6666666666667
"Punjab Kings","Ryan Harris",2011,"M Chinnaswamy Stadium",17,1,25,"All",17,68
"Punjab Kings","Ryan Harris",2011,"Punjab Cricket Association Stadium",10,2,8,"All",5,125
"Punjab Kings","Ryan Harris",2011,"Wankhede Stadium",1,1,2,"All",1,50
"Punjab Kings","Ryan Harris",2012,"Himachal Pradesh Cricket Association Stadium",15,0,6,"All",Inf,250
"Punjab Kings","Ryan Harris",2012,"Punjab Cricket Association Stadium",3,1,5,"All",3,60
"Punjab Kings","Ryan Harris",2013,"Punjab Cricket Association Stadium",0,1,2,"All",0,0
"Punjab Kings","Ryan Harris",2013,"Sawai Mansingh Stadium",2,0,3,"All",Inf,66.6666666666667
"Punjab Kings","Ryan McLaren",2011,"Dr DY Patil Sports Academy",51,0,43,"All",Inf,118.604651162791
"Punjab Kings","Ryan McLaren",2011,"Himachal Pradesh Cricket Association Stadium",9,1,14,"All",9,64.2857142857143
"Punjab Kings","Ryan McLaren",2011,"M Chinnaswamy Stadium",28,1,32,"All",28,87.5
"Punjab Kings","Ryan McLaren",2011,"Punjab Cricket Association Stadium",2,1,7,"All",2,28.5714285714286
"Punjab Kings","Sam Curran",2019,"Feroz Shah Kotla",0,1,4,"All",0,0
"Punjab Kings","Sam Curran",2019,"MA Chidambaram Stadium",0,0,1,"All",NA,0
"Punjab Kings","Sam Curran",2019,"Punjab Cricket Association IS Bindra Stadium",87,2,47,"All",43.5,185.106382978723
"Punjab Kings","Sam Curran",2019,"Wankhede Stadium",8,1,3,"All",8,266.666666666667
"Punjab Kings","Sandeep Sharma",2013,"Punjab Cricket Association Stadium",0,0,1,"All",NA,0
"Punjab Kings","Sandeep Sharma",2014,"Sheikh Zayed Stadium",2,0,5,"All",Inf,40
"Punjab Kings","Sandeep Sharma",2015,"M Chinnaswamy Stadium",7,1,9,"All",7,77.7777777777778
"Punjab Kings","Sandeep Sharma",2015,"MA Chidambaram Stadium",1,0,4,"All",Inf,25
"Punjab Kings","Sandeep Sharma",2015,"Punjab Cricket Association Stadium",1,0,1,"All",Inf,100
"Punjab Kings","Sandeep Sharma",2016,"Eden Gardens",1,0,1,"All",Inf,100
"Punjab Kings","Sandeep Sharma",2016,"Feroz Shah Kotla",1,0,2,"All",Inf,50
"Punjab Kings","Sandeep Sharma",2016,"M Chinnaswamy Stadium",5,0,5,"All",Inf,100
"Punjab Kings","Sandeep Sharma",2016,"Saurashtra Cricket Association Stadium",1,0,1,"All",Inf,100
"Punjab Kings","Sandeep Sharma",2017,"Feroz Shah Kotla",2,0,2,"All",Inf,100
"Punjab Kings","Sandeep Sharma",2017,"Rajiv Gandhi International Stadium",5,0,4,"All",Inf,125
"Punjab Kings","Sarfaraz Khan",2019,"Eden Gardens",13,1,13,"All",13,100
"Punjab Kings","Sarfaraz Khan",2019,"MA Chidambaram Stadium",67,1,59,"All",67,113.559322033898
"Punjab Kings","Sarfaraz Khan",2019,"Punjab Cricket Association IS Bindra Stadium",54,2,42,"All",27,128.571428571429
"Punjab Kings","Sarfaraz Khan",2019,"Sawai Mansingh Stadium",46,0,29,"All",Inf,158.620689655172
"Punjab Kings","Sarfaraz Khan",2020,"Dubai International Cricket Stadium",26,1,21,"All",26,123.809523809524
"Punjab Kings","Sarfaraz Khan",2020,"Zayed Cricket Stadium",7,1,8,"All",7,87.5
"Punjab Kings","Sarfaraz Khan",2021,"Dubai International Cricket Stadium",0,1,3,"All",0,0
"Punjab Kings","Sarfaraz Khan",2021,"Sharjah Cricket Stadium",0,1,1,"All",0,0
"Punjab Kings","Shalabh Srivastava",2010,"Brabourne Stadium",1,0,1,"All",Inf,100
"Punjab Kings","Shalabh Srivastava",2010,"Punjab Cricket Association Stadium",0,1,1,"All",0,0
"Punjab Kings","Shalabh Srivastava",2011,"Punjab Cricket Association Stadium",4,0,3,"All",Inf,133.333333333333
"Punjab Kings","Shardul Thakur",2015,"Feroz Shah Kotla",7,0,6,"All",Inf,116.666666666667
"Punjab Kings","Shaun Marsh",2008,"Eden Gardens",40,1,31,"All",40,129.032258064516
"Punjab Kings","Shaun Marsh",2008,"Feroz Shah Kotla",2,1,5,"All",2,40
"Punjab Kings","Shaun Marsh",2008,"M Chinnaswamy Stadium",39,1,34,"All",39,114.705882352941
"Punjab Kings","Shaun Marsh",2008,"MA Chidambaram Stadium",58,1,38,"All",58,152.631578947368
"Punjab Kings","Shaun Marsh",2008,"Punjab Cricket Association Stadium",289,3,198,"All",96.3333333333333,145.959595959596
"Punjab Kings","Shaun Marsh",2008,"Rajiv Gandhi International Stadium",84,0,62,"All",Inf,135.483870967742
"Punjab Kings","Shaun Marsh",2008,"Wankhede Stadium",104,2,73,"All",52,142.465753424658
"Punjab Kings","Shaun Marsh",2010,"Brabourne Stadium",57,1,47,"All",57,121.276595744681
"Punjab Kings","Shaun Marsh",2010,"Himachal Pradesh Cricket Association Stadium",88,1,58,"All",88,151.724137931034
"Punjab Kings","Shaun Marsh",2010,"Punjab Cricket Association Stadium",2,1,9,"All",2,22.2222222222222
"Punjab Kings","Shaun Marsh",2011,"Dr DY Patil Sports Academy",1,1,3,"All",1,33.3333333333333
"Punjab Kings","Shaun Marsh",2011,"Eden Gardens",5,1,7,"All",5,71.4285714285714
"Punjab Kings","Shaun Marsh",2011,"Feroz Shah Kotla",95,1,46,"All",95,206.521739130435
"Punjab Kings","Shaun Marsh",2011,"Himachal Pradesh Cricket Association Stadium",138,2,85,"All",69,162.352941176471
"Punjab Kings","Shaun Marsh",2011,"Holkar Cricket Stadium",42,1,30,"All",42,140
"Punjab Kings","Shaun Marsh",2011,"M Chinnaswamy Stadium",4,1,8,"All",4,50
"Punjab Kings","Shaun Marsh",2011,"Punjab Cricket Association Stadium",158,4,118,"All",39.5,133.898305084746
"Punjab Kings","Shaun Marsh",2011,"Wankhede Stadium",61,1,47,"All",61,129.787234042553
"Punjab Kings","Shaun Marsh",2012,"Eden Gardens",1,1,6,"All",1,16.6666666666667
"Punjab Kings","Shaun Marsh",2012,"Feroz Shah Kotla",13,1,15,"All",13,86.6666666666667
"Punjab Kings","Shaun Marsh",2012,"M Chinnaswamy Stadium",8,1,10,"All",8,80
"Punjab Kings","Shaun Marsh",2012,"MA Chidambaram Stadium",32,1,22,"All",32,145.454545454545
"Punjab Kings","Shaun Marsh",2012,"Punjab Cricket Association Stadium",185,5,161,"All",37,114.906832298137
"Punjab Kings","Shaun Marsh",2012,"Rajiv Gandhi International Stadium",22,1,20,"All",22,110
"Punjab Kings","Shaun Marsh",2012,"Sawai Mansingh Stadium",7,1,6,"All",7,116.666666666667
"Punjab Kings","Shaun Marsh",2012,"Wankhede Stadium",68,0,40,"All",Inf,170
"Punjab Kings","Shaun Marsh",2013,"Himachal Pradesh Cricket Association Stadium",108,2,91,"All",54,118.681318681319
"Punjab Kings","Shaun Marsh",2013,"M Chinnaswamy Stadium",8,1,4,"All",8,200
"Punjab Kings","Shaun Marsh",2013,"MA Chidambaram Stadium",73,1,51,"All",73,143.137254901961
"Punjab Kings","Shaun Marsh",2013,"Punjab Cricket Association Stadium",101,3,91,"All",33.6666666666667,110.989010989011
"Punjab Kings","Shaun Marsh",2013,"Wankhede Stadium",10,1,12,"All",10,83.3333333333333
"Punjab Kings","Shaun Marsh",2014,"Punjab Cricket Association Stadium",70,2,52,"All",35,134.615384615385
"Punjab Kings","Shaun Marsh",2015,"Feroz Shah Kotla",5,1,4,"All",5,125
"Punjab Kings","Shaun Marsh",2015,"MA Chidambaram Stadium",10,1,10,"All",10,100
"Punjab Kings","Shaun Marsh",2015,"Punjab Cricket Association Stadium",1,1,4,"All",1,25
"Punjab Kings","Shaun Marsh",2015,"Sardar Patel Stadium",65,1,40,"All",65,162.5
"Punjab Kings","Shaun Marsh",2016,"Feroz Shah Kotla",13,1,16,"All",13,81.25
"Punjab Kings","Shaun Marsh",2016,"Punjab Cricket Association IS Bindra Stadium",105,2,81,"All",52.5,129.62962962963
"Punjab Kings","Shaun Marsh",2016,"Rajiv Gandhi International Stadium",40,1,34,"All",40,117.647058823529
"Punjab Kings","Shaun Marsh",2016,"Saurashtra Cricket Association Stadium",1,1,3,"All",1,33.3333333333333
"Punjab Kings","Shaun Marsh",2017,"Holkar Cricket Stadium",26,1,21,"All",26,123.809523809524
"Punjab Kings","Shaun Marsh",2017,"M Chinnaswamy Stadium",20,1,17,"All",20,117.647058823529
"Punjab Kings","Shaun Marsh",2017,"Maharashtra Cricket Association Stadium",10,1,13,"All",10,76.9230769230769
"Punjab Kings","Shaun Marsh",2017,"Punjab Cricket Association IS Bindra Stadium",153,3,103,"All",51,148.543689320388
"Punjab Kings","Shaun Marsh",2017,"Saurashtra Cricket Association Stadium",30,1,24,"All",30,125
"Punjab Kings","Shaun Marsh",2017,"Wankhede Stadium",25,1,16,"All",25,156.25
"Punjab Kings","Sheldon Cottrell",2020,"Dubai International Cricket Stadium",0,1,2,"All",0,0
"Punjab Kings","Shikhar Dhawan",2022,"Brabourne Stadium",98,4,79,"All",24.5,124.050632911392
"Punjab Kings","Shikhar Dhawan",2022,"Dr DY Patil Sports Academy",132,3,109,"All",44,121.100917431193
"Punjab Kings","Shikhar Dhawan",2022,"Maharashtra Cricket Association Stadium",75,2,65,"All",37.5,115.384615384615
