"Batting_Team","Striker","Bowling_Team","Stadium","Season","Runs","Wickets","Balls","Average","Strike_Rate"
"Chennai Super Kings","Dwayne Bravo","Mumbai Indians","Rajiv Gandhi International Stadium",2019,15,1,15,15,100
"Chennai Super Kings","Dwayne Bravo","Mumbai Indians","Wankhede Stadium",2012,40,1,33,40,121.212121212121
"Chennai Super Kings","Dwayne Bravo","Mumbai Indians","Wankhede Stadium",2013,9,1,7,9,128.571428571429
"Chennai Super Kings","Dwayne Bravo","Mumbai Indians","Wankhede Stadium",2015,33,1,20,33,165
"Chennai Super Kings","Dwayne Bravo","Mumbai Indians","Wankhede Stadium",2018,68,1,30,68,226.666666666667
"Chennai Super Kings","Dwayne Bravo","Mumbai Indians","Wankhede Stadium",2019,8,1,9,8,88.8888888888889
"Chennai Super Kings","Dwayne Bravo","Mumbai Indians","Wankhede Stadium",2022,12,1,15,12,80
"Chennai Super Kings","Dwayne Bravo","Pune Warriors","MA Chidambaram Stadium",2012,12,1,8,12,150
"Chennai Super Kings","Dwayne Bravo","Pune Warriors","MA Chidambaram Stadium",2013,1,1,4,1,25
"Chennai Super Kings","Dwayne Bravo","Pune Warriors","Subrata Roy Sahara Stadium",2012,5,0,2,Inf,250
"Chennai Super Kings","Dwayne Bravo","Punjab Kings","Brabourne Stadium",2022,0,1,1,0,0
"Chennai Super Kings","Dwayne Bravo","Punjab Kings","Dubai International Cricket Stadium",2021,4,0,2,Inf,200
"Chennai Super Kings","Dwayne Bravo","Punjab Kings","Himachal Pradesh Cricket Association Stadium",2012,48,1,43,48,111.627906976744
"Chennai Super Kings","Dwayne Bravo","Punjab Kings","MA Chidambaram Stadium",2012,30,1,21,30,142.857142857143
"Chennai Super Kings","Dwayne Bravo","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",2018,1,0,1,Inf,100
"Chennai Super Kings","Dwayne Bravo","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",2019,1,0,1,Inf,100
"Chennai Super Kings","Dwayne Bravo","Punjab Kings","Sheikh Zayed Stadium",2014,8,0,3,Inf,266.666666666667
"Chennai Super Kings","Dwayne Bravo","Rajasthan Royals","MA Chidambaram Stadium",2012,16,0,10,Inf,160
"Chennai Super Kings","Dwayne Bravo","Rajasthan Royals","MA Chidambaram Stadium",2013,15,0,9,Inf,166.666666666667
"Chennai Super Kings","Dwayne Bravo","Rajasthan Royals","MA Chidambaram Stadium",2015,15,0,8,Inf,187.5
"Chennai Super Kings","Dwayne Bravo","Rajasthan Royals","MA Chidambaram Stadium",2019,27,1,16,27,168.75
"Chennai Super Kings","Dwayne Bravo","Rajasthan Royals","Maharashtra Cricket Association Stadium",2018,24,0,16,Inf,150
"Chennai Super Kings","Dwayne Bravo","Rajasthan Royals","Sardar Patel Stadium",2015,62,0,36,Inf,172.222222222222
"Chennai Super Kings","Dwayne Bravo","Rajasthan Royals","Sawai Mansingh Stadium",2012,10,1,15,10,66.6666666666667
"Chennai Super Kings","Dwayne Bravo","Rajasthan Royals","Sawai Mansingh Stadium",2013,23,0,11,Inf,209.090909090909
"Chennai Super Kings","Dwayne Bravo","Rajasthan Royals","Sawai Mansingh Stadium",2018,1,0,1,Inf,100
"Chennai Super Kings","Dwayne Bravo","Rajasthan Royals","Wankhede Stadium",2021,20,0,8,Inf,250
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","Dubai International Cricket Stadium",2020,7,1,5,7,140
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","JSCA International Stadium Complex",2015,0,1,1,0,0
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","M Chinnaswamy Stadium",2011,5,1,5,5,100
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","M Chinnaswamy Stadium",2013,11,1,9,11,122.222222222222
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","M Chinnaswamy Stadium",2015,5,1,4,5,125
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","M Chinnaswamy Stadium",2018,14,0,7,Inf,200
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","M Chinnaswamy Stadium",2019,5,1,4,5,125
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","MA Chidambaram Stadium",2011,6,0,1,Inf,600
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","MA Chidambaram Stadium",2012,25,0,15,Inf,166.666666666667
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","MA Chidambaram Stadium",2013,8,1,3,8,266.666666666667
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","MA Chidambaram Stadium",2015,2,1,3,2,66.6666666666667
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",2018,14,0,17,Inf,82.3529411764706
"Chennai Super Kings","Dwayne Bravo","Sunrisers Hyderabad","Dr DY Patil Sports Academy",2022,8,0,5,Inf,160
"Chennai Super Kings","Dwayne Bravo","Sunrisers Hyderabad","Dubai International Cricket Stadium",2020,0,1,1,0,0
"Chennai Super Kings","Dwayne Bravo","Sunrisers Hyderabad","MA Chidambaram Stadium",2013,7,1,16,7,43.75
"Chennai Super Kings","Dwayne Bravo","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2015,25,0,20,Inf,125
"Chennai Super Kings","Dwayne Bravo","Sunrisers Hyderabad","Wankhede Stadium",2018,7,1,11,7,63.6363636363636
"Chennai Super Kings","Dwayne Smith","Delhi Capitals","Feroz Shah Kotla",2014,79,1,51,79,154.901960784314
"Chennai Super Kings","Dwayne Smith","Delhi Capitals","MA Chidambaram Stadium",2015,34,1,31,34,109.677419354839
"Chennai Super Kings","Dwayne Smith","Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",2015,18,1,24,18,75
"Chennai Super Kings","Dwayne Smith","Delhi Capitals","Sheikh Zayed Stadium",2014,29,1,28,29,103.571428571429
"Chennai Super Kings","Dwayne Smith","Kolkata Knight Riders","Eden Gardens",2014,5,1,6,5,83.3333333333333
"Chennai Super Kings","Dwayne Smith","Kolkata Knight Riders","Eden Gardens",2015,0,1,1,0,0
"Chennai Super Kings","Dwayne Smith","Kolkata Knight Riders","JSCA International Stadium Complex",2014,16,1,11,16,145.454545454545
"Chennai Super Kings","Dwayne Smith","Kolkata Knight Riders","MA Chidambaram Stadium",2015,25,1,19,25,131.578947368421
"Chennai Super Kings","Dwayne Smith","Mumbai Indians","Brabourne Stadium",2014,24,1,20,24,120
"Chennai Super Kings","Dwayne Smith","Mumbai Indians","Dubai International Cricket Stadium",2014,29,1,22,29,131.818181818182
"Chennai Super Kings","Dwayne Smith","Mumbai Indians","Eden Gardens",2015,57,1,48,57,118.75
"Chennai Super Kings","Dwayne Smith","Mumbai Indians","MA Chidambaram Stadium",2015,27,1,34,27,79.4117647058823
"Chennai Super Kings","Dwayne Smith","Mumbai Indians","Wankhede Stadium",2014,57,1,51,57,111.764705882353
"Chennai Super Kings","Dwayne Smith","Mumbai Indians","Wankhede Stadium",2015,62,2,34,31,182.352941176471
"Chennai Super Kings","Dwayne Smith","Punjab Kings","Barabati Stadium",2014,4,1,4,4,100
"Chennai Super Kings","Dwayne Smith","Punjab Kings","MA Chidambaram Stadium",2015,26,1,13,26,200
"Chennai Super Kings","Dwayne Smith","Punjab Kings","Sheikh Zayed Stadium",2014,66,1,43,66,153.488372093023
"Chennai Super Kings","Dwayne Smith","Punjab Kings","Wankhede Stadium",2014,7,1,11,7,63.6363636363636
"Chennai Super Kings","Dwayne Smith","Rajasthan Royals","Dubai International Cricket Stadium",2014,50,1,28,50,178.571428571429
"Chennai Super Kings","Dwayne Smith","Rajasthan Royals","JSCA International Stadium Complex",2014,44,1,35,44,125.714285714286
"Chennai Super Kings","Dwayne Smith","Rajasthan Royals","MA Chidambaram Stadium",2015,6,1,10,6,60
"Chennai Super Kings","Dwayne Smith","Rajasthan Royals","Sardar Patel Stadium",2015,40,1,29,40,137.931034482759
"Chennai Super Kings","Dwayne Smith","Royal Challengers Bangalore","JSCA International Stadium Complex",2014,9,1,15,9,60
"Chennai Super Kings","Dwayne Smith","Royal Challengers Bangalore","JSCA International Stadium Complex",2015,17,1,12,17,141.666666666667
"Chennai Super Kings","Dwayne Smith","Royal Challengers Bangalore","M Chinnaswamy Stadium",2014,34,1,17,34,200
"Chennai Super Kings","Dwayne Smith","Royal Challengers Bangalore","M Chinnaswamy Stadium",2015,39,1,29,39,134.48275862069
"Chennai Super Kings","Dwayne Smith","Royal Challengers Bangalore","MA Chidambaram Stadium",2015,0,1,6,0,0
"Chennai Super Kings","Dwayne Smith","Sunrisers Hyderabad","JSCA International Stadium Complex",2014,47,1,28,47,167.857142857143
"Chennai Super Kings","Dwayne Smith","Sunrisers Hyderabad","MA Chidambaram Stadium",2015,27,1,26,27,103.846153846154
"Chennai Super Kings","Dwayne Smith","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2015,21,1,19,21,110.526315789474
"Chennai Super Kings","Dwayne Smith","Sunrisers Hyderabad","Sharjah Cricket Stadium",2014,66,1,46,66,143.478260869565
"Chennai Super Kings","Faf du Plessis","Deccan Chargers","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",2012,39,1,25,39,156
"Chennai Super Kings","Faf du Plessis","Deccan Chargers","MA Chidambaram Stadium",2012,42,1,35,42,120
"Chennai Super Kings","Faf du Plessis","Delhi Capitals","Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium",2019,50,1,39,50,128.205128205128
"Chennai Super Kings","Faf du Plessis","Delhi Capitals","Dubai International Cricket Stadium",2020,43,1,35,43,122.857142857143
"Chennai Super Kings","Faf du Plessis","Delhi Capitals","Dubai International Cricket Stadium",2021,11,2,10,5.5,110
"Chennai Super Kings","Faf du Plessis","Delhi Capitals","Feroz Shah Kotla",2012,15,1,12,15,125
"Chennai Super Kings","Faf du Plessis","Delhi Capitals","MA Chidambaram Stadium",2015,32,1,24,32,133.333333333333
"Chennai Super Kings","Faf du Plessis","Delhi Capitals","MA Chidambaram Stadium",2019,39,1,41,39,95.1219512195122
"Chennai Super Kings","Faf du Plessis","Delhi Capitals","Maharashtra Cricket Association Stadium",2018,33,1,33,33,100
"Chennai Super Kings","Faf du Plessis","Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",2015,29,1,23,29,126.086956521739
"Chennai Super Kings","Faf du Plessis","Delhi Capitals","Sharjah Cricket Stadium",2020,58,1,47,58,123.404255319149
"Chennai Super Kings","Faf du Plessis","Delhi Capitals","Sheikh Zayed Stadium",2014,24,1,17,24,141.176470588235
"Chennai Super Kings","Faf du Plessis","Delhi Capitals","Wankhede Stadium",2021,0,1,3,0,0
"Chennai Super Kings","Faf du Plessis","Kolkata Knight Riders","Dubai International Cricket Stadium",2021,86,1,59,86,145.762711864407
"Chennai Super Kings","Faf du Plessis","Kolkata Knight Riders","Eden Gardens",2012,13,1,16,13,81.25
"Chennai Super Kings","Faf du Plessis","Kolkata Knight Riders","Eden Gardens",2014,23,1,20,23,115
"Chennai Super Kings","Faf du Plessis","Kolkata Knight Riders","Eden Gardens",2015,20,1,11,20,181.818181818182
"Chennai Super Kings","Faf du Plessis","Kolkata Knight Riders","Eden Gardens",2018,27,1,15,27,180
"Chennai Super Kings","Faf du Plessis","Kolkata Knight Riders","Eden Gardens",2019,24,1,16,24,150
"Chennai Super Kings","Faf du Plessis","Kolkata Knight Riders","MA Chidambaram Stadium",2012,3,1,4,3,75
"Chennai Super Kings","Faf du Plessis","Kolkata Knight Riders","MA Chidambaram Stadium",2015,29,0,29,Inf,100
"Chennai Super Kings","Faf du Plessis","Kolkata Knight Riders","MA Chidambaram Stadium",2019,43,0,45,Inf,95.5555555555556
"Chennai Super Kings","Faf du Plessis","Kolkata Knight Riders","Wankhede Stadium",2021,95,0,60,Inf,158.333333333333
"Chennai Super Kings","Faf du Plessis","Kolkata Knight Riders","Zayed Cricket Stadium",2020,17,1,10,17,170
"Chennai Super Kings","Faf du Plessis","Kolkata Knight Riders","Zayed Cricket Stadium",2021,43,1,30,43,143.333333333333
"Chennai Super Kings","Faf du Plessis","Mumbai Indians","Arun Jaitley Stadium",2021,50,1,28,50,178.571428571429
"Chennai Super Kings","Faf du Plessis","Mumbai Indians","Brabourne Stadium",2014,35,1,20,35,175
"Chennai Super Kings","Faf du Plessis","Mumbai Indians","Dubai International Cricket Stadium",2014,20,1,25,20,80
"Chennai Super Kings","Faf du Plessis","Mumbai Indians","Dubai International Cricket Stadium",2021,0,1,3,0,0
"Chennai Super Kings","Faf du Plessis","Mumbai Indians","Eden Gardens",2015,1,1,3,1,33.3333333333333
"Chennai Super Kings","Faf du Plessis","Mumbai Indians","MA Chidambaram Stadium",2012,3,1,2,3,150
"Chennai Super Kings","Faf du Plessis","Mumbai Indians","MA Chidambaram Stadium",2015,17,1,16,17,106.25
"Chennai Super Kings","Faf du Plessis","Mumbai Indians","MA Chidambaram Stadium",2019,6,1,11,6,54.5454545454545
"Chennai Super Kings","Faf du Plessis","Mumbai Indians","Rajiv Gandhi International Stadium",2019,26,1,13,26,200
"Chennai Super Kings","Faf du Plessis","Mumbai Indians","Sharjah Cricket Stadium",2020,1,1,7,1,14.2857142857143
"Chennai Super Kings","Faf du Plessis","Mumbai Indians","Wankhede Stadium",2012,9,1,11,9,81.8181818181818
"Chennai Super Kings","Faf du Plessis","Mumbai Indians","Wankhede Stadium",2014,31,1,24,31,129.166666666667
"Chennai Super Kings","Faf du Plessis","Mumbai Indians","Wankhede Stadium",2015,56,2,47,28,119.148936170213
"Chennai Super Kings","Faf du Plessis","Mumbai Indians","Zayed Cricket Stadium",2020,58,0,44,Inf,131.818181818182
"Chennai Super Kings","Faf du Plessis","Pune Warriors","MA Chidambaram Stadium",2012,58,1,48,58,120.833333333333
"Chennai Super Kings","Faf du Plessis","Pune Warriors","Subrata Roy Sahara Stadium",2012,43,1,33,43,130.30303030303
"Chennai Super Kings","Faf du Plessis","Punjab Kings","Barabati Stadium",2014,52,1,25,52,208
"Chennai Super Kings","Faf du Plessis","Punjab Kings","Dubai International Cricket Stadium",2020,87,0,53,Inf,164.150943396226
"Chennai Super Kings","Faf du Plessis","Punjab Kings","Dubai International Cricket Stadium",2021,76,1,55,76,138.181818181818
"Chennai Super Kings","Faf du Plessis","Punjab Kings","MA Chidambaram Stadium",2012,29,1,20,29,145
"Chennai Super Kings","Faf du Plessis","Punjab Kings","MA Chidambaram Stadium",2019,54,1,38,54,142.105263157895
"Chennai Super Kings","Faf du Plessis","Punjab Kings","Maharashtra Cricket Association Stadium",2018,14,1,15,14,93.3333333333333
"Chennai Super Kings","Faf du Plessis","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",2019,96,1,55,96,174.545454545455
"Chennai Super Kings","Faf du Plessis","Punjab Kings","Punjab Cricket Association Stadium",2015,55,1,41,55,134.146341463415
"Chennai Super Kings","Faf du Plessis","Punjab Kings","Wankhede Stadium",2014,0,1,1,0,0
"Chennai Super Kings","Faf du Plessis","Punjab Kings","Wankhede Stadium",2021,36,0,33,Inf,109.090909090909
"Chennai Super Kings","Faf du Plessis","Punjab Kings","Zayed Cricket Stadium",2020,48,1,34,48,141.176470588235
"Chennai Super Kings","Faf du Plessis","Rajasthan Royals","Dubai International Cricket Stadium",2014,7,1,9,7,77.7777777777778
"Chennai Super Kings","Faf du Plessis","Rajasthan Royals","JSCA International Stadium Complex",2014,38,1,39,38,97.4358974358974
"Chennai Super Kings","Faf du Plessis","Rajasthan Royals","MA Chidambaram Stadium",2012,73,1,52,73,140.384615384615
"Chennai Super Kings","Faf du Plessis","Rajasthan Royals","MA Chidambaram Stadium",2015,29,1,25,29,116
"Chennai Super Kings","Faf du Plessis","Rajasthan Royals","Sardar Patel Stadium",2015,1,1,3,1,33.3333333333333
"Chennai Super Kings","Faf du Plessis","Rajasthan Royals","Sawai Mansingh Stadium",2019,7,1,10,7,70
"Chennai Super Kings","Faf du Plessis","Rajasthan Royals","Sharjah Cricket Stadium",2020,72,1,37,72,194.594594594595
"Chennai Super Kings","Faf du Plessis","Rajasthan Royals","Wankhede Stadium",2021,33,1,17,33,194.117647058824
"Chennai Super Kings","Faf du Plessis","Rajasthan Royals","Zayed Cricket Stadium",2020,10,1,9,10,111.111111111111
"Chennai Super Kings","Faf du Plessis","Rajasthan Royals","Zayed Cricket Stadium",2021,25,1,19,25,131.578947368421
"Chennai Super Kings","Faf du Plessis","Royal Challengers Bangalore","Dubai International Cricket Stadium",2020,33,2,23,16.5,143.478260869565
"Chennai Super Kings","Faf du Plessis","Royal Challengers Bangalore","JSCA International Stadium Complex",2015,21,1,22,21,95.4545454545455
"Chennai Super Kings","Faf du Plessis","Royal Challengers Bangalore","M Chinnaswamy Stadium",2014,54,0,43,Inf,125.581395348837
"Chennai Super Kings","Faf du Plessis","Royal Challengers Bangalore","M Chinnaswamy Stadium",2015,33,0,18,Inf,183.333333333333
"Chennai Super Kings","Faf du Plessis","Royal Challengers Bangalore","M Chinnaswamy Stadium",2019,5,1,15,5,33.3333333333333
"Chennai Super Kings","Faf du Plessis","Royal Challengers Bangalore","MA Chidambaram Stadium",2012,71,1,46,71,154.347826086957
"Chennai Super Kings","Faf du Plessis","Royal Challengers Bangalore","MA Chidambaram Stadium",2015,24,1,20,24,120
"Chennai Super Kings","Faf du Plessis","Royal Challengers Bangalore","Sharjah Cricket Stadium",2021,31,1,26,31,119.230769230769
"Chennai Super Kings","Faf du Plessis","Royal Challengers Bangalore","Wankhede Stadium",2021,50,1,41,50,121.951219512195
"Chennai Super Kings","Faf du Plessis","Sunrisers Hyderabad","Arun Jaitley Stadium",2021,56,1,38,56,147.368421052632
"Chennai Super Kings","Faf du Plessis","Sunrisers Hyderabad","Dubai International Cricket Stadium",2020,22,2,20,11,110
"Chennai Super Kings","Faf du Plessis","Sunrisers Hyderabad","JSCA International Stadium Complex",2014,19,1,11,19,172.727272727273
"Chennai Super Kings","Faf du Plessis","Sunrisers Hyderabad","MA Chidambaram Stadium",2019,1,1,7,1,14.2857142857143
"Chennai Super Kings","Faf du Plessis","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2015,33,1,22,33,150
"Chennai Super Kings","Faf du Plessis","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2018,11,1,13,11,84.6153846153846
"Chennai Super Kings","Faf du Plessis","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2019,45,1,31,45,145.161290322581
"Chennai Super Kings","Faf du Plessis","Sunrisers Hyderabad","Sharjah Cricket Stadium",2014,0,1,1,0,0
"Chennai Super Kings","Faf du Plessis","Sunrisers Hyderabad","Sharjah Cricket Stadium",2021,41,1,36,41,113.888888888889
"Chennai Super Kings","Faf du Plessis","Sunrisers Hyderabad","Wankhede Stadium",2018,77,1,53,77,145.283018867925
"Chennai Super Kings","George Bailey","Kolkata Knight Riders","SuperSport Park",2009,30,1,27,30,111.111111111111
"Chennai Super Kings","George Bailey","Punjab Kings","Kingsmead",2009,15,1,12,15,125
"Chennai Super Kings","George Bailey","Royal Challengers Bangalore","M Chinnaswamy Stadium",2010,18,1,27,18,66.6666666666667
"Chennai Super Kings","Harbhajan Singh","Mumbai Indians","MA Chidambaram Stadium",2019,1,1,3,1,33.3333333333333
"Chennai Super Kings","Harbhajan Singh","Mumbai Indians","Wankhede Stadium",2018,8,1,5,8,160
"Chennai Super Kings","Harbhajan Singh","Punjab Kings","Maharashtra Cricket Association Stadium",2018,19,1,22,19,86.3636363636364
"Chennai Super Kings","Harbhajan Singh","Sunrisers Hyderabad","Wankhede Stadium",2018,2,1,9,2,22.2222222222222
"Chennai Super Kings","Imran Tahir","Mumbai Indians","Sharjah Cricket Stadium",2020,13,0,10,Inf,130
"Chennai Super Kings","Imran Tahir","Mumbai Indians","Wankhede Stadium",2018,2,0,2,Inf,100
"Chennai Super Kings","Jacob Oram","Deccan Chargers","Kingsmead",2009,41,0,29,Inf,141.379310344828
"Chennai Super Kings","Jacob Oram","Delhi Capitals","New Wanderers Stadium",2009,3,1,7,3,42.8571428571429
"Chennai Super Kings","Jacob Oram","Mumbai Indians","MA Chidambaram Stadium",2008,5,0,2,Inf,250
"Chennai Super Kings","Jacob Oram","Mumbai Indians","Newlands",2009,8,1,6,8,133.333333333333
"Chennai Super Kings","Jacob Oram","Punjab Kings","Kingsmead",2009,17,1,21,17,80.9523809523809
"Chennai Super Kings","Jacob Oram","Punjab Kings","Punjab Cricket Association Stadium",2008,13,1,10,13,130
"Chennai Super Kings","Jacob Oram","Rajasthan Royals","De Beers Diamond Oval",2009,1,0,2,Inf,50
"Chennai Super Kings","Jacob Oram","Rajasthan Royals","SuperSport Park",2009,2,1,6,2,33.3333333333333
"Chennai Super Kings","Jacob Oram","Royal Challengers Bangalore","Kingsmead",2009,7,1,15,7,46.6666666666667
"Chennai Super Kings","Jacob Oram","Royal Challengers Bangalore","New Wanderers Stadium",2009,9,1,7,9,128.571428571429
"Chennai Super Kings","Joginder Sharma","Deccan Chargers","MA Chidambaram Stadium",2008,16,1,10,16,160
