"Batting_Team","Striker","Bowling_Team","Stadium","Season","Runs","Wickets","Balls","Average","Strike_Rate"
"Punjab Kings","Karun Nair","Sunrisers Hyderabad","Punjab Cricket Association IS Bindra Stadium",2018,31,1,21,31,147.619047619048
"Punjab Kings","Karun Nair","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2018,13,1,17,13,76.4705882352941
"Punjab Kings","Krishnappa Gowtham","Delhi Capitals","Dubai International Cricket Stadium",2020,20,1,14,20,142.857142857143
"Punjab Kings","Krishnappa Gowtham","Mumbai Indians","Zayed Cricket Stadium",2020,22,0,13,Inf,169.230769230769
"Punjab Kings","Kumar Sangakkara","Chennai Super Kings","Himachal Pradesh Cricket Association Stadium",2010,33,1,24,33,137.5
"Punjab Kings","Kumar Sangakkara","Chennai Super Kings","Kingsmead",2009,7,1,9,7,77.7777777777778
"Punjab Kings","Kumar Sangakkara","Chennai Super Kings","MA Chidambaram Stadium",2010,15,1,16,15,93.75
"Punjab Kings","Kumar Sangakkara","Chennai Super Kings","Punjab Cricket Association Stadium",2008,54,1,33,54,163.636363636364
"Punjab Kings","Kumar Sangakkara","Chennai Super Kings","Wankhede Stadium",2008,3,1,4,3,75
"Punjab Kings","Kumar Sangakkara","Deccan Chargers","Barabati Stadium",2010,0,1,3,0,0
"Punjab Kings","Kumar Sangakkara","Deccan Chargers","De Beers Diamond Oval",2009,25,1,18,25,138.888888888889
"Punjab Kings","Kumar Sangakkara","Deccan Chargers","Himachal Pradesh Cricket Association Stadium",2010,52,1,37,52,140.540540540541
"Punjab Kings","Kumar Sangakkara","Deccan Chargers","New Wanderers Stadium",2009,56,1,43,56,130.232558139535
"Punjab Kings","Kumar Sangakkara","Deccan Chargers","Punjab Cricket Association Stadium",2008,50,1,25,50,200
"Punjab Kings","Kumar Sangakkara","Deccan Chargers","Rajiv Gandhi International Stadium",2008,3,1,4,3,75
"Punjab Kings","Kumar Sangakkara","Delhi Capitals","Feroz Shah Kotla",2010,33,1,30,33,110
"Punjab Kings","Kumar Sangakkara","Delhi Capitals","Newlands",2009,8,1,11,8,72.7272727272727
"Punjab Kings","Kumar Sangakkara","Delhi Capitals","OUTsurance Oval",2009,43,0,47,Inf,91.4893617021277
"Punjab Kings","Kumar Sangakkara","Delhi Capitals","Punjab Cricket Association Stadium",2008,4,1,2,4,200
"Punjab Kings","Kumar Sangakkara","Delhi Capitals","Punjab Cricket Association Stadium",2010,17,1,9,17,188.888888888889
"Punjab Kings","Kumar Sangakkara","Kolkata Knight Riders","Eden Gardens",2008,64,1,45,64,142.222222222222
"Punjab Kings","Kumar Sangakkara","Kolkata Knight Riders","Eden Gardens",2010,38,1,22,38,172.727272727273
"Punjab Kings","Kumar Sangakkara","Kolkata Knight Riders","Kingsmead",2009,26,1,24,26,108.333333333333
"Punjab Kings","Kumar Sangakkara","Kolkata Knight Riders","Punjab Cricket Association Stadium",2008,28,1,21,28,133.333333333333
"Punjab Kings","Kumar Sangakkara","Kolkata Knight Riders","Punjab Cricket Association Stadium",2010,30,1,27,30,111.111111111111
"Punjab Kings","Kumar Sangakkara","Kolkata Knight Riders","St George's Park",2009,0,1,2,0,0
"Punjab Kings","Kumar Sangakkara","Mumbai Indians","Kingsmead",2009,45,0,44,Inf,102.272727272727
"Punjab Kings","Kumar Sangakkara","Mumbai Indians","Punjab Cricket Association Stadium",2008,94,1,56,94,167.857142857143
"Punjab Kings","Kumar Sangakkara","Mumbai Indians","Punjab Cricket Association Stadium",2010,56,1,42,56,133.333333333333
"Punjab Kings","Kumar Sangakkara","Mumbai Indians","SuperSport Park",2009,8,1,19,8,42.1052631578947
"Punjab Kings","Kumar Sangakkara","Rajasthan Royals","Kingsmead",2009,11,1,15,11,73.3333333333333
"Punjab Kings","Kumar Sangakkara","Rajasthan Royals","Newlands",2009,60,1,51,60,117.647058823529
"Punjab Kings","Kumar Sangakkara","Rajasthan Royals","Punjab Cricket Association Stadium",2010,29,1,13,29,223.076923076923
"Punjab Kings","Kumar Sangakkara","Rajasthan Royals","Sawai Mansingh Stadium",2008,20,1,8,20,250
"Punjab Kings","Kumar Sangakkara","Rajasthan Royals","Sawai Mansingh Stadium",2010,9,1,7,9,128.571428571429
"Punjab Kings","Kumar Sangakkara","Royal Challengers Bangalore","Kingsmead",2009,43,2,41,21.5,104.878048780488
"Punjab Kings","Kumar Sangakkara","Royal Challengers Bangalore","Punjab Cricket Association Stadium",2010,45,1,27,45,166.666666666667
"Punjab Kings","Kyle Abbott","Kolkata Knight Riders","Punjab Cricket Association IS Bindra Stadium",2016,12,0,6,Inf,200
"Punjab Kings","Kyle Abbott","Rising Pune Supergiants","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",2016,1,0,1,Inf,100
"Punjab Kings","Kyle Abbott","Royal Challengers Bangalore","M Chinnaswamy Stadium",2016,0,1,1,0,0
"Punjab Kings","Lakshmipathy Balaji","Kolkata Knight Riders","Sheikh Zayed Stadium",2014,0,1,2,0,0
"Punjab Kings","Lakshmipathy Balaji","Royal Challengers Bangalore","M Chinnaswamy Stadium",2014,1,0,1,Inf,100
"Punjab Kings","Liam Livingstone","Chennai Super Kings","Brabourne Stadium",2022,60,1,32,60,187.5
"Punjab Kings","Liam Livingstone","Chennai Super Kings","Wankhede Stadium",2022,19,1,7,19,271.428571428571
"Punjab Kings","Liam Livingstone","Delhi Capitals","Brabourne Stadium",2022,2,1,3,2,66.6666666666667
"Punjab Kings","Liam Livingstone","Delhi Capitals","Dr DY Patil Sports Academy",2022,3,1,5,3,60
"Punjab Kings","Liam Livingstone","Gujarat Titans","Brabourne Stadium",2022,64,1,27,64,237.037037037037
"Punjab Kings","Liam Livingstone","Gujarat Titans","Dr DY Patil Sports Academy",2022,30,0,10,Inf,300
"Punjab Kings","Liam Livingstone","Kolkata Knight Riders","Wankhede Stadium",2022,19,1,16,19,118.75
"Punjab Kings","Liam Livingstone","Lucknow Super Giants","Maharashtra Cricket Association Stadium",2022,18,1,16,18,112.5
"Punjab Kings","Liam Livingstone","Mumbai Indians","Maharashtra Cricket Association Stadium",2022,2,1,3,2,66.6666666666667
"Punjab Kings","Liam Livingstone","Rajasthan Royals","Wankhede Stadium",2022,22,1,14,22,157.142857142857
"Punjab Kings","Liam Livingstone","Royal Challengers Bangalore","Brabourne Stadium",2022,70,1,42,70,166.666666666667
"Punjab Kings","Liam Livingstone","Royal Challengers Bangalore","Dr DY Patil Sports Academy",2022,19,1,10,19,190
"Punjab Kings","Liam Livingstone","Sunrisers Hyderabad","Dr DY Patil Sports Academy",2022,60,1,33,60,181.818181818182
"Punjab Kings","Liam Livingstone","Sunrisers Hyderabad","Wankhede Stadium",2022,49,0,22,Inf,222.727272727273
"Punjab Kings","Love Ablish","Royal Challengers Bangalore","M Chinnaswamy Stadium",2011,0,0,2,NA,0
"Punjab Kings","Luke Pomersbach","Chennai Super Kings","Kingsmead",2009,26,1,32,26,81.25
"Punjab Kings","Luke Pomersbach","Chennai Super Kings","MA Chidambaram Stadium",2013,7,1,9,7,77.7777777777778
"Punjab Kings","Luke Pomersbach","Deccan Chargers","New Wanderers Stadium",2009,1,1,2,1,50
"Punjab Kings","Luke Pomersbach","Deccan Chargers","Punjab Cricket Association Stadium",2008,13,1,12,13,108.333333333333
"Punjab Kings","Luke Pomersbach","Delhi Capitals","Feroz Shah Kotla",2008,25,0,12,Inf,208.333333333333
"Punjab Kings","Luke Pomersbach","Delhi Capitals","Feroz Shah Kotla",2013,18,1,10,18,180
"Punjab Kings","Luke Pomersbach","Delhi Capitals","OUTsurance Oval",2009,9,1,8,9,112.5
"Punjab Kings","Luke Pomersbach","Mumbai Indians","SuperSport Park",2009,5,1,7,5,71.4285714285714
"Punjab Kings","Luke Pomersbach","Mumbai Indians","Wankhede Stadium",2008,79,0,50,Inf,158
"Punjab Kings","Luke Pomersbach","Rajasthan Royals","Punjab Cricket Association Stadium",2008,1,0,1,Inf,100
"Punjab Kings","Luke Pomersbach","Royal Challengers Bangalore","Punjab Cricket Association Stadium",2008,34,0,24,Inf,141.666666666667
"Punjab Kings","Luke Pomersbach","Sunrisers Hyderabad","Punjab Cricket Association Stadium",2013,33,0,40,Inf,82.5
"Punjab Kings","M Shahrukh Khan","Chennai Super Kings","Brabourne Stadium",2022,6,1,11,6,54.5454545454545
"Punjab Kings","M Shahrukh Khan","Chennai Super Kings","Dubai International Cricket Stadium",2021,8,1,10,8,80
"Punjab Kings","M Shahrukh Khan","Chennai Super Kings","Wankhede Stadium",2021,47,1,36,47,130.555555555556
"Punjab Kings","M Shahrukh Khan","Delhi Capitals","Brabourne Stadium",2022,12,1,20,12,60
"Punjab Kings","M Shahrukh Khan","Delhi Capitals","Narendra Modi Stadium",2021,4,1,5,4,80
"Punjab Kings","M Shahrukh Khan","Delhi Capitals","Wankhede Stadium",2021,15,0,5,Inf,300
"Punjab Kings","M Shahrukh Khan","Gujarat Titans","Brabourne Stadium",2022,15,1,8,15,187.5
"Punjab Kings","M Shahrukh Khan","Kolkata Knight Riders","Dubai International Cricket Stadium",2021,22,0,9,Inf,244.444444444444
"Punjab Kings","M Shahrukh Khan","Kolkata Knight Riders","Narendra Modi Stadium",2021,13,1,14,13,92.8571428571429
"Punjab Kings","M Shahrukh Khan","Kolkata Knight Riders","Wankhede Stadium",2022,0,1,5,0,0
"Punjab Kings","M Shahrukh Khan","Mumbai Indians","Maharashtra Cricket Association Stadium",2022,15,1,6,15,250
"Punjab Kings","M Shahrukh Khan","Rajasthan Royals","Wankhede Stadium",2021,6,0,4,Inf,150
"Punjab Kings","M Shahrukh Khan","Royal Challengers Bangalore","Dr DY Patil Sports Academy",2022,24,0,20,Inf,120
"Punjab Kings","M Shahrukh Khan","Royal Challengers Bangalore","Narendra Modi Stadium",2021,0,1,3,0,0
"Punjab Kings","M Shahrukh Khan","Royal Challengers Bangalore","Sharjah Cricket Stadium",2021,16,1,11,16,145.454545454545
"Punjab Kings","M Shahrukh Khan","Sunrisers Hyderabad","Dr DY Patil Sports Academy",2022,26,1,28,26,92.8571428571429
"Punjab Kings","M Shahrukh Khan","Sunrisers Hyderabad","MA Chidambaram Stadium",2021,22,1,17,22,129.411764705882
"Punjab Kings","M Shahrukh Khan","Sunrisers Hyderabad","Wankhede Stadium",2022,19,1,10,19,190
"Punjab Kings","Mahela Jayawardene","Chennai Super Kings","Himachal Pradesh Cricket Association Stadium",2010,21,1,8,21,262.5
"Punjab Kings","Mahela Jayawardene","Chennai Super Kings","MA Chidambaram Stadium",2008,8,1,6,8,133.333333333333
"Punjab Kings","Mahela Jayawardene","Chennai Super Kings","MA Chidambaram Stadium",2010,3,1,5,3,60
"Punjab Kings","Mahela Jayawardene","Chennai Super Kings","SuperSport Park",2009,44,0,25,Inf,176
"Punjab Kings","Mahela Jayawardene","Chennai Super Kings","Wankhede Stadium",2008,8,1,10,8,80
"Punjab Kings","Mahela Jayawardene","Deccan Chargers","Barabati Stadium",2010,14,1,9,14,155.555555555556
"Punjab Kings","Mahela Jayawardene","Deccan Chargers","De Beers Diamond Oval",2009,43,1,28,43,153.571428571429
"Punjab Kings","Mahela Jayawardene","Deccan Chargers","Himachal Pradesh Cricket Association Stadium",2010,93,0,62,Inf,150
"Punjab Kings","Mahela Jayawardene","Deccan Chargers","Punjab Cricket Association Stadium",2008,14,0,10,Inf,140
"Punjab Kings","Mahela Jayawardene","Deccan Chargers","Rajiv Gandhi International Stadium",2008,45,0,23,Inf,195.652173913043
"Punjab Kings","Mahela Jayawardene","Delhi Capitals","Feroz Shah Kotla",2008,36,0,17,Inf,211.764705882353
"Punjab Kings","Mahela Jayawardene","Delhi Capitals","Feroz Shah Kotla",2010,38,1,35,38,108.571428571429
"Punjab Kings","Mahela Jayawardene","Delhi Capitals","Newlands",2009,6,1,6,6,100
"Punjab Kings","Mahela Jayawardene","Delhi Capitals","Punjab Cricket Association Stadium",2008,15,1,14,15,107.142857142857
"Punjab Kings","Mahela Jayawardene","Delhi Capitals","Punjab Cricket Association Stadium",2010,0,1,1,0,0
"Punjab Kings","Mahela Jayawardene","Kolkata Knight Riders","Eden Gardens",2008,11,0,10,Inf,110
"Punjab Kings","Mahela Jayawardene","Kolkata Knight Riders","Eden Gardens",2010,110,0,59,Inf,186.440677966102
"Punjab Kings","Mahela Jayawardene","Kolkata Knight Riders","Kingsmead",2009,31,0,19,Inf,163.157894736842
"Punjab Kings","Mahela Jayawardene","Kolkata Knight Riders","Punjab Cricket Association Stadium",2008,10,1,6,10,166.666666666667
"Punjab Kings","Mahela Jayawardene","Kolkata Knight Riders","Punjab Cricket Association Stadium",2010,16,1,15,16,106.666666666667
"Punjab Kings","Mahela Jayawardene","Kolkata Knight Riders","St George's Park",2009,52,0,41,Inf,126.829268292683
"Punjab Kings","Mahela Jayawardene","Mumbai Indians","Brabourne Stadium",2010,20,1,18,20,111.111111111111
"Punjab Kings","Mahela Jayawardene","Mumbai Indians","Kingsmead",2009,7,1,9,7,77.7777777777778
"Punjab Kings","Mahela Jayawardene","Mumbai Indians","Punjab Cricket Association Stadium",2008,12,1,7,12,171.428571428571
"Punjab Kings","Mahela Jayawardene","Mumbai Indians","Punjab Cricket Association Stadium",2010,31,1,18,31,172.222222222222
"Punjab Kings","Mahela Jayawardene","Mumbai Indians","Wankhede Stadium",2008,1,1,2,1,50
"Punjab Kings","Mahela Jayawardene","Rajasthan Royals","Kingsmead",2009,9,1,11,9,81.8181818181818
"Punjab Kings","Mahela Jayawardene","Rajasthan Royals","Newlands",2009,7,1,10,7,70
"Punjab Kings","Mahela Jayawardene","Rajasthan Royals","Punjab Cricket Association Stadium",2010,23,1,22,23,104.545454545455
"Punjab Kings","Mahela Jayawardene","Rajasthan Royals","Sawai Mansingh Stadium",2008,2,1,4,2,50
"Punjab Kings","Mahela Jayawardene","Rajasthan Royals","Sawai Mansingh Stadium",2010,44,1,33,44,133.333333333333
"Punjab Kings","Mahela Jayawardene","Royal Challengers Bangalore","Kingsmead",2009,20,1,16,20,125
"Punjab Kings","Mahela Jayawardene","Royal Challengers Bangalore","M Chinnaswamy Stadium",2008,17,0,22,Inf,77.2727272727273
"Punjab Kings","Mahela Jayawardene","Royal Challengers Bangalore","M Chinnaswamy Stadium",2010,26,0,13,Inf,200
"Punjab Kings","Manan Vohra","Chennai Super Kings","Punjab Cricket Association Stadium",2013,16,1,11,16,145.454545454545
"Punjab Kings","Manan Vohra","Chennai Super Kings","Punjab Cricket Association Stadium",2015,4,1,7,4,57.1428571428571
"Punjab Kings","Manan Vohra","Chennai Super Kings","Wankhede Stadium",2014,34,1,31,34,109.677419354839
"Punjab Kings","Manan Vohra","Delhi Capitals","Feroz Shah Kotla",2013,8,1,11,8,72.7272727272727
"Punjab Kings","Manan Vohra","Delhi Capitals","Feroz Shah Kotla",2014,42,1,19,42,221.052631578947
"Punjab Kings","Manan Vohra","Delhi Capitals","Feroz Shah Kotla",2015,1,1,7,1,14.2857142857143
"Punjab Kings","Manan Vohra","Delhi Capitals","Feroz Shah Kotla",2016,32,1,24,32,133.333333333333
"Punjab Kings","Manan Vohra","Delhi Capitals","Feroz Shah Kotla",2017,3,1,6,3,50
"Punjab Kings","Manan Vohra","Delhi Capitals","Punjab Cricket Association Stadium",2014,47,1,38,47,123.684210526316
"Punjab Kings","Manan Vohra","Gujarat Lions","Punjab Cricket Association IS Bindra Stadium",2016,38,1,23,38,165.217391304348
"Punjab Kings","Manan Vohra","Gujarat Lions","Saurashtra Cricket Association Stadium",2017,2,1,4,2,50
"Punjab Kings","Manan Vohra","Kolkata Knight Riders","Eden Gardens",2013,31,1,21,31,147.619047619048
"Punjab Kings","Manan Vohra","Kolkata Knight Riders","Eden Gardens",2014,26,1,19,26,136.842105263158
"Punjab Kings","Manan Vohra","Kolkata Knight Riders","Eden Gardens",2015,39,1,34,39,114.705882352941
"Punjab Kings","Manan Vohra","Kolkata Knight Riders","Eden Gardens",2016,0,1,5,0,0
"Punjab Kings","Manan Vohra","Kolkata Knight Riders","Eden Gardens",2017,28,1,19,28,147.368421052632
"Punjab Kings","Manan Vohra","Kolkata Knight Riders","M Chinnaswamy Stadium",2014,67,1,52,67,128.846153846154
"Punjab Kings","Manan Vohra","Kolkata Knight Riders","Punjab Cricket Association IS Bindra Stadium",2016,8,1,12,8,66.6666666666667
"Punjab Kings","Manan Vohra","Kolkata Knight Riders","Punjab Cricket Association IS Bindra Stadium",2017,25,1,16,25,156.25
"Punjab Kings","Manan Vohra","Kolkata Knight Riders","Punjab Cricket Association Stadium",2013,17,1,16,17,106.25
"Punjab Kings","Manan Vohra","Mumbai Indians","Himachal Pradesh Cricket Association Stadium",2013,20,0,8,Inf,250
"Punjab Kings","Manan Vohra","Mumbai Indians","Punjab Cricket Association IS Bindra Stadium",2016,7,1,11,7,63.6363636363636
"Punjab Kings","Manan Vohra","Mumbai Indians","Punjab Cricket Association Stadium",2014,36,1,34,36,105.882352941176
"Punjab Kings","Manan Vohra","Mumbai Indians","Wankhede Stadium",2013,1,1,2,1,50
"Punjab Kings","Manan Vohra","Pune Warriors","Punjab Cricket Association Stadium",2013,22,1,13,22,169.230769230769
"Punjab Kings","Manan Vohra","Pune Warriors","Subrata Roy Sahara Stadium",2013,43,0,28,Inf,153.571428571429
"Punjab Kings","Manan Vohra","Rajasthan Royals","Punjab Cricket Association Stadium",2014,25,1,20,25,125
"Punjab Kings","Manan Vohra","Rajasthan Royals","Sawai Mansingh Stadium",2013,3,1,6,3,50
"Punjab Kings","Manan Vohra","Rising Pune Supergiants","Holkar Cricket Stadium",2017,14,1,9,14,155.555555555556
"Punjab Kings","Manan Vohra","Rising Pune Supergiants","Punjab Cricket Association IS Bindra Stadium",2016,51,1,33,51,154.545454545455
"Punjab Kings","Manan Vohra","Royal Challengers Bangalore","Holkar Cricket Stadium",2017,34,1,21,34,161.904761904762
"Punjab Kings","Manan Vohra","Royal Challengers Bangalore","M Chinnaswamy Stadium",2015,2,1,3,2,66.6666666666667
"Punjab Kings","Manan Vohra","Royal Challengers Bangalore","M Chinnaswamy Stadium",2017,25,1,28,25,89.2857142857143
"Punjab Kings","Manan Vohra","Royal Challengers Bangalore","Punjab Cricket Association Stadium",2015,11,1,6,11,183.333333333333
"Punjab Kings","Manan Vohra","Sunrisers Hyderabad","Punjab Cricket Association IS Bindra Stadium",2017,3,1,6,3,50
"Punjab Kings","Manan Vohra","Sunrisers Hyderabad","Punjab Cricket Association Stadium",2015,5,1,9,5,55.5555555555556
"Punjab Kings","Manan Vohra","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2013,0,1,1,0,0
"Punjab Kings","Manan Vohra","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2014,47,1,20,47,235
"Punjab Kings","Manan Vohra","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2015,20,1,15,20,133.333333333333
"Punjab Kings","Manan Vohra","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2016,25,1,23,25,108.695652173913
"Punjab Kings","Manan Vohra","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2017,95,1,50,95,190
"Punjab Kings","Mandeep Singh","Chennai Super Kings","Barabati Stadium",2014,3,1,8,3,37.5
"Punjab Kings","Mandeep Singh","Chennai Super Kings","Dubai International Cricket Stadium",2020,27,1,16,27,168.75
"Punjab Kings","Mandeep Singh","Chennai Super Kings","Himachal Pradesh Cricket Association Stadium",2012,24,1,21,24,114.285714285714
"Punjab Kings","Mandeep Singh","Chennai Super Kings","MA Chidambaram Stadium",2012,56,1,50,56,112
"Punjab Kings","Mandeep Singh","Chennai Super Kings","MA Chidambaram Stadium",2013,15,1,15,15,100
"Punjab Kings","Mandeep Singh","Chennai Super Kings","MA Chidambaram Stadium",2019,1,0,1,Inf,100
"Punjab Kings","Mandeep Singh","Chennai Super Kings","Punjab Cricket Association IS Bindra Stadium",2019,11,0,9,Inf,122.222222222222
"Punjab Kings","Mandeep Singh","Chennai Super Kings","Punjab Cricket Association Stadium",2013,9,1,10,9,90
"Punjab Kings","Mandeep Singh","Chennai Super Kings","Zayed Cricket Stadium",2020,14,1,15,14,93.3333333333333
"Punjab Kings","Mandeep Singh","Deccan Chargers","Himachal Pradesh Cricket Association Stadium",2011,7,1,8,7,87.5
"Punjab Kings","Mandeep Singh","Deccan Chargers","Punjab Cricket Association Stadium",2012,28,1,20,28,140
"Punjab Kings","Mandeep Singh","Deccan Chargers","Rajiv Gandhi International Stadium",2012,75,1,48,75,156.25
"Punjab Kings","Mandeep Singh","Delhi Capitals","Feroz Shah Kotla",2012,21,1,12,21,175
"Punjab Kings","Mandeep Singh","Delhi Capitals","Feroz Shah Kotla",2013,24,1,15,24,160
"Punjab Kings","Mandeep Singh","Delhi Capitals","Feroz Shah Kotla",2019,30,1,27,30,111.111111111111
"Punjab Kings","Mandeep Singh","Delhi Capitals","Himachal Pradesh Cricket Association Stadium",2011,11,1,7,11,157.142857142857
"Punjab Kings","Mandeep Singh","Delhi Capitals","Himachal Pradesh Cricket Association Stadium",2012,0,1,1,0,0
"Punjab Kings","Mandeep Singh","Delhi Capitals","Punjab Cricket Association IS Bindra Stadium",2019,29,0,21,Inf,138.095238095238
"Punjab Kings","Mandeep Singh","Kochi Tuskers Kerala","Holkar Cricket Stadium",2011,15,0,10,Inf,150
"Punjab Kings","Mandeep Singh","Kolkata Knight Riders","Barabati Stadium",2014,0,1,3,0,0
"Punjab Kings","Mandeep Singh","Kolkata Knight Riders","Eden Gardens",2012,38,1,34,38,111.764705882353
"Punjab Kings","Mandeep Singh","Kolkata Knight Riders","Eden Gardens",2013,25,1,20,25,125
"Punjab Kings","Mandeep Singh","Kolkata Knight Riders","Eden Gardens",2019,33,0,15,Inf,220
"Punjab Kings","Mandeep Singh","Kolkata Knight Riders","Punjab Cricket Association IS Bindra Stadium",2019,25,1,17,25,147.058823529412
"Punjab Kings","Mandeep Singh","Kolkata Knight Riders","Punjab Cricket Association Stadium",2012,6,1,10,6,60
"Punjab Kings","Mandeep Singh","Kolkata Knight Riders","Punjab Cricket Association Stadium",2013,41,1,30,41,136.666666666667
"Punjab Kings","Mandeep Singh","Kolkata Knight Riders","Sharjah Cricket Stadium",2020,66,0,56,Inf,117.857142857143
"Punjab Kings","Mandeep Singh","Kolkata Knight Riders","Zayed Cricket Stadium",2020,0,1,1,0,0
"Punjab Kings","Mandeep Singh","Mumbai Indians","Himachal Pradesh Cricket Association Stadium",2013,1,1,5,1,20
"Punjab Kings","Mandeep Singh","Mumbai Indians","Punjab Cricket Association Stadium",2011,8,1,5,8,160
"Punjab Kings","Mandeep Singh","Mumbai Indians","Punjab Cricket Association Stadium",2012,22,1,16,22,137.5
"Punjab Kings","Mandeep Singh","Mumbai Indians","Wankhede Stadium",2012,24,1,21,24,114.285714285714
"Punjab Kings","Mandeep Singh","Mumbai Indians","Wankhede Stadium",2013,9,1,8,9,112.5
"Punjab Kings","Mandeep Singh","Mumbai Indians","Wankhede Stadium",2019,7,0,3,Inf,233.333333333333
"Punjab Kings","Mandeep Singh","Mumbai Indians","Zayed Cricket Stadium",2021,15,1,14,15,107.142857142857
"Punjab Kings","Mandeep Singh","Pune Warriors","Punjab Cricket Association Stadium",2011,6,1,11,6,54.5454545454545
"Punjab Kings","Mandeep Singh","Pune Warriors","Punjab Cricket Association Stadium",2012,10,1,10,10,100
"Punjab Kings","Mandeep Singh","Pune Warriors","Punjab Cricket Association Stadium",2013,77,0,58,Inf,132.758620689655
"Punjab Kings","Mandeep Singh","Pune Warriors","Subrata Roy Sahara Stadium",2012,24,1,23,24,104.347826086957
"Punjab Kings","Mandeep Singh","Pune Warriors","Subrata Roy Sahara Stadium",2013,31,1,26,31,119.230769230769
"Punjab Kings","Mandeep Singh","Rajasthan Royals","Punjab Cricket Association IS Bindra Stadium",2019,0,1,2,0,0
"Punjab Kings","Mandeep Singh","Rajasthan Royals","Punjab Cricket Association Stadium",2012,7,1,6,7,116.666666666667
"Punjab Kings","Mandeep Singh","Rajasthan Royals","Punjab Cricket Association Stadium",2013,0,1,3,0,0
"Punjab Kings","Mandeep Singh","Rajasthan Royals","Sawai Mansingh Stadium",2012,34,1,25,34,136
"Punjab Kings","Mandeep Singh","Rajasthan Royals","Sawai Mansingh Stadium",2013,2,1,8,2,25
"Punjab Kings","Mandeep Singh","Rajasthan Royals","Sawai Mansingh Stadium",2019,5,0,2,Inf,250
"Punjab Kings","Mandeep Singh","Rajasthan Royals","Zayed Cricket Stadium",2020,0,1,1,0,0
"Punjab Kings","Mandeep Singh","Royal Challengers Bangalore","M Chinnaswamy Stadium",2012,43,1,30,43,143.333333333333
"Punjab Kings","Mandeep Singh","Royal Challengers Bangalore","M Chinnaswamy Stadium",2014,21,1,15,21,140
"Punjab Kings","Mandeep Singh","Royal Challengers Bangalore","M Chinnaswamy Stadium",2019,4,0,4,Inf,100
"Punjab Kings","Mandeep Singh","Royal Challengers Bangalore","Punjab Cricket Association IS Bindra Stadium",2019,18,0,16,Inf,112.5
"Punjab Kings","Mandeep Singh","Royal Challengers Bangalore","Punjab Cricket Association Stadium",2012,20,1,15,20,133.333333333333
"Punjab Kings","Mandeep Singh","Royal Challengers Bangalore","Punjab Cricket Association Stadium",2013,16,1,12,16,133.333333333333
"Punjab Kings","Mandeep Singh","Sunrisers Hyderabad","Dubai International Cricket Stadium",2020,23,2,20,11.5,115
"Punjab Kings","Mandeep Singh","Sunrisers Hyderabad","Punjab Cricket Association IS Bindra Stadium",2019,2,1,3,2,66.6666666666667
"Punjab Kings","Mandeep Singh","Sunrisers Hyderabad","Punjab Cricket Association Stadium",2013,0,1,2,0,0
"Punjab Kings","Mandeep Singh","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2013,10,1,11,10,90.9090909090909
"Punjab Kings","Manoj Tiwary","Chennai Super Kings","Maharashtra Cricket Association Stadium",2018,35,1,30,35,116.666666666667
"Punjab Kings","Manoj Tiwary","Mumbai Indians","Wankhede Stadium",2018,4,0,1,Inf,400
"Punjab Kings","Manoj Tiwary","Rajasthan Royals","Sawai Mansingh Stadium",2018,7,1,8,7,87.5
"Punjab Kings","Manoj Tiwary","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2018,1,1,5,1,20
"Punjab Kings","Manpreet Gony","Chennai Super Kings","MA Chidambaram Stadium",2013,0,0,1,NA,0
"Punjab Kings","Manpreet Gony","Kolkata Knight Riders","Punjab Cricket Association Stadium",2013,42,1,18,42,233.333333333333
"Punjab Kings","Manpreet Gony","Mumbai Indians","Wankhede Stadium",2013,0,1,3,0,0
"Punjab Kings","Manpreet Gony","Rajasthan Royals","Punjab Cricket Association Stadium",2013,3,1,3,3,100
"Punjab Kings","Manvinder Bisla","Chennai Super Kings","MA Chidambaram Stadium",2010,7,1,9,7,77.7777777777778
"Punjab Kings","Manvinder Bisla","Deccan Chargers","Barabati Stadium",2010,0,1,7,0,0
"Punjab Kings","Manvinder Bisla","Delhi Capitals","Punjab Cricket Association Stadium",2010,2,1,6,2,33.3333333333333
"Punjab Kings","Manvinder Bisla","Kolkata Knight Riders","Eden Gardens",2010,18,1,13,18,138.461538461538
"Punjab Kings","Manvinder Bisla","Kolkata Knight Riders","Punjab Cricket Association Stadium",2010,22,1,24,22,91.6666666666667
"Punjab Kings","Manvinder Bisla","Mumbai Indians","Brabourne Stadium",2010,11,1,10,11,110
"Punjab Kings","Manvinder Bisla","Rajasthan Royals","Punjab Cricket Association Stadium",2010,35,1,18,35,194.444444444444
"Punjab Kings","Manvinder Bisla","Rajasthan Royals","Sawai Mansingh Stadium",2010,20,1,14,20,142.857142857143
"Punjab Kings","Manvinder Bisla","Royal Challengers Bangalore","M Chinnaswamy Stadium",2010,75,1,51,75,147.058823529412
