"Batting_Team","Striker","Bowling_Team","Runs","Dismissed","Balls","Season","Stadium","Average","Strike_Rate"
"Pune Warriors","Mitchell Marsh","Sunrisers Hyderabad",21,2,16,"All","All",10.5,131.25
"Pune Warriors","Mithun Manhas","Chennai Super Kings",20,2,27,"All","All",10,74.0740740740741
"Pune Warriors","Mithun Manhas","Deccan Chargers",29,2,19,"All","All",14.5,152.631578947368
"Pune Warriors","Mithun Manhas","Delhi Capitals",22,1,22,"All","All",22,100
"Pune Warriors","Mithun Manhas","Kochi Tuskers Kerala",12,1,19,"All","All",12,63.1578947368421
"Pune Warriors","Mithun Manhas","Kolkata Knight Riders",1,1,3,"All","All",1,33.3333333333333
"Pune Warriors","Mithun Manhas","Mumbai Indians",42,2,36,"All","All",21,116.666666666667
"Pune Warriors","Mithun Manhas","Punjab Kings",66,2,60,"All","All",33,110
"Pune Warriors","Mithun Manhas","Rajasthan Royals",35,2,28,"All","All",17.5,125
"Pune Warriors","Mithun Manhas","Royal Challengers Bangalore",20,1,22,"All","All",20,90.9090909090909
"Pune Warriors","Mohnish Mishra","Chennai Super Kings",11,2,18,"All","All",5.5,61.1111111111111
"Pune Warriors","Mohnish Mishra","Delhi Capitals",7,1,11,"All","All",7,63.6363636363636
"Pune Warriors","Mohnish Mishra","Kochi Tuskers Kerala",37,0,21,"All","All",Inf,176.190476190476
"Pune Warriors","Mohnish Mishra","Mumbai Indians",12,1,10,"All","All",12,120
"Pune Warriors","Mohnish Mishra","Royal Challengers Bangalore",4,1,4,"All","All",4,100
"Pune Warriors","Murali Kartik","Chennai Super Kings",5,0,5,"All","All",Inf,100
"Pune Warriors","Murali Kartik","Mumbai Indians",25,1,22,"All","All",25,113.636363636364
"Pune Warriors","Murali Kartik","Rajasthan Royals",8,0,9,"All","All",Inf,88.8888888888889
"Pune Warriors","Nathan McCullum","Chennai Super Kings",15,1,16,"All","All",15,93.75
"Pune Warriors","Nathan McCullum","Rajasthan Royals",11,0,6,"All","All",Inf,183.333333333333
"Pune Warriors","Parvez Rasool","Kolkata Knight Riders",1,1,4,"All","All",1,25
"Pune Warriors","Parvez Rasool","Mumbai Indians",4,0,5,"All","All",Inf,80
"Pune Warriors","Rahul Sharma","Chennai Super Kings",1,2,2,"All","All",0.5,50
"Pune Warriors","Rahul Sharma","Kochi Tuskers Kerala",10,0,9,"All","All",Inf,111.111111111111
"Pune Warriors","Rahul Sharma","Mumbai Indians",23,1,22,"All","All",23,104.545454545455
"Pune Warriors","Rahul Sharma","Punjab Kings",3,2,7,"All","All",1.5,42.8571428571429
"Pune Warriors","Rahul Sharma","Rajasthan Royals",0,2,4,"All","All",0,0
"Pune Warriors","Rahul Sharma","Royal Challengers Bangalore",0,1,3,"All","All",0,0
"Pune Warriors","Rahul Sharma","Sunrisers Hyderabad",0,2,2,"All","All",0,0
"Pune Warriors","Raiphi Gomez","Delhi Capitals",4,0,1,"All","All",Inf,400
"Pune Warriors","Robin Uthappa","Chennai Super Kings",85,6,82,"All","All",14.1666666666667,103.658536585366
"Pune Warriors","Robin Uthappa","Deccan Chargers",60,4,53,"All","All",15,113.207547169811
"Pune Warriors","Robin Uthappa","Delhi Capitals",135,4,134,"All","All",33.75,100.746268656716
"Pune Warriors","Robin Uthappa","Kochi Tuskers Kerala",31,1,13,"All","All",31,238.461538461538
"Pune Warriors","Robin Uthappa","Kolkata Knight Riders",93,5,97,"All","All",18.6,95.8762886597938
"Pune Warriors","Robin Uthappa","Mumbai Indians",151,5,136,"All","All",30.2,111.029411764706
"Pune Warriors","Robin Uthappa","Punjab Kings",157,5,137,"All","All",31.4,114.598540145985
"Pune Warriors","Robin Uthappa","Rajasthan Royals",140,5,103,"All","All",28,135.922330097087
"Pune Warriors","Robin Uthappa","Royal Challengers Bangalore",205,4,132,"All","All",51.25,155.30303030303
"Pune Warriors","Robin Uthappa","Sunrisers Hyderabad",46,2,36,"All","All",23,127.777777777778
"Pune Warriors","Ross Taylor","Chennai Super Kings",8,1,13,"All","All",8,61.5384615384615
"Pune Warriors","Ross Taylor","Mumbai Indians",4,1,5,"All","All",4,80
"Pune Warriors","Ross Taylor","Punjab Kings",15,1,19,"All","All",15,78.9473684210526
"Pune Warriors","Ross Taylor","Rajasthan Royals",17,1,20,"All","All",17,85
"Pune Warriors","Ross Taylor","Sunrisers Hyderabad",19,1,19,"All","All",19,100
"Pune Warriors","Sachin Rana","Kolkata Knight Riders",18,1,16,"All","All",18,112.5
"Pune Warriors","Shrikant Wagh","Mumbai Indians",2,2,3,"All","All",1,66.6666666666667
"Pune Warriors","Sourav Ganguly","Chennai Super Kings",40,2,42,"All","All",20,95.2380952380952
"Pune Warriors","Sourav Ganguly","Deccan Chargers",100,3,97,"All","All",33.3333333333333,103.092783505155
"Pune Warriors","Sourav Ganguly","Delhi Capitals",42,2,39,"All","All",21,107.692307692308
"Pune Warriors","Sourav Ganguly","Kolkata Knight Riders",59,3,65,"All","All",19.6666666666667,90.7692307692308
"Pune Warriors","Sourav Ganguly","Mumbai Indians",19,2,30,"All","All",9.5,63.3333333333333
"Pune Warriors","Sourav Ganguly","Punjab Kings",36,2,27,"All","All",18,133.333333333333
"Pune Warriors","Sourav Ganguly","Rajasthan Royals",16,2,22,"All","All",8,72.7272727272727
"Pune Warriors","Sourav Ganguly","Royal Challengers Bangalore",6,1,8,"All","All",6,75
"Pune Warriors","Steven Smith","Chennai Super Kings",141,2,98,"All","All",70.5,143.877551020408
"Pune Warriors","Steven Smith","Deccan Chargers",73,1,40,"All","All",73,182.5
"Pune Warriors","Steven Smith","Delhi Capitals",51,0,21,"All","All",Inf,242.857142857143
"Pune Warriors","Steven Smith","Kolkata Knight Riders",14,1,16,"All","All",14,87.5
"Pune Warriors","Steven Smith","Mumbai Indians",41,2,38,"All","All",20.5,107.894736842105
"Pune Warriors","Steven Smith","Punjab Kings",44,2,34,"All","All",22,129.411764705882
"Pune Warriors","Steven Smith","Rajasthan Royals",55,1,53,"All","All",55,103.77358490566
"Pune Warriors","Steven Smith","Royal Challengers Bangalore",85,3,74,"All","All",28.3333333333333,114.864864864865
"Pune Warriors","Steven Smith","Sunrisers Hyderabad",17,1,25,"All","All",17,68
"Pune Warriors","Tim Paine","Mumbai Indians",2,1,9,"All","All",2,22.2222222222222
"Pune Warriors","Tim Paine","Royal Challengers Bangalore",8,1,17,"All","All",8,47.0588235294118
"Pune Warriors","Tirumalasetti Suman","Chennai Super Kings",0,1,1,"All","All",0,0
"Pune Warriors","Tirumalasetti Suman","Mumbai Indians",23,1,15,"All","All",23,153.333333333333
"Pune Warriors","Tirumalasetti Suman","Punjab Kings",6,1,14,"All","All",6,42.8571428571429
"Pune Warriors","Tirumalasetti Suman","Royal Challengers Bangalore",11,1,14,"All","All",11,78.5714285714286
"Pune Warriors","Tirumalasetti Suman","Sunrisers Hyderabad",12,1,14,"All","All",12,85.7142857142857
"Pune Warriors","Udit Birla","Kolkata Knight Riders",7,1,14,"All","All",7,50
"Pune Warriors","Wayne Parnell","Deccan Chargers",16,1,16,"All","All",16,100
"Pune Warriors","Wayne Parnell","Delhi Capitals",10,0,9,"All","All",Inf,111.111111111111
"Pune Warriors","Wayne Parnell","Kochi Tuskers Kerala",1,1,5,"All","All",1,20
"Pune Warriors","Wayne Parnell","Kolkata Knight Riders",10,3,15,"All","All",3.33333333333333,66.6666666666667
"Pune Warriors","Wayne Parnell","Mumbai Indians",22,3,26,"All","All",7.33333333333333,84.6153846153846
"Pune Warriors","Wayne Parnell","Rajasthan Royals",2,0,2,"All","All",Inf,100
"Pune Warriors","Yuvraj Singh","Chennai Super Kings",101,2,90,"All","All",50.5,112.222222222222
"Pune Warriors","Yuvraj Singh","Deccan Chargers",25,2,23,"All","All",12.5,108.695652173913
"Pune Warriors","Yuvraj Singh","Delhi Capitals",100,2,63,"All","All",50,158.730158730159
"Pune Warriors","Yuvraj Singh","Kochi Tuskers Kerala",8,1,12,"All","All",8,66.6666666666667
"Pune Warriors","Yuvraj Singh","Kolkata Knight Riders",55,3,48,"All","All",18.3333333333333,114.583333333333
"Pune Warriors","Yuvraj Singh","Mumbai Indians",77,4,63,"All","All",19.25,122.222222222222
"Pune Warriors","Yuvraj Singh","Punjab Kings",90,2,54,"All","All",45,166.666666666667
"Pune Warriors","Yuvraj Singh","Rajasthan Royals",50,2,45,"All","All",25,111.111111111111
"Pune Warriors","Yuvraj Singh","Royal Challengers Bangalore",73,3,48,"All","All",24.3333333333333,152.083333333333
"Pune Warriors","Yuvraj Singh","Sunrisers Hyderabad",2,1,5,"All","All",2,40
"Punjab Kings","Aaron Finch","Chennai Super Kings",4,2,7,"All","All",2,57.1428571428571
"Punjab Kings","Aaron Finch","Delhi Capitals",2,1,4,"All","All",2,50
"Punjab Kings","Aaron Finch","Kolkata Knight Riders",34,1,20,"All","All",34,170
"Punjab Kings","Aaron Finch","Mumbai Indians",46,1,35,"All","All",46,131.428571428571
"Punjab Kings","Aaron Finch","Royal Challengers Bangalore",26,2,24,"All","All",13,108.333333333333
"Punjab Kings","Aaron Finch","Sunrisers Hyderabad",22,1,10,"All","All",22,220
"Punjab Kings","Abhishek Nayar","Chennai Super Kings",0,1,1,"All","All",0,0
"Punjab Kings","Abhishek Nayar","Deccan Chargers",16,1,17,"All","All",16,94.1176470588235
"Punjab Kings","Abhishek Nayar","Delhi Capitals",17,0,13,"All","All",Inf,130.769230769231
"Punjab Kings","Abhishek Nayar","Kolkata Knight Riders",0,1,2,"All","All",0,0
"Punjab Kings","Abhishek Nayar","Mumbai Indians",14,1,9,"All","All",14,155.555555555556
"Punjab Kings","Abhishek Nayar","Pune Warriors",36,2,46,"All","All",18,78.2608695652174
"Punjab Kings","Abhishek Nayar","Rajasthan Royals",20,2,21,"All","All",10,95.2380952380952
"Punjab Kings","Abhishek Nayar","Royal Challengers Bangalore",3,2,7,"All","All",1.5,42.8571428571429
"Punjab Kings","Adam Gilchrist","Chennai Super Kings",92,2,67,"All","All",46,137.313432835821
"Punjab Kings","Adam Gilchrist","Deccan Chargers",112,2,83,"All","All",56,134.939759036145
"Punjab Kings","Adam Gilchrist","Delhi Capitals",108,5,83,"All","All",21.6,130.120481927711
"Punjab Kings","Adam Gilchrist","Kochi Tuskers Kerala",9,1,15,"All","All",9,60
"Punjab Kings","Adam Gilchrist","Kolkata Knight Riders",105,4,105,"All","All",26.25,100
"Punjab Kings","Adam Gilchrist","Mumbai Indians",33,3,37,"All","All",11,89.1891891891892
"Punjab Kings","Adam Gilchrist","Pune Warriors",50,6,52,"All","All",8.33333333333333,96.1538461538462
"Punjab Kings","Adam Gilchrist","Rajasthan Royals",97,4,68,"All","All",24.25,142.647058823529
"Punjab Kings","Adam Gilchrist","Royal Challengers Bangalore",191,2,110,"All","All",95.5,173.636363636364
"Punjab Kings","Adam Gilchrist","Sunrisers Hyderabad",52,2,47,"All","All",26,110.63829787234
"Punjab Kings","Adrian Barath","Deccan Chargers",7,1,10,"All","All",7,70
"Punjab Kings","Adrian Barath","Delhi Capitals",2,0,5,"All","All",Inf,40
"Punjab Kings","Adrian Barath","Mumbai Indians",33,1,27,"All","All",33,122.222222222222
"Punjab Kings","Aiden Markram","Chennai Super Kings",13,1,8,"All","All",13,162.5
"Punjab Kings","Aiden Markram","Kolkata Knight Riders",18,1,16,"All","All",18,112.5
"Punjab Kings","Aiden Markram","Mumbai Indians",42,1,29,"All","All",42,144.827586206897
"Punjab Kings","Aiden Markram","Rajasthan Royals",26,0,20,"All","All",Inf,130
"Punjab Kings","Aiden Markram","Royal Challengers Bangalore",20,1,14,"All","All",20,142.857142857143
"Punjab Kings","Aiden Markram","Sunrisers Hyderabad",27,1,32,"All","All",27,84.375
"Punjab Kings","Akshdeep Nath","Rajasthan Royals",9,1,13,"All","All",9,69.2307692307692
"Punjab Kings","Andrew Tye","Chennai Super Kings",3,1,6,"All","All",3,50
"Punjab Kings","Andrew Tye","Delhi Capitals",3,1,9,"All","All",3,33.3333333333333
"Punjab Kings","Andrew Tye","Kolkata Knight Riders",14,1,12,"All","All",14,116.666666666667
"Punjab Kings","Andrew Tye","Rajasthan Royals",1,0,1,"All","All",Inf,100
"Punjab Kings","Andrew Tye","Royal Challengers Bangalore",7,2,10,"All","All",3.5,70
"Punjab Kings","Andrew Tye","Sunrisers Hyderabad",4,1,2,"All","All",4,200
"Punjab Kings","Ankit Rajpoot","Chennai Super Kings",2,1,4,"All","All",2,50
"Punjab Kings","Ankit Rajpoot","Royal Challengers Bangalore",1,1,5,"All","All",1,20
"Punjab Kings","Ankit Rajpoot","Sunrisers Hyderabad",8,1,9,"All","All",8,88.8888888888889
"Punjab Kings","Anureet Singh","Chennai Super Kings",10,1,20,"All","All",10,50
"Punjab Kings","Anureet Singh","Delhi Capitals",8,0,3,"All","All",Inf,266.666666666667
"Punjab Kings","Anureet Singh","Kolkata Knight Riders",0,0,1,"All","All",NA,0
"Punjab Kings","Anureet Singh","Rajasthan Royals",0,0,3,"All","All",NA,0
"Punjab Kings","Anureet Singh","Royal Challengers Bangalore",0,1,2,"All","All",0,0
"Punjab Kings","Anureet Singh","Sunrisers Hyderabad",15,2,14,"All","All",7.5,107.142857142857
"Punjab Kings","Arshdeep Singh","Delhi Capitals",11,1,20,"All","All",11,55
"Punjab Kings","Arshdeep Singh","Gujarat Titans",10,0,5,"All","All",Inf,200
"Punjab Kings","Arshdeep Singh","Kolkata Knight Riders",1,1,2,"All","All",1,50
"Punjab Kings","Arshdeep Singh","Lucknow Super Giants",0,0,2,"All","All",NA,0
"Punjab Kings","Arshdeep Singh","Sunrisers Hyderabad",1,2,6,"All","All",0.5,16.6666666666667
"Punjab Kings","Axar Patel","Chennai Super Kings",57,4,54,"All","All",14.25,105.555555555556
"Punjab Kings","Axar Patel","Delhi Capitals",148,4,127,"All","All",37,116.535433070866
"Punjab Kings","Axar Patel","Gujarat Lions",40,2,22,"All","All",20,181.818181818182
"Punjab Kings","Axar Patel","Kolkata Knight Riders",69,8,53,"All","All",8.625,130.188679245283
"Punjab Kings","Axar Patel","Mumbai Indians",52,4,47,"All","All",13,110.63829787234
"Punjab Kings","Axar Patel","Rajasthan Royals",49,3,45,"All","All",16.3333333333333,108.888888888889
"Punjab Kings","Axar Patel","Rising Pune Supergiants",47,3,45,"All","All",15.6666666666667,104.444444444444
"Punjab Kings","Axar Patel","Royal Challengers Bangalore",133,4,87,"All","All",33.25,152.873563218391
"Punjab Kings","Axar Patel","Sunrisers Hyderabad",91,4,62,"All","All",22.75,146.774193548387
"Punjab Kings","Azhar Mahmood","Chennai Super Kings",35,2,26,"All","All",17.5,134.615384615385
"Punjab Kings","Azhar Mahmood","Deccan Chargers",45,2,29,"All","All",22.5,155.172413793103
"Punjab Kings","Azhar Mahmood","Delhi Capitals",54,3,58,"All","All",18,93.1034482758621
"Punjab Kings","Azhar Mahmood","Kolkata Knight Riders",2,2,8,"All","All",1,25
"Punjab Kings","Azhar Mahmood","Mumbai Indians",99,3,64,"All","All",33,154.6875
"Punjab Kings","Azhar Mahmood","Pune Warriors",0,1,4,"All","All",0,0
"Punjab Kings","Azhar Mahmood","Rajasthan Royals",47,2,44,"All","All",23.5,106.818181818182
"Punjab Kings","Azhar Mahmood","Royal Challengers Bangalore",96,2,59,"All","All",48,162.71186440678
"Punjab Kings","Azhar Mahmood","Sunrisers Hyderabad",4,1,4,"All","All",4,100
"Punjab Kings","Barinder Sran","Delhi Capitals",0,0,1,"All","All",NA,0
"Punjab Kings","Barinder Sran","Kolkata Knight Riders",1,0,1,"All","All",Inf,100
"Punjab Kings","Barinder Sran","Sunrisers Hyderabad",2,1,5,"All","All",2,40
"Punjab Kings","Beuran Hendricks","Chennai Super Kings",1,0,2,"All","All",Inf,50
"Punjab Kings","Beuran Hendricks","Mumbai Indians",0,1,1,"All","All",0,0
"Punjab Kings","Bhanuka Rajapaksa","Chennai Super Kings",51,2,37,"All","All",25.5,137.837837837838
"Punjab Kings","Bhanuka Rajapaksa","Delhi Capitals",4,1,5,"All","All",4,80
"Punjab Kings","Bhanuka Rajapaksa","Gujarat Titans",40,1,28,"All","All",40,142.857142857143
"Punjab Kings","Bhanuka Rajapaksa","Kolkata Knight Riders",31,1,9,"All","All",31,344.444444444444
"Punjab Kings","Bhanuka Rajapaksa","Lucknow Super Giants",9,1,7,"All","All",9,128.571428571429
"Punjab Kings","Bhanuka Rajapaksa","Rajasthan Royals",27,1,18,"All","All",27,150
"Punjab Kings","Bhanuka Rajapaksa","Royal Challengers Bangalore",44,2,25,"All","All",22,176
"Punjab Kings","Bhargav Bhatt","Deccan Chargers",0,1,5,"All","All",0,0
"Punjab Kings","Bhargav Bhatt","Kolkata Knight Riders",6,0,2,"All","All",Inf,300
"Punjab Kings","Bipul Sharma","Chennai Super Kings",7,1,5,"All","All",7,140
"Punjab Kings","Bipul Sharma","Deccan Chargers",8,0,6,"All","All",Inf,133.333333333333
"Punjab Kings","Bipul Sharma","Kolkata Knight Riders",28,1,23,"All","All",28,121.739130434783
"Punjab Kings","Bipul Sharma","Mumbai Indians",7,1,6,"All","All",7,116.666666666667
"Punjab Kings","Bipul Sharma","Pune Warriors",35,0,18,"All","All",Inf,194.444444444444
"Punjab Kings","Bipul Sharma","Rajasthan Royals",19,1,14,"All","All",19,135.714285714286
"Punjab Kings","Brett Lee","Chennai Super Kings",6,1,7,"All","All",6,85.7142857142857
"Punjab Kings","Brett Lee","Deccan Chargers",14,0,15,"All","All",Inf,93.3333333333333
"Punjab Kings","Brett Lee","Delhi Capitals",1,0,3,"All","All",Inf,33.3333333333333
"Punjab Kings","Brett Lee","Kolkata Knight Riders",7,0,5,"All","All",Inf,140
"Punjab Kings","Brett Lee","Mumbai Indians",27,2,23,"All","All",13.5,117.391304347826
"Punjab Kings","Brett Lee","Rajasthan Royals",0,1,2,"All","All",0,0
"Punjab Kings","Brett Lee","Royal Challengers Bangalore",1,0,1,"All","All",Inf,100
"Punjab Kings","Cheteshwar Pujara","Chennai Super Kings",13,1,10,"All","All",13,130
"Punjab Kings","Cheteshwar Pujara","Kolkata Knight Riders",8,1,8,"All","All",8,100
"Punjab Kings","Cheteshwar Pujara","Mumbai Indians",19,1,18,"All","All",19,105.555555555556
"Punjab Kings","Cheteshwar Pujara","Rajasthan Royals",40,0,38,"All","All",Inf,105.263157894737
"Punjab Kings","Cheteshwar Pujara","Royal Challengers Bangalore",10,1,18,"All","All",10,55.5555555555556
"Punjab Kings","Cheteshwar Pujara","Sunrisers Hyderabad",35,1,32,"All","All",35,109.375
"Punjab Kings","Chris Gayle","Chennai Super Kings",118,6,99,"All","All",19.6666666666667,119.191919191919
"Punjab Kings","Chris Gayle","Delhi Capitals",122,4,68,"All","All",30.5,179.411764705882
"Punjab Kings","Chris Gayle","Kolkata Knight Riders",168,5,112,"All","All",33.6,150
"Punjab Kings","Chris Gayle","Mumbai Indians",239,6,171,"All","All",39.8333333333333,139.766081871345
"Punjab Kings","Chris Gayle","Rajasthan Royals",257,6,172,"All","All",42.8333333333333,149.418604651163
"Punjab Kings","Chris Gayle","Royal Challengers Bangalore",239,4,157,"All","All",59.75,152.229299363057
"Punjab Kings","Chris Gayle","Sunrisers Hyderabad",196,6,156,"All","All",32.6666666666667,125.641025641026
"Punjab Kings","Chris Jordan","Chennai Super Kings",4,0,5,"All","All",Inf,80
"Punjab Kings","Chris Jordan","Delhi Capitals",7,2,9,"All","All",3.5,77.7777777777778
"Punjab Kings","Chris Jordan","Kolkata Knight Riders",30,1,18,"All","All",30,166.666666666667
"Punjab Kings","Chris Jordan","Mumbai Indians",13,1,8,"All","All",13,162.5
"Punjab Kings","Chris Jordan","Sunrisers Hyderabad",7,1,12,"All","All",7,58.3333333333333
"Punjab Kings","David Hussey","Chennai Super Kings",79,4,65,"All","All",19.75,121.538461538462
"Punjab Kings","David Hussey","Deccan Chargers",81,1,51,"All","All",81,158.823529411765
"Punjab Kings","David Hussey","Delhi Capitals",86,4,76,"All","All",21.5,113.157894736842
"Punjab Kings","David Hussey","Kochi Tuskers Kerala",21,0,15,"All","All",Inf,140
"Punjab Kings","David Hussey","Kolkata Knight Riders",90,5,100,"All","All",18,90
"Punjab Kings","David Hussey","Mumbai Indians",124,4,85,"All","All",31,145.882352941176
"Punjab Kings","David Hussey","Pune Warriors",30,2,33,"All","All",15,90.9090909090909
"Punjab Kings","David Hussey","Rajasthan Royals",63,4,50,"All","All",15.75,126
"Punjab Kings","David Hussey","Royal Challengers Bangalore",99,3,78,"All","All",33,126.923076923077
"Punjab Kings","David Hussey","Sunrisers Hyderabad",22,1,24,"All","All",22,91.6666666666667
"Punjab Kings","David Miller","Chennai Super Kings",253,7,180,"All","All",36.1428571428571,140.555555555556
"Punjab Kings","David Miller","Deccan Chargers",28,0,18,"All","All",Inf,155.555555555556
"Punjab Kings","David Miller","Delhi Capitals",322,9,278,"All","All",35.7777777777778,115.827338129496
"Punjab Kings","David Miller","Gujarat Lions",46,2,37,"All","All",23,124.324324324324
"Punjab Kings","David Miller","Kolkata Knight Riders",199,8,156,"All","All",24.875,127.564102564103
"Punjab Kings","David Miller","Mumbai Indians",236,6,168,"All","All",39.3333333333333,140.47619047619
"Punjab Kings","David Miller","Pune Warriors",80,0,41,"All","All",Inf,195.121951219512
"Punjab Kings","David Miller","Rajasthan Royals",205,4,128,"All","All",51.25,160.15625
"Punjab Kings","David Miller","Rising Pune Supergiants",44,2,38,"All","All",22,115.789473684211
"Punjab Kings","David Miller","Royal Challengers Bangalore",251,9,150,"All","All",27.8888888888889,167.333333333333
"Punjab Kings","David Miller","Sunrisers Hyderabad",186,7,139,"All","All",26.5714285714286,133.812949640288
"Punjab Kings","Dawid Malan","Delhi Capitals",26,1,26,"All","All",26,100
"Punjab Kings","Deepak Hooda","Chennai Super Kings",72,1,45,"All","All",72,160
"Punjab Kings","Deepak Hooda","Delhi Capitals",38,1,36,"All","All",38,105.555555555556
"Punjab Kings","Deepak Hooda","Kolkata Knight Riders",4,2,8,"All","All",2,50
"Punjab Kings","Deepak Hooda","Mumbai Indians",51,1,42,"All","All",51,121.428571428571
"Punjab Kings","Deepak Hooda","Rajasthan Royals",65,2,31,"All","All",32.5,209.677419354839
"Punjab Kings","Deepak Hooda","Royal Challengers Bangalore",5,1,9,"All","All",5,55.5555555555556
"Punjab Kings","Deepak Hooda","Sunrisers Hyderabad",26,3,23,"All","All",8.66666666666667,113.04347826087
"Punjab Kings","Dimitri Mascarenhas","Kolkata Knight Riders",9,2,11,"All","All",4.5,81.8181818181818
"Punjab Kings","Dimitri Mascarenhas","Pune Warriors",5,1,5,"All","All",5,100
"Punjab Kings","Dimitri Mascarenhas","Sunrisers Hyderabad",5,0,5,"All","All",Inf,100
"Punjab Kings","Dinesh Karthik","Chennai Super Kings",21,0,11,"All","All",Inf,190.909090909091
"Punjab Kings","Dinesh Karthik","Deccan Chargers",14,1,19,"All","All",14,73.6842105263158
"Punjab Kings","Dinesh Karthik","Delhi Capitals",33,2,24,"All","All",16.5,137.5
"Punjab Kings","Dinesh Karthik","Kochi Tuskers Kerala",69,1,33,"All","All",69,209.090909090909
"Punjab Kings","Dinesh Karthik","Kolkata Knight Riders",42,1,42,"All","All",42,100
"Punjab Kings","Dinesh Karthik","Mumbai Indians",32,2,26,"All","All",16,123.076923076923
"Punjab Kings","Dinesh Karthik","Pune Warriors",30,2,34,"All","All",15,88.2352941176471
"Punjab Kings","Dinesh Karthik","Rajasthan Royals",21,1,16,"All","All",21,131.25
"Punjab Kings","Dinesh Karthik","Royal Challengers Bangalore",20,1,15,"All","All",20,133.333333333333
"Punjab Kings","Eoin Morgan","Delhi Capitals",22,1,20,"All","All",22,110
"Punjab Kings","Eoin Morgan","Rising Pune Supergiants",4,1,4,"All","All",4,100
"Punjab Kings","Eoin Morgan","Sunrisers Hyderabad",39,2,38,"All","All",19.5,102.631578947368
"Punjab Kings","Fabian Allen","Rajasthan Royals",0,0,1,"All","All",NA,0
"Punjab Kings","Fabian Allen","Sunrisers Hyderabad",6,1,11,"All","All",6,54.5454545454545
"Punjab Kings","Farhaan Behardien","Rising Pune Supergiants",5,1,5,"All","All",5,100
"Punjab Kings","Farhaan Behardien","Royal Challengers Bangalore",9,1,8,"All","All",9,112.5
"Punjab Kings","George Bailey","Chennai Super Kings",71,3,35,"All","All",23.6666666666667,202.857142857143
"Punjab Kings","George Bailey","Delhi Capitals",44,3,35,"All","All",14.6666666666667,125.714285714286
"Punjab Kings","George Bailey","Kolkata Knight Riders",110,4,90,"All","All",27.5,122.222222222222
"Punjab Kings","George Bailey","Mumbai Indians",136,3,94,"All","All",45.3333333333333,144.68085106383
"Punjab Kings","George Bailey","Rajasthan Royals",50,1,36,"All","All",50,138.888888888889
"Punjab Kings","George Bailey","Royal Challengers Bangalore",32,3,36,"All","All",10.6666666666667,88.8888888888889
"Punjab Kings","George Bailey","Sunrisers Hyderabad",73,3,54,"All","All",24.3333333333333,135.185185185185
"Punjab Kings","Glenn Maxwell","Chennai Super Kings",215,4,108,"All","All",53.75,199.074074074074
"Punjab Kings","Glenn Maxwell","Delhi Capitals",78,8,63,"All","All",9.75,123.809523809524
"Punjab Kings","Glenn Maxwell","Gujarat Lions",53,3,34,"All","All",17.6666666666667,155.882352941176
"Punjab Kings","Glenn Maxwell","Kolkata Knight Riders",262,10,177,"All","All",26.2,148.022598870056
"Punjab Kings","Glenn Maxwell","Mumbai Indians",219,10,142,"All","All",21.9,154.225352112676
"Punjab Kings","Glenn Maxwell","Rajasthan Royals",116,3,71,"All","All",38.6666666666667,163.380281690141
"Punjab Kings","Glenn Maxwell","Rising Pune Supergiants",76,1,37,"All","All",76,205.405405405405
"Punjab Kings","Glenn Maxwell","Royal Challengers Bangalore",96,6,71,"All","All",16,135.211267605634
"Punjab Kings","Glenn Maxwell","Sunrisers Hyderabad",179,8,112,"All","All",22.375,159.821428571429
"Punjab Kings","Gurkeerat Singh Mann","Chennai Super Kings",46,3,41,"All","All",15.3333333333333,112.19512195122
"Punjab Kings","Gurkeerat Singh Mann","Deccan Chargers",29,0,12,"All","All",Inf,241.666666666667
"Punjab Kings","Gurkeerat Singh Mann","Delhi Capitals",34,2,16,"All","All",17,212.5
"Punjab Kings","Gurkeerat Singh Mann","Gujarat Lions",0,1,3,"All","All",0,0
"Punjab Kings","Gurkeerat Singh Mann","Kolkata Knight Riders",54,4,44,"All","All",13.5,122.727272727273
"Punjab Kings","Gurkeerat Singh Mann","Mumbai Indians",8,2,9,"All","All",4,88.8888888888889
"Punjab Kings","Gurkeerat Singh Mann","Rajasthan Royals",33,2,39,"All","All",16.5,84.6153846153846
"Punjab Kings","Gurkeerat Singh Mann","Rising Pune Supergiants",51,1,30,"All","All",51,170
"Punjab Kings","Gurkeerat Singh Mann","Royal Challengers Bangalore",40,3,41,"All","All",13.3333333333333,97.5609756097561
"Punjab Kings","Gurkeerat Singh Mann","Sunrisers Hyderabad",47,3,37,"All","All",15.6666666666667,127.027027027027
"Punjab Kings","Hardus Viljoen","Delhi Capitals",3,1,6,"All","All",3,50
"Punjab Kings","Hardus Viljoen","Royal Challengers Bangalore",0,1,1,"All","All",0,0
"Punjab Kings","Harmeet Singh","Kolkata Knight Riders",14,1,6,"All","All",14,233.333333333333
"Punjab Kings","Harmeet Singh","Rajasthan Royals",1,0,1,"All","All",Inf,100
"Punjab Kings","Harmeet Singh","Sunrisers Hyderabad",3,1,4,"All","All",3,75
"Punjab Kings","Harpreet Brar","Delhi Capitals",25,1,16,"All","All",25,156.25
"Punjab Kings","Harpreet Brar","Kolkata Knight Riders",14,1,18,"All","All",14,77.7777777777778
"Punjab Kings","Harpreet Brar","Mumbai Indians",14,0,19,"All","All",Inf,73.6842105263158
