"Batting_Team","Striker","Bowling_Team","Runs","Dismissed","Balls","Season","Stadium","Average","Strike_Rate"
"Royal Challengers Bangalore","Daniel Vettori","Kolkata Knight Riders",24,1,16,"All","All",24,150
"Royal Challengers Bangalore","Daniel Vettori","Punjab Kings",2,0,3,"All","All",Inf,66.6666666666667
"Royal Challengers Bangalore","Daniel Vettori","Rajasthan Royals",1,1,2,"All","All",1,50
"Royal Challengers Bangalore","Daren Sammy","Kolkata Knight Riders",7,1,9,"All","All",7,77.7777777777778
"Royal Challengers Bangalore","Daren Sammy","Sunrisers Hyderabad",6,1,9,"All","All",6,66.6666666666667
"Royal Challengers Bangalore","David Wiese","Chennai Super Kings",51,3,41,"All","All",17,124.390243902439
"Royal Challengers Bangalore","David Wiese","Delhi Capitals",5,0,4,"All","All",Inf,125
"Royal Challengers Bangalore","David Wiese","Kolkata Knight Riders",9,0,7,"All","All",Inf,128.571428571429
"Royal Challengers Bangalore","David Wiese","Mumbai Indians",47,0,25,"All","All",Inf,188
"Royal Challengers Bangalore","David Wiese","Punjab Kings",4,0,5,"All","All",Inf,80
"Royal Challengers Bangalore","David Wiese","Rajasthan Royals",11,1,8,"All","All",11,137.5
"Royal Challengers Bangalore","David Willey","Kolkata Knight Riders",18,1,28,"All","All",18,64.2857142857143
"Royal Challengers Bangalore","David Willey","Rajasthan Royals",0,1,2,"All","All",0,0
"Royal Challengers Bangalore","Devdutt Padikkal","Chennai Super Kings",159,4,120,"All","All",39.75,132.5
"Royal Challengers Bangalore","Devdutt Padikkal","Delhi Capitals",71,4,62,"All","All",17.75,114.516129032258
"Royal Challengers Bangalore","Devdutt Padikkal","Kolkata Knight Riders",125,5,106,"All","All",25,117.924528301887
"Royal Challengers Bangalore","Devdutt Padikkal","Mumbai Indians",128,3,89,"All","All",42.6666666666667,143.820224719101
"Royal Challengers Bangalore","Devdutt Padikkal","Punjab Kings",66,4,58,"All","All",16.5,113.793103448276
"Royal Challengers Bangalore","Devdutt Padikkal","Rajasthan Royals",221,3,151,"All","All",73.6666666666667,146.35761589404
"Royal Challengers Bangalore","Devdutt Padikkal","Sunrisers Hyderabad",114,5,121,"All","All",22.8,94.2148760330578
"Royal Challengers Bangalore","Devraj Patil","Punjab Kings",4,1,1,"All","All",4,400
"Royal Challengers Bangalore","Devraj Patil","Rajasthan Royals",9,1,12,"All","All",9,75
"Royal Challengers Bangalore","Dillon du Preez","Rajasthan Royals",10,1,13,"All","All",10,76.9230769230769
"Royal Challengers Bangalore","Dinesh Karthik","Chennai Super Kings",121,4,88,"All","All",30.25,137.5
"Royal Challengers Bangalore","Dinesh Karthik","Delhi Capitals",66,0,34,"All","All",Inf,194.117647058824
"Royal Challengers Bangalore","Dinesh Karthik","Gujarat Titans",4,1,5,"All","All",4,80
"Royal Challengers Bangalore","Dinesh Karthik","Kolkata Knight Riders",20,1,15,"All","All",20,133.333333333333
"Royal Challengers Bangalore","Dinesh Karthik","Lucknow Super Giants",50,0,31,"All","All",Inf,161.290322580645
"Royal Challengers Bangalore","Dinesh Karthik","Mumbai Indians",25,1,13,"All","All",25,192.307692307692
"Royal Challengers Bangalore","Dinesh Karthik","Punjab Kings",53,3,32,"All","All",17.6666666666667,165.625
"Royal Challengers Bangalore","Dinesh Karthik","Rajasthan Royals",91,4,55,"All","All",22.75,165.454545454545
"Royal Challengers Bangalore","Dinesh Karthik","Sunrisers Hyderabad",41,3,24,"All","All",13.6666666666667,170.833333333333
"Royal Challengers Bangalore","Eoin Morgan","Chennai Super Kings",1,1,4,"All","All",1,25
"Royal Challengers Bangalore","Eoin Morgan","Delhi Capitals",17,1,13,"All","All",17,130.769230769231
"Royal Challengers Bangalore","Eoin Morgan","Kolkata Knight Riders",10,1,7,"All","All",10,142.857142857143
"Royal Challengers Bangalore","Eoin Morgan","Mumbai Indians",7,0,6,"All","All",Inf,116.666666666667
"Royal Challengers Bangalore","Faf du Plessis","Chennai Super Kings",46,2,31,"All","All",23,148.387096774194
"Royal Challengers Bangalore","Faf du Plessis","Delhi Capitals",8,1,11,"All","All",8,72.7272727272727
"Royal Challengers Bangalore","Faf du Plessis","Gujarat Titans",44,2,42,"All","All",22,104.761904761905
"Royal Challengers Bangalore","Faf du Plessis","Kolkata Knight Riders",5,1,4,"All","All",5,125
"Royal Challengers Bangalore","Faf du Plessis","Lucknow Super Giants",96,2,65,"All","All",48,147.692307692308
"Royal Challengers Bangalore","Faf du Plessis","Mumbai Indians",16,1,24,"All","All",16,66.6666666666667
"Royal Challengers Bangalore","Faf du Plessis","Punjab Kings",98,2,65,"All","All",49,150.769230769231
"Royal Challengers Bangalore","Faf du Plessis","Rajasthan Royals",77,3,68,"All","All",25.6666666666667,113.235294117647
"Royal Challengers Bangalore","Faf du Plessis","Sunrisers Hyderabad",78,1,57,"All","All",78,136.842105263158
"Royal Challengers Bangalore","George Garton","Punjab Kings",0,1,1,"All","All",0,0
"Royal Challengers Bangalore","George Garton","Sunrisers Hyderabad",2,0,3,"All","All",Inf,66.6666666666667
"Royal Challengers Bangalore","Glenn Maxwell","Chennai Super Kings",62,4,38,"All","All",15.5,163.157894736842
"Royal Challengers Bangalore","Glenn Maxwell","Delhi Capitals",131,2,87,"All","All",65.5,150.574712643678
"Royal Challengers Bangalore","Glenn Maxwell","Gujarat Titans",73,1,36,"All","All",73,202.777777777778
"Royal Challengers Bangalore","Glenn Maxwell","Kolkata Knight Riders",103,3,84,"All","All",34.3333333333333,122.619047619048
"Royal Challengers Bangalore","Glenn Maxwell","Lucknow Super Giants",32,2,21,"All","All",16,152.380952380952
"Royal Challengers Bangalore","Glenn Maxwell","Mumbai Indians",103,2,67,"All","All",51.5,153.731343283582
"Royal Challengers Bangalore","Glenn Maxwell","Punjab Kings",92,3,56,"All","All",30.6666666666667,164.285714285714
"Royal Challengers Bangalore","Glenn Maxwell","Rajasthan Royals",74,2,44,"All","All",37,168.181818181818
"Royal Challengers Bangalore","Glenn Maxwell","Sunrisers Hyderabad",144,4,101,"All","All",36,142.574257425743
"Royal Challengers Bangalore","Gurkeerat Singh Mann","Chennai Super Kings",2,0,2,"All","All",Inf,100
"Royal Challengers Bangalore","Gurkeerat Singh Mann","Delhi Capitals",27,1,19,"All","All",27,142.105263157895
"Royal Challengers Bangalore","Gurkeerat Singh Mann","Kolkata Knight Riders",21,0,26,"All","All",Inf,80.7692307692308
"Royal Challengers Bangalore","Gurkeerat Singh Mann","Mumbai Indians",14,0,11,"All","All",Inf,127.272727272727
"Royal Challengers Bangalore","Gurkeerat Singh Mann","Rajasthan Royals",25,1,20,"All","All",25,125
"Royal Challengers Bangalore","Gurkeerat Singh Mann","Sunrisers Hyderabad",80,1,72,"All","All",80,111.111111111111
"Royal Challengers Bangalore","Harshal Patel","Chennai Super Kings",5,5,17,"All","All",1,29.4117647058824
"Royal Challengers Bangalore","Harshal Patel","Deccan Chargers",5,0,5,"All","All",Inf,100
"Royal Challengers Bangalore","Harshal Patel","Delhi Capitals",0,1,1,"All","All",0,0
"Royal Challengers Bangalore","Harshal Patel","Kolkata Knight Riders",49,2,35,"All","All",24.5,140
"Royal Challengers Bangalore","Harshal Patel","Lucknow Super Giants",0,0,1,"All","All",NA,0
"Royal Challengers Bangalore","Harshal Patel","Mumbai Indians",10,1,5,"All","All",10,200
"Royal Challengers Bangalore","Harshal Patel","Punjab Kings",49,3,24,"All","All",16.3333333333333,204.166666666667
"Royal Challengers Bangalore","Harshal Patel","Rajasthan Royals",24,3,19,"All","All",8,126.315789473684
"Royal Challengers Bangalore","Harshal Patel","Sunrisers Hyderabad",7,2,12,"All","All",3.5,58.3333333333333
"Royal Challengers Bangalore","Heinrich Klaasen","Delhi Capitals",3,1,3,"All","All",3,100
"Royal Challengers Bangalore","Heinrich Klaasen","Rajasthan Royals",6,1,7,"All","All",6,85.7142857142857
"Royal Challengers Bangalore","Iqbal Abdulla","Chennai Super Kings",0,1,3,"All","All",0,0
"Royal Challengers Bangalore","Iqbal Abdulla","Delhi Capitals",5,0,7,"All","All",Inf,71.4285714285714
"Royal Challengers Bangalore","Iqbal Abdulla","Gujarat Lions",33,0,25,"All","All",Inf,132
"Royal Challengers Bangalore","Iqbal Abdulla","Mumbai Indians",20,1,15,"All","All",20,133.333333333333
"Royal Challengers Bangalore","Iqbal Abdulla","Sunrisers Hyderabad",4,0,2,"All","All",Inf,200
"Royal Challengers Bangalore","Isuru Udana","Delhi Capitals",5,2,5,"All","All",2.5,100
"Royal Challengers Bangalore","Isuru Udana","Punjab Kings",10,0,5,"All","All",Inf,200
"Royal Challengers Bangalore","Isuru Udana","Sunrisers Hyderabad",0,1,1,"All","All",0,0
"Royal Challengers Bangalore","Jacques Kallis","Chennai Super Kings",123,7,108,"All","All",17.5714285714286,113.888888888889
"Royal Challengers Bangalore","Jacques Kallis","Deccan Chargers",186,8,181,"All","All",23.25,102.762430939227
"Royal Challengers Bangalore","Jacques Kallis","Delhi Capitals",218,5,193,"All","All",43.6,112.953367875648
"Royal Challengers Bangalore","Jacques Kallis","Kolkata Knight Riders",136,4,129,"All","All",34,105.426356589147
"Royal Challengers Bangalore","Jacques Kallis","Mumbai Indians",197,4,172,"All","All",49.25,114.53488372093
"Royal Challengers Bangalore","Jacques Kallis","Punjab Kings",187,4,136,"All","All",46.75,137.5
"Royal Challengers Bangalore","Jacques Kallis","Rajasthan Royals",85,4,90,"All","All",21.25,94.4444444444444
"Royal Challengers Bangalore","Jagadeesh Arunkumar","Kolkata Knight Riders",22,1,17,"All","All",22,129.411764705882
"Royal Challengers Bangalore","Jagadeesh Arunkumar","Punjab Kings",1,1,3,"All","All",1,33.3333333333333
"Royal Challengers Bangalore","Jagadeesh Arunkumar","Rajasthan Royals",0,1,3,"All","All",0,0
"Royal Challengers Bangalore","Jamaluddin Syed Mohammad","Chennai Super Kings",2,0,2,"All","All",Inf,100
"Royal Challengers Bangalore","Jamaluddin Syed Mohammad","Deccan Chargers",4,0,1,"All","All",Inf,400
"Royal Challengers Bangalore","Jamaluddin Syed Mohammad","Delhi Capitals",14,1,12,"All","All",14,116.666666666667
"Royal Challengers Bangalore","Jamaluddin Syed Mohammad","Mumbai Indians",9,1,11,"All","All",9,81.8181818181818
"Royal Challengers Bangalore","Jaydev Unadkat","Kolkata Knight Riders",1,0,1,"All","All",Inf,100
"Royal Challengers Bangalore","Jaydev Unadkat","Sunrisers Hyderabad",1,0,1,"All","All",Inf,100
"Royal Challengers Bangalore","Jesse Ryder","Deccan Chargers",0,1,1,"All","All",0,0
"Royal Challengers Bangalore","Jesse Ryder","Kolkata Knight Riders",22,1,20,"All","All",22,110
"Royal Challengers Bangalore","Jesse Ryder","Punjab Kings",34,2,26,"All","All",17,130.769230769231
"Royal Challengers Bangalore","Jesse Ryder","Rajasthan Royals",0,1,2,"All","All",0,0
"Royal Challengers Bangalore","Johan van der Wath","Chennai Super Kings",14,0,10,"All","All",Inf,140
"Royal Challengers Bangalore","Johan van der Wath","Deccan Chargers",0,1,1,"All","All",0,0
"Royal Challengers Bangalore","Johan van der Wath","Punjab Kings",4,1,5,"All","All",4,80
"Royal Challengers Bangalore","Josh Hazlewood","Chennai Super Kings",7,0,7,"All","All",Inf,100
"Royal Challengers Bangalore","Josh Hazlewood","Punjab Kings",7,0,4,"All","All",Inf,175
"Royal Challengers Bangalore","Josh Hazlewood","Rajasthan Royals",1,0,4,"All","All",Inf,25
"Royal Challengers Bangalore","Josh Hazlewood","Sunrisers Hyderabad",3,0,11,"All","All",Inf,27.2727272727273
"Royal Challengers Bangalore","Josh Philippe","Delhi Capitals",12,1,17,"All","All",12,70.5882352941177
"Royal Challengers Bangalore","Josh Philippe","Mumbai Indians",33,1,24,"All","All",33,137.5
"Royal Challengers Bangalore","Josh Philippe","Punjab Kings",0,1,3,"All","All",0,0
"Royal Challengers Bangalore","Josh Philippe","Sunrisers Hyderabad",33,1,33,"All","All",33,100
"Royal Challengers Bangalore","KL Rahul","Delhi Capitals",50,2,35,"All","All",25,142.857142857143
"Royal Challengers Bangalore","KL Rahul","Gujarat Lions",51,1,36,"All","All",51,141.666666666667
"Royal Challengers Bangalore","KL Rahul","Kolkata Knight Riders",52,1,32,"All","All",52,162.5
"Royal Challengers Bangalore","KL Rahul","Mumbai Indians",91,1,67,"All","All",91,135.820895522388
"Royal Challengers Bangalore","KL Rahul","Punjab Kings",66,2,35,"All","All",33,188.571428571429
"Royal Challengers Bangalore","KL Rahul","Rising Pune Supergiants",45,2,45,"All","All",22.5,100
"Royal Challengers Bangalore","KL Rahul","Sunrisers Hyderabad",62,2,37,"All","All",31,167.567567567568
"Royal Challengers Bangalore","KP Appanna","Deccan Chargers",1,1,1,"All","All",1,100
"Royal Challengers Bangalore","KP Appanna","Delhi Capitals",1,0,2,"All","All",Inf,50
"Royal Challengers Bangalore","KP Appanna","Punjab Kings",0,0,1,"All","All",NA,0
"Royal Challengers Bangalore","Kane Richardson","Mumbai Indians",1,0,1,"All","All",Inf,100
"Royal Challengers Bangalore","Karn Sharma","Deccan Chargers",1,1,3,"All","All",1,33.3333333333333
"Royal Challengers Bangalore","Karun Nair","Mumbai Indians",0,1,3,"All","All",0,0
"Royal Challengers Bangalore","Karun Nair","Sunrisers Hyderabad",9,1,9,"All","All",9,100
"Royal Challengers Bangalore","Kedar Jadhav","Delhi Capitals",90,2,57,"All","All",45,157.894736842105
"Royal Challengers Bangalore","Kedar Jadhav","Gujarat Lions",69,1,34,"All","All",69,202.941176470588
"Royal Challengers Bangalore","Kedar Jadhav","Kolkata Knight Riders",17,2,16,"All","All",8.5,106.25
"Royal Challengers Bangalore","Kedar Jadhav","Mumbai Indians",37,2,30,"All","All",18.5,123.333333333333
"Royal Challengers Bangalore","Kedar Jadhav","Punjab Kings",7,2,10,"All","All",3.5,70
"Royal Challengers Bangalore","Kedar Jadhav","Rising Pune Supergiants",25,2,34,"All","All",12.5,73.5294117647059
"Royal Challengers Bangalore","Kedar Jadhav","Sunrisers Hyderabad",64,1,37,"All","All",64,172.972972972973
"Royal Challengers Bangalore","Kevin Pietersen","Chennai Super Kings",23,1,15,"All","All",23,153.333333333333
"Royal Challengers Bangalore","Kevin Pietersen","Deccan Chargers",40,1,36,"All","All",40,111.111111111111
"Royal Challengers Bangalore","Kevin Pietersen","Delhi Capitals",53,2,44,"All","All",26.5,120.454545454545
"Royal Challengers Bangalore","Kevin Pietersen","Kolkata Knight Riders",13,1,12,"All","All",13,108.333333333333
"Royal Challengers Bangalore","Kevin Pietersen","Mumbai Indians",40,2,30,"All","All",20,133.333333333333
"Royal Challengers Bangalore","Kevin Pietersen","Punjab Kings",66,1,46,"All","All",66,143.478260869565
"Royal Challengers Bangalore","Kevin Pietersen","Rajasthan Royals",94,2,59,"All","All",47,159.322033898305
"Royal Challengers Bangalore","Kyle Jamieson","Chennai Super Kings",16,1,13,"All","All",16,123.076923076923
"Royal Challengers Bangalore","Kyle Jamieson","Kolkata Knight Riders",15,1,16,"All","All",15,93.75
"Royal Challengers Bangalore","Kyle Jamieson","Mumbai Indians",6,1,6,"All","All",6,100
"Royal Challengers Bangalore","Kyle Jamieson","Punjab Kings",16,0,11,"All","All",Inf,145.454545454545
"Royal Challengers Bangalore","Kyle Jamieson","Sunrisers Hyderabad",12,1,9,"All","All",12,133.333333333333
"Royal Challengers Bangalore","Luke Pomersbach","Chennai Super Kings",31,2,21,"All","All",15.5,147.619047619048
"Royal Challengers Bangalore","Luke Pomersbach","Kolkata Knight Riders",16,1,14,"All","All",16,114.285714285714
"Royal Challengers Bangalore","Luke Pomersbach","Mumbai Indians",4,1,4,"All","All",4,100
"Royal Challengers Bangalore","Mahipal Lomror","Chennai Super Kings",42,1,27,"All","All",42,155.555555555556
"Royal Challengers Bangalore","Mahipal Lomror","Gujarat Titans",16,1,8,"All","All",16,200
"Royal Challengers Bangalore","Mahipal Lomror","Lucknow Super Giants",14,1,9,"All","All",14,155.555555555556
"Royal Challengers Bangalore","Mahipal Lomror","Punjab Kings",6,1,3,"All","All",6,200
"Royal Challengers Bangalore","Mahipal Lomror","Rajasthan Royals",8,1,10,"All","All",8,80
"Royal Challengers Bangalore","Manan Vohra","Delhi Capitals",2,1,5,"All","All",2,40
"Royal Challengers Bangalore","Manan Vohra","Kolkata Knight Riders",0,1,1,"All","All",0,0
"Royal Challengers Bangalore","Manan Vohra","Mumbai Indians",45,1,31,"All","All",45,145.161290322581
"Royal Challengers Bangalore","Manan Vohra","Sunrisers Hyderabad",8,1,10,"All","All",8,80
"Royal Challengers Bangalore","Mandeep Singh","Chennai Super Kings",43,3,37,"All","All",14.3333333333333,116.216216216216
"Royal Challengers Bangalore","Mandeep Singh","Delhi Capitals",42,2,33,"All","All",21,127.272727272727
"Royal Challengers Bangalore","Mandeep Singh","Gujarat Lions",8,1,14,"All","All",8,57.1428571428571
"Royal Challengers Bangalore","Mandeep Singh","Kolkata Knight Riders",160,5,99,"All","All",32,161.616161616162
"Royal Challengers Bangalore","Mandeep Singh","Mumbai Indians",47,4,38,"All","All",11.75,123.684210526316
"Royal Challengers Bangalore","Mandeep Singh","Punjab Kings",116,4,107,"All","All",29,108.411214953271
"Royal Challengers Bangalore","Mandeep Singh","Rajasthan Royals",131,2,83,"All","All",65.5,157.831325301205
"Royal Challengers Bangalore","Mandeep Singh","Rising Pune Supergiants",0,1,3,"All","All",0,0
"Royal Challengers Bangalore","Mandeep Singh","Sunrisers Hyderabad",50,4,49,"All","All",12.5,102.040816326531
"Royal Challengers Bangalore","Manish Pandey","Chennai Super Kings",73,3,70,"All","All",24.3333333333333,104.285714285714
"Royal Challengers Bangalore","Manish Pandey","Deccan Chargers",119,3,88,"All","All",39.6666666666667,135.227272727273
"Royal Challengers Bangalore","Manish Pandey","Delhi Capitals",39,1,29,"All","All",39,134.48275862069
"Royal Challengers Bangalore","Manish Pandey","Kolkata Knight Riders",2,1,9,"All","All",2,22.2222222222222
"Royal Challengers Bangalore","Manish Pandey","Mumbai Indians",61,3,54,"All","All",20.3333333333333,112.962962962963
"Royal Challengers Bangalore","Manish Pandey","Punjab Kings",67,2,51,"All","All",33.5,131.372549019608
"Royal Challengers Bangalore","Manish Pandey","Rajasthan Royals",56,1,43,"All","All",56,130.232558139535
"Royal Challengers Bangalore","Manvinder Bisla","Chennai Super Kings",17,1,14,"All","All",17,121.428571428571
"Royal Challengers Bangalore","Manvinder Bisla","Mumbai Indians",20,1,16,"All","All",20,125
"Royal Challengers Bangalore","Marcus Stoinis","Chennai Super Kings",14,1,13,"All","All",14,107.692307692308
"Royal Challengers Bangalore","Marcus Stoinis","Delhi Capitals",47,1,41,"All","All",47,114.634146341463
"Royal Challengers Bangalore","Marcus Stoinis","Kolkata Knight Riders",45,0,21,"All","All",Inf,214.285714285714
"Royal Challengers Bangalore","Marcus Stoinis","Mumbai Indians",0,1,2,"All","All",0,0
"Royal Challengers Bangalore","Marcus Stoinis","Punjab Kings",74,0,50,"All","All",Inf,148
"Royal Challengers Bangalore","Marcus Stoinis","Rajasthan Royals",31,1,29,"All","All",31,106.896551724138
"Royal Challengers Bangalore","Mark Boucher","Chennai Super Kings",37,3,33,"All","All",12.3333333333333,112.121212121212
"Royal Challengers Bangalore","Mark Boucher","Deccan Chargers",21,2,20,"All","All",10.5,105
