"Batting_Team","Striker","Season","Bowling_Team","Runs","Dismissed","Balls","Stadium","Average","Strike_Rate"
"Punjab Kings","Cheteshwar Pujara",2014,"Rajasthan Royals",40,0,38,"All",Inf,105.263157894737
"Punjab Kings","Cheteshwar Pujara",2014,"Royal Challengers Bangalore",10,1,18,"All",10,55.5555555555556
"Punjab Kings","Cheteshwar Pujara",2014,"Sunrisers Hyderabad",35,1,32,"All",35,109.375
"Punjab Kings","Chris Gayle",2018,"Chennai Super Kings",63,2,35,"All",31.5,180
"Punjab Kings","Chris Gayle",2018,"Kolkata Knight Riders",83,1,55,"All",83,150.909090909091
"Punjab Kings","Chris Gayle",2018,"Mumbai Indians",68,2,51,"All",34,133.333333333333
"Punjab Kings","Chris Gayle",2018,"Rajasthan Royals",9,2,12,"All",4.5,75
"Punjab Kings","Chris Gayle",2018,"Royal Challengers Bangalore",18,1,14,"All",18,128.571428571429
"Punjab Kings","Chris Gayle",2018,"Sunrisers Hyderabad",127,1,85,"All",127,149.411764705882
"Punjab Kings","Chris Gayle",2019,"Chennai Super Kings",33,2,35,"All",16.5,94.2857142857143
"Punjab Kings","Chris Gayle",2019,"Delhi Capitals",69,1,37,"All",69,186.486486486486
"Punjab Kings","Chris Gayle",2019,"Kolkata Knight Riders",34,2,27,"All",17,125.925925925926
"Punjab Kings","Chris Gayle",2019,"Mumbai Indians",103,2,60,"All",51.5,171.666666666667
"Punjab Kings","Chris Gayle",2019,"Rajasthan Royals",109,2,69,"All",54.5,157.971014492754
"Punjab Kings","Chris Gayle",2019,"Royal Challengers Bangalore",122,1,74,"All",122,164.864864864865
"Punjab Kings","Chris Gayle",2019,"Sunrisers Hyderabad",20,2,17,"All",10,117.647058823529
"Punjab Kings","Chris Gayle",2020,"Chennai Super Kings",12,1,19,"All",12,63.1578947368421
"Punjab Kings","Chris Gayle",2020,"Delhi Capitals",29,1,13,"All",29,223.076923076923
"Punjab Kings","Chris Gayle",2020,"Kolkata Knight Riders",51,1,29,"All",51,175.862068965517
"Punjab Kings","Chris Gayle",2020,"Mumbai Indians",24,1,21,"All",24,114.285714285714
"Punjab Kings","Chris Gayle",2020,"Rajasthan Royals",99,1,63,"All",99,157.142857142857
"Punjab Kings","Chris Gayle",2020,"Royal Challengers Bangalore",53,1,45,"All",53,117.777777777778
"Punjab Kings","Chris Gayle",2020,"Sunrisers Hyderabad",20,1,20,"All",20,100
"Punjab Kings","Chris Gayle",2021,"Chennai Super Kings",10,1,10,"All",10,100
"Punjab Kings","Chris Gayle",2021,"Delhi Capitals",24,2,18,"All",12,133.333333333333
"Punjab Kings","Chris Gayle",2021,"Kolkata Knight Riders",0,1,1,"All",0,0
"Punjab Kings","Chris Gayle",2021,"Mumbai Indians",44,1,39,"All",44,112.820512820513
"Punjab Kings","Chris Gayle",2021,"Rajasthan Royals",40,1,28,"All",40,142.857142857143
"Punjab Kings","Chris Gayle",2021,"Royal Challengers Bangalore",46,1,24,"All",46,191.666666666667
"Punjab Kings","Chris Gayle",2021,"Sunrisers Hyderabad",29,2,34,"All",14.5,85.2941176470588
"Punjab Kings","Chris Jordan",2020,"Chennai Super Kings",4,0,5,"All",Inf,80
"Punjab Kings","Chris Jordan",2020,"Delhi Capitals",5,1,6,"All",5,83.3333333333333
"Punjab Kings","Chris Jordan",2020,"Mumbai Indians",13,1,8,"All",13,162.5
"Punjab Kings","Chris Jordan",2020,"Sunrisers Hyderabad",7,1,12,"All",7,58.3333333333333
"Punjab Kings","Chris Jordan",2021,"Delhi Capitals",2,1,3,"All",2,66.6666666666667
"Punjab Kings","Chris Jordan",2021,"Kolkata Knight Riders",30,1,18,"All",30,166.666666666667
"Punjab Kings","David Hussey",2011,"Delhi Capitals",23,2,14,"All",11.5,164.285714285714
"Punjab Kings","David Hussey",2011,"Kochi Tuskers Kerala",21,0,15,"All",Inf,140
"Punjab Kings","David Hussey",2011,"Kolkata Knight Riders",15,1,20,"All",15,75
"Punjab Kings","David Hussey",2011,"Mumbai Indians",1,2,8,"All",0.5,12.5
"Punjab Kings","David Hussey",2011,"Pune Warriors",4,1,5,"All",4,80
"Punjab Kings","David Hussey",2011,"Royal Challengers Bangalore",0,0,1,"All",NA,0
"Punjab Kings","David Hussey",2012,"Chennai Super Kings",16,2,13,"All",8,123.076923076923
"Punjab Kings","David Hussey",2012,"Deccan Chargers",81,1,51,"All",81,158.823529411765
"Punjab Kings","David Hussey",2012,"Delhi Capitals",43,1,41,"All",43,104.878048780488
"Punjab Kings","David Hussey",2012,"Kolkata Knight Riders",42,2,45,"All",21,93.3333333333333
"Punjab Kings","David Hussey",2012,"Mumbai Indians",89,1,59,"All",89,150.847457627119
"Punjab Kings","David Hussey",2012,"Pune Warriors",18,1,17,"All",18,105.882352941176
"Punjab Kings","David Hussey",2012,"Rajasthan Royals",21,2,16,"All",10.5,131.25
"Punjab Kings","David Hussey",2012,"Royal Challengers Bangalore",86,2,63,"All",43,136.507936507937
"Punjab Kings","David Hussey",2013,"Chennai Super Kings",63,2,52,"All",31.5,121.153846153846
"Punjab Kings","David Hussey",2013,"Delhi Capitals",20,1,21,"All",20,95.2380952380952
"Punjab Kings","David Hussey",2013,"Kolkata Knight Riders",33,2,35,"All",16.5,94.2857142857143
"Punjab Kings","David Hussey",2013,"Mumbai Indians",34,1,18,"All",34,188.888888888889
"Punjab Kings","David Hussey",2013,"Pune Warriors",8,0,11,"All",Inf,72.7272727272727
"Punjab Kings","David Hussey",2013,"Rajasthan Royals",42,2,34,"All",21,123.529411764706
"Punjab Kings","David Hussey",2013,"Royal Challengers Bangalore",13,1,14,"All",13,92.8571428571429
"Punjab Kings","David Hussey",2013,"Sunrisers Hyderabad",22,1,24,"All",22,91.6666666666667
"Punjab Kings","David Miller",2012,"Chennai Super Kings",19,1,15,"All",19,126.666666666667
"Punjab Kings","David Miller",2012,"Deccan Chargers",28,0,18,"All",Inf,155.555555555556
"Punjab Kings","David Miller",2012,"Delhi Capitals",4,1,7,"All",4,57.1428571428571
"Punjab Kings","David Miller",2012,"Mumbai Indians",39,0,22,"All",Inf,177.272727272727
"Punjab Kings","David Miller",2012,"Royal Challengers Bangalore",8,1,13,"All",8,61.5384615384615
"Punjab Kings","David Miller",2013,"Chennai Super Kings",51,0,26,"All",Inf,196.153846153846
"Punjab Kings","David Miller",2013,"Delhi Capitals",78,0,63,"All",Inf,123.809523809524
"Punjab Kings","David Miller",2013,"Kolkata Knight Riders",30,2,25,"All",15,120
"Punjab Kings","David Miller",2013,"Mumbai Indians",62,2,39,"All",31,158.974358974359
"Punjab Kings","David Miller",2013,"Pune Warriors",80,0,41,"All",Inf,195.121951219512
"Punjab Kings","David Miller",2013,"Rajasthan Royals",8,1,11,"All",8,72.7272727272727
"Punjab Kings","David Miller",2013,"Royal Challengers Bangalore",103,1,42,"All",103,245.238095238095
"Punjab Kings","David Miller",2013,"Sunrisers Hyderabad",6,1,7,"All",6,85.7142857142857
"Punjab Kings","David Miller",2014,"Chennai Super Kings",139,2,88,"All",69.5,157.954545454545
"Punjab Kings","David Miller",2014,"Delhi Capitals",49,1,40,"All",49,122.5
"Punjab Kings","David Miller",2014,"Kolkata Knight Riders",36,3,37,"All",12,97.2972972972973
"Punjab Kings","David Miller",2014,"Mumbai Indians",16,1,12,"All",16,133.333333333333
"Punjab Kings","David Miller",2014,"Rajasthan Royals",80,0,39,"All",Inf,205.128205128205
"Punjab Kings","David Miller",2014,"Royal Challengers Bangalore",92,2,49,"All",46,187.755102040816
"Punjab Kings","David Miller",2014,"Sunrisers Hyderabad",34,1,34,"All",34,100
"Punjab Kings","David Miller",2015,"Chennai Super Kings",14,2,24,"All",7,58.3333333333333
"Punjab Kings","David Miller",2015,"Delhi Capitals",47,2,48,"All",23.5,97.9166666666667
"Punjab Kings","David Miller",2015,"Kolkata Knight Riders",27,0,11,"All",Inf,245.454545454545
"Punjab Kings","David Miller",2015,"Mumbai Indians",67,2,60,"All",33.5,111.666666666667
"Punjab Kings","David Miller",2015,"Rajasthan Royals",77,2,51,"All",38.5,150.980392156863
"Punjab Kings","David Miller",2015,"Royal Challengers Bangalore",21,2,14,"All",10.5,150
"Punjab Kings","David Miller",2015,"Sunrisers Hyderabad",104,1,58,"All",104,179.310344827586
"Punjab Kings","David Miller",2016,"Delhi Capitals",20,1,15,"All",20,133.333333333333
"Punjab Kings","David Miller",2016,"Gujarat Lions",46,2,37,"All",23,124.324324324324
"Punjab Kings","David Miller",2016,"Kolkata Knight Riders",19,2,24,"All",9.5,79.1666666666667
"Punjab Kings","David Miller",2016,"Mumbai Indians",30,0,17,"All",Inf,176.470588235294
"Punjab Kings","David Miller",2016,"Rising Pune Supergiants",14,2,11,"All",7,127.272727272727
"Punjab Kings","David Miller",2016,"Royal Challengers Bangalore",3,2,7,"All",1.5,42.8571428571429
"Punjab Kings","David Miller",2016,"Sunrisers Hyderabad",29,1,20,"All",29,145
"Punjab Kings","David Miller",2017,"Delhi Capitals",24,1,28,"All",24,85.7142857142857
"Punjab Kings","David Miller",2017,"Kolkata Knight Riders",28,1,19,"All",28,147.368421052632
"Punjab Kings","David Miller",2017,"Rising Pune Supergiants",30,0,27,"All",Inf,111.111111111111
"Punjab Kings","David Miller",2017,"Sunrisers Hyderabad",1,1,6,"All",1,16.6666666666667
"Punjab Kings","David Miller",2018,"Chennai Super Kings",24,1,22,"All",24,109.090909090909
"Punjab Kings","David Miller",2018,"Delhi Capitals",50,1,42,"All",50,119.047619047619
"Punjab Kings","David Miller",2019,"Chennai Super Kings",6,1,5,"All",6,120
"Punjab Kings","David Miller",2019,"Delhi Capitals",50,2,35,"All",25,142.857142857143
"Punjab Kings","David Miller",2019,"Kolkata Knight Riders",59,0,40,"All",Inf,147.5
"Punjab Kings","David Miller",2019,"Mumbai Indians",22,1,18,"All",22,122.222222222222
"Punjab Kings","David Miller",2019,"Rajasthan Royals",40,1,27,"All",40,148.148148148148
"Punjab Kings","David Miller",2019,"Royal Challengers Bangalore",24,1,25,"All",24,96
"Punjab Kings","David Miller",2019,"Sunrisers Hyderabad",12,2,14,"All",6,85.7142857142857
"Punjab Kings","Dawid Malan",2021,"Delhi Capitals",26,1,26,"All",26,100
"Punjab Kings","Deepak Hooda",2020,"Chennai Super Kings",62,0,30,"All",Inf,206.666666666667
"Punjab Kings","Deepak Hooda",2020,"Delhi Capitals",15,0,22,"All",Inf,68.1818181818182
"Punjab Kings","Deepak Hooda",2020,"Mumbai Indians",23,0,16,"All",Inf,143.75
"Punjab Kings","Deepak Hooda",2020,"Rajasthan Royals",1,0,1,"All",Inf,100
"Punjab Kings","Deepak Hooda",2020,"Sunrisers Hyderabad",0,1,2,"All",0,0
"Punjab Kings","Deepak Hooda",2021,"Chennai Super Kings",10,1,15,"All",10,66.6666666666667
"Punjab Kings","Deepak Hooda",2021,"Delhi Capitals",23,1,14,"All",23,164.285714285714
"Punjab Kings","Deepak Hooda",2021,"Kolkata Knight Riders",4,2,8,"All",2,50
"Punjab Kings","Deepak Hooda",2021,"Mumbai Indians",28,1,26,"All",28,107.692307692308
"Punjab Kings","Deepak Hooda",2021,"Rajasthan Royals",64,2,30,"All",32,213.333333333333
"Punjab Kings","Deepak Hooda",2021,"Royal Challengers Bangalore",5,1,9,"All",5,55.5555555555556
"Punjab Kings","Deepak Hooda",2021,"Sunrisers Hyderabad",26,2,21,"All",13,123.809523809524
"Punjab Kings","Dimitri Mascarenhas",2012,"Kolkata Knight Riders",9,2,11,"All",4.5,81.8181818181818
"Punjab Kings","Dimitri Mascarenhas",2012,"Pune Warriors",5,1,5,"All",5,100
"Punjab Kings","Dimitri Mascarenhas",2013,"Sunrisers Hyderabad",5,0,5,"All",Inf,100
"Punjab Kings","Dinesh Karthik",2011,"Chennai Super Kings",21,0,11,"All",Inf,190.909090909091
"Punjab Kings","Dinesh Karthik",2011,"Deccan Chargers",14,1,19,"All",14,73.6842105263158
"Punjab Kings","Dinesh Karthik",2011,"Delhi Capitals",33,2,24,"All",16.5,137.5
"Punjab Kings","Dinesh Karthik",2011,"Kochi Tuskers Kerala",69,1,33,"All",69,209.090909090909
"Punjab Kings","Dinesh Karthik",2011,"Kolkata Knight Riders",42,1,42,"All",42,100
"Punjab Kings","Dinesh Karthik",2011,"Mumbai Indians",32,2,26,"All",16,123.076923076923
"Punjab Kings","Dinesh Karthik",2011,"Pune Warriors",30,2,34,"All",15,88.2352941176471
"Punjab Kings","Dinesh Karthik",2011,"Rajasthan Royals",21,1,16,"All",21,131.25
"Punjab Kings","Dinesh Karthik",2011,"Royal Challengers Bangalore",20,1,15,"All",20,133.333333333333
"Punjab Kings","Eoin Morgan",2017,"Delhi Capitals",22,1,20,"All",22,110
"Punjab Kings","Eoin Morgan",2017,"Rising Pune Supergiants",4,1,4,"All",4,100
"Punjab Kings","Eoin Morgan",2017,"Sunrisers Hyderabad",39,2,38,"All",19.5,102.631578947368
"Punjab Kings","Fabian Allen",2021,"Rajasthan Royals",0,0,1,"All",NA,0
"Punjab Kings","Fabian Allen",2021,"Sunrisers Hyderabad",6,1,11,"All",6,54.5454545454545
"Punjab Kings","Farhaan Behardien",2016,"Rising Pune Supergiants",5,1,5,"All",5,100
"Punjab Kings","Farhaan Behardien",2016,"Royal Challengers Bangalore",9,1,8,"All",9,112.5
"Punjab Kings","George Bailey",2014,"Chennai Super Kings",58,1,25,"All",58,232
"Punjab Kings","George Bailey",2014,"Delhi Capitals",7,1,8,"All",7,87.5
"Punjab Kings","George Bailey",2014,"Kolkata Knight Riders",50,3,45,"All",16.6666666666667,111.111111111111
"Punjab Kings","George Bailey",2014,"Mumbai Indians",54,2,44,"All",27,122.727272727273
"Punjab Kings","George Bailey",2014,"Rajasthan Royals",26,0,18,"All",Inf,144.444444444444
"Punjab Kings","George Bailey",2014,"Royal Challengers Bangalore",17,1,23,"All",17,73.9130434782609
"Punjab Kings","George Bailey",2014,"Sunrisers Hyderabad",45,1,27,"All",45,166.666666666667
"Punjab Kings","George Bailey",2015,"Chennai Super Kings",13,2,10,"All",6.5,130
"Punjab Kings","George Bailey",2015,"Delhi Capitals",37,2,27,"All",18.5,137.037037037037
"Punjab Kings","George Bailey",2015,"Kolkata Knight Riders",60,1,45,"All",60,133.333333333333
"Punjab Kings","George Bailey",2015,"Mumbai Indians",82,1,50,"All",82,164
"Punjab Kings","George Bailey",2015,"Rajasthan Royals",24,1,18,"All",24,133.333333333333
"Punjab Kings","George Bailey",2015,"Royal Challengers Bangalore",15,2,13,"All",7.5,115.384615384615
"Punjab Kings","George Bailey",2015,"Sunrisers Hyderabad",28,2,27,"All",14,103.703703703704
"Punjab Kings","Glenn Maxwell",2014,"Chennai Super Kings",198,3,87,"All",66,227.586206896552
"Punjab Kings","Glenn Maxwell",2014,"Delhi Capitals",14,2,14,"All",7,100
"Punjab Kings","Glenn Maxwell",2014,"Kolkata Knight Riders",35,4,36,"All",8.75,97.2222222222222
"Punjab Kings","Glenn Maxwell",2014,"Mumbai Indians",47,2,30,"All",23.5,156.666666666667
"Punjab Kings","Glenn Maxwell",2014,"Rajasthan Royals",89,1,45,"All",89,197.777777777778
"Punjab Kings","Glenn Maxwell",2014,"Royal Challengers Bangalore",31,2,17,"All",15.5,182.352941176471
"Punjab Kings","Glenn Maxwell",2014,"Sunrisers Hyderabad",138,2,65,"All",69,212.307692307692
"Punjab Kings","Glenn Maxwell",2015,"Chennai Super Kings",6,1,14,"All",6,42.8571428571429
"Punjab Kings","Glenn Maxwell",2015,"Delhi Capitals",15,1,5,"All",15,300
"Punjab Kings","Glenn Maxwell",2015,"Kolkata Knight Riders",76,2,48,"All",38,158.333333333333
"Punjab Kings","Glenn Maxwell",2015,"Mumbai Indians",18,2,13,"All",9,138.461538461538
"Punjab Kings","Glenn Maxwell",2015,"Rajasthan Royals",8,2,11,"All",4,72.7272727272727
"Punjab Kings","Glenn Maxwell",2015,"Royal Challengers Bangalore",11,2,15,"All",5.5,73.3333333333333
"Punjab Kings","Glenn Maxwell",2015,"Sunrisers Hyderabad",11,1,6,"All",11,183.333333333333
"Punjab Kings","Glenn Maxwell",2016,"Delhi Capitals",16,2,14,"All",8,114.285714285714
"Punjab Kings","Glenn Maxwell",2016,"Gujarat Lions",2,2,5,"All",1,40
"Punjab Kings","Glenn Maxwell",2016,"Kolkata Knight Riders",72,2,49,"All",36,146.938775510204
"Punjab Kings","Glenn Maxwell",2016,"Mumbai Indians",56,2,40,"All",28,140
"Punjab Kings","Glenn Maxwell",2016,"Rising Pune Supergiants",32,0,14,"All",Inf,228.571428571429
"Punjab Kings","Glenn Maxwell",2016,"Sunrisers Hyderabad",1,1,2,"All",1,50
"Punjab Kings","Glenn Maxwell",2017,"Delhi Capitals",0,1,2,"All",0,0
"Punjab Kings","Glenn Maxwell",2017,"Gujarat Lions",51,1,29,"All",51,175.862068965517
"Punjab Kings","Glenn Maxwell",2017,"Kolkata Knight Riders",69,2,39,"All",34.5,176.923076923077
"Punjab Kings","Glenn Maxwell",2017,"Mumbai Indians",87,2,39,"All",43.5,223.076923076923
"Punjab Kings","Glenn Maxwell",2017,"Rising Pune Supergiants",44,1,23,"All",44,191.304347826087
"Punjab Kings","Glenn Maxwell",2017,"Royal Challengers Bangalore",49,1,33,"All",49,148.484848484848
"Punjab Kings","Glenn Maxwell",2017,"Sunrisers Hyderabad",10,2,14,"All",5,71.4285714285714
"Punjab Kings","Glenn Maxwell",2020,"Chennai Super Kings",11,0,7,"All",Inf,157.142857142857
"Punjab Kings","Glenn Maxwell",2020,"Delhi Capitals",33,2,28,"All",16.5,117.857142857143
"Punjab Kings","Glenn Maxwell",2020,"Kolkata Knight Riders",10,0,5,"All",Inf,200
"Punjab Kings","Glenn Maxwell",2020,"Mumbai Indians",11,2,20,"All",5.5,55
"Punjab Kings","Glenn Maxwell",2020,"Rajasthan Royals",19,0,15,"All",Inf,126.666666666667
"Punjab Kings","Glenn Maxwell",2020,"Royal Challengers Bangalore",5,1,6,"All",5,83.3333333333333
"Punjab Kings","Glenn Maxwell",2020,"Sunrisers Hyderabad",19,2,25,"All",9.5,76
"Punjab Kings","Gurkeerat Singh Mann",2012,"Deccan Chargers",29,0,12,"All",Inf,241.666666666667
"Punjab Kings","Gurkeerat Singh Mann",2012,"Delhi Capitals",34,2,16,"All",17,212.5
"Punjab Kings","Gurkeerat Singh Mann",2012,"Rajasthan Royals",23,1,24,"All",23,95.8333333333333
"Punjab Kings","Gurkeerat Singh Mann",2013,"Chennai Super Kings",31,2,27,"All",15.5,114.814814814815
"Punjab Kings","Gurkeerat Singh Mann",2013,"Kolkata Knight Riders",28,1,16,"All",28,175
"Punjab Kings","Gurkeerat Singh Mann",2013,"Mumbai Indians",2,2,5,"All",1,40
"Punjab Kings","Gurkeerat Singh Mann",2013,"Rajasthan Royals",10,1,15,"All",10,66.6666666666667
"Punjab Kings","Gurkeerat Singh Mann",2013,"Royal Challengers Bangalore",20,1,20,"All",20,100
"Punjab Kings","Gurkeerat Singh Mann",2013,"Sunrisers Hyderabad",17,1,12,"All",17,141.666666666667
"Punjab Kings","Gurkeerat Singh Mann",2015,"Chennai Super Kings",15,1,14,"All",15,107.142857142857
"Punjab Kings","Gurkeerat Singh Mann",2015,"Kolkata Knight Riders",15,2,17,"All",7.5,88.2352941176471
"Punjab Kings","Gurkeerat Singh Mann",2015,"Royal Challengers Bangalore",2,1,3,"All",2,66.6666666666667
"Punjab Kings","Gurkeerat Singh Mann",2015,"Sunrisers Hyderabad",3,1,5,"All",3,60
"Punjab Kings","Gurkeerat Singh Mann",2016,"Gujarat Lions",0,1,3,"All",0,0
"Punjab Kings","Gurkeerat Singh Mann",2016,"Kolkata Knight Riders",11,1,11,"All",11,100
"Punjab Kings","Gurkeerat Singh Mann",2016,"Mumbai Indians",6,0,4,"All",Inf,150
"Punjab Kings","Gurkeerat Singh Mann",2016,"Rising Pune Supergiants",51,1,30,"All",51,170
"Punjab Kings","Gurkeerat Singh Mann",2016,"Royal Challengers Bangalore",18,1,18,"All",18,100
"Punjab Kings","Gurkeerat Singh Mann",2016,"Sunrisers Hyderabad",27,1,20,"All",27,135
"Punjab Kings","Hardus Viljoen",2019,"Delhi Capitals",3,1,6,"All",3,50
"Punjab Kings","Hardus Viljoen",2019,"Royal Challengers Bangalore",0,1,1,"All",0,0
"Punjab Kings","Harmeet Singh",2012,"Kolkata Knight Riders",14,1,6,"All",14,233.333333333333
"Punjab Kings","Harmeet Singh",2012,"Rajasthan Royals",1,0,1,"All",Inf,100
"Punjab Kings","Harmeet Singh",2013,"Sunrisers Hyderabad",3,1,4,"All",3,75
"Punjab Kings","Harpreet Brar",2019,"Delhi Capitals",20,0,12,"All",Inf,166.666666666667
"Punjab Kings","Harpreet Brar",2021,"Delhi Capitals",4,0,2,"All",Inf,200
"Punjab Kings","Harpreet Brar",2021,"Mumbai Indians",14,0,19,"All",Inf,73.6842105263158
"Punjab Kings","Harpreet Brar",2021,"Royal Challengers Bangalore",28,0,19,"All",Inf,147.368421052632
"Punjab Kings","Harpreet Brar",2021,"Sunrisers Hyderabad",18,0,18,"All",Inf,100
"Punjab Kings","Harpreet Brar",2022,"Delhi Capitals",1,1,2,"All",1,50
"Punjab Kings","Harpreet Brar",2022,"Kolkata Knight Riders",14,1,18,"All",14,77.7777777777778
"Punjab Kings","Harpreet Brar",2022,"Royal Challengers Bangalore",7,1,5,"All",7,140
"Punjab Kings","Hashim Amla",2016,"Delhi Capitals",1,1,5,"All",1,20
"Punjab Kings","Hashim Amla",2016,"Mumbai Indians",0,1,5,"All",0,0
"Punjab Kings","Hashim Amla",2016,"Rising Pune Supergiants",30,1,27,"All",30,111.111111111111
"Punjab Kings","Hashim Amla",2016,"Royal Challengers Bangalore",30,2,26,"All",15,115.384615384615
"Punjab Kings","Hashim Amla",2016,"Sunrisers Hyderabad",96,1,56,"All",96,171.428571428571
"Punjab Kings","Hashim Amla",2017,"Delhi Capitals",35,1,32,"All",35,109.375
"Punjab Kings","Hashim Amla",2017,"Gujarat Lions",169,2,100,"All",84.5,169
"Punjab Kings","Hashim Amla",2017,"Kolkata Knight Riders",25,1,27,"All",25,92.5925925925926
"Punjab Kings","Hashim Amla",2017,"Mumbai Indians",104,0,60,"All",Inf,173.333333333333
"Punjab Kings","Hashim Amla",2017,"Rising Pune Supergiants",28,1,27,"All",28,103.703703703704
"Punjab Kings","Hashim Amla",2017,"Royal Challengers Bangalore",59,1,41,"All",59,143.90243902439
"Punjab Kings","Hashim Amla",2017,"Sunrisers Hyderabad",0,1,1,"All",0,0
"Punjab Kings","Irfan Pathan",2008,"Chennai Super Kings",46,2,35,"All",23,131.428571428571
"Punjab Kings","Irfan Pathan",2008,"Delhi Capitals",10,1,7,"All",10,142.857142857143
"Punjab Kings","Irfan Pathan",2008,"Kolkata Knight Riders",31,1,30,"All",31,103.333333333333
"Punjab Kings","Irfan Pathan",2008,"Mumbai Indians",15,1,8,"All",15,187.5
"Punjab Kings","Irfan Pathan",2008,"Rajasthan Royals",12,1,19,"All",12,63.1578947368421
"Punjab Kings","Irfan Pathan",2008,"Royal Challengers Bangalore",17,0,17,"All",Inf,100
"Punjab Kings","Irfan Pathan",2009,"Chennai Super Kings",14,1,12,"All",14,116.666666666667
"Punjab Kings","Irfan Pathan",2009,"Deccan Chargers",27,2,23,"All",13.5,117.391304347826
"Punjab Kings","Irfan Pathan",2009,"Delhi Capitals",27,1,18,"All",27,150
"Punjab Kings","Irfan Pathan",2009,"Kolkata Knight Riders",51,1,33,"All",51,154.545454545455
"Punjab Kings","Irfan Pathan",2009,"Mumbai Indians",7,2,13,"All",3.5,53.8461538461538
"Punjab Kings","Irfan Pathan",2009,"Rajasthan Royals",58,2,50,"All",29,116
"Punjab Kings","Irfan Pathan",2009,"Royal Challengers Bangalore",12,1,9,"All",12,133.333333333333
"Punjab Kings","Irfan Pathan",2010,"Chennai Super Kings",83,1,59,"All",83,140.677966101695
"Punjab Kings","Irfan Pathan",2010,"Deccan Chargers",61,1,30,"All",61,203.333333333333
"Punjab Kings","Irfan Pathan",2010,"Delhi Capitals",33,2,33,"All",16.5,100
"Punjab Kings","Irfan Pathan",2010,"Kolkata Knight Riders",22,1,14,"All",22,157.142857142857
"Punjab Kings","Irfan Pathan",2010,"Mumbai Indians",33,1,20,"All",33,165
"Punjab Kings","Irfan Pathan",2010,"Rajasthan Royals",25,1,24,"All",25,104.166666666667
"Punjab Kings","Irfan Pathan",2010,"Royal Challengers Bangalore",19,1,6,"All",19,316.666666666667
"Punjab Kings","Ishant Sharma",2017,"Rising Pune Supergiants",1,1,5,"All",1,20
"Punjab Kings","Ishant Sharma",2017,"Sunrisers Hyderabad",7,1,7,"All",7,100
"Punjab Kings","James Faulkner",2012,"Pune Warriors",3,1,4,"All",3,75
"Punjab Kings","James Faulkner",2012,"Rajasthan Royals",11,0,9,"All",Inf,122.222222222222
"Punjab Kings","James Hopes",2008,"Chennai Super Kings",87,3,45,"All",29,193.333333333333
"Punjab Kings","James Hopes",2008,"Delhi Capitals",4,1,6,"All",4,66.6666666666667
"Punjab Kings","James Hopes",2008,"Kolkata Knight Riders",31,2,22,"All",15.5,140.909090909091
"Punjab Kings","James Hopes",2008,"Mumbai Indians",0,1,1,"All",0,0
"Punjab Kings","James Hopes",2008,"Rajasthan Royals",67,2,51,"All",33.5,131.372549019608
"Punjab Kings","James Hopes",2008,"Royal Challengers Bangalore",32,2,23,"All",16,139.130434782609
"Punjab Kings","James Neesham",2020,"Chennai Super Kings",2,1,3,"All",2,66.6666666666667
"Punjab Kings","James Neesham",2020,"Delhi Capitals",10,0,8,"All",Inf,125
"Punjab Kings","James Neesham",2020,"Mumbai Indians",7,1,7,"All",7,100
"Punjab Kings","Jhye Richardson",2021,"Chennai Super Kings",15,1,22,"All",15,68.1818181818182
"Punjab Kings","Jhye Richardson",2021,"Rajasthan Royals",0,1,2,"All",0,0
"Punjab Kings","Jitesh Sharma",2022,"Chennai Super Kings",26,1,17,"All",26,152.941176470588
"Punjab Kings","Jitesh Sharma",2022,"Delhi Capitals",76,2,57,"All",38,133.333333333333
"Punjab Kings","Jitesh Sharma",2022,"Gujarat Titans",23,1,11,"All",23,209.090909090909
"Punjab Kings","Jitesh Sharma",2022,"Lucknow Super Giants",2,1,5,"All",2,40
"Punjab Kings","Jitesh Sharma",2022,"Mumbai Indians",30,0,15,"All",Inf,200
"Punjab Kings","Jitesh Sharma",2022,"Rajasthan Royals",38,0,18,"All",Inf,211.111111111111
"Punjab Kings","Jitesh Sharma",2022,"Royal Challengers Bangalore",9,1,5,"All",9,180
"Punjab Kings","Jitesh Sharma",2022,"Sunrisers Hyderabad",30,2,15,"All",15,200
"Punjab Kings","Jonny Bairstow",2022,"Chennai Super Kings",6,1,3,"All",6,200
"Punjab Kings","Jonny Bairstow",2022,"Delhi Capitals",37,2,23,"All",18.5,160.869565217391
"Punjab Kings","Jonny Bairstow",2022,"Gujarat Titans",9,2,14,"All",4.5,64.2857142857143
"Punjab Kings","Jonny Bairstow",2022,"Lucknow Super Giants",32,1,28,"All",32,114.285714285714
"Punjab Kings","Jonny Bairstow",2022,"Mumbai Indians",12,1,13,"All",12,92.3076923076923
"Punjab Kings","Jonny Bairstow",2022,"Rajasthan Royals",56,1,40,"All",56,140
"Punjab Kings","Jonny Bairstow",2022,"Royal Challengers Bangalore",66,1,29,"All",66,227.586206896552
"Punjab Kings","Jonny Bairstow",2022,"Sunrisers Hyderabad",35,2,25,"All",17.5,140
"Punjab Kings","KC Cariappa",2016,"Gujarat Lions",1,1,3,"All",1,33.3333333333333
"Punjab Kings","KC Cariappa",2016,"Royal Challengers Bangalore",12,0,8,"All",Inf,150
"Punjab Kings","KC Cariappa",2017,"Delhi Capitals",1,1,2,"All",1,50
