"Bowler","Season","Striker","Batting_Team","Bowling_Team","Runs","Wickets","Balls","Stadium","Average","Economy"
"Chris Jordan",2016,"Murali Vijay","Punjab Kings","Royal Challengers Bangalore",21,0,8,"All",Inf,15.75
"Chris Jordan",2016,"Naman Ojha","Sunrisers Hyderabad","Royal Challengers Bangalore",7,0,4,"All",Inf,10.5
"Chris Jordan",2016,"Pawan Negi","Delhi Capitals","Royal Challengers Bangalore",1,0,4,"All",Inf,1.5
"Chris Jordan",2016,"Praveen Kumar","Gujarat Lions","Royal Challengers Bangalore",1,2,3,"All",0.5,2
"Chris Jordan",2016,"Pravin Tambe","Gujarat Lions","Royal Challengers Bangalore",0,0,1,"All",NA,0
"Chris Jordan",2016,"Quinton de Kock","Delhi Capitals","Royal Challengers Bangalore",8,0,6,"All",Inf,8
"Chris Jordan",2016,"Rajat Bhatia","Rising Pune Supergiants","Royal Challengers Bangalore",7,0,2,"All",Inf,21
"Chris Jordan",2016,"Ravichandran Ashwin","Rising Pune Supergiants","Royal Challengers Bangalore",9,0,4,"All",Inf,13.5
"Chris Jordan",2016,"Ravindra Jadeja","Gujarat Lions","Royal Challengers Bangalore",2,1,4,"All",2,3
"Chris Jordan",2016,"Rohit Sharma","Mumbai Indians","Royal Challengers Bangalore",19,0,9,"All",Inf,12.6666666666667
"Chris Jordan",2016,"Sam Billings","Delhi Capitals","Royal Challengers Bangalore",0,1,1,"All",0,0
"Chris Jordan",2016,"Saurabh Tiwary","Rising Pune Supergiants","Royal Challengers Bangalore",6,0,5,"All",Inf,7.2
"Chris Jordan",2016,"Shadab Jakati","Gujarat Lions","Royal Challengers Bangalore",1,0,2,"All",Inf,3
"Chris Jordan",2016,"Shakib Al Hasan","Kolkata Knight Riders","Royal Challengers Bangalore",2,0,3,"All",Inf,4
"Chris Jordan",2016,"Thisara Perera","Rising Pune Supergiants","Royal Challengers Bangalore",2,1,4,"All",2,3
"Chris Jordan",2016,"Wriddhiman Saha","Punjab Kings","Royal Challengers Bangalore",11,0,5,"All",Inf,13.2
"Chris Jordan",2016,"Yuvraj Singh","Sunrisers Hyderabad","Royal Challengers Bangalore",12,1,4,"All",12,18
"Chris Jordan",2017,"Gautam Gambhir","Kolkata Knight Riders","Sunrisers Hyderabad",8,0,3,"All",Inf,16
"Chris Jordan",2017,"Ishank Jaggi","Kolkata Knight Riders","Sunrisers Hyderabad",0,0,2,"All",NA,0
"Chris Jordan",2017,"Robin Uthappa","Kolkata Knight Riders","Sunrisers Hyderabad",1,1,1,"All",1,6
"Chris Jordan",2018,"Chris Gayle","Punjab Kings","Sunrisers Hyderabad",22,0,13,"All",Inf,10.1538461538462
"Chris Jordan",2018,"KL Rahul","Punjab Kings","Sunrisers Hyderabad",1,0,3,"All",Inf,2
"Chris Jordan",2018,"Karun Nair","Punjab Kings","Sunrisers Hyderabad",8,0,8,"All",Inf,6
"Chris Jordan",2020,"Ambati Rayudu","Chennai Super Kings","Punjab Kings",6,0,3,"All",Inf,12
"Chris Jordan",2020,"Anrich Nortje","Delhi Capitals","Punjab Kings",3,0,1,"All",Inf,18
"Chris Jordan",2020,"Ben Stokes","Rajasthan Royals","Punjab Kings",6,1,3,"All",6,12
"Chris Jordan",2020,"Chris Morris","Royal Challengers Bangalore","Punjab Kings",8,0,4,"All",Inf,12
"Chris Jordan",2020,"Dinesh Karthik","Kolkata Knight Riders","Punjab Kings",21,0,8,"All",Inf,15.75
"Chris Jordan",2020,"Eoin Morgan","Kolkata Knight Riders","Punjab Kings",5,0,7,"All",Inf,4.28571428571429
"Chris Jordan",2020,"Faf du Plessis","Chennai Super Kings","Punjab Kings",41,1,19,"All",41,12.9473684210526
"Chris Jordan",2020,"Isuru Udana","Royal Challengers Bangalore","Punjab Kings",2,0,2,"All",Inf,6
"Chris Jordan",2020,"Jason Holder","Sunrisers Hyderabad","Punjab Kings",3,1,5,"All",3,3.6
"Chris Jordan",2020,"Jos Buttler","Rajasthan Royals","Punjab Kings",18,0,7,"All",Inf,15.4285714285714
"Chris Jordan",2020,"Kieron Pollard","Mumbai Indians","Punjab Kings",21,0,7,"All",Inf,18
"Chris Jordan",2020,"Krunal Pandya","Mumbai Indians","Punjab Kings",7,0,4,"All",Inf,10.5
"Chris Jordan",2020,"Lockie Ferguson","Kolkata Knight Riders","Punjab Kings",12,0,6,"All",Inf,12
"Chris Jordan",2020,"Manish Pandey","Sunrisers Hyderabad","Punjab Kings",4,1,7,"All",4,3.42857142857143
"Chris Jordan",2020,"Marcus Stoinis","Delhi Capitals","Punjab Kings",38,0,8,"All",Inf,28.5
"Chris Jordan",2020,"Nathan Coulter-Nile","Mumbai Indians","Punjab Kings",3,0,3,"All",Inf,6
"Chris Jordan",2020,"Pat Cummins","Kolkata Knight Riders","Punjab Kings",2,0,2,"All",Inf,6
"Chris Jordan",2020,"Prasidh Krishna","Kolkata Knight Riders","Punjab Kings",0,0,1,"All",NA,0
"Chris Jordan",2020,"Priyam Garg","Sunrisers Hyderabad","Punjab Kings",2,0,2,"All",Inf,6
"Chris Jordan",2020,"Quinton de Kock","Mumbai Indians","Punjab Kings",1,1,4,"All",1,1.5
"Chris Jordan",2020,"Rashid Khan","Sunrisers Hyderabad","Punjab Kings",0,1,1,"All",0,0
"Chris Jordan",2020,"Ravichandran Ashwin","Delhi Capitals","Punjab Kings",2,0,3,"All",Inf,4
"Chris Jordan",2020,"Rishabh Pant","Delhi Capitals","Punjab Kings",8,0,6,"All",Inf,8
"Chris Jordan",2020,"Robin Uthappa","Rajasthan Royals","Punjab Kings",1,0,1,"All",Inf,6
"Chris Jordan",2020,"Ruturaj Gaikwad","Chennai Super Kings","Punjab Kings",14,0,8,"All",Inf,10.5
"Chris Jordan",2020,"Sandeep Sharma","Sunrisers Hyderabad","Punjab Kings",0,0,1,"All",NA,0
"Chris Jordan",2020,"Sanju Samson","Rajasthan Royals","Punjab Kings",12,0,5,"All",Inf,14.4
"Chris Jordan",2020,"Shane Watson","Chennai Super Kings","Punjab Kings",12,0,6,"All",Inf,12
"Chris Jordan",2020,"Shivam Dube","Royal Challengers Bangalore","Punjab Kings",5,1,7,"All",5,4.28571428571429
"Chris Jordan",2020,"Shreyas Iyer","Delhi Capitals","Punjab Kings",5,0,6,"All",Inf,5
"Chris Jordan",2020,"Shubman Gill","Kolkata Knight Riders","Punjab Kings",13,0,17,"All",Inf,4.58823529411765
"Chris Jordan",2020,"Steven Smith","Rajasthan Royals","Punjab Kings",7,0,5,"All",Inf,8.4
"Chris Jordan",2020,"Sunil Narine","Kolkata Knight Riders","Punjab Kings",8,1,4,"All",8,12
"Chris Jordan",2020,"Varun Chakravarthy","Kolkata Knight Riders","Punjab Kings",1,1,3,"All",1,2
"Chris Jordan",2020,"Vijay Shankar","Sunrisers Hyderabad","Punjab Kings",8,0,8,"All",Inf,6
"Chris Jordan",2020,"Virat Kohli","Royal Challengers Bangalore","Punjab Kings",5,0,5,"All",Inf,6
"Chris Jordan",2021,"Ambati Rayudu","Chennai Super Kings","Punjab Kings",2,1,2,"All",2,6
"Chris Jordan",2021,"Andre Russell","Kolkata Knight Riders","Punjab Kings",5,0,3,"All",Inf,10
"Chris Jordan",2021,"Daniel Sams","Royal Challengers Bangalore","Punjab Kings",0,0,1,"All",NA,0
"Chris Jordan",2021,"Eoin Morgan","Kolkata Knight Riders","Punjab Kings",6,0,5,"All",Inf,7.2
"Chris Jordan",2021,"Faf du Plessis","Chennai Super Kings","Punjab Kings",14,0,9,"All",Inf,9.33333333333333
"Chris Jordan",2021,"Harshal Patel","Royal Challengers Bangalore","Punjab Kings",17,0,6,"All",Inf,17
"Chris Jordan",2021,"Kyle Jamieson","Royal Challengers Bangalore","Punjab Kings",4,0,6,"All",Inf,4
"Chris Jordan",2021,"MS Dhoni","Chennai Super Kings","Punjab Kings",1,0,1,"All",Inf,6
"Chris Jordan",2021,"Prithvi Shaw","Delhi Capitals","Punjab Kings",13,0,5,"All",Inf,15.6
"Chris Jordan",2021,"Rahul Tripathi","Kolkata Knight Riders","Punjab Kings",13,0,10,"All",Inf,7.8
"Chris Jordan",2021,"Rajat Patidar","Royal Challengers Bangalore","Punjab Kings",3,1,6,"All",3,3
"Chris Jordan",2021,"Ravindra Jadeja","Chennai Super Kings","Punjab Kings",2,0,2,"All",Inf,6
"Chris Jordan",2021,"Rishabh Pant","Delhi Capitals","Punjab Kings",0,1,1,"All",0,0
"Chris Jordan",2021,"Robin Uthappa","Chennai Super Kings","Punjab Kings",1,1,4,"All",1,1.5
"Chris Jordan",2021,"Shahbaz Ahmed","Royal Challengers Bangalore","Punjab Kings",5,0,3,"All",Inf,10
"Chris Jordan",2021,"Shikhar Dhawan","Delhi Capitals","Punjab Kings",8,0,5,"All",Inf,9.6
"Chris Jordan",2021,"Shimron Hetmyer","Delhi Capitals","Punjab Kings",0,0,1,"All",NA,0
"Chris Jordan",2021,"Virat Kohli","Royal Challengers Bangalore","Punjab Kings",2,0,2,"All",Inf,6
"Chris Jordan",2022,"Abhishek Sharma","Sunrisers Hyderabad","Chennai Super Kings",10,0,7,"All",Inf,8.57142857142857
"Chris Jordan",2022,"Bhanuka Rajapaksa","Punjab Kings","Chennai Super Kings",6,0,2,"All",Inf,18
"Chris Jordan",2022,"David Miller","Gujarat Titans","Chennai Super Kings",30,0,13,"All",Inf,13.8461538461538
"Chris Jordan",2022,"Josh Hazlewood","Royal Challengers Bangalore","Chennai Super Kings",2,0,3,"All",Inf,4
"Chris Jordan",2022,"Kagiso Rabada","Punjab Kings","Chennai Super Kings",4,0,5,"All",Inf,4.8
"Chris Jordan",2022,"Kane Williamson","Sunrisers Hyderabad","Chennai Super Kings",7,0,7,"All",Inf,6
"Chris Jordan",2022,"Liam Livingstone","Punjab Kings","Chennai Super Kings",4,0,3,"All",Inf,8
"Chris Jordan",2022,"M Shahrukh Khan","Punjab Kings","Chennai Super Kings",2,1,2,"All",2,6
"Chris Jordan",2022,"Mohammed Siraj","Royal Challengers Bangalore","Chennai Super Kings",5,0,3,"All",Inf,10
"Chris Jordan",2022,"Odean Smith","Punjab Kings","Chennai Super Kings",2,1,3,"All",2,4
"Chris Jordan",2022,"Rahul Chahar","Punjab Kings","Chennai Super Kings",2,0,2,"All",Inf,6
"Chris Jordan",2022,"Rahul Tripathi","Sunrisers Hyderabad","Chennai Super Kings",17,0,4,"All",Inf,25.5
"Chris Jordan",2022,"Rashid Khan","Gujarat Titans","Chennai Super Kings",25,0,7,"All",Inf,21.4285714285714
"Chris Jordan",2022,"Shahbaz Ahmed","Royal Challengers Bangalore","Chennai Super Kings",3,0,2,"All",Inf,9
"Chris Jordan",2022,"Shikhar Dhawan","Punjab Kings","Chennai Super Kings",3,0,7,"All",Inf,2.57142857142857
"Chris Jordan",2022,"Suyash Prabhudessai","Royal Challengers Bangalore","Chennai Super Kings",10,0,4,"All",Inf,15
"Chris Jordan",2022,"Wriddhiman Saha","Gujarat Titans","Chennai Super Kings",3,0,3,"All",Inf,6
"Chris Morris",2013,"AB de Villiers","Royal Challengers Bangalore","Chennai Super Kings",20,0,6,"All",Inf,20
"Chris Morris",2013,"Aaron Finch","Pune Warriors","Chennai Super Kings",10,0,9,"All",Inf,6.66666666666667
"Chris Morris",2013,"Ajinkya Rahane","Rajasthan Royals","Chennai Super Kings",3,0,1,"All",Inf,18
"Chris Morris",2013,"Ambati Rayudu","Mumbai Indians","Chennai Super Kings",9,0,8,"All",Inf,6.75
"Chris Morris",2013,"Amit Mishra","Sunrisers Hyderabad","Chennai Super Kings",3,0,5,"All",Inf,3.6
"Chris Morris",2013,"Ashish Reddy","Sunrisers Hyderabad","Chennai Super Kings",10,0,4,"All",Inf,15
"Chris Morris",2013,"Azhar Mahmood","Punjab Kings","Chennai Super Kings",3,1,3,"All",3,6
"Chris Morris",2013,"Bhuvneshwar Kumar","Pune Warriors","Chennai Super Kings",4,0,3,"All",Inf,8
"Chris Morris",2013,"Brad Hodge","Rajasthan Royals","Chennai Super Kings",1,0,2,"All",Inf,3
"Chris Morris",2013,"Brendon McCullum","Kolkata Knight Riders","Chennai Super Kings",1,0,3,"All",Inf,2
"Chris Morris",2013,"Chris Gayle","Royal Challengers Bangalore","Chennai Super Kings",9,1,8,"All",9,6.75
"Chris Morris",2013,"Dale Steyn","Sunrisers Hyderabad","Chennai Super Kings",7,1,3,"All",7,14
"Chris Morris",2013,"Dan Christian","Royal Challengers Bangalore","Chennai Super Kings",2,1,2,"All",2,6
"Chris Morris",2013,"Daren Sammy","Sunrisers Hyderabad","Chennai Super Kings",5,0,2,"All",Inf,15
"Chris Morris",2013,"David Hussey","Punjab Kings","Chennai Super Kings",12,0,11,"All",Inf,6.54545454545454
"Chris Morris",2013,"David Miller","Punjab Kings","Chennai Super Kings",15,0,7,"All",Inf,12.8571428571429
"Chris Morris",2013,"Dinesh Karthik","Mumbai Indians","Chennai Super Kings",5,1,10,"All",5,3
"Chris Morris",2013,"Dwayne Smith","Mumbai Indians","Chennai Super Kings",23,0,12,"All",Inf,11.5
"Chris Morris",2013,"Eoin Morgan","Kolkata Knight Riders","Chennai Super Kings",2,0,4,"All",Inf,3
"Chris Morris",2013,"Gautam Gambhir","Kolkata Knight Riders","Chennai Super Kings",10,2,10,"All",5,6
"Chris Morris",2013,"Harbhajan Singh","Mumbai Indians","Chennai Super Kings",1,0,2,"All",Inf,3
"Chris Morris",2013,"Kane Richardson","Pune Warriors","Chennai Super Kings",3,1,3,"All",3,6
"Chris Morris",2013,"Karn Sharma","Sunrisers Hyderabad","Chennai Super Kings",6,0,5,"All",Inf,7.2
"Chris Morris",2013,"Kieron Pollard","Mumbai Indians","Chennai Super Kings",14,0,11,"All",Inf,7.63636363636364
"Chris Morris",2013,"Lakshmipathy Balaji","Kolkata Knight Riders","Chennai Super Kings",3,0,3,"All",Inf,6
"Chris Morris",2013,"Luke Wright","Pune Warriors","Chennai Super Kings",1,0,4,"All",Inf,1.5
"Chris Morris",2013,"Mahela Jayawardene","Delhi Capitals","Chennai Super Kings",4,1,6,"All",4,4
"Chris Morris",2013,"Manan Vohra","Punjab Kings","Chennai Super Kings",10,0,4,"All",Inf,15
"Chris Morris",2013,"Manvinder Bisla","Kolkata Knight Riders","Chennai Super Kings",16,0,5,"All",Inf,19.2
"Chris Morris",2013,"Mayank Agarwal","Royal Challengers Bangalore","Chennai Super Kings",2,0,4,"All",Inf,3
"Chris Morris",2013,"Mitchell Johnson","Mumbai Indians","Chennai Super Kings",5,0,5,"All",Inf,6
"Chris Morris",2013,"Mitchell Marsh","Pune Warriors","Chennai Super Kings",2,0,3,"All",Inf,4
"Chris Morris",2013,"Parvinder Awana","Punjab Kings","Chennai Super Kings",1,0,1,"All",Inf,6
"Chris Morris",2013,"Piyush Chawla","Punjab Kings","Chennai Super Kings",4,0,2,"All",Inf,12
"Chris Morris",2013,"Praveen Kumar","Punjab Kings","Chennai Super Kings",2,0,4,"All",Inf,3
"Chris Morris",2013,"Rahul Dravid","Rajasthan Royals","Chennai Super Kings",5,1,8,"All",5,3.75
"Chris Morris",2013,"Rajagopal Sathish","Punjab Kings","Chennai Super Kings",1,0,1,"All",Inf,6
"Chris Morris",2013,"Rishi Dhawan","Mumbai Indians","Chennai Super Kings",3,0,3,"All",Inf,6
"Chris Morris",2013,"Robin Uthappa","Pune Warriors","Chennai Super Kings",3,1,6,"All",3,3
"Chris Morris",2013,"Rohit Sharma","Mumbai Indians","Chennai Super Kings",1,1,4,"All",1,1.5
"Chris Morris",2013,"Ross Taylor","Pune Warriors","Chennai Super Kings",2,1,3,"All",2,4
"Chris Morris",2013,"Ryan Harris","Punjab Kings","Chennai Super Kings",0,1,1,"All",0,0
"Chris Morris",2013,"Sachin Tendulkar","Mumbai Indians","Chennai Super Kings",4,0,5,"All",Inf,4.8
"Chris Morris",2013,"Sachithra Senanayake","Kolkata Knight Riders","Chennai Super Kings",1,0,3,"All",Inf,2
"Chris Morris",2013,"Shane Watson","Rajasthan Royals","Chennai Super Kings",41,0,19,"All",Inf,12.9473684210526
"Chris Morris",2013,"Shaun Marsh","Punjab Kings","Chennai Super Kings",10,0,8,"All",Inf,7.5
"Chris Morris",2013,"Shikhar Dhawan","Sunrisers Hyderabad","Chennai Super Kings",3,0,3,"All",Inf,6
"Chris Morris",2013,"Steven Smith","Pune Warriors","Chennai Super Kings",19,0,11,"All",Inf,10.3636363636364
"Chris Morris",2013,"Stuart Binny","Rajasthan Royals","Chennai Super Kings",18,0,12,"All",Inf,9
"Chris Morris",2013,"Thalaivan Sargunam","Sunrisers Hyderabad","Chennai Super Kings",3,0,4,"All",Inf,4.5
"Chris Morris",2013,"Thisara Perera","Sunrisers Hyderabad","Chennai Super Kings",11,0,4,"All",Inf,16.5
"Chris Morris",2013,"Virat Kohli","Royal Challengers Bangalore","Chennai Super Kings",29,1,16,"All",29,10.875
"Chris Morris",2013,"Virender Sehwag","Delhi Capitals","Chennai Super Kings",9,0,6,"All",Inf,9
"Chris Morris",2013,"Yusuf Pathan","Kolkata Knight Riders","Chennai Super Kings",8,0,8,"All",Inf,6
"Chris Morris",2013,"Yuvraj Singh","Pune Warriors","Chennai Super Kings",2,0,0,"All",Inf,Inf
"Chris Morris",2015,"AB de Villiers","Royal Challengers Bangalore","Rajasthan Royals",16,0,5,"All",Inf,19.2
"Chris Morris",2015,"Aaron Finch","Mumbai Indians","Rajasthan Royals",4,0,3,"All",Inf,8
"Chris Morris",2015,"Andre Russell","Kolkata Knight Riders","Rajasthan Royals",0,1,1,"All",0,0
"Chris Morris",2015,"Angelo Mathews","Delhi Capitals","Rajasthan Royals",4,0,4,"All",Inf,6
"Chris Morris",2015,"Anureet Singh","Punjab Kings","Rajasthan Royals",0,0,2,"All",NA,0
"Chris Morris",2015,"Ashish Reddy","Sunrisers Hyderabad","Rajasthan Royals",1,0,1,"All",Inf,6
"Chris Morris",2015,"Axar Patel","Punjab Kings","Rajasthan Royals",5,0,6,"All",Inf,5
"Chris Morris",2015,"Brendon McCullum","Chennai Super Kings","Rajasthan Royals",4,1,2,"All",4,12
"Chris Morris",2015,"Chris Gayle","Royal Challengers Bangalore","Rajasthan Royals",29,0,20,"All",Inf,8.7
"Chris Morris",2015,"Corey Anderson","Mumbai Indians","Rajasthan Royals",17,1,12,"All",17,8.5
"Chris Morris",2015,"David Miller","Punjab Kings","Rajasthan Royals",1,0,5,"All",Inf,1.2
"Chris Morris",2015,"David Warner","Sunrisers Hyderabad","Rajasthan Royals",24,0,16,"All",Inf,9
"Chris Morris",2015,"Dinesh Karthik","Royal Challengers Bangalore","Rajasthan Royals",8,1,3,"All",8,16
"Chris Morris",2015,"Dwayne Bravo","Chennai Super Kings","Rajasthan Royals",15,0,10,"All",Inf,9
"Chris Morris",2015,"Dwayne Smith","Chennai Super Kings","Rajasthan Royals",3,0,13,"All",Inf,1.38461538461538
"Chris Morris",2015,"Eoin Morgan","Sunrisers Hyderabad","Rajasthan Royals",18,0,5,"All",Inf,21.6
"Chris Morris",2015,"Faf du Plessis","Chennai Super Kings","Rajasthan Royals",3,0,3,"All",Inf,6
"Chris Morris",2015,"Gautam Gambhir","Kolkata Knight Riders","Rajasthan Royals",1,1,3,"All",1,2
"Chris Morris",2015,"George Bailey","Punjab Kings","Rajasthan Royals",3,0,4,"All",Inf,4.5
"Chris Morris",2015,"Jagadeesha Suchith","Mumbai Indians","Rajasthan Royals",0,0,1,"All",NA,0
"Chris Morris",2015,"Jean-Paul Duminy","Delhi Capitals","Rajasthan Royals",17,0,7,"All",Inf,14.5714285714286
"Chris Morris",2015,"Karanveer Singh","Punjab Kings","Rajasthan Royals",5,0,4,"All",Inf,7.5
"Chris Morris",2015,"Kieron Pollard","Mumbai Indians","Rajasthan Royals",5,0,4,"All",Inf,7.5
"Chris Morris",2015,"MS Dhoni","Chennai Super Kings","Rajasthan Royals",10,0,11,"All",Inf,5.45454545454545
"Chris Morris",2015,"Mandeep Singh","Royal Challengers Bangalore","Rajasthan Royals",4,0,5,"All",Inf,4.8
"Chris Morris",2015,"Manish Pandey","Kolkata Knight Riders","Rajasthan Royals",0,0,1,"All",NA,0
"Chris Morris",2015,"Mayank Agarwal","Delhi Capitals","Rajasthan Royals",5,0,4,"All",Inf,7.5
"Chris Morris",2015,"Mitchell Johnson","Punjab Kings","Rajasthan Royals",9,0,4,"All",Inf,13.5
"Chris Morris",2015,"Morne Morkel","Kolkata Knight Riders","Rajasthan Royals",4,0,3,"All",Inf,8
"Chris Morris",2015,"Murali Vijay","Punjab Kings","Rajasthan Royals",18,0,13,"All",Inf,8.30769230769231
"Chris Morris",2015,"Naman Ojha","Sunrisers Hyderabad","Rajasthan Royals",7,0,9,"All",Inf,4.66666666666667
"Chris Morris",2015,"Parthiv Patel","Mumbai Indians","Rajasthan Royals",7,0,3,"All",Inf,14
"Chris Morris",2015,"Pawan Negi","Chennai Super Kings","Rajasthan Royals",1,1,2,"All",1,3
"Chris Morris",2015,"Ravi Bopara","Sunrisers Hyderabad","Rajasthan Royals",10,0,9,"All",Inf,6.66666666666667
"Chris Morris",2015,"Robin Uthappa","Kolkata Knight Riders","Rajasthan Royals",7,0,3,"All",Inf,14
"Chris Morris",2015,"Sarfaraz Khan","Royal Challengers Bangalore","Rajasthan Royals",1,0,1,"All",Inf,6
"Chris Morris",2015,"Shakib Al Hasan","Kolkata Knight Riders","Rajasthan Royals",0,1,3,"All",0,0
