"Bowler","Season","Striker","Batting_Team","Bowling_Team","Runs","Wickets","Balls","Stadium","Average","Economy"
"Kane Richardson",2013,"Rohit Sharma","Mumbai Indians","Pune Warriors",6,1,6,"All",6,6
"Kane Richardson",2013,"S Badrinath","Chennai Super Kings","Pune Warriors",2,0,2,"All",Inf,6
"Kane Richardson",2013,"Sachin Tendulkar","Mumbai Indians","Pune Warriors",4,0,2,"All",Inf,12
"Kane Richardson",2013,"Suresh Raina","Chennai Super Kings","Pune Warriors",18,0,12,"All",Inf,9
"Kane Richardson",2013,"Virender Sehwag","Delhi Capitals","Pune Warriors",2,0,6,"All",Inf,2
"Kane Richardson",2013,"Wriddhiman Saha","Chennai Super Kings","Pune Warriors",11,0,4,"All",Inf,16.5
"Kane Richardson",2014,"AB de Villiers","Royal Challengers Bangalore","Rajasthan Royals",14,1,6,"All",14,14
"Kane Richardson",2014,"Aaron Finch","Sunrisers Hyderabad","Rajasthan Royals",3,0,3,"All",Inf,6
"Kane Richardson",2014,"Albie Morkel","Royal Challengers Bangalore","Rajasthan Royals",3,0,4,"All",Inf,4.5
"Kane Richardson",2014,"Cheteshwar Pujara","Punjab Kings","Rajasthan Royals",9,0,8,"All",Inf,6.75
"Kane Richardson",2014,"Chris Gayle","Royal Challengers Bangalore","Rajasthan Royals",1,0,2,"All",Inf,3
"Kane Richardson",2014,"Dale Steyn","Sunrisers Hyderabad","Rajasthan Royals",5,0,3,"All",Inf,10
"Kane Richardson",2014,"Daren Sammy","Sunrisers Hyderabad","Rajasthan Royals",0,1,1,"All",0,0
"Kane Richardson",2014,"David Warner","Sunrisers Hyderabad","Rajasthan Royals",6,0,5,"All",Inf,7.2
"Kane Richardson",2014,"Dinesh Karthik","Delhi Capitals","Rajasthan Royals",1,0,2,"All",Inf,3
"Kane Richardson",2014,"Gautam Gambhir","Kolkata Knight Riders","Rajasthan Royals",6,0,5,"All",Inf,7.2
"Kane Richardson",2014,"Glenn Maxwell","Punjab Kings","Rajasthan Royals",13,1,7,"All",13,11.1428571428571
"Kane Richardson",2014,"Irfan Pathan","Sunrisers Hyderabad","Rajasthan Royals",5,0,8,"All",Inf,3.75
"Kane Richardson",2014,"Jacques Kallis","Kolkata Knight Riders","Rajasthan Royals",0,0,2,"All",NA,0
"Kane Richardson",2014,"Jean-Paul Duminy","Delhi Capitals","Rajasthan Royals",17,1,11,"All",17,9.27272727272727
"Kane Richardson",2014,"Karn Sharma","Sunrisers Hyderabad","Rajasthan Royals",4,1,3,"All",4,8
"Kane Richardson",2014,"Kedar Jadhav","Delhi Capitals","Rajasthan Royals",14,0,5,"All",Inf,16.8
"Kane Richardson",2014,"Manvinder Bisla","Kolkata Knight Riders","Rajasthan Royals",0,1,5,"All",0,0
"Kane Richardson",2014,"Mitchell Starc","Royal Challengers Bangalore","Rajasthan Royals",3,0,2,"All",Inf,9
"Kane Richardson",2014,"Moises Henriques","Sunrisers Hyderabad","Rajasthan Royals",0,0,1,"All",NA,0
"Kane Richardson",2014,"Murali Vijay","Delhi Capitals","Rajasthan Royals",5,0,3,"All",Inf,10
"Kane Richardson",2014,"Quinton de Kock","Delhi Capitals","Rajasthan Royals",2,0,3,"All",Inf,4
"Kane Richardson",2014,"Ravi Rampaul","Royal Challengers Bangalore","Rajasthan Royals",1,0,4,"All",Inf,1.5
"Kane Richardson",2014,"Sachin Rana","Royal Challengers Bangalore","Rajasthan Royals",3,0,4,"All",Inf,4.5
"Kane Richardson",2014,"Shakib Al Hasan","Kolkata Knight Riders","Rajasthan Royals",18,0,9,"All",Inf,12
"Kane Richardson",2014,"Shikhar Dhawan","Sunrisers Hyderabad","Rajasthan Royals",20,0,16,"All",Inf,7.5
"Kane Richardson",2014,"Sunil Narine","Kolkata Knight Riders","Rajasthan Royals",2,0,1,"All",Inf,12
"Kane Richardson",2014,"Suryakumar Yadav","Kolkata Knight Riders","Rajasthan Royals",2,0,2,"All",Inf,6
"Kane Richardson",2014,"Venugopal Rao","Sunrisers Hyderabad","Rajasthan Royals",10,0,8,"All",Inf,7.5
"Kane Richardson",2014,"Vijay Zol","Royal Challengers Bangalore","Rajasthan Royals",0,0,3,"All",NA,0
"Kane Richardson",2014,"Virat Kohli","Royal Challengers Bangalore","Rajasthan Royals",12,1,15,"All",12,4.8
"Kane Richardson",2014,"Virender Sehwag","Punjab Kings","Rajasthan Royals",3,0,3,"All",Inf,6
"Kane Richardson",2014,"Yuvraj Singh","Royal Challengers Bangalore","Rajasthan Royals",24,2,8,"All",12,18
"Kane Richardson",2016,"Ajinkya Rahane","Rising Pune Supergiants","Royal Challengers Bangalore",6,0,6,"All",Inf,6
"Kane Richardson",2016,"Ambati Rayudu","Mumbai Indians","Royal Challengers Bangalore",6,0,3,"All",Inf,12
"Kane Richardson",2016,"Ankit Sharma","Rising Pune Supergiants","Royal Challengers Bangalore",3,0,2,"All",Inf,9
"Kane Richardson",2016,"Brendon McCullum","Gujarat Lions","Royal Challengers Bangalore",30,0,8,"All",Inf,22.5
"Kane Richardson",2016,"David Warner","Sunrisers Hyderabad","Royal Challengers Bangalore",29,0,9,"All",Inf,19.3333333333333
"Kane Richardson",2016,"Dinesh Karthik","Gujarat Lions","Royal Challengers Bangalore",7,0,7,"All",Inf,6
"Kane Richardson",2016,"Dwayne Smith","Gujarat Lions","Royal Challengers Bangalore",7,1,4,"All",7,10.5
"Kane Richardson",2016,"Faf du Plessis","Rising Pune Supergiants","Royal Challengers Bangalore",0,1,2,"All",0,0
"Kane Richardson",2016,"Hardik Pandya","Mumbai Indians","Royal Challengers Bangalore",1,0,2,"All",Inf,3
"Kane Richardson",2016,"Kane Williamson","Sunrisers Hyderabad","Royal Challengers Bangalore",2,0,4,"All",Inf,3
"Kane Richardson",2016,"Kevin Pietersen","Rising Pune Supergiants","Royal Challengers Bangalore",0,1,1,"All",0,0
"Kane Richardson",2016,"Kieron Pollard","Mumbai Indians","Royal Challengers Bangalore",12,0,4,"All",Inf,18
"Kane Richardson",2016,"MS Dhoni","Rising Pune Supergiants","Royal Challengers Bangalore",0,0,2,"All",NA,0
"Kane Richardson",2016,"Moises Henriques","Sunrisers Hyderabad","Royal Challengers Bangalore",13,0,4,"All",Inf,19.5
"Kane Richardson",2016,"Murugan Ashwin","Rising Pune Supergiants","Royal Challengers Bangalore",0,1,1,"All",0,0
"Kane Richardson",2016,"Naman Ojha","Sunrisers Hyderabad","Royal Challengers Bangalore",0,1,2,"All",0,0
"Kane Richardson",2016,"Parthiv Patel","Mumbai Indians","Royal Challengers Bangalore",0,1,1,"All",0,0
"Kane Richardson",2016,"Rajat Bhatia","Rising Pune Supergiants","Royal Challengers Bangalore",4,1,3,"All",4,8
"Kane Richardson",2016,"Ravindra Jadeja","Gujarat Lions","Royal Challengers Bangalore",2,0,2,"All",Inf,6
"Kane Richardson",2016,"Rohit Sharma","Mumbai Indians","Royal Challengers Bangalore",6,0,8,"All",Inf,4.5
"Kane Richardson",2016,"Shikhar Dhawan","Sunrisers Hyderabad","Royal Challengers Bangalore",1,1,5,"All",1,1.2
"Kane Richardson",2016,"Steven Smith","Rising Pune Supergiants","Royal Challengers Bangalore",0,0,1,"All",NA,0
"Kane Richardson",2016,"Suresh Raina","Gujarat Lions","Royal Challengers Bangalore",7,0,3,"All",Inf,14
"Kane Richardson",2021,"Chris Morris","Rajasthan Royals","Royal Challengers Bangalore",1,0,1,"All",Inf,6
"Kane Richardson",2021,"Rahul Tewatia","Rajasthan Royals","Royal Challengers Bangalore",3,0,3,"All",Inf,6
"Kane Richardson",2021,"Riyan Parag","Rajasthan Royals","Royal Challengers Bangalore",1,0,2,"All",Inf,3
"Kane Richardson",2021,"Sanju Samson","Rajasthan Royals","Royal Challengers Bangalore",10,0,4,"All",Inf,15
"Kane Richardson",2021,"Shivam Dube","Rajasthan Royals","Royal Challengers Bangalore",14,1,8,"All",14,10.5
"Kane Williamson",2016,"Colin Munro","Kolkata Knight Riders","Sunrisers Hyderabad",5,0,3,"All",Inf,10
"Kane Williamson",2016,"Gautam Gambhir","Kolkata Knight Riders","Sunrisers Hyderabad",2,0,3,"All",Inf,4
"Kane Williamson",2020,"Ishan Kishan","Mumbai Indians","Sunrisers Hyderabad",12,0,6,"All",Inf,12
"Kane Williamson",2020,"Quinton de Kock","Mumbai Indians","Sunrisers Hyderabad",12,0,6,"All",Inf,12
"Karan Goel",2008,"Michael Hussey","Chennai Super Kings","Punjab Kings",17,0,9,"All",Inf,11.3333333333333
"Karan Goel",2008,"Suresh Raina","Chennai Super Kings","Punjab Kings",8,0,3,"All",Inf,16
"Karan Goel",2009,"Abhishek Nayar","Mumbai Indians","Punjab Kings",7,0,4,"All",Inf,10.5
"Karan Goel",2009,"Dwayne Bravo","Mumbai Indians","Punjab Kings",3,0,5,"All",Inf,3.6
"Karan Goel",2009,"Graeme Smith","Rajasthan Royals","Punjab Kings",6,0,4,"All",Inf,9
"Karan Goel",2009,"Jean-Paul Duminy","Mumbai Indians","Punjab Kings",4,0,8,"All",Inf,3
"Karan Goel",2009,"MS Dhoni","Chennai Super Kings","Punjab Kings",11,0,4,"All",Inf,16.5
"Karan Goel",2009,"Matthew Hayden","Chennai Super Kings","Punjab Kings",9,0,10,"All",Inf,5.4
"Karan Goel",2009,"Naman Ojha","Rajasthan Royals","Punjab Kings",5,0,2,"All",Inf,15
"Karan Goel",2009,"Sachin Tendulkar","Mumbai Indians","Punjab Kings",13,0,7,"All",Inf,11.1428571428571
"Karan Goel",2009,"Suresh Raina","Chennai Super Kings","Punjab Kings",3,0,4,"All",Inf,4.5
"Karan Goel",2010,"Saurabh Tiwary","Mumbai Indians","Punjab Kings",1,0,2,"All",Inf,3
"Karan Goel",2010,"Shikhar Dhawan","Mumbai Indians","Punjab Kings",6,0,4,"All",Inf,9
"Karanveer Singh",2014,"Ajinkya Rahane","Rajasthan Royals","Punjab Kings",1,0,1,"All",Inf,6
"Karanveer Singh",2014,"Brad Hodge","Rajasthan Royals","Punjab Kings",1,0,5,"All",Inf,1.2
"Karanveer Singh",2014,"Brendon McCullum","Chennai Super Kings","Punjab Kings",6,0,9,"All",Inf,4
"Karanveer Singh",2014,"Gautam Gambhir","Kolkata Knight Riders","Punjab Kings",0,1,1,"All",0,0
"Karanveer Singh",2014,"James Neesham","Delhi Capitals","Punjab Kings",3,1,8,"All",3,2.25
"Karanveer Singh",2014,"Jean-Paul Duminy","Delhi Capitals","Punjab Kings",4,1,2,"All",4,12
"Karanveer Singh",2014,"Kevin Pietersen","Delhi Capitals","Punjab Kings",8,0,7,"All",Inf,6.85714285714286
"Karanveer Singh",2014,"MS Dhoni","Chennai Super Kings","Punjab Kings",3,0,3,"All",Inf,6
"Karanveer Singh",2014,"Manish Pandey","Kolkata Knight Riders","Punjab Kings",45,1,19,"All",45,14.2105263157895
"Karanveer Singh",2014,"Manoj Tiwary","Delhi Capitals","Punjab Kings",6,0,6,"All",Inf,6
"Karanveer Singh",2014,"Rahul Tewatia","Rajasthan Royals","Punjab Kings",6,0,4,"All",Inf,9
"Karanveer Singh",2014,"Ravichandran Ashwin","Chennai Super Kings","Punjab Kings",4,0,3,"All",Inf,8
"Karanveer Singh",2014,"Ravindra Jadeja","Chennai Super Kings","Punjab Kings",19,0,9,"All",Inf,12.6666666666667
"Karanveer Singh",2014,"Robin Uthappa","Kolkata Knight Riders","Punjab Kings",3,0,3,"All",Inf,6
"Karanveer Singh",2014,"Ryan ten Doeschate","Kolkata Knight Riders","Punjab Kings",13,1,4,"All",13,19.5
"Karanveer Singh",2014,"Sanju Samson","Rajasthan Royals","Punjab Kings",6,1,11,"All",6,3.27272727272727
"Karanveer Singh",2014,"Shahbaz Nadeem","Delhi Capitals","Punjab Kings",1,0,1,"All",Inf,6
"Karanveer Singh",2014,"Shakib Al Hasan","Kolkata Knight Riders","Punjab Kings",8,1,6,"All",8,8
"Karanveer Singh",2014,"Stuart Binny","Rajasthan Royals","Punjab Kings",2,1,3,"All",2,4
"Karanveer Singh",2014,"Suryakumar Yadav","Kolkata Knight Riders","Punjab Kings",8,1,6,"All",8,8
"Karanveer Singh",2014,"Yusuf Pathan","Kolkata Knight Riders","Punjab Kings",17,2,9,"All",8.5,11.3333333333333
"Karanveer Singh",2015,"AB de Villiers","Royal Challengers Bangalore","Punjab Kings",21,0,7,"All",Inf,18
"Karanveer Singh",2015,"Chris Gayle","Royal Challengers Bangalore","Punjab Kings",20,0,5,"All",Inf,24
"Karanveer Singh",2015,"Deepak Hooda","Rajasthan Royals","Punjab Kings",17,0,8,"All",Inf,12.75
"Karanveer Singh",2015,"Dwayne Smith","Chennai Super Kings","Punjab Kings",26,0,12,"All",Inf,13
"Karanveer Singh",2015,"James Faulkner","Rajasthan Royals","Punjab Kings",6,0,4,"All",Inf,9
"Karanveer Singh",2015,"Lendl Simmons","Mumbai Indians","Punjab Kings",18,0,12,"All",Inf,9
"Karanveer Singh",2015,"MS Dhoni","Chennai Super Kings","Punjab Kings",17,0,9,"All",Inf,11.3333333333333
"Karanveer Singh",2015,"Parthiv Patel","Mumbai Indians","Punjab Kings",8,1,8,"All",8,6
"Karanveer Singh",2015,"Rohit Sharma","Mumbai Indians","Punjab Kings",4,0,4,"All",Inf,6
"Karanveer Singh",2015,"Steven Smith","Rajasthan Royals","Punjab Kings",12,0,7,"All",Inf,10.2857142857143
"Karanveer Singh",2015,"Stuart Binny","Rajasthan Royals","Punjab Kings",8,0,5,"All",Inf,9.6
"Karanveer Singh",2015,"Suresh Raina","Chennai Super Kings","Punjab Kings",0,0,3,"All",NA,0
"Karn Sharma",2013,"Adam Gilchrist","Punjab Kings","Sunrisers Hyderabad",1,1,3,"All",1,2
"Karn Sharma",2013,"Ajinkya Rahane","Rajasthan Royals","Sunrisers Hyderabad",9,1,5,"All",9,10.8
"Karn Sharma",2013,"Ambati Rayudu","Mumbai Indians","Sunrisers Hyderabad",0,1,2,"All",0,0
"Karn Sharma",2013,"Angelo Mathews","Pune Warriors","Sunrisers Hyderabad",8,0,8,"All",Inf,6
"Karn Sharma",2013,"Brad Hodge","Rajasthan Royals","Sunrisers Hyderabad",25,0,11,"All",Inf,13.6363636363636
"Karn Sharma",2013,"David Hussey","Punjab Kings","Sunrisers Hyderabad",2,0,3,"All",Inf,4
"Karn Sharma",2013,"David Warner","Delhi Capitals","Sunrisers Hyderabad",3,0,3,"All",Inf,6
"Karn Sharma",2013,"Dinesh Karthik","Mumbai Indians","Sunrisers Hyderabad",2,1,4,"All",2,3
"Karn Sharma",2013,"Dishant Yagnik","Rajasthan Royals","Sunrisers Hyderabad",0,0,2,"All",NA,0
"Karn Sharma",2013,"Dwayne Bravo","Chennai Super Kings","Sunrisers Hyderabad",0,0,6,"All",NA,0
"Karn Sharma",2013,"Dwayne Smith","Mumbai Indians","Sunrisers Hyderabad",15,0,14,"All",Inf,6.42857142857143
"Karn Sharma",2013,"Eoin Morgan","Kolkata Knight Riders","Sunrisers Hyderabad",5,1,5,"All",5,6
"Karn Sharma",2013,"Gautam Gambhir","Kolkata Knight Riders","Sunrisers Hyderabad",11,0,8,"All",Inf,8.25
"Karn Sharma",2013,"Irfan Pathan","Delhi Capitals","Sunrisers Hyderabad",3,0,3,"All",Inf,6
"Karn Sharma",2013,"Jacques Kallis","Kolkata Knight Riders","Sunrisers Hyderabad",5,0,9,"All",Inf,3.33333333333333
"Karn Sharma",2013,"James Faulkner","Rajasthan Royals","Sunrisers Hyderabad",6,1,2,"All",6,18
"Karn Sharma",2013,"Jeevan Mendis","Delhi Capitals","Sunrisers Hyderabad",2,0,2,"All",Inf,6
"Karn Sharma",2013,"Kedar Jadhav","Delhi Capitals","Sunrisers Hyderabad",0,1,1,"All",0,0
"Karn Sharma",2013,"Kevon Cooper","Rajasthan Royals","Sunrisers Hyderabad",2,0,2,"All",Inf,6
"Karn Sharma",2013,"Kieron Pollard","Mumbai Indians","Sunrisers Hyderabad",1,0,3,"All",Inf,2
"Karn Sharma",2013,"Luke Pomersbach","Punjab Kings","Sunrisers Hyderabad",3,0,3,"All",Inf,6
"Karn Sharma",2013,"MS Dhoni","Chennai Super Kings","Sunrisers Hyderabad",1,0,5,"All",Inf,1.2
"Karn Sharma",2013,"Manvinder Bisla","Kolkata Knight Riders","Sunrisers Hyderabad",1,1,2,"All",1,3
"Karn Sharma",2013,"Michael Hussey","Chennai Super Kings","Sunrisers Hyderabad",13,0,12,"All",Inf,6.5
"Karn Sharma",2013,"Mitchell Marsh","Pune Warriors","Sunrisers Hyderabad",1,0,1,"All",Inf,6
"Karn Sharma",2013,"Murali Vijay","Chennai Super Kings","Sunrisers Hyderabad",3,0,7,"All",Inf,2.57142857142857
"Karn Sharma",2013,"Paul Valthaty","Punjab Kings","Sunrisers Hyderabad",3,1,8,"All",3,2.25
"Karn Sharma",2013,"Piyush Chawla","Punjab Kings","Sunrisers Hyderabad",13,0,4,"All",Inf,19.5
"Karn Sharma",2013,"Rahul Dravid","Rajasthan Royals","Sunrisers Hyderabad",7,0,5,"All",Inf,8.4
"Karn Sharma",2013,"Rajagopal Sathish","Punjab Kings","Sunrisers Hyderabad",3,0,3,"All",Inf,6
"Karn Sharma",2013,"Rohit Sharma","Mumbai Indians","Sunrisers Hyderabad",11,0,12,"All",Inf,5.5
"Karn Sharma",2013,"Sachin Baby","Rajasthan Royals","Sunrisers Hyderabad",1,0,2,"All",Inf,3
"Karn Sharma",2013,"Sachin Tendulkar","Mumbai Indians","Sunrisers Hyderabad",18,1,7,"All",18,15.4285714285714
"Karn Sharma",2013,"Sanju Samson","Rajasthan Royals","Sunrisers Hyderabad",2,0,2,"All",Inf,6
"Karn Sharma",2013,"Shane Watson","Rajasthan Royals","Sunrisers Hyderabad",28,1,15,"All",28,11.2
"Karn Sharma",2013,"Steven Smith","Pune Warriors","Sunrisers Hyderabad",3,0,7,"All",Inf,2.57142857142857
"Karn Sharma",2013,"Stuart Binny","Rajasthan Royals","Sunrisers Hyderabad",1,0,1,"All",Inf,6
"Karn Sharma",2013,"Suresh Raina","Chennai Super Kings","Sunrisers Hyderabad",10,0,6,"All",Inf,10
"Karn Sharma",2013,"Tirumalasetti Suman","Pune Warriors","Sunrisers Hyderabad",1,1,2,"All",1,3
"Karn Sharma",2013,"Unmukt Chand","Delhi Capitals","Sunrisers Hyderabad",1,0,3,"All",Inf,2
"Karn Sharma",2013,"Yusuf Pathan","Kolkata Knight Riders","Sunrisers Hyderabad",6,0,6,"All",Inf,6
"Karn Sharma",2014,"AB de Villiers","Royal Challengers Bangalore","Sunrisers Hyderabad",3,0,6,"All",Inf,3
"Karn Sharma",2014,"Ajinkya Rahane","Rajasthan Royals","Sunrisers Hyderabad",4,0,4,"All",Inf,6
"Karn Sharma",2014,"Ambati Rayudu","Mumbai Indians","Sunrisers Hyderabad",12,0,13,"All",Inf,5.53846153846154
"Karn Sharma",2014,"Ben Dunk","Mumbai Indians","Sunrisers Hyderabad",10,0,5,"All",Inf,12
"Karn Sharma",2014,"Brad Hodge","Rajasthan Royals","Sunrisers Hyderabad",1,0,5,"All",Inf,1.2
"Karn Sharma",2014,"Brendon McCullum","Chennai Super Kings","Sunrisers Hyderabad",16,1,11,"All",16,8.72727272727273
"Karn Sharma",2014,"Cheteshwar Pujara","Punjab Kings","Sunrisers Hyderabad",10,0,8,"All",Inf,7.5
"Karn Sharma",2014,"Chris Gayle","Royal Challengers Bangalore","Sunrisers Hyderabad",1,2,4,"All",0.5,1.5
"Karn Sharma",2014,"David Hussey","Chennai Super Kings","Sunrisers Hyderabad",7,0,7,"All",Inf,6
"Karn Sharma",2014,"David Miller","Punjab Kings","Sunrisers Hyderabad",2,0,5,"All",Inf,2.4
"Karn Sharma",2014,"Dinesh Karthik","Delhi Capitals","Sunrisers Hyderabad",15,0,13,"All",Inf,6.92307692307692
"Karn Sharma",2014,"Dwayne Smith","Chennai Super Kings","Sunrisers Hyderabad",25,1,18,"All",25,8.33333333333333
"Karn Sharma",2014,"Faf du Plessis","Chennai Super Kings","Sunrisers Hyderabad",1,0,1,"All",Inf,6
"Karn Sharma",2014,"George Bailey","Punjab Kings","Sunrisers Hyderabad",1,0,4,"All",Inf,1.5
"Karn Sharma",2014,"Glenn Maxwell","Punjab Kings","Sunrisers Hyderabad",59,0,21,"All",Inf,16.8571428571429
"Karn Sharma",2014,"James Faulkner","Rajasthan Royals","Sunrisers Hyderabad",3,0,4,"All",Inf,4.5
"Karn Sharma",2014,"Kevin Pietersen","Delhi Capitals","Sunrisers Hyderabad",14,0,11,"All",Inf,7.63636363636364
"Karn Sharma",2014,"Kieron Pollard","Mumbai Indians","Sunrisers Hyderabad",18,0,13,"All",Inf,8.30769230769231
"Karn Sharma",2014,"Laxmi Shukla","Delhi Capitals","Sunrisers Hyderabad",2,0,3,"All",Inf,4
"Karn Sharma",2014,"Lendl Simmons","Mumbai Indians","Sunrisers Hyderabad",13,0,7,"All",Inf,11.1428571428571
"Karn Sharma",2014,"MS Dhoni","Chennai Super Kings","Sunrisers Hyderabad",4,0,7,"All",Inf,3.42857142857143
"Karn Sharma",2014,"Manan Vohra","Punjab Kings","Sunrisers Hyderabad",2,0,2,"All",Inf,6
"Karn Sharma",2014,"Manish Pandey","Kolkata Knight Riders","Sunrisers Hyderabad",6,2,13,"All",3,2.76923076923077
"Karn Sharma",2014,"Mayank Agarwal","Delhi Capitals","Sunrisers Hyderabad",1,0,1,"All",Inf,6
"Karn Sharma",2014,"Mitchell Starc","Royal Challengers Bangalore","Sunrisers Hyderabad",2,0,3,"All",Inf,4
"Karn Sharma",2014,"Murali Vijay","Delhi Capitals","Sunrisers Hyderabad",5,0,7,"All",Inf,4.28571428571429
"Karn Sharma",2014,"Quinton de Kock","Delhi Capitals","Sunrisers Hyderabad",15,1,7,"All",15,12.8571428571429
"Karn Sharma",2014,"Rajat Bhatia","Rajasthan Royals","Sunrisers Hyderabad",2,0,2,"All",Inf,6
"Karn Sharma",2014,"Rilee Rossouw","Royal Challengers Bangalore","Sunrisers Hyderabad",4,1,6,"All",4,4
"Karn Sharma",2014,"Robin Uthappa","Kolkata Knight Riders","Sunrisers Hyderabad",16,1,10,"All",16,9.6
"Karn Sharma",2014,"Rohit Sharma","Mumbai Indians","Sunrisers Hyderabad",5,0,2,"All",Inf,15
"Karn Sharma",2014,"Ryan ten Doeschate","Kolkata Knight Riders","Sunrisers Hyderabad",2,0,4,"All",Inf,3
"Karn Sharma",2014,"Sanju Samson","Rajasthan Royals","Sunrisers Hyderabad",1,1,2,"All",1,3
"Karn Sharma",2014,"Shakib Al Hasan","Kolkata Knight Riders","Sunrisers Hyderabad",0,1,4,"All",0,0
"Karn Sharma",2014,"Shane Watson","Rajasthan Royals","Sunrisers Hyderabad",4,0,3,"All",Inf,8
"Karn Sharma",2014,"Steven Smith","Rajasthan Royals","Sunrisers Hyderabad",8,0,8,"All",Inf,6
"Karn Sharma",2014,"Stuart Binny","Rajasthan Royals","Sunrisers Hyderabad",5,0,8,"All",Inf,3.75
"Karn Sharma",2014,"Suresh Raina","Chennai Super Kings","Sunrisers Hyderabad",1,1,4,"All",1,1.5
"Karn Sharma",2014,"Suryakumar Yadav","Kolkata Knight Riders","Sunrisers Hyderabad",6,0,3,"All",Inf,12
"Karn Sharma",2014,"Virat Kohli","Royal Challengers Bangalore","Sunrisers Hyderabad",26,0,11,"All",Inf,14.1818181818182
"Karn Sharma",2014,"Virender Sehwag","Punjab Kings","Sunrisers Hyderabad",0,0,3,"All",NA,0
"Karn Sharma",2014,"Wriddhiman Saha","Punjab Kings","Sunrisers Hyderabad",9,1,5,"All",9,10.8
"Karn Sharma",2014,"Yusuf Pathan","Kolkata Knight Riders","Sunrisers Hyderabad",27,1,14,"All",27,11.5714285714286
"Karn Sharma",2014,"Yuvraj Singh","Royal Challengers Bangalore","Sunrisers Hyderabad",8,1,12,"All",8,4
"Karn Sharma",2015,"AB de Villiers","Royal Challengers Bangalore","Sunrisers Hyderabad",5,0,9,"All",Inf,3.33333333333333
"Karn Sharma",2015,"Ajinkya Rahane","Rajasthan Royals","Sunrisers Hyderabad",12,0,11,"All",Inf,6.54545454545454
"Karn Sharma",2015,"Axar Patel","Punjab Kings","Sunrisers Hyderabad",1,0,1,"All",Inf,6
"Karn Sharma",2015,"Brendon McCullum","Chennai Super Kings","Sunrisers Hyderabad",22,0,13,"All",Inf,10.1538461538462
"Karn Sharma",2015,"Daren Sammy","Royal Challengers Bangalore","Sunrisers Hyderabad",4,0,6,"All",Inf,4
"Karn Sharma",2015,"David Miller","Punjab Kings","Sunrisers Hyderabad",24,1,14,"All",24,10.2857142857143
"Karn Sharma",2015,"Deepak Hooda","Rajasthan Royals","Sunrisers Hyderabad",2,1,3,"All",2,4
"Karn Sharma",2015,"Dinesh Karthik","Royal Challengers Bangalore","Sunrisers Hyderabad",2,1,3,"All",2,4
"Karn Sharma",2015,"Dwayne Smith","Chennai Super Kings","Sunrisers Hyderabad",9,0,5,"All",Inf,10.8
"Karn Sharma",2015,"Faf du Plessis","Chennai Super Kings","Sunrisers Hyderabad",6,0,5,"All",Inf,7.2
"Karn Sharma",2015,"Gautam Gambhir","Kolkata Knight Riders","Sunrisers Hyderabad",2,1,2,"All",2,6
"Karn Sharma",2015,"George Bailey","Punjab Kings","Sunrisers Hyderabad",6,0,7,"All",Inf,5.14285714285714
"Karn Sharma",2015,"Gurkeerat Singh Mann","Punjab Kings","Sunrisers Hyderabad",2,0,2,"All",Inf,6
"Karn Sharma",2015,"James Faulkner","Rajasthan Royals","Sunrisers Hyderabad",1,0,2,"All",Inf,3
"Karn Sharma",2015,"Jean-Paul Duminy","Delhi Capitals","Sunrisers Hyderabad",5,1,6,"All",5,5
"Karn Sharma",2015,"Karun Nair","Rajasthan Royals","Sunrisers Hyderabad",4,0,5,"All",Inf,4.8
"Karn Sharma",2015,"Kedar Jadhav","Delhi Capitals","Sunrisers Hyderabad",3,0,3,"All",Inf,6
"Karn Sharma",2015,"Kieron Pollard","Mumbai Indians","Sunrisers Hyderabad",2,0,3,"All",Inf,4
"Karn Sharma",2015,"Lendl Simmons","Mumbai Indians","Sunrisers Hyderabad",37,1,19,"All",37,11.6842105263158
"Karn Sharma",2015,"MS Dhoni","Chennai Super Kings","Sunrisers Hyderabad",24,0,8,"All",Inf,18
"Karn Sharma",2015,"Mandeep Singh","Royal Challengers Bangalore","Sunrisers Hyderabad",1,0,1,"All",Inf,6
"Karn Sharma",2015,"Manish Pandey","Kolkata Knight Riders","Sunrisers Hyderabad",19,0,15,"All",Inf,7.6
"Karn Sharma",2015,"Murali Vijay","Punjab Kings","Sunrisers Hyderabad",2,0,2,"All",Inf,6
"Karn Sharma",2015,"Parthiv Patel","Mumbai Indians","Sunrisers Hyderabad",11,0,7,"All",Inf,9.42857142857143
"Karn Sharma",2015,"Quinton de Kock","Delhi Capitals","Sunrisers Hyderabad",0,1,2,"All",0,0
"Karn Sharma",2015,"Robin Uthappa","Kolkata Knight Riders","Sunrisers Hyderabad",10,1,11,"All",10,5.45454545454545
"Karn Sharma",2015,"Rohit Sharma","Mumbai Indians","Sunrisers Hyderabad",18,1,12,"All",18,9
"Karn Sharma",2015,"Ryan ten Doeschate","Kolkata Knight Riders","Sunrisers Hyderabad",3,0,2,"All",Inf,9
"Karn Sharma",2015,"Sanju Samson","Rajasthan Royals","Sunrisers Hyderabad",2,0,3,"All",Inf,4
"Karn Sharma",2015,"Saurabh Tiwary","Delhi Capitals","Sunrisers Hyderabad",7,0,8,"All",Inf,5.25
"Karn Sharma",2015,"Shreyas Iyer","Delhi Capitals","Sunrisers Hyderabad",21,0,8,"All",Inf,15.75
"Karn Sharma",2015,"Steven Smith","Rajasthan Royals","Sunrisers Hyderabad",26,1,12,"All",26,13
