"Striker","Season","Bowler","Batting_Team","Runs","Dismissed","Balls","Run_Out","Stadium","Bowling_Team","Average","Strike_Rate"
"Kedar Jadhav",2020,"Rashid Khan","Chennai Super Kings",0,0,4,0,"All","All",NA,0
"Kedar Jadhav",2020,"Shreyas Gopal","Chennai Super Kings",16,0,8,0,"All","All",Inf,200
"Kedar Jadhav",2020,"Sunil Narine","Chennai Super Kings",5,0,3,0,"All","All",Inf,166.666666666667
"Kedar Jadhav",2020,"T Natarajan","Chennai Super Kings",1,0,2,0,"All","All",Inf,50
"Kedar Jadhav",2020,"Tom Curran","Chennai Super Kings",1,1,2,0,"All","All",1,50
"Kedar Jadhav",2020,"Varun Chakravarthy","Chennai Super Kings",0,0,3,0,"All","All",NA,0
"Kedar Jadhav",2021,"Amit Mishra","Sunrisers Hyderabad",0,1,2,0,"All","All",0,0
"Kedar Jadhav",2021,"Anrich Nortje","Sunrisers Hyderabad",1,1,4,0,"All","All",1,25
"Kedar Jadhav",2021,"Avesh Khan","Sunrisers Hyderabad",2,0,3,0,"All","All",Inf,66.6666666666667
"Kedar Jadhav",2021,"Axar Patel","Sunrisers Hyderabad",6,0,3,0,"All","All",Inf,200
"Kedar Jadhav",2021,"Chetan Sakariya","Sunrisers Hyderabad",1,0,1,0,"All","All",Inf,100
"Kedar Jadhav",2021,"Chris Morris","Sunrisers Hyderabad",2,1,5,0,"All","All",2,40
"Kedar Jadhav",2021,"Harpreet Brar","Sunrisers Hyderabad",8,0,6,0,"All","All",Inf,133.333333333333
"Kedar Jadhav",2021,"Kagiso Rabada","Sunrisers Hyderabad",1,0,2,0,"All","All",Inf,50
"Kedar Jadhav",2021,"Kartik Tyagi","Sunrisers Hyderabad",1,0,2,0,"All","All",Inf,50
"Kedar Jadhav",2021,"Mustafizur Rahman","Sunrisers Hyderabad",2,0,4,0,"All","All",Inf,50
"Kedar Jadhav",2021,"Nathan Ellis","Sunrisers Hyderabad",2,0,2,0,"All","All",Inf,100
"Kedar Jadhav",2021,"Rahul Tewatia","Sunrisers Hyderabad",13,0,7,0,"All","All",Inf,185.714285714286
"Kedar Jadhav",2021,"Ravi Bishnoi","Sunrisers Hyderabad",2,1,4,0,"All","All",2,50
"Kedar Jadhav",2021,"Ravichandran Ashwin","Sunrisers Hyderabad",2,0,3,0,"All","All",Inf,66.6666666666667
"Kedar Jadhav",2021,"Sam Curran","Sunrisers Hyderabad",11,0,3,0,"All","All",Inf,366.666666666667
"Kedar Jadhav",2021,"Shardul Thakur","Sunrisers Hyderabad",1,0,1,0,"All","All",Inf,100
"Keemo Paul",2019,"Bhuvneshwar Kumar","Delhi Capitals",6,1,3,0,"All","All",6,200
"Keemo Paul",2019,"Dwayne Bravo","Delhi Capitals",1,1,6,0,"All","All",1,16.6666666666667
"Keemo Paul",2019,"Harbhajan Singh","Delhi Capitals",0,0,1,0,"All","All",NA,0
"Keemo Paul",2019,"Hardik Pandya","Delhi Capitals",0,0,2,0,"All","All",NA,0
"Keemo Paul",2019,"Imran Tahir","Delhi Capitals",2,0,2,0,"All","All",Inf,100
"Keemo Paul",2019,"Khaleel Ahmed","Delhi Capitals",5,0,3,0,"All","All",Inf,166.666666666667
"Keemo Paul",2019,"Mitchell McClenaghan","Delhi Capitals",3,1,3,0,"All","All",3,100
"Keemo Paul",2019,"Ravindra Jadeja","Delhi Capitals",0,1,2,0,"All","All",0,0
"Keemo Paul",2019,"Sandeep Sharma","Delhi Capitals",1,0,2,0,"All","All",Inf,50
"Kemar Roach",2010,"Harbhajan Singh","Deccan Chargers",5,0,2,0,"All","All",Inf,250
"Kemar Roach",2010,"Lasith Malinga","Deccan Chargers",4,0,3,0,"All","All",Inf,133.333333333333
"Kemar Roach",2010,"Zaheer Khan","Deccan Chargers",1,1,4,0,"All","All",1,25
"Kevin Pietersen",2009,"Amit Mishra","Royal Challengers Bangalore",3,0,5,0,"All","All",Inf,60
"Kevin Pietersen",2009,"Ashish Nehra","Royal Challengers Bangalore",14,0,11,0,"All","All",Inf,127.272727272727
"Kevin Pietersen",2009,"Brad Hodge","Royal Challengers Bangalore",5,1,5,0,"All","All",5,100
"Kevin Pietersen",2009,"Daniel Vettori","Royal Challengers Bangalore",10,1,4,0,"All","All",10,250
"Kevin Pietersen",2009,"Dimitri Mascarenhas","Royal Challengers Bangalore",10,0,14,0,"All","All",Inf,71.4285714285714
"Kevin Pietersen",2009,"Dirk Nannes","Royal Challengers Bangalore",8,0,3,0,"All","All",Inf,266.666666666667
"Kevin Pietersen",2009,"Harmeet Singh","Royal Challengers Bangalore",2,0,2,0,"All","All",Inf,100
"Kevin Pietersen",2009,"Ishant Sharma","Royal Challengers Bangalore",2,0,3,0,"All","All",Inf,66.6666666666667
"Kevin Pietersen",2009,"Kamran Khan","Royal Challengers Bangalore",10,0,6,0,"All","All",Inf,166.666666666667
"Kevin Pietersen",2009,"Munaf Patel","Royal Challengers Bangalore",7,0,6,0,"All","All",Inf,116.666666666667
"Kevin Pietersen",2009,"Murali Kartik","Royal Challengers Bangalore",5,0,3,0,"All","All",Inf,166.666666666667
"Kevin Pietersen",2009,"Muthiah Muralidaran","Royal Challengers Bangalore",0,1,1,0,"All","All",0,0
"Kevin Pietersen",2009,"Pradeep Sangwan","Royal Challengers Bangalore",2,0,2,0,"All","All",Inf,100
"Kevin Pietersen",2009,"Pragyan Ojha","Royal Challengers Bangalore",6,1,8,0,"All","All",6,75
"Kevin Pietersen",2009,"RP Singh","Royal Challengers Bangalore",1,0,3,0,"All","All",Inf,33.3333333333333
"Kevin Pietersen",2009,"Scott Styris","Royal Challengers Bangalore",2,0,2,0,"All","All",Inf,100
"Kevin Pietersen",2009,"Sourav Ganguly","Royal Challengers Bangalore",1,0,1,0,"All","All",Inf,100
"Kevin Pietersen",2009,"Tyron Henderson","Royal Challengers Bangalore",5,1,4,0,"All","All",5,125
"Kevin Pietersen",2009,"Yusuf Abdulla","Royal Challengers Bangalore",0,1,2,0,"All","All",0,0
"Kevin Pietersen",2010,"Adam Voges","Royal Challengers Bangalore",13,0,5,0,"All","All",Inf,260
"Kevin Pietersen",2010,"Albie Morkel","Royal Challengers Bangalore",15,0,7,0,"All","All",Inf,214.285714285714
"Kevin Pietersen",2010,"Amit Mishra","Royal Challengers Bangalore",0,0,1,0,"All","All",NA,0
"Kevin Pietersen",2010,"Andrew Symonds","Royal Challengers Bangalore",3,0,2,0,"All","All",Inf,150
"Kevin Pietersen",2010,"Bipul Sharma","Royal Challengers Bangalore",8,0,9,0,"All","All",Inf,88.8888888888889
"Kevin Pietersen",2010,"Brett Lee","Royal Challengers Bangalore",4,0,4,0,"All","All",Inf,100
"Kevin Pietersen",2010,"Daniel Vettori","Royal Challengers Bangalore",9,0,3,0,"All","All",Inf,300
"Kevin Pietersen",2010,"Dilhara Fernando","Royal Challengers Bangalore",2,0,3,0,"All","All",Inf,66.6666666666667
"Kevin Pietersen",2010,"Farveez Maharoof","Royal Challengers Bangalore",0,0,5,0,"All","All",NA,0
"Kevin Pietersen",2010,"Harbhajan Singh","Royal Challengers Bangalore",15,2,10,0,"All","All",7.5,150
"Kevin Pietersen",2010,"Harmeet Singh","Royal Challengers Bangalore",2,0,3,0,"All","All",Inf,66.6666666666667
"Kevin Pietersen",2010,"Irfan Pathan","Royal Challengers Bangalore",24,0,12,0,"All","All",Inf,200
"Kevin Pietersen",2010,"Kamran Khan","Royal Challengers Bangalore",20,1,9,1,"All","All",20,222.222222222222
"Kevin Pietersen",2010,"Kieron Pollard","Royal Challengers Bangalore",5,0,5,0,"All","All",Inf,100
"Kevin Pietersen",2010,"Lasith Malinga","Royal Challengers Bangalore",9,0,6,0,"All","All",Inf,150
"Kevin Pietersen",2010,"Muthiah Muralidaran","Royal Challengers Bangalore",1,0,1,0,"All","All",Inf,100
"Kevin Pietersen",2010,"Piyush Chawla","Royal Challengers Bangalore",14,0,7,0,"All","All",Inf,200
"Kevin Pietersen",2010,"Pradeep Sangwan","Royal Challengers Bangalore",2,1,3,0,"All","All",2,66.6666666666667
"Kevin Pietersen",2010,"Pragyan Ojha","Royal Challengers Bangalore",9,0,6,0,"All","All",Inf,150
"Kevin Pietersen",2010,"Rahul Sharma","Royal Challengers Bangalore",15,0,10,0,"All","All",Inf,150
"Kevin Pietersen",2010,"Rajat Bhatia","Royal Challengers Bangalore",5,0,7,0,"All","All",Inf,71.4285714285714
"Kevin Pietersen",2010,"Ryan McLaren","Royal Challengers Bangalore",3,0,2,0,"All","All",Inf,150
"Kevin Pietersen",2010,"Shadab Jakati","Royal Challengers Bangalore",0,0,3,0,"All","All",NA,0
"Kevin Pietersen",2010,"Shalabh Srivastava","Royal Challengers Bangalore",12,0,6,0,"All","All",Inf,200
"Kevin Pietersen",2010,"Shane Warne","Royal Challengers Bangalore",15,0,6,0,"All","All",Inf,250
"Kevin Pietersen",2010,"Shane Watson","Royal Challengers Bangalore",12,0,7,0,"All","All",Inf,171.428571428571
"Kevin Pietersen",2010,"Siddharth Trivedi","Royal Challengers Bangalore",2,0,2,0,"All","All",Inf,100
"Kevin Pietersen",2010,"Thilan Thushara","Royal Challengers Bangalore",7,0,3,0,"All","All",Inf,233.333333333333
"Kevin Pietersen",2010,"Yuvraj Singh","Royal Challengers Bangalore",4,0,6,0,"All","All",Inf,66.6666666666667
"Kevin Pietersen",2010,"Zaheer Khan","Royal Challengers Bangalore",6,0,4,0,"All","All",Inf,150
"Kevin Pietersen",2012,"Alfonso Thomas","Delhi Capitals",2,0,6,0,"All","All",Inf,33.3333333333333
"Kevin Pietersen",2012,"Amit Mishra","Delhi Capitals",24,0,10,0,"All","All",Inf,240
"Kevin Pietersen",2012,"Angelo Mathews","Delhi Capitals",19,0,5,0,"All","All",Inf,380
"Kevin Pietersen",2012,"Ankeet Chavan","Delhi Capitals",9,1,13,0,"All","All",9,69.2307692307692
"Kevin Pietersen",2012,"Ankit Sharma","Delhi Capitals",13,0,10,0,"All","All",Inf,130
"Kevin Pietersen",2012,"Ashish Nehra","Delhi Capitals",12,0,6,0,"All","All",Inf,200
"Kevin Pietersen",2012,"Brad Hogg","Delhi Capitals",16,0,9,0,"All","All",Inf,177.777777777778
"Kevin Pietersen",2012,"Dale Steyn","Delhi Capitals",9,0,13,0,"All","All",Inf,69.2307692307692
"Kevin Pietersen",2012,"Dan Christian","Delhi Capitals",19,0,12,0,"All","All",Inf,158.333333333333
"Kevin Pietersen",2012,"Doug Bollinger","Delhi Capitals",1,0,1,0,"All","All",Inf,100
"Kevin Pietersen",2012,"Dwayne Bravo","Delhi Capitals",4,0,3,0,"All","All",Inf,133.333333333333
"Kevin Pietersen",2012,"Harbhajan Singh","Delhi Capitals",5,0,2,0,"All","All",Inf,250
"Kevin Pietersen",2012,"Jean-Paul Duminy","Delhi Capitals",28,0,11,0,"All","All",Inf,254.545454545455
"Kevin Pietersen",2012,"Jesse Ryder","Delhi Capitals",1,0,2,0,"All","All",Inf,50
"Kevin Pietersen",2012,"Lasith Malinga","Delhi Capitals",1,0,2,0,"All","All",Inf,50
"Kevin Pietersen",2012,"Luke Wright","Delhi Capitals",3,0,5,0,"All","All",Inf,60
"Kevin Pietersen",2012,"Murali Kartik","Delhi Capitals",7,0,8,0,"All","All",Inf,87.5
"Kevin Pietersen",2012,"Pankaj Singh","Delhi Capitals",10,0,8,0,"All","All",Inf,125
"Kevin Pietersen",2012,"Pragyan Ojha","Delhi Capitals",1,0,1,0,"All","All",Inf,100
"Kevin Pietersen",2012,"RP Singh","Delhi Capitals",14,1,11,0,"All","All",14,127.272727272727
"Kevin Pietersen",2012,"Rahul Sharma","Delhi Capitals",14,1,9,0,"All","All",14,155.555555555556
"Kevin Pietersen",2012,"Rahul Shukla","Delhi Capitals",15,0,5,0,"All","All",Inf,300
"Kevin Pietersen",2012,"Ravichandran Ashwin","Delhi Capitals",11,0,6,0,"All","All",Inf,183.333333333333
"Kevin Pietersen",2012,"Ravindra Jadeja","Delhi Capitals",14,0,7,0,"All","All",Inf,200
"Kevin Pietersen",2012,"Robin Peterson","Delhi Capitals",23,0,13,0,"All","All",Inf,176.923076923077
"Kevin Pietersen",2012,"Shadab Jakati","Delhi Capitals",13,0,9,0,"All","All",Inf,144.444444444444
"Kevin Pietersen",2012,"Shane Watson","Delhi Capitals",6,1,9,0,"All","All",6,66.6666666666667
"Kevin Pietersen",2012,"Sourav Ganguly","Delhi Capitals",1,1,3,0,"All","All",1,33.3333333333333
"Kevin Pietersen",2012,"Veer Pratap Singh","Delhi Capitals",10,0,8,0,"All","All",Inf,125
"Kevin Pietersen",2014,"Abu Nechim","Delhi Capitals",5,0,6,0,"All","All",Inf,83.3333333333333
"Kevin Pietersen",2014,"Amit Mishra","Delhi Capitals",3,1,6,0,"All","All",3,50
"Kevin Pietersen",2014,"Axar Patel","Delhi Capitals",21,1,16,0,"All","All",21,131.25
"Kevin Pietersen",2014,"Ben Cutting","Delhi Capitals",3,0,3,0,"All","All",Inf,100
"Kevin Pietersen",2014,"Beuran Hendricks","Delhi Capitals",23,0,9,0,"All","All",Inf,255.555555555556
"Kevin Pietersen",2014,"Bhuvneshwar Kumar","Delhi Capitals",10,0,7,0,"All","All",Inf,142.857142857143
"Kevin Pietersen",2014,"Dale Steyn","Delhi Capitals",6,1,5,0,"All","All",6,120
"Kevin Pietersen",2014,"Daren Sammy","Delhi Capitals",8,0,4,0,"All","All",Inf,200
"Kevin Pietersen",2014,"Dhawal Kulkarni","Delhi Capitals",1,0,5,0,"All","All",Inf,20
"Kevin Pietersen",2014,"Harbhajan Singh","Delhi Capitals",8,1,9,0,"All","All",8,88.8888888888889
"Kevin Pietersen",2014,"James Faulkner","Delhi Capitals",6,0,4,0,"All","All",Inf,150
"Kevin Pietersen",2014,"Jasprit Bumrah","Delhi Capitals",14,0,9,0,"All","All",Inf,155.555555555556
"Kevin Pietersen",2014,"Karanveer Singh","Delhi Capitals",8,0,7,0,"All","All",Inf,114.285714285714
"Kevin Pietersen",2014,"Karn Sharma","Delhi Capitals",13,0,11,0,"All","All",Inf,118.181818181818
"Kevin Pietersen",2014,"Kevon Cooper","Delhi Capitals",1,0,3,0,"All","All",Inf,33.3333333333333
"Kevin Pietersen",2014,"Lasith Malinga","Delhi Capitals",4,0,4,0,"All","All",Inf,100
"Kevin Pietersen",2014,"Marchant de Lange","Delhi Capitals",13,0,5,0,"All","All",Inf,260
"Kevin Pietersen",2014,"Mitchell Johnson","Delhi Capitals",13,0,6,0,"All","All",Inf,216.666666666667
"Kevin Pietersen",2014,"Mitchell Starc","Delhi Capitals",2,0,4,0,"All","All",Inf,50
"Kevin Pietersen",2014,"Mohit Sharma","Delhi Capitals",0,1,1,0,"All","All",0,0
"Kevin Pietersen",2014,"Moises Henriques","Delhi Capitals",11,0,3,0,"All","All",Inf,366.666666666667
"Kevin Pietersen",2014,"Muthiah Muralidaran","Delhi Capitals",2,0,4,0,"All","All",Inf,50
"Kevin Pietersen",2014,"Parvinder Awana","Delhi Capitals",10,0,11,0,"All","All",Inf,90.9090909090909
"Kevin Pietersen",2014,"Pragyan Ojha","Delhi Capitals",9,0,8,0,"All","All",Inf,112.5
"Kevin Pietersen",2014,"Pravin Tambe","Delhi Capitals",8,1,9,0,"All","All",8,88.8888888888889
"Kevin Pietersen",2014,"Rajat Bhatia","Delhi Capitals",8,1,9,0,"All","All",8,88.8888888888889
"Kevin Pietersen",2014,"Rishi Dhawan","Delhi Capitals",21,1,13,0,"All","All",21,161.538461538462
"Kevin Pietersen",2014,"Rohit Sharma","Delhi Capitals",17,0,8,0,"All","All",Inf,212.5
"Kevin Pietersen",2014,"Sandeep Sharma","Delhi Capitals",8,0,9,0,"All","All",Inf,88.8888888888889
"Kevin Pietersen",2014,"Shakib Al Hasan","Delhi Capitals",1,1,7,1,"All","All",1,14.2857142857143
"Kevin Pietersen",2014,"Shivam Sharma","Delhi Capitals",3,0,2,0,"All","All",Inf,150
"Kevin Pietersen",2014,"Shreyas Gopal","Delhi Capitals",2,0,2,0,"All","All",Inf,100
"Kevin Pietersen",2014,"Sunil Narine","Delhi Capitals",5,0,5,0,"All","All",Inf,100
"Kevin Pietersen",2014,"Yuvraj Singh","Delhi Capitals",13,0,7,0,"All","All",Inf,185.714285714286
"Kevin Pietersen",2014,"Yuzvendra Chahal","Delhi Capitals",11,1,8,0,"All","All",11,137.5
"Kevin Pietersen",2014,"Zaheer Khan","Delhi Capitals",3,0,4,0,"All","All",Inf,75
"Kevin Pietersen",2016,"Axar Patel","Rising Pune Supergiants",9,0,4,0,"All","All",Inf,225
"Kevin Pietersen",2016,"Dwayne Bravo","Rising Pune Supergiants",9,1,6,0,"All","All",9,150
"Kevin Pietersen",2016,"Harbhajan Singh","Rising Pune Supergiants",17,0,9,0,"All","All",Inf,188.888888888889
"Kevin Pietersen",2016,"James Faulkner","Rising Pune Supergiants",6,0,4,0,"All","All",Inf,150
"Kevin Pietersen",2016,"Kane Richardson","Rising Pune Supergiants",0,1,1,0,"All","All",0,0
"Kevin Pietersen",2016,"Kyle Abbott","Rising Pune Supergiants",0,1,1,0,"All","All",0,0
"Kevin Pietersen",2016,"Mohit Sharma","Rising Pune Supergiants",2,0,4,0,"All","All",Inf,50
"Kevin Pietersen",2016,"Pardeep Sahu","Rising Pune Supergiants",0,0,1,0,"All","All",NA,0
"Kevin Pietersen",2016,"Pravin Tambe","Rising Pune Supergiants",8,0,7,0,"All","All",Inf,114.285714285714
"Kevin Pietersen",2016,"Ravindra Jadeja","Rising Pune Supergiants",4,0,6,0,"All","All",Inf,66.6666666666667
"Kevin Pietersen",2016,"Sandeep Sharma","Rising Pune Supergiants",4,0,5,0,"All","All",Inf,80
"Kevin Pietersen",2016,"Shadab Jakati","Rising Pune Supergiants",10,0,8,0,"All","All",Inf,125
"Kevin Pietersen",2016,"Shreyas Gopal","Rising Pune Supergiants",4,0,5,0,"All","All",Inf,80
"Kevon Cooper",2012,"Brett Lee","Rajasthan Royals",1,0,2,0,"All","All",Inf,50
"Kevon Cooper",2012,"Daniel Vettori","Rajasthan Royals",0,0,2,0,"All","All",NA,0
"Kevon Cooper",2012,"Harbhajan Singh","Rajasthan Royals",8,0,4,0,"All","All",Inf,200
"Kevon Cooper",2012,"Iqbal Abdulla","Rajasthan Royals",4,0,3,0,"All","All",Inf,133.333333333333
"Kevon Cooper",2012,"James Faulkner","Rajasthan Royals",11,0,3,0,"All","All",Inf,366.666666666667
"Kevon Cooper",2012,"Munaf Patel","Rajasthan Royals",6,1,2,0,"All","All",6,300
"Kevon Cooper",2012,"Zaheer Khan","Rajasthan Royals",8,1,4,0,"All","All",8,200
"Kevon Cooper",2013,"Ashish Nehra","Rajasthan Royals",2,1,2,0,"All","All",2,100
"Kevon Cooper",2013,"Dale Steyn","Rajasthan Royals",11,1,5,0,"All","All",11,220
"Kevon Cooper",2013,"Karn Sharma","Rajasthan Royals",2,0,2,0,"All","All",Inf,100
"Kevon Cooper",2013,"Kieron Pollard","Rajasthan Royals",4,1,2,0,"All","All",4,200
"Kevon Cooper",2013,"Lasith Malinga","Rajasthan Royals",7,0,4,0,"All","All",Inf,175
"Kevon Cooper",2013,"Sunil Narine","Rajasthan Royals",0,1,2,0,"All","All",0,0
"Kevon Cooper",2013,"Thisara Perera","Rajasthan Royals",13,0,5,0,"All","All",Inf,260
"Kevon Cooper",2014,"Axar Patel","Rajasthan Royals",2,1,2,0,"All","All",2,100
"Kevon Cooper",2014,"Harbhajan Singh","Rajasthan Royals",2,1,4,0,"All","All",2,50
"Kevon Cooper",2014,"Imran Tahir","Rajasthan Royals",10,0,8,0,"All","All",Inf,125
"Kevon Cooper",2014,"Jean-Paul Duminy","Rajasthan Royals",6,1,2,0,"All","All",6,300
"Kevon Cooper",2014,"Pragyan Ojha","Rajasthan Royals",3,0,4,0,"All","All",Inf,75
"Kevon Cooper",2014,"Shahbaz Nadeem","Rajasthan Royals",16,0,6,0,"All","All",Inf,266.666666666667
"Khaleel Ahmed",2019,"Kagiso Rabada","Sunrisers Hyderabad",0,1,1,0,"All","All",0,0
"Khaleel Ahmed",2020,"Arshdeep Singh","Sunrisers Hyderabad",0,1,2,1,"All","All",0,0
"Khaleel Ahmed",2021,"Trent Boult","Sunrisers Hyderabad",1,1,2,0,"All","All",1,50
"Khaleel Ahmed",2022,"Dwayne Bravo","Delhi Capitals",0,1,1,0,"All","All",0,0
"Khaleel Ahmed",2022,"Mohammed Shami","Delhi Capitals",0,1,1,0,"All","All",0,0
"Kieron Pollard",2010,"Aditya Dole","Mumbai Indians",17,1,8,0,"All","All",17,212.5
"Kieron Pollard",2010,"Albie Morkel","Mumbai Indians",5,1,4,0,"All","All",5,125
"Kieron Pollard",2010,"Andrew McDonald","Mumbai Indians",24,0,5,0,"All","All",Inf,480
"Kieron Pollard",2010,"Anil Kumble","Mumbai Indians",4,1,8,0,"All","All",4,50
"Kieron Pollard",2010,"Ashish Nehra","Mumbai Indians",8,0,3,0,"All","All",Inf,266.666666666667
"Kieron Pollard",2010,"Brett Lee","Mumbai Indians",5,0,3,0,"All","All",Inf,166.666666666667
"Kieron Pollard",2010,"Dale Steyn","Mumbai Indians",17,1,10,0,"All","All",17,170
"Kieron Pollard",2010,"Dirk Nannes","Mumbai Indians",5,0,4,0,"All","All",Inf,125
"Kieron Pollard",2010,"Doug Bollinger","Mumbai Indians",22,0,6,0,"All","All",Inf,366.666666666667
"Kieron Pollard",2010,"Farveez Maharoof","Mumbai Indians",1,0,1,0,"All","All",Inf,100
"Kieron Pollard",2010,"Irfan Pathan","Mumbai Indians",9,2,10,0,"All","All",4.5,90
"Kieron Pollard",2010,"Ishant Sharma","Mumbai Indians",6,1,4,0,"All","All",6,150
"Kieron Pollard",2010,"Jacques Kallis","Mumbai Indians",1,0,2,0,"All","All",Inf,50
"Kieron Pollard",2010,"Jaskaran Singh","Mumbai Indians",1,1,2,0,"All","All",1,50
"Kieron Pollard",2010,"Joginder Sharma","Mumbai Indians",5,0,3,0,"All","All",Inf,166.666666666667
"Kieron Pollard",2010,"Murali Kartik","Mumbai Indians",1,0,3,0,"All","All",Inf,33.3333333333333
"Kieron Pollard",2010,"Muthiah Muralidaran","Mumbai Indians",6,1,2,0,"All","All",6,300
"Kieron Pollard",2010,"Pankaj Singh","Mumbai Indians",20,0,5,0,"All","All",Inf,400
"Kieron Pollard",2010,"Piyush Chawla","Mumbai Indians",12,0,5,0,"All","All",Inf,240
"Kieron Pollard",2010,"Pragyan Ojha","Mumbai Indians",1,0,4,0,"All","All",Inf,25
"Kieron Pollard",2010,"Praveen Kumar","Mumbai Indians",13,0,5,0,"All","All",Inf,260
"Kieron Pollard",2010,"Ramesh Powar","Mumbai Indians",4,0,4,0,"All","All",Inf,100
"Kieron Pollard",2010,"Ravichandran Ashwin","Mumbai Indians",2,1,4,0,"All","All",2,50
"Kieron Pollard",2010,"Ryan Harris","Mumbai Indians",20,1,9,0,"All","All",20,222.222222222222
"Kieron Pollard",2010,"Sarabjit Ladda","Mumbai Indians",17,1,8,0,"All","All",17,212.5
"Kieron Pollard",2010,"Shadab Jakati","Mumbai Indians",2,0,3,0,"All","All",Inf,66.6666666666667
"Kieron Pollard",2010,"Shane Watson","Mumbai Indians",5,0,2,0,"All","All",Inf,250
"Kieron Pollard",2010,"Siddharth Trivedi","Mumbai Indians",3,0,3,0,"All","All",Inf,100
"Kieron Pollard",2010,"Sudeep Tyagi","Mumbai Indians",2,0,1,0,"All","All",Inf,200
"Kieron Pollard",2010,"Thisara Perera","Mumbai Indians",8,0,2,0,"All","All",Inf,400
"Kieron Pollard",2010,"Vikramjeet Malik","Mumbai Indians",5,0,2,0,"All","All",Inf,250
"Kieron Pollard",2010,"Vinay Kumar","Mumbai Indians",19,0,9,0,"All","All",Inf,211.111111111111
"Kieron Pollard",2010,"Yuvraj Singh","Mumbai Indians",3,0,3,0,"All","All",Inf,100
"Kieron Pollard",2011,"Ajit Agarkar","Mumbai Indians",2,0,3,0,"All","All",Inf,66.6666666666667
"Kieron Pollard",2011,"Alfonso Thomas","Mumbai Indians",17,0,6,0,"All","All",Inf,283.333333333333
"Kieron Pollard",2011,"Amit Mishra","Mumbai Indians",5,0,3,0,"All","All",Inf,166.666666666667
"Kieron Pollard",2011,"Amit Singh","Mumbai Indians",2,0,4,0,"All","All",Inf,50
"Kieron Pollard",2011,"Anand Rajan","Mumbai Indians",13,1,5,0,"All","All",13,260
"Kieron Pollard",2011,"Ashok Menaria","Mumbai Indians",11,0,5,0,"All","All",Inf,220
"Kieron Pollard",2011,"Bhargav Bhatt","Mumbai Indians",7,1,3,0,"All","All",7,233.333333333333
"Kieron Pollard",2011,"Brett Lee","Mumbai Indians",1,0,2,0,"All","All",Inf,50
"Kieron Pollard",2011,"Daniel Vettori","Mumbai Indians",1,1,4,0,"All","All",1,25
"Kieron Pollard",2011,"Doug Bollinger","Mumbai Indians",0,0,2,0,"All","All",NA,0
"Kieron Pollard",2011,"Iqbal Abdulla","Mumbai Indians",6,0,7,0,"All","All",Inf,85.7142857142857
"Kieron Pollard",2011,"Ishant Sharma","Mumbai Indians",5,0,2,0,"All","All",Inf,250
"Kieron Pollard",2011,"Jacques Kallis","Mumbai Indians",2,0,3,0,"All","All",Inf,66.6666666666667
"Kieron Pollard",2011,"Jamaluddin Syed Mohammad","Mumbai Indians",2,0,2,0,"All","All",Inf,100
"Kieron Pollard",2011,"James Hopes","Mumbai Indians",1,0,2,0,"All","All",Inf,50
"Kieron Pollard",2011,"Jerome Taylor","Mumbai Indians",10,1,8,0,"All","All",10,125
"Kieron Pollard",2011,"Johan Botha","Mumbai Indians",3,1,5,0,"All","All",3,60
"Kieron Pollard",2011,"Lakshmipathy Balaji","Mumbai Indians",1,1,2,0,"All","All",1,50
"Kieron Pollard",2011,"Morne Morkel","Mumbai Indians",5,0,2,0,"All","All",Inf,250
"Kieron Pollard",2011,"Paul Valthaty","Mumbai Indians",8,0,4,0,"All","All",Inf,200
"Kieron Pollard",2011,"Piyush Chawla","Mumbai Indians",11,1,5,0,"All","All",11,220
"Kieron Pollard",2011,"Pragyan Ojha","Mumbai Indians",1,1,4,0,"All","All",1,25
"Kieron Pollard",2011,"Rahul Sharma","Mumbai Indians",1,0,7,0,"All","All",Inf,14.2857142857143
"Kieron Pollard",2011,"Rajat Bhatia","Mumbai Indians",9,0,8,0,"All","All",Inf,112.5
"Kieron Pollard",2011,"Ryan Harris","Mumbai Indians",3,0,4,0,"All","All",Inf,75
"Kieron Pollard",2011,"Shahbaz Nadeem","Mumbai Indians",1,0,1,0,"All","All",Inf,100
"Kieron Pollard",2011,"Shakib Al Hasan","Mumbai Indians",2,1,5,0,"All","All",2,40
"Kieron Pollard",2011,"Shalabh Srivastava","Mumbai Indians",8,0,6,0,"All","All",Inf,133.333333333333
"Kieron Pollard",2011,"Shane Warne","Mumbai Indians",4,0,6,0,"All","All",Inf,66.6666666666667
"Kieron Pollard",2011,"Shane Watson","Mumbai Indians",3,1,9,0,"All","All",3,33.3333333333333
"Kieron Pollard",2011,"Siddharth Trivedi","Mumbai Indians",1,0,4,0,"All","All",Inf,25
"Kieron Pollard",2012,"Ajit Agarkar","Mumbai Indians",10,0,6,0,"All","All",Inf,166.666666666667
"Kieron Pollard",2012,"Albie Morkel","Mumbai Indians",1,0,4,0,"All","All",Inf,25
"Kieron Pollard",2012,"Amit Mishra","Mumbai Indians",8,0,6,0,"All","All",Inf,133.333333333333
"Kieron Pollard",2012,"Ankeet Chavan","Mumbai Indians",16,1,9,0,"All","All",16,177.777777777778
"Kieron Pollard",2012,"Ankit Sharma","Mumbai Indians",7,0,3,0,"All","All",Inf,233.333333333333
"Kieron Pollard",2012,"Azhar Mahmood","Mumbai Indians",9,0,8,0,"All","All",Inf,112.5
