"Bowling_Team","Bowler","Batting_Team","Stadium","Runs","Wickets","Balls","Season","Average","Economy"
"Sunrisers Hyderabad","Ishant Sharma","Delhi Capitals","Rajiv Gandhi International Stadium",11,1,18,"All",11,3.66666666666667
"Sunrisers Hyderabad","Ishant Sharma","Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",39,0,24,"All",Inf,9.75
"Sunrisers Hyderabad","Ishant Sharma","Kolkata Knight Riders","Eden Gardens",33,0,24,"All",Inf,8.25
"Sunrisers Hyderabad","Ishant Sharma","Mumbai Indians","Rajiv Gandhi International Stadium",15,2,24,"All",7.5,3.75
"Sunrisers Hyderabad","Ishant Sharma","Mumbai Indians","Wankhede Stadium",32,1,24,"All",32,8
"Sunrisers Hyderabad","Ishant Sharma","Pune Warriors","Rajiv Gandhi International Stadium",22,0,24,"All",Inf,5.5
"Sunrisers Hyderabad","Ishant Sharma","Pune Warriors","Subrata Roy Sahara Stadium",22,1,24,"All",22,5.5
"Sunrisers Hyderabad","Ishant Sharma","Punjab Kings","Punjab Cricket Association Stadium",22,0,18,"All",Inf,7.33333333333333
"Sunrisers Hyderabad","Ishant Sharma","Punjab Kings","Rajiv Gandhi International Stadium",78,2,48,"All",39,9.75
"Sunrisers Hyderabad","Ishant Sharma","Rajasthan Royals","Brabourne Stadium",25,1,18,"All",25,8.33333333333333
"Sunrisers Hyderabad","Ishant Sharma","Rajasthan Royals","Feroz Shah Kotla",31,1,18,"All",31,10.3333333333333
"Sunrisers Hyderabad","Ishant Sharma","Rajasthan Royals","Rajiv Gandhi International Stadium",22,0,24,"All",Inf,5.5
"Sunrisers Hyderabad","Ishant Sharma","Rajasthan Royals","Sawai Mansingh Stadium",35,0,18,"All",Inf,11.6666666666667
"Sunrisers Hyderabad","Ishant Sharma","Rajasthan Royals","Sheikh Zayed Stadium",29,1,24,"All",29,7.25
"Sunrisers Hyderabad","Ishant Sharma","Royal Challengers Bangalore","M Chinnaswamy Stadium",65,1,40,"All",65,9.75
"Sunrisers Hyderabad","Ishant Sharma","Royal Challengers Bangalore","Rajiv Gandhi International Stadium",27,3,24,"All",9,6.75
"Sunrisers Hyderabad","Jagadeesha Suchith","Chennai Super Kings","Arun Jaitley Stadium",45,0,18,"All",Inf,15
"Sunrisers Hyderabad","Jagadeesha Suchith","Delhi Capitals","MA Chidambaram Stadium",21,0,24,"All",Inf,5.25
"Sunrisers Hyderabad","Jagadeesha Suchith","Kolkata Knight Riders","Brabourne Stadium",32,1,18,"All",32,10.6666666666667
"Sunrisers Hyderabad","Jagadeesha Suchith","Punjab Kings","Dr DY Patil Sports Academy",28,1,24,"All",28,7
"Sunrisers Hyderabad","Jagadeesha Suchith","Punjab Kings","Wankhede Stadium",38,1,24,"All",38,9.5
"Sunrisers Hyderabad","Jagadeesha Suchith","Royal Challengers Bangalore","Brabourne Stadium",12,2,18,"All",6,4
"Sunrisers Hyderabad","Jagadeesha Suchith","Royal Challengers Bangalore","Wankhede Stadium",30,2,24,"All",15,7.5
"Sunrisers Hyderabad","Jason Holder","Chennai Super Kings","Sharjah Cricket Stadium",27,3,24,"All",9,6.75
"Sunrisers Hyderabad","Jason Holder","Delhi Capitals","Dubai International Cricket Stadium",79,1,47,"All",79,10.0851063829787
"Sunrisers Hyderabad","Jason Holder","Delhi Capitals","Sheikh Zayed Stadium",50,1,24,"All",50,12.5
"Sunrisers Hyderabad","Jason Holder","Kolkata Knight Riders","Dubai International Cricket Stadium",32,2,24,"All",16,8
"Sunrisers Hyderabad","Jason Holder","Kolkata Knight Riders","Eden Gardens",35,1,18,"All",35,11.6666666666667
"Sunrisers Hyderabad","Jason Holder","Mumbai Indians","Sharjah Cricket Stadium",25,2,24,"All",12.5,6.25
"Sunrisers Hyderabad","Jason Holder","Mumbai Indians","Zayed Cricket Stadium",52,4,24,"All",13,13
"Sunrisers Hyderabad","Jason Holder","Punjab Kings","Dubai International Cricket Stadium",27,2,24,"All",13.5,6.75
"Sunrisers Hyderabad","Jason Holder","Punjab Kings","Sharjah Cricket Stadium",19,3,24,"All",6.33333333333333,4.75
"Sunrisers Hyderabad","Jason Holder","Rajasthan Royals","Dubai International Cricket Stadium",60,3,48,"All",20,7.5
"Sunrisers Hyderabad","Jason Holder","Royal Challengers Bangalore","MA Chidambaram Stadium",30,3,24,"All",10,7.5
"Sunrisers Hyderabad","Jason Holder","Royal Challengers Bangalore","Sharjah Cricket Stadium",27,2,24,"All",13.5,6.75
"Sunrisers Hyderabad","Jason Holder","Royal Challengers Bangalore","Sheikh Zayed Stadium",25,3,24,"All",8.33333333333333,6.25
"Sunrisers Hyderabad","Jason Holder","Royal Challengers Bangalore","Zayed Cricket Stadium",27,1,24,"All",27,6.75
"Sunrisers Hyderabad","Kane Williamson","Kolkata Knight Riders","Eden Gardens",7,0,6,"All",Inf,7
"Sunrisers Hyderabad","Kane Williamson","Mumbai Indians","Sharjah Cricket Stadium",24,0,12,"All",Inf,12
"Sunrisers Hyderabad","Karn Sharma","Chennai Super Kings","JSCA International Stadium Complex",19,2,24,"All",9.5,4.75
"Sunrisers Hyderabad","Karn Sharma","Chennai Super Kings","MA Chidambaram Stadium",59,0,48,"All",Inf,7.375
"Sunrisers Hyderabad","Karn Sharma","Chennai Super Kings","Rajiv Gandhi International Stadium",38,0,24,"All",Inf,9.5
"Sunrisers Hyderabad","Karn Sharma","Chennai Super Kings","Sharjah Cricket Stadium",35,1,24,"All",35,8.75
"Sunrisers Hyderabad","Karn Sharma","Delhi Capitals","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",25,0,12,"All",Inf,12.5
"Sunrisers Hyderabad","Karn Sharma","Delhi Capitals","Dubai International Cricket Stadium",23,1,24,"All",23,5.75
"Sunrisers Hyderabad","Karn Sharma","Delhi Capitals","Feroz Shah Kotla",29,0,18,"All",Inf,9.66666666666667
"Sunrisers Hyderabad","Karn Sharma","Delhi Capitals","Rajiv Gandhi International Stadium",9,1,12,"All",9,4.5
"Sunrisers Hyderabad","Karn Sharma","Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",37,2,36,"All",18.5,6.16666666666667
"Sunrisers Hyderabad","Karn Sharma","Kolkata Knight Riders","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",5,0,6,"All",Inf,5
"Sunrisers Hyderabad","Karn Sharma","Kolkata Knight Riders","Eden Gardens",119,7,78,"All",17,9.15384615384615
"Sunrisers Hyderabad","Karn Sharma","Kolkata Knight Riders","Rajiv Gandhi International Stadium",58,2,56,"All",29,6.21428571428572
"Sunrisers Hyderabad","Karn Sharma","Mumbai Indians","Dubai International Cricket Stadium",33,0,24,"All",Inf,8.25
"Sunrisers Hyderabad","Karn Sharma","Mumbai Indians","Rajiv Gandhi International Stadium",88,1,57,"All",88,9.26315789473684
"Sunrisers Hyderabad","Karn Sharma","Mumbai Indians","Wankhede Stadium",52,3,42,"All",17.3333333333333,7.42857142857143
"Sunrisers Hyderabad","Karn Sharma","Pune Warriors","Subrata Roy Sahara Stadium",13,1,18,"All",13,4.33333333333333
"Sunrisers Hyderabad","Karn Sharma","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",26,0,24,"All",Inf,6.5
"Sunrisers Hyderabad","Karn Sharma","Punjab Kings","Punjab Cricket Association Stadium",28,1,30,"All",28,5.6
"Sunrisers Hyderabad","Karn Sharma","Punjab Kings","Rajiv Gandhi International Stadium",85,3,54,"All",28.3333333333333,9.44444444444444
"Sunrisers Hyderabad","Karn Sharma","Punjab Kings","Sharjah Cricket Stadium",37,0,24,"All",Inf,9.25
"Sunrisers Hyderabad","Karn Sharma","Rajasthan Royals","Brabourne Stadium",28,1,18,"All",28,9.33333333333333
"Sunrisers Hyderabad","Karn Sharma","Rajasthan Royals","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",19,1,18,"All",19,6.33333333333333
"Sunrisers Hyderabad","Karn Sharma","Rajasthan Royals","Feroz Shah Kotla",24,1,12,"All",24,12
"Sunrisers Hyderabad","Karn Sharma","Rajasthan Royals","Rajiv Gandhi International Stadium",33,2,24,"All",16.5,8.25
"Sunrisers Hyderabad","Karn Sharma","Rajasthan Royals","Sardar Patel Stadium",20,1,24,"All",20,5
"Sunrisers Hyderabad","Karn Sharma","Rajasthan Royals","Sawai Mansingh Stadium",24,0,11,"All",Inf,13.0909090909091
"Sunrisers Hyderabad","Karn Sharma","Rajasthan Royals","Sheikh Zayed Stadium",8,0,12,"All",Inf,4
"Sunrisers Hyderabad","Karn Sharma","Royal Challengers Bangalore","M Chinnaswamy Stadium",94,4,72,"All",23.5,7.83333333333333
"Sunrisers Hyderabad","Karn Sharma","Royal Challengers Bangalore","Rajiv Gandhi International Stadium",41,1,24,"All",41,10.25
"Sunrisers Hyderabad","Kartik Tyagi","Delhi Capitals","Brabourne Stadium",37,0,24,"All",Inf,9.25
"Sunrisers Hyderabad","Kartik Tyagi","Royal Challengers Bangalore","Wankhede Stadium",42,1,24,"All",42,10.5
"Sunrisers Hyderabad","Khaleel Ahmed","Chennai Super Kings","Arun Jaitley Stadium",36,0,24,"All",Inf,9
"Sunrisers Hyderabad","Khaleel Ahmed","Chennai Super Kings","Dubai International Cricket Stadium",79,2,47,"All",39.5,10.0851063829787
"Sunrisers Hyderabad","Khaleel Ahmed","Chennai Super Kings","MA Chidambaram Stadium",26,0,24,"All",Inf,6.5
"Sunrisers Hyderabad","Khaleel Ahmed","Chennai Super Kings","Rajiv Gandhi International Stadium",22,1,24,"All",22,5.5
"Sunrisers Hyderabad","Khaleel Ahmed","Delhi Capitals","Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium",24,3,17,"All",8,8.47058823529412
"Sunrisers Hyderabad","Khaleel Ahmed","Delhi Capitals","Dubai International Cricket Stadium",33,1,24,"All",33,8.25
"Sunrisers Hyderabad","Khaleel Ahmed","Delhi Capitals","MA Chidambaram Stadium",42,0,24,"All",Inf,10.5
"Sunrisers Hyderabad","Khaleel Ahmed","Delhi Capitals","Rajiv Gandhi International Stadium",30,3,24,"All",10,7.5
"Sunrisers Hyderabad","Khaleel Ahmed","Delhi Capitals","Zayed Cricket Stadium",43,1,24,"All",43,10.75
"Sunrisers Hyderabad","Khaleel Ahmed","Kolkata Knight Riders","Eden Gardens",38,0,18,"All",Inf,12.6666666666667
"Sunrisers Hyderabad","Khaleel Ahmed","Kolkata Knight Riders","Rajiv Gandhi International Stadium",33,3,24,"All",11,8.25
"Sunrisers Hyderabad","Khaleel Ahmed","Kolkata Knight Riders","Zayed Cricket Stadium",28,1,18,"All",28,9.33333333333333
"Sunrisers Hyderabad","Khaleel Ahmed","Mumbai Indians","MA Chidambaram Stadium",24,1,24,"All",24,6
"Sunrisers Hyderabad","Khaleel Ahmed","Mumbai Indians","Wankhede Stadium",42,3,24,"All",14,10.5
"Sunrisers Hyderabad","Khaleel Ahmed","Punjab Kings","Dubai International Cricket Stadium",55,2,42,"All",27.5,7.85714285714286
"Sunrisers Hyderabad","Khaleel Ahmed","Punjab Kings","MA Chidambaram Stadium",21,3,24,"All",7,5.25
"Sunrisers Hyderabad","Khaleel Ahmed","Punjab Kings","Rajiv Gandhi International Stadium",40,3,24,"All",13.3333333333333,10
"Sunrisers Hyderabad","Khaleel Ahmed","Punjab Kings","Sharjah Cricket Stadium",22,0,18,"All",Inf,7.33333333333333
"Sunrisers Hyderabad","Khaleel Ahmed","Rajasthan Royals","Arun Jaitley Stadium",41,0,24,"All",Inf,10.25
"Sunrisers Hyderabad","Khaleel Ahmed","Rajasthan Royals","Dubai International Cricket Stadium",37,2,23,"All",18.5,9.65217391304348
"Sunrisers Hyderabad","Khaleel Ahmed","Rajasthan Royals","Sawai Mansingh Stadium",33,1,24,"All",33,8.25
"Sunrisers Hyderabad","Khaleel Ahmed","Royal Challengers Bangalore","M Chinnaswamy Stadium",37,3,24,"All",12.3333333333333,9.25
"Sunrisers Hyderabad","Marco Jansen","Chennai Super Kings","Dr DY Patil Sports Academy",30,1,24,"All",30,7.5
"Sunrisers Hyderabad","Marco Jansen","Chennai Super Kings","Maharashtra Cricket Association Stadium",38,0,24,"All",Inf,9.5
"Sunrisers Hyderabad","Marco Jansen","Gujarat Titans","Dr DY Patil Sports Academy",27,1,24,"All",27,6.75
"Sunrisers Hyderabad","Marco Jansen","Gujarat Titans","Wankhede Stadium",63,0,24,"All",Inf,15.75
"Sunrisers Hyderabad","Marco Jansen","Kolkata Knight Riders","Brabourne Stadium",26,1,24,"All",26,6.5
"Sunrisers Hyderabad","Marco Jansen","Kolkata Knight Riders","Maharashtra Cricket Association Stadium",30,1,24,"All",30,7.5
"Sunrisers Hyderabad","Marco Jansen","Punjab Kings","Dr DY Patil Sports Academy",35,0,24,"All",Inf,8.75
"Sunrisers Hyderabad","Marco Jansen","Royal Challengers Bangalore","Brabourne Stadium",25,3,24,"All",8.33333333333333,6.25
"Sunrisers Hyderabad","Mitchell Marsh","Royal Challengers Bangalore","Dubai International Cricket Stadium",6,0,4,"All",Inf,9
"Sunrisers Hyderabad","Mohammad Nabi","Delhi Capitals","Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium",29,0,24,"All",Inf,7.25
"Sunrisers Hyderabad","Mohammad Nabi","Delhi Capitals","Feroz Shah Kotla",21,2,24,"All",10.5,5.25
"Sunrisers Hyderabad","Mohammad Nabi","Gujarat Lions","Green Park",17,0,18,"All",Inf,5.66666666666667
"Sunrisers Hyderabad","Mohammad Nabi","Kolkata Knight Riders","MA Chidambaram Stadium",32,2,24,"All",16,8
"Sunrisers Hyderabad","Mohammad Nabi","Kolkata Knight Riders","Zayed Cricket Stadium",23,0,24,"All",Inf,5.75
"Sunrisers Hyderabad","Mohammad Nabi","Mumbai Indians","Rajiv Gandhi International Stadium",26,2,48,"All",13,3.25
"Sunrisers Hyderabad","Mohammad Nabi","Mumbai Indians","Wankhede Stadium",47,2,42,"All",23.5,6.71428571428571
"Sunrisers Hyderabad","Mohammad Nabi","Mumbai Indians","Zayed Cricket Stadium",33,0,18,"All",Inf,11
"Sunrisers Hyderabad","Mohammad Nabi","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",42,0,23,"All",Inf,10.9565217391304
"Sunrisers Hyderabad","Mohammad Nabi","Punjab Kings","Rajiv Gandhi International Stadium",80,1,54,"All",80,8.88888888888889
"Sunrisers Hyderabad","Mohammad Nabi","Rajasthan Royals","Arun Jaitley Stadium",21,0,6,"All",Inf,21
"Sunrisers Hyderabad","Mohammad Nabi","Royal Challengers Bangalore","M Chinnaswamy Stadium",26,0,14,"All",Inf,11.1428571428571
"Sunrisers Hyderabad","Mohammad Nabi","Royal Challengers Bangalore","Rajiv Gandhi International Stadium",11,4,24,"All",2.75,2.75
"Sunrisers Hyderabad","Mohammed Siraj","Delhi Capitals","Feroz Shah Kotla",41,2,24,"All",20.5,10.25
"Sunrisers Hyderabad","Mohammed Siraj","Delhi Capitals","Rajiv Gandhi International Stadium",39,2,24,"All",19.5,9.75
"Sunrisers Hyderabad","Mohammed Siraj","Gujarat Lions","Green Park",32,4,24,"All",8,8
"Sunrisers Hyderabad","Mohammed Siraj","Kolkata Knight Riders","Rajiv Gandhi International Stadium",26,2,24,"All",13,6.5
"Sunrisers Hyderabad","Mohammed Siraj","Mumbai Indians","Rajiv Gandhi International Stadium",32,0,18,"All",Inf,10.6666666666667
"Sunrisers Hyderabad","Mohammed Siraj","Rising Pune Supergiants","Maharashtra Cricket Association Stadium",42,0,24,"All",Inf,10.5
"Sunrisers Hyderabad","Moises Henriques","Chennai Super Kings","Rajiv Gandhi International Stadium",20,2,24,"All",10,5
"Sunrisers Hyderabad","Moises Henriques","Delhi Capitals","Feroz Shah Kotla",62,2,31,"All",31,12
"Sunrisers Hyderabad","Moises Henriques","Delhi Capitals","Rajiv Gandhi International Stadium",51,2,36,"All",25.5,8.5
"Sunrisers Hyderabad","Moises Henriques","Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",32,0,24,"All",Inf,8
"Sunrisers Hyderabad","Moises Henriques","Gujarat Lions","Feroz Shah Kotla",27,0,18,"All",Inf,9
"Sunrisers Hyderabad","Moises Henriques","Gujarat Lions","Green Park",12,0,6,"All",Inf,12
"Sunrisers Hyderabad","Moises Henriques","Gujarat Lions","Rajiv Gandhi International Stadium",36,1,24,"All",36,9
"Sunrisers Hyderabad","Moises Henriques","Gujarat Lions","Saurashtra Cricket Association Stadium",17,0,18,"All",Inf,5.66666666666667
"Sunrisers Hyderabad","Moises Henriques","Kolkata Knight Riders","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",9,1,6,"All",9,9
"Sunrisers Hyderabad","Moises Henriques","Kolkata Knight Riders","Eden Gardens",60,1,42,"All",60,8.57142857142857
"Sunrisers Hyderabad","Moises Henriques","Kolkata Knight Riders","Feroz Shah Kotla",17,2,18,"All",8.5,5.66666666666667
"Sunrisers Hyderabad","Moises Henriques","Kolkata Knight Riders","Rajiv Gandhi International Stadium",50,0,30,"All",Inf,10
"Sunrisers Hyderabad","Moises Henriques","Mumbai Indians","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",18,1,24,"All",18,4.5
"Sunrisers Hyderabad","Moises Henriques","Mumbai Indians","Rajiv Gandhi International Stadium",78,1,66,"All",78,7.09090909090909
"Sunrisers Hyderabad","Moises Henriques","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",68,1,36,"All",68,11.3333333333333
"Sunrisers Hyderabad","Moises Henriques","Punjab Kings","Punjab Cricket Association Stadium",30,1,24,"All",30,7.5
"Sunrisers Hyderabad","Moises Henriques","Punjab Kings","Rajiv Gandhi International Stadium",91,6,72,"All",15.1666666666667,7.58333333333333
"Sunrisers Hyderabad","Moises Henriques","Rajasthan Royals","Brabourne Stadium",29,1,18,"All",29,9.66666666666667
"Sunrisers Hyderabad","Moises Henriques","Rajasthan Royals","Sardar Patel Stadium",11,1,12,"All",11,5.5
"Sunrisers Hyderabad","Moises Henriques","Rising Pune Supergiants","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",20,1,18,"All",20,6.66666666666667
"Sunrisers Hyderabad","Moises Henriques","Rising Pune Supergiants","Maharashtra Cricket Association Stadium",4,0,6,"All",Inf,4
"Sunrisers Hyderabad","Moises Henriques","Rising Pune Supergiants","Rajiv Gandhi International Stadium",31,1,29,"All",31,6.41379310344828
"Sunrisers Hyderabad","Moises Henriques","Royal Challengers Bangalore","M Chinnaswamy Stadium",81,0,42,"All",Inf,11.5714285714286
"Sunrisers Hyderabad","Moises Henriques","Royal Challengers Bangalore","Rajiv Gandhi International Stadium",63,3,42,"All",21,9
"Sunrisers Hyderabad","Mujeeb Ur Rahman","Mumbai Indians","MA Chidambaram Stadium",29,2,24,"All",14.5,7.25
"Sunrisers Hyderabad","Mustafizur Rahman","Delhi Capitals","Rajiv Gandhi International Stadium",39,0,24,"All",Inf,9.75
"Sunrisers Hyderabad","Mustafizur Rahman","Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",24,1,24,"All",24,6
"Sunrisers Hyderabad","Mustafizur Rahman","Gujarat Lions","Rajiv Gandhi International Stadium",17,2,24,"All",8.5,4.25
"Sunrisers Hyderabad","Mustafizur Rahman","Gujarat Lions","Saurashtra Cricket Association Stadium",19,1,24,"All",19,4.75
"Sunrisers Hyderabad","Mustafizur Rahman","Kolkata Knight Riders","Eden Gardens",32,1,24,"All",32,8
"Sunrisers Hyderabad","Mustafizur Rahman","Kolkata Knight Riders","Feroz Shah Kotla",28,0,24,"All",Inf,7
"Sunrisers Hyderabad","Mustafizur Rahman","Kolkata Knight Riders","Rajiv Gandhi International Stadium",29,1,24,"All",29,7.25
"Sunrisers Hyderabad","Mustafizur Rahman","Mumbai Indians","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",16,3,18,"All",5.33333333333333,5.33333333333333
"Sunrisers Hyderabad","Mustafizur Rahman","Mumbai Indians","Rajiv Gandhi International Stadium",32,1,24,"All",32,8
"Sunrisers Hyderabad","Mustafizur Rahman","Mumbai Indians","Wankhede Stadium",34,0,16,"All",Inf,12.75
"Sunrisers Hyderabad","Mustafizur Rahman","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",32,1,24,"All",32,8
"Sunrisers Hyderabad","Mustafizur Rahman","Punjab Kings","Rajiv Gandhi International Stadium",9,2,24,"All",4.5,2.25
"Sunrisers Hyderabad","Mustafizur Rahman","Rising Pune Supergiants","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",26,0,24,"All",Inf,6.5
"Sunrisers Hyderabad","Mustafizur Rahman","Rising Pune Supergiants","Rajiv Gandhi International Stadium",21,0,12,"All",Inf,10.5
"Sunrisers Hyderabad","Mustafizur Rahman","Royal Challengers Bangalore","M Chinnaswamy Stadium",63,3,48,"All",21,7.875
"Sunrisers Hyderabad","Mustafizur Rahman","Royal Challengers Bangalore","Rajiv Gandhi International Stadium",34,1,24,"All",34,8.5
"Sunrisers Hyderabad","Parvez Rasool","Chennai Super Kings","JSCA International Stadium Complex",35,0,24,"All",Inf,8.75
"Sunrisers Hyderabad","Parvez Rasool","Chennai Super Kings","MA Chidambaram Stadium",11,0,6,"All",Inf,11
"Sunrisers Hyderabad","Parvez Rasool","Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",20,1,24,"All",20,5
"Sunrisers Hyderabad","Parvez Rasool","Kolkata Knight Riders","Eden Gardens",22,0,6,"All",Inf,22
"Sunrisers Hyderabad","Parvez Rasool","Royal Challengers Bangalore","Rajiv Gandhi International Stadium",26,1,24,"All",26,6.5
"Sunrisers Hyderabad","Praveen Kumar","Chennai Super Kings","Rajiv Gandhi International Stadium",33,0,24,"All",Inf,8.25
"Sunrisers Hyderabad","Praveen Kumar","Delhi Capitals","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",38,1,24,"All",38,9.5
"Sunrisers Hyderabad","Praveen Kumar","Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",34,0,12,"All",Inf,17
"Sunrisers Hyderabad","Praveen Kumar","Kolkata Knight Riders","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",18,1,12,"All",18,9
"Sunrisers Hyderabad","Praveen Kumar","Kolkata Knight Riders","Eden Gardens",10,0,6,"All",Inf,10
"Sunrisers Hyderabad","Praveen Kumar","Mumbai Indians","Rajiv Gandhi International Stadium",13,0,12,"All",Inf,6.5
"Sunrisers Hyderabad","Praveen Kumar","Mumbai Indians","Wankhede Stadium",35,2,24,"All",17.5,8.75
"Sunrisers Hyderabad","Praveen Kumar","Punjab Kings","Punjab Cricket Association Stadium",34,1,24,"All",34,8.5
"Sunrisers Hyderabad","Praveen Kumar","Rajasthan Royals","Brabourne Stadium",40,0,24,"All",Inf,10
"Sunrisers Hyderabad","Praveen Kumar","Rajasthan Royals","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",30,0,24,"All",Inf,7.5
"Sunrisers Hyderabad","Praveen Kumar","Royal Challengers Bangalore","M Chinnaswamy Stadium",34,1,24,"All",34,8.5
"Sunrisers Hyderabad","Praveen Kumar","Royal Challengers Bangalore","Rajiv Gandhi International Stadium",10,1,6,"All",10,10
"Sunrisers Hyderabad","Rashid Khan","Chennai Super Kings","Arun Jaitley Stadium",36,3,24,"All",12,9
"Sunrisers Hyderabad","Rashid Khan","Chennai Super Kings","Dubai International Cricket Stadium",42,0,48,"All",Inf,5.25
