"Bowling_Team","Bowler","Batting_Team","Stadium","Runs","Wickets","Balls","Season","Average","Economy"
"Punjab Kings","Harpreet Brar","Royal Challengers Bangalore","Brabourne Stadium",33,1,24,"All",33,8.25
"Punjab Kings","Harpreet Brar","Royal Challengers Bangalore","Dr DY Patil Sports Academy",38,0,18,"All",Inf,12.6666666666667
"Punjab Kings","Harpreet Brar","Royal Challengers Bangalore","Narendra Modi Stadium",19,3,24,"All",6.33333333333333,4.75
"Punjab Kings","Harpreet Brar","Royal Challengers Bangalore","Sharjah Cricket Stadium",26,0,24,"All",Inf,6.5
"Punjab Kings","Harpreet Brar","Sunrisers Hyderabad","Sharjah Cricket Stadium",25,0,24,"All",Inf,6.25
"Punjab Kings","Harpreet Brar","Sunrisers Hyderabad","Wankhede Stadium",26,3,24,"All",8.66666666666667,6.5
"Punjab Kings","Irfan Pathan","Chennai Super Kings","Himachal Pradesh Cricket Association Stadium",44,0,22,"All",Inf,12
"Punjab Kings","Irfan Pathan","Chennai Super Kings","Kingsmead",32,2,24,"All",16,8
"Punjab Kings","Irfan Pathan","Chennai Super Kings","MA Chidambaram Stadium",55,1,42,"All",55,7.85714285714286
"Punjab Kings","Irfan Pathan","Chennai Super Kings","Punjab Cricket Association Stadium",47,2,24,"All",23.5,11.75
"Punjab Kings","Irfan Pathan","Chennai Super Kings","SuperSport Park",38,1,24,"All",38,9.5
"Punjab Kings","Irfan Pathan","Chennai Super Kings","Wankhede Stadium",24,1,24,"All",24,6
"Punjab Kings","Irfan Pathan","Deccan Chargers","Barabati Stadium",16,1,18,"All",16,5.33333333333333
"Punjab Kings","Irfan Pathan","Deccan Chargers","De Beers Diamond Oval",42,0,24,"All",Inf,10.5
"Punjab Kings","Irfan Pathan","Deccan Chargers","Himachal Pradesh Cricket Association Stadium",35,1,18,"All",35,11.6666666666667
"Punjab Kings","Irfan Pathan","Deccan Chargers","New Wanderers Stadium",29,2,18,"All",14.5,9.66666666666667
"Punjab Kings","Irfan Pathan","Deccan Chargers","Rajiv Gandhi International Stadium",30,2,24,"All",15,7.5
"Punjab Kings","Irfan Pathan","Delhi Capitals","Feroz Shah Kotla",37,3,34,"All",12.3333333333333,6.52941176470588
"Punjab Kings","Irfan Pathan","Delhi Capitals","Newlands",9,0,6,"All",Inf,9
"Punjab Kings","Irfan Pathan","Delhi Capitals","OUTsurance Oval",22,2,24,"All",11,5.5
"Punjab Kings","Irfan Pathan","Delhi Capitals","Punjab Cricket Association Stadium",53,3,47,"All",17.6666666666667,6.76595744680851
"Punjab Kings","Irfan Pathan","Kolkata Knight Riders","Eden Gardens",72,1,46,"All",72,9.39130434782609
"Punjab Kings","Irfan Pathan","Kolkata Knight Riders","Kingsmead",27,0,18,"All",Inf,9
"Punjab Kings","Irfan Pathan","Kolkata Knight Riders","Punjab Cricket Association Stadium",60,4,48,"All",15,7.5
"Punjab Kings","Irfan Pathan","Kolkata Knight Riders","St George's Park",37,0,24,"All",Inf,9.25
"Punjab Kings","Irfan Pathan","Mumbai Indians","Brabourne Stadium",20,1,18,"All",20,6.66666666666667
"Punjab Kings","Irfan Pathan","Mumbai Indians","Kingsmead",20,2,24,"All",10,5
"Punjab Kings","Irfan Pathan","Mumbai Indians","Punjab Cricket Association Stadium",48,5,48,"All",9.6,6
"Punjab Kings","Irfan Pathan","Mumbai Indians","SuperSport Park",14,0,20,"All",Inf,4.2
"Punjab Kings","Irfan Pathan","Mumbai Indians","Wankhede Stadium",37,0,24,"All",Inf,9.25
"Punjab Kings","Irfan Pathan","Rajasthan Royals","Kingsmead",40,1,24,"All",40,10
"Punjab Kings","Irfan Pathan","Rajasthan Royals","Newlands",26,2,24,"All",13,6.5
"Punjab Kings","Irfan Pathan","Rajasthan Royals","Punjab Cricket Association Stadium",55,1,48,"All",55,6.875
"Punjab Kings","Irfan Pathan","Rajasthan Royals","Sawai Mansingh Stadium",38,1,30,"All",38,7.6
"Punjab Kings","Irfan Pathan","Royal Challengers Bangalore","Kingsmead",54,5,48,"All",10.8,6.75
"Punjab Kings","Irfan Pathan","Royal Challengers Bangalore","M Chinnaswamy Stadium",46,1,38,"All",46,7.26315789473684
"Punjab Kings","Irfan Pathan","Royal Challengers Bangalore","Punjab Cricket Association Stadium",59,2,43,"All",29.5,8.23255813953488
"Punjab Kings","Ishan Porel","Rajasthan Royals","Dubai International Cricket Stadium",39,1,24,"All",39,9.75
"Punjab Kings","Ishant Sharma","Kolkata Knight Riders","Eden Gardens",16,0,12,"All",Inf,8
"Punjab Kings","Ishant Sharma","Mumbai Indians","Holkar Cricket Stadium",58,0,24,"All",Inf,14.5
"Punjab Kings","Ishant Sharma","Mumbai Indians","Wankhede Stadium",29,0,18,"All",Inf,9.66666666666667
"Punjab Kings","Ishant Sharma","Sunrisers Hyderabad","Punjab Cricket Association IS Bindra Stadium",41,0,24,"All",Inf,10.25
"Punjab Kings","Ishant Sharma","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",23,0,24,"All",Inf,5.75
"Punjab Kings","Jalaj Saxena","Delhi Capitals","Wankhede Stadium",27,0,18,"All",Inf,9
"Punjab Kings","James Faulkner","Pune Warriors","Subrata Roy Sahara Stadium",31,1,24,"All",31,7.75
"Punjab Kings","James Faulkner","Rajasthan Royals","Sawai Mansingh Stadium",41,2,24,"All",20.5,10.25
"Punjab Kings","James Hopes","Chennai Super Kings","MA Chidambaram Stadium",36,0,24,"All",Inf,9
"Punjab Kings","James Hopes","Chennai Super Kings","Punjab Cricket Association Stadium",53,1,24,"All",53,13.25
"Punjab Kings","James Hopes","Chennai Super Kings","Wankhede Stadium",20,0,12,"All",Inf,10
"Punjab Kings","James Hopes","Delhi Capitals","Feroz Shah Kotla",2,2,6,"All",1,2
"Punjab Kings","James Hopes","Kolkata Knight Riders","Eden Gardens",23,1,12,"All",23,11.5
"Punjab Kings","James Hopes","Kolkata Knight Riders","Punjab Cricket Association Stadium",35,0,18,"All",Inf,11.6666666666667
"Punjab Kings","James Hopes","Mumbai Indians","Wankhede Stadium",13,0,12,"All",Inf,6.5
"Punjab Kings","James Hopes","Rajasthan Royals","Punjab Cricket Association Stadium",29,2,18,"All",14.5,9.66666666666667
"Punjab Kings","James Hopes","Rajasthan Royals","Sawai Mansingh Stadium",33,1,24,"All",33,8.25
"Punjab Kings","James Hopes","Royal Challengers Bangalore","M Chinnaswamy Stadium",10,0,6,"All",Inf,10
"Punjab Kings","James Hopes","Royal Challengers Bangalore","Punjab Cricket Association Stadium",22,0,12,"All",Inf,11
"Punjab Kings","James Neesham","Chennai Super Kings","Zayed Cricket Stadium",26,0,18,"All",Inf,8.66666666666667
"Punjab Kings","James Neesham","Delhi Capitals","Dubai International Cricket Stadium",17,1,12,"All",17,8.5
"Punjab Kings","James Neesham","Mumbai Indians","Zayed Cricket Stadium",52,0,24,"All",Inf,13
"Punjab Kings","James Neesham","Rajasthan Royals","Sharjah Cricket Stadium",40,1,24,"All",40,10
"Punjab Kings","James Neesham","Royal Challengers Bangalore","Dubai International Cricket Stadium",13,0,12,"All",Inf,6.5
"Punjab Kings","Jhye Richardson","Chennai Super Kings","Wankhede Stadium",21,0,18,"All",Inf,7
"Punjab Kings","Jhye Richardson","Delhi Capitals","Wankhede Stadium",41,2,24,"All",20.5,10.25
"Punjab Kings","Jhye Richardson","Rajasthan Royals","Wankhede Stadium",55,1,24,"All",55,13.75
"Punjab Kings","KC Cariappa","Delhi Capitals","Feroz Shah Kotla",23,1,18,"All",23,7.66666666666667
"Punjab Kings","KC Cariappa","Delhi Capitals","Punjab Cricket Association IS Bindra Stadium",37,1,24,"All",37,9.25
"Punjab Kings","KC Cariappa","Gujarat Lions","Saurashtra Cricket Association Stadium",39,2,42,"All",19.5,5.57142857142857
"Punjab Kings","KC Cariappa","Mumbai Indians","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",36,0,24,"All",Inf,9
"Punjab Kings","KC Cariappa","Royal Challengers Bangalore","M Chinnaswamy Stadium",55,0,18,"All",Inf,18.3333333333333
"Punjab Kings","KC Cariappa","Royal Challengers Bangalore","Punjab Cricket Association IS Bindra Stadium",16,2,18,"All",8,5.33333333333333
"Punjab Kings","KC Cariappa","Sunrisers Hyderabad","Punjab Cricket Association IS Bindra Stadium",42,0,24,"All",Inf,10.5
"Punjab Kings","KC Cariappa","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",38,1,24,"All",38,9.5
"Punjab Kings","Kagiso Rabada","Chennai Super Kings","Brabourne Stadium",28,1,18,"All",28,9.33333333333333
"Punjab Kings","Kagiso Rabada","Chennai Super Kings","Wankhede Stadium",23,2,24,"All",11.5,5.75
"Punjab Kings","Kagiso Rabada","Delhi Capitals","Brabourne Stadium",35,0,18,"All",Inf,11.6666666666667
"Punjab Kings","Kagiso Rabada","Delhi Capitals","Dr DY Patil Sports Academy",24,1,18,"All",24,8
"Punjab Kings","Kagiso Rabada","Gujarat Titans","Brabourne Stadium",35,2,24,"All",17.5,8.75
"Punjab Kings","Kagiso Rabada","Gujarat Titans","Dr DY Patil Sports Academy",33,4,24,"All",8.25,8.25
"Punjab Kings","Kagiso Rabada","Kolkata Knight Riders","Wankhede Stadium",23,1,18,"All",23,7.66666666666667
"Punjab Kings","Kagiso Rabada","Lucknow Super Giants","Maharashtra Cricket Association Stadium",38,4,24,"All",9.5,9.5
"Punjab Kings","Kagiso Rabada","Mumbai Indians","Maharashtra Cricket Association Stadium",29,2,24,"All",14.5,7.25
"Punjab Kings","Kagiso Rabada","Rajasthan Royals","Wankhede Stadium",50,1,24,"All",50,12.5
"Punjab Kings","Kagiso Rabada","Royal Challengers Bangalore","Brabourne Stadium",21,3,24,"All",7,5.25
"Punjab Kings","Kagiso Rabada","Sunrisers Hyderabad","Dr DY Patil Sports Academy",29,1,24,"All",29,7.25
"Punjab Kings","Kagiso Rabada","Sunrisers Hyderabad","Wankhede Stadium",38,1,24,"All",38,9.5
"Punjab Kings","Karan Goel","Chennai Super Kings","Punjab Cricket Association Stadium",25,0,12,"All",Inf,12.5
"Punjab Kings","Karan Goel","Chennai Super Kings","SuperSport Park",23,0,18,"All",Inf,7.66666666666667
"Punjab Kings","Karan Goel","Mumbai Indians","Brabourne Stadium",7,0,6,"All",Inf,7
"Punjab Kings","Karan Goel","Mumbai Indians","Kingsmead",11,0,12,"All",Inf,5.5
"Punjab Kings","Karan Goel","Mumbai Indians","SuperSport Park",16,0,12,"All",Inf,8
"Punjab Kings","Karan Goel","Rajasthan Royals","Kingsmead",11,0,6,"All",Inf,11
"Punjab Kings","Karanveer Singh","Chennai Super Kings","MA Chidambaram Stadium",43,0,24,"All",Inf,10.75
"Punjab Kings","Karanveer Singh","Chennai Super Kings","Wankhede Stadium",32,0,24,"All",Inf,8
"Punjab Kings","Karanveer Singh","Delhi Capitals","Punjab Cricket Association Stadium",22,2,24,"All",11,5.5
"Punjab Kings","Karanveer Singh","Kolkata Knight Riders","Eden Gardens",40,3,24,"All",13.3333333333333,10
"Punjab Kings","Karanveer Singh","Kolkata Knight Riders","M Chinnaswamy Stadium",54,4,24,"All",13.5,13.5
"Punjab Kings","Karanveer Singh","Mumbai Indians","Punjab Cricket Association Stadium",30,1,24,"All",30,7.5
"Punjab Kings","Karanveer Singh","Rajasthan Royals","Maharashtra Cricket Association Stadium",43,0,24,"All",Inf,10.75
"Punjab Kings","Karanveer Singh","Rajasthan Royals","Punjab Cricket Association Stadium",16,2,24,"All",8,4
"Punjab Kings","Karanveer Singh","Royal Challengers Bangalore","M Chinnaswamy Stadium",41,0,12,"All",Inf,20.5
"Punjab Kings","Krishnappa Gowtham","Delhi Capitals","Dubai International Cricket Stadium",39,0,24,"All",Inf,9.75
"Punjab Kings","Krishnappa Gowtham","Mumbai Indians","Zayed Cricket Stadium",45,1,24,"All",45,11.25
"Punjab Kings","Kyle Abbott","Kolkata Knight Riders","Punjab Cricket Association IS Bindra Stadium",32,0,18,"All",Inf,10.6666666666667
"Punjab Kings","Kyle Abbott","Rising Pune Supergiants","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",25,0,18,"All",Inf,8.33333333333333
"Punjab Kings","Kyle Abbott","Rising Pune Supergiants","Punjab Cricket Association IS Bindra Stadium",38,1,24,"All",38,9.5
"Punjab Kings","Kyle Abbott","Royal Challengers Bangalore","M Chinnaswamy Stadium",48,1,18,"All",48,16
"Punjab Kings","Kyle Abbott","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",34,0,18,"All",Inf,11.3333333333333
"Punjab Kings","Lakshmipathy Balaji","Chennai Super Kings","Sheikh Zayed Stadium",43,2,24,"All",21.5,10.75
"Punjab Kings","Lakshmipathy Balaji","Kolkata Knight Riders","M Chinnaswamy Stadium",41,0,24,"All",Inf,10.25
"Punjab Kings","Lakshmipathy Balaji","Kolkata Knight Riders","Sheikh Zayed Stadium",21,1,18,"All",21,7
"Punjab Kings","Lakshmipathy Balaji","Mumbai Indians","Wankhede Stadium",38,1,24,"All",38,9.5
"Punjab Kings","Lakshmipathy Balaji","Rajasthan Royals","Punjab Cricket Association Stadium",37,1,24,"All",37,9.25
"Punjab Kings","Lakshmipathy Balaji","Rajasthan Royals","Sharjah Cricket Stadium",46,0,24,"All",Inf,11.5
"Punjab Kings","Lakshmipathy Balaji","Royal Challengers Bangalore","Dubai International Cricket Stadium",17,1,24,"All",17,4.25
"Punjab Kings","Lakshmipathy Balaji","Royal Challengers Bangalore","M Chinnaswamy Stadium",43,2,18,"All",21.5,14.3333333333333
"Punjab Kings","Lakshmipathy Balaji","Sunrisers Hyderabad","Sharjah Cricket Stadium",13,4,24,"All",3.25,3.25
"Punjab Kings","Liam Livingstone","Chennai Super Kings","Brabourne Stadium",25,2,18,"All",12.5,8.33333333333333
"Punjab Kings","Liam Livingstone","Chennai Super Kings","Wankhede Stadium",12,0,6,"All",Inf,12
"Punjab Kings","Liam Livingstone","Delhi Capitals","Dr DY Patil Sports Academy",27,3,24,"All",9,6.75
"Punjab Kings","Liam Livingstone","Gujarat Titans","Brabourne Stadium",12,0,6,"All",Inf,12
"Punjab Kings","Liam Livingstone","Gujarat Titans","Dr DY Patil Sports Academy",15,1,15,"All",15,6
"Punjab Kings","Liam Livingstone","Kolkata Knight Riders","Wankhede Stadium",13,0,3,"All",Inf,26
"Punjab Kings","Liam Livingstone","Lucknow Super Giants","Maharashtra Cricket Association Stadium",23,0,12,"All",Inf,11.5
"Punjab Kings","Liam Livingstone","Mumbai Indians","Maharashtra Cricket Association Stadium",11,0,6,"All",Inf,11
"Punjab Kings","Liam Livingstone","Rajasthan Royals","Wankhede Stadium",6,0,6,"All",Inf,6
"Punjab Kings","Liam Livingstone","Royal Challengers Bangalore","Dr DY Patil Sports Academy",14,0,6,"All",Inf,14
"Punjab Kings","Liam Livingstone","Sunrisers Hyderabad","Dr DY Patil Sports Academy",19,0,12,"All",Inf,9.5
"Punjab Kings","Liam Livingstone","Sunrisers Hyderabad","Wankhede Stadium",25,0,24,"All",Inf,6.25
"Punjab Kings","Love Ablish","Delhi Capitals","Feroz Shah Kotla",19,1,12,"All",19,9.5
"Punjab Kings","Love Ablish","Mumbai Indians","Punjab Cricket Association Stadium",17,2,12,"All",8.5,8.5
"Punjab Kings","Love Ablish","Royal Challengers Bangalore","M Chinnaswamy Stadium",39,0,18,"All",Inf,13
"Punjab Kings","Mandeep Singh","Kolkata Knight Riders","Eden Gardens",18,0,6,"All",Inf,18
"Punjab Kings","Mandeep Singh","Rajasthan Royals","Punjab Cricket Association IS Bindra Stadium",8,0,6,"All",Inf,8
"Punjab Kings","Manoj Tiwary","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",10,0,6,"All",Inf,10
"Punjab Kings","Manpreet Gony","Chennai Super Kings","MA Chidambaram Stadium",29,0,12,"All",Inf,14.5
"Punjab Kings","Manpreet Gony","Kolkata Knight Riders","Punjab Cricket Association Stadium",18,1,24,"All",18,4.5
"Punjab Kings","Manpreet Gony","Mumbai Indians","Wankhede Stadium",43,1,24,"All",43,10.75
"Punjab Kings","Manpreet Gony","Pune Warriors","Punjab Cricket Association Stadium",32,1,24,"All",32,8
"Punjab Kings","Manpreet Gony","Rajasthan Royals","Punjab Cricket Association Stadium",22,0,12,"All",Inf,11
"Punjab Kings","Manpreet Gony","Royal Challengers Bangalore","M Chinnaswamy Stadium",47,0,24,"All",Inf,11.75
"Punjab Kings","Manpreet Gony","Royal Challengers Bangalore","Punjab Cricket Association Stadium",41,2,24,"All",20.5,10.25
"Punjab Kings","Manpreet Gony","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",24,2,24,"All",12,6
"Punjab Kings","Marcus Stoinis","Delhi Capitals","Punjab Cricket Association IS Bindra Stadium",47,3,30,"All",15.6666666666667,9.4
"Punjab Kings","Marcus Stoinis","Gujarat Lions","Punjab Cricket Association IS Bindra Stadium",27,1,12,"All",27,13.5
"Punjab Kings","Marcus Stoinis","Gujarat Lions","Saurashtra Cricket Association Stadium",35,0,30,"All",Inf,7
"Punjab Kings","Marcus Stoinis","Kolkata Knight Riders","Eden Gardens",40,0,27,"All",Inf,8.88888888888889
"Punjab Kings","Marcus Stoinis","Mumbai Indians","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",15,4,24,"All",3.75,3.75
"Punjab Kings","Marcus Stoinis","Mumbai Indians","Holkar Cricket Stadium",65,2,30,"All",32.5,13
"Punjab Kings","Marcus Stoinis","Mumbai Indians","Wankhede Stadium",43,1,18,"All",43,14.3333333333333
"Punjab Kings","Marcus Stoinis","Rajasthan Royals","Holkar Cricket Stadium",6,0,6,"All",Inf,6
"Punjab Kings","Marcus Stoinis","Rajasthan Royals","Sawai Mansingh Stadium",15,1,12,"All",15,7.5
"Punjab Kings","Marcus Stoinis","Rising Pune Supergiants","Holkar Cricket Stadium",28,1,18,"All",28,9.33333333333333
"Punjab Kings","Marcus Stoinis","Royal Challengers Bangalore","Holkar Cricket Stadium",40,0,24,"All",Inf,10
"Punjab Kings","Marcus Stoinis","Royal Challengers Bangalore","Punjab Cricket Association IS Bindra Stadium",35,0,18,"All",Inf,11.6666666666667
"Punjab Kings","Marcus Stoinis","Sunrisers Hyderabad","Punjab Cricket Association IS Bindra Stadium",28,0,18,"All",Inf,9.33333333333333
"Punjab Kings","Matt Henry","Kolkata Knight Riders","Punjab Cricket Association IS Bindra Stadium",31,1,18,"All",31,10.3333333333333
"Punjab Kings","Matt Henry","Mumbai Indians","Wankhede Stadium",40,0,12,"All",Inf,20
"Punjab Kings","Michael Neser","Royal Challengers Bangalore","Punjab Cricket Association Stadium",62,0,24,"All",Inf,15.5
"Punjab Kings","Mitchell Johnson","Chennai Super Kings","Barabati Stadium",37,2,24,"All",18.5,9.25
"Punjab Kings","Mitchell Johnson","Chennai Super Kings","MA Chidambaram Stadium",40,0,24,"All",Inf,10
"Punjab Kings","Mitchell Johnson","Chennai Super Kings","Sheikh Zayed Stadium",47,0,24,"All",Inf,11.75
"Punjab Kings","Mitchell Johnson","Chennai Super Kings","Wankhede Stadium",44,1,24,"All",44,11
"Punjab Kings","Mitchell Johnson","Delhi Capitals","Feroz Shah Kotla",28,0,18,"All",Inf,9.33333333333333
"Punjab Kings","Mitchell Johnson","Delhi Capitals","Maharashtra Cricket Association Stadium",42,0,24,"All",Inf,10.5
"Punjab Kings","Mitchell Johnson","Delhi Capitals","Punjab Cricket Association Stadium",27,2,19,"All",13.5,8.52631578947368
"Punjab Kings","Mitchell Johnson","Gujarat Lions","Punjab Cricket Association IS Bindra Stadium",35,1,24,"All",35,8.75
"Punjab Kings","Mitchell Johnson","Kolkata Knight Riders","Barabati Stadium",33,0,18,"All",Inf,11
"Punjab Kings","Mitchell Johnson","Kolkata Knight Riders","Eden Gardens",31,2,24,"All",15.5,7.75
"Punjab Kings","Mitchell Johnson","Kolkata Knight Riders","M Chinnaswamy Stadium",41,2,24,"All",20.5,10.25
"Punjab Kings","Mitchell Johnson","Kolkata Knight Riders","Maharashtra Cricket Association Stadium",41,1,23,"All",41,10.695652173913
"Punjab Kings","Mitchell Johnson","Kolkata Knight Riders","Sheikh Zayed Stadium",22,2,20,"All",11,6.6
"Punjab Kings","Mitchell Johnson","Mumbai Indians","Punjab Cricket Association IS Bindra Stadium",43,1,24,"All",43,10.75
"Punjab Kings","Mitchell Johnson","Mumbai Indians","Punjab Cricket Association Stadium",41,1,24,"All",41,10.25
"Punjab Kings","Mitchell Johnson","Mumbai Indians","Wankhede Stadium",60,2,48,"All",30,7.5
"Punjab Kings","Mitchell Johnson","Rajasthan Royals","Maharashtra Cricket Association Stadium",34,2,24,"All",17,8.5
"Punjab Kings","Mitchell Johnson","Rajasthan Royals","Sardar Patel Stadium",33,1,24,"All",33,8.25
"Punjab Kings","Mitchell Johnson","Rajasthan Royals","Sharjah Cricket Stadium",29,1,24,"All",29,7.25
"Punjab Kings","Mitchell Johnson","Royal Challengers Bangalore","Dubai International Cricket Stadium",19,2,24,"All",9.5,4.75
"Punjab Kings","Mitchell Johnson","Royal Challengers Bangalore","M Chinnaswamy Stadium",68,1,48,"All",68,8.5
"Punjab Kings","Mitchell Johnson","Sunrisers Hyderabad","Punjab Cricket Association Stadium",39,2,24,"All",19.5,9.75
"Punjab Kings","Mitchell Johnson","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",26,0,24,"All",Inf,6.5
"Punjab Kings","Mitchell Johnson","Sunrisers Hyderabad","Sharjah Cricket Stadium",26,2,24,"All",13,6.5
"Punjab Kings","Mohammed Shami","Chennai Super Kings","Dubai International Cricket Stadium",57,1,46,"All",57,7.43478260869565
"Punjab Kings","Mohammed Shami","Chennai Super Kings","MA Chidambaram Stadium",41,0,24,"All",Inf,10.25
"Punjab Kings","Mohammed Shami","Chennai Super Kings","Punjab Cricket Association IS Bindra Stadium",17,2,18,"All",8.5,5.66666666666667
"Punjab Kings","Mohammed Shami","Chennai Super Kings","Wankhede Stadium",21,2,24,"All",10.5,5.25
"Punjab Kings","Mohammed Shami","Chennai Super Kings","Zayed Cricket Stadium",29,0,24,"All",Inf,7.25
"Punjab Kings","Mohammed Shami","Delhi Capitals","Dubai International Cricket Stadium",43,5,48,"All",8.6,5.375
"Punjab Kings","Mohammed Shami","Delhi Capitals","Feroz Shah Kotla",21,1,24,"All",21,5.25
"Punjab Kings","Mohammed Shami","Delhi Capitals","Narendra Modi Stadium",37,0,18,"All",Inf,12.3333333333333
"Punjab Kings","Mohammed Shami","Delhi Capitals","Punjab Cricket Association IS Bindra Stadium",27,2,24,"All",13.5,6.75
"Punjab Kings","Mohammed Shami","Delhi Capitals","Wankhede Stadium",53,0,24,"All",Inf,13.25
"Punjab Kings","Mohammed Shami","Kolkata Knight Riders","Dubai International Cricket Stadium",23,1,24,"All",23,5.75
"Punjab Kings","Mohammed Shami","Kolkata Knight Riders","Eden Gardens",44,1,24,"All",44,11
"Punjab Kings","Mohammed Shami","Kolkata Knight Riders","Narendra Modi Stadium",25,1,24,"All",25,6.25
"Punjab Kings","Mohammed Shami","Kolkata Knight Riders","Punjab Cricket Association IS Bindra Stadium",15,1,18,"All",15,5
"Punjab Kings","Mohammed Shami","Kolkata Knight Riders","Sharjah Cricket Stadium",35,3,24,"All",11.6666666666667,8.75
"Punjab Kings","Mohammed Shami","Kolkata Knight Riders","Zayed Cricket Stadium",30,1,24,"All",30,7.5
"Punjab Kings","Mohammed Shami","Mumbai Indians","Dubai International Cricket Stadium",30,2,24,"All",15,7.5
"Punjab Kings","Mohammed Shami","Mumbai Indians","MA Chidambaram Stadium",21,2,24,"All",10.5,5.25
"Punjab Kings","Mohammed Shami","Mumbai Indians","Punjab Cricket Association IS Bindra Stadium",42,2,24,"All",21,10.5
"Punjab Kings","Mohammed Shami","Mumbai Indians","Wankhede Stadium",21,3,24,"All",7,5.25
"Punjab Kings","Mohammed Shami","Mumbai Indians","Zayed Cricket Stadium",78,2,48,"All",39,9.75
"Punjab Kings","Mohammed Shami","Rajasthan Royals","Dubai International Cricket Stadium",21,3,24,"All",7,5.25
"Punjab Kings","Mohammed Shami","Rajasthan Royals","Punjab Cricket Association IS Bindra Stadium",46,2,24,"All",23,11.5
"Punjab Kings","Mohammed Shami","Rajasthan Royals","Sawai Mansingh Stadium",33,0,24,"All",Inf,8.25
"Punjab Kings","Mohammed Shami","Rajasthan Royals","Sharjah Cricket Stadium",53,3,24,"All",17.6666666666667,13.25
"Punjab Kings","Mohammed Shami","Rajasthan Royals","Wankhede Stadium",33,2,24,"All",16.5,8.25
"Punjab Kings","Mohammed Shami","Rajasthan Royals","Zayed Cricket Stadium",36,0,18,"All",Inf,12
"Punjab Kings","Mohammed Shami","Royal Challengers Bangalore","Dubai International Cricket Stadium",14,1,18,"All",14,4.66666666666667
"Punjab Kings","Mohammed Shami","Royal Challengers Bangalore","M Chinnaswamy Stadium",53,1,24,"All",53,13.25
"Punjab Kings","Mohammed Shami","Royal Challengers Bangalore","Narendra Modi Stadium",28,1,22,"All",28,7.63636363636364
"Punjab Kings","Mohammed Shami","Royal Challengers Bangalore","Punjab Cricket Association IS Bindra Stadium",43,1,24,"All",43,10.75
"Punjab Kings","Mohammed Shami","Royal Challengers Bangalore","Sharjah Cricket Stadium",84,5,48,"All",16.8,10.5
"Punjab Kings","Mohammed Shami","Sunrisers Hyderabad","Dubai International Cricket Stadium",74,2,48,"All",37,9.25
"Punjab Kings","Mohammed Shami","Sunrisers Hyderabad","MA Chidambaram Stadium",16,0,12,"All",Inf,8
"Punjab Kings","Mohammed Shami","Sunrisers Hyderabad","Punjab Cricket Association IS Bindra Stadium",30,1,24,"All",30,7.5
"Punjab Kings","Mohammed Shami","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",36,2,24,"All",18,9
"Punjab Kings","Mohammed Shami","Sunrisers Hyderabad","Sharjah Cricket Stadium",14,2,24,"All",7,3.5
"Punjab Kings","Mohit Sharma","Chennai Super Kings","Maharashtra Cricket Association Stadium",28,1,19,"All",28,8.84210526315789
"Punjab Kings","Mohit Sharma","Chennai Super Kings","Punjab Cricket Association IS Bindra Stadium",47,1,24,"All",47,11.75
"Punjab Kings","Mohit Sharma","Delhi Capitals","Feroz Shah Kotla",46,1,36,"All",46,7.66666666666667
"Punjab Kings","Mohit Sharma","Delhi Capitals","Punjab Cricket Association IS Bindra Stadium",57,3,55,"All",19,6.21818181818182
"Punjab Kings","Mohit Sharma","Gujarat Lions","Punjab Cricket Association IS Bindra Stadium",59,0,40,"All",Inf,8.85
"Punjab Kings","Mohit Sharma","Gujarat Lions","Saurashtra Cricket Association Stadium",57,4,48,"All",14.25,7.125
"Punjab Kings","Mohit Sharma","Kolkata Knight Riders","Eden Gardens",69,0,42,"All",Inf,9.85714285714286
"Punjab Kings","Mohit Sharma","Kolkata Knight Riders","Holkar Cricket Stadium",40,1,24,"All",40,10
"Punjab Kings","Mohit Sharma","Kolkata Knight Riders","Punjab Cricket Association IS Bindra Stadium",53,2,37,"All",26.5,8.59459459459459
"Punjab Kings","Mohit Sharma","Mumbai Indians","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",26,2,24,"All",13,6.5
"Punjab Kings","Mohit Sharma","Mumbai Indians","Holkar Cricket Stadium",29,1,15,"All",29,11.6
"Punjab Kings","Mohit Sharma","Mumbai Indians","Punjab Cricket Association IS Bindra Stadium",38,3,24,"All",12.6666666666667,9.5
"Punjab Kings","Mohit Sharma","Mumbai Indians","Wankhede Stadium",91,2,42,"All",45.5,13
"Punjab Kings","Mohit Sharma","Rajasthan Royals","Sawai Mansingh Stadium",29,0,18,"All",Inf,9.66666666666667
