"Bowler","Season","Striker","Bowling_Team","Runs","Wickets","Balls","Stadium","Batting_Team","Average","Economy"
"Sreenath Aravind",2016,"Sanju Samson","Royal Challengers Bangalore",2,0,2,"All","All",Inf,6
"Sreenath Aravind",2016,"Shakib Al Hasan","Royal Challengers Bangalore",5,0,2,"All","All",Inf,15
"Sreenath Aravind",2016,"Shikhar Dhawan","Royal Challengers Bangalore",6,0,7,"All","All",Inf,5.14285714285714
"Sreenath Aravind",2016,"Shreyas Iyer","Royal Challengers Bangalore",1,1,4,"All","All",1,1.5
"Sreenath Aravind",2016,"Suresh Raina","Royal Challengers Bangalore",1,0,4,"All","All",Inf,1.5
"Sreenath Aravind",2016,"Suryakumar Yadav","Royal Challengers Bangalore",4,1,2,"All","All",4,12
"Sreenath Aravind",2016,"Wriddhiman Saha","Royal Challengers Bangalore",1,0,1,"All","All",Inf,6
"Sreenath Aravind",2016,"Yusuf Pathan","Royal Challengers Bangalore",2,0,3,"All","All",Inf,4
"Sreenath Aravind",2016,"Yuvraj Singh","Royal Challengers Bangalore",8,0,5,"All","All",Inf,9.6
"Sreenath Aravind",2017,"Aaron Finch","Royal Challengers Bangalore",10,0,4,"All","All",Inf,15
"Sreenath Aravind",2017,"Ajinkya Rahane","Royal Challengers Bangalore",2,0,2,"All","All",Inf,6
"Sreenath Aravind",2017,"Ben Stokes","Royal Challengers Bangalore",2,0,2,"All","All",Inf,6
"Sreenath Aravind",2017,"Brendon McCullum","Royal Challengers Bangalore",6,0,10,"All","All",Inf,3.6
"Sreenath Aravind",2017,"Chris Woakes","Royal Challengers Bangalore",2,0,2,"All","All",Inf,6
"Sreenath Aravind",2017,"Dan Christian","Royal Challengers Bangalore",1,1,3,"All","All",1,2
"Sreenath Aravind",2017,"Dinesh Karthik","Royal Challengers Bangalore",1,1,2,"All","All",1,3
"Sreenath Aravind",2017,"Gautam Gambhir","Royal Challengers Bangalore",5,0,2,"All","All",Inf,15
"Sreenath Aravind",2017,"Hardik Pandya","Royal Challengers Bangalore",2,0,2,"All","All",Inf,6
"Sreenath Aravind",2017,"Ishan Kishan","Royal Challengers Bangalore",34,0,13,"All","All",Inf,15.6923076923077
"Sreenath Aravind",2017,"Jos Buttler","Royal Challengers Bangalore",5,0,3,"All","All",Inf,10
"Sreenath Aravind",2017,"Kieron Pollard","Royal Challengers Bangalore",10,0,14,"All","All",Inf,4.28571428571429
"Sreenath Aravind",2017,"Krunal Pandya","Royal Challengers Bangalore",10,0,9,"All","All",Inf,6.66666666666667
"Sreenath Aravind",2017,"Kuldeep Yadav","Royal Challengers Bangalore",0,1,3,"All","All",0,0
"Sreenath Aravind",2017,"MS Dhoni","Royal Challengers Bangalore",12,0,7,"All","All",Inf,10.2857142857143
"Sreenath Aravind",2017,"Manan Vohra","Royal Challengers Bangalore",0,0,2,"All","All",NA,0
"Sreenath Aravind",2017,"Manoj Tiwary","Royal Challengers Bangalore",10,0,9,"All","All",Inf,6.66666666666667
"Sreenath Aravind",2017,"Martin Guptill","Royal Challengers Bangalore",5,1,5,"All","All",5,6
"Sreenath Aravind",2017,"Moises Henriques","Royal Challengers Bangalore",21,0,10,"All","All",Inf,12.6
"Sreenath Aravind",2017,"Nitish Rana","Royal Challengers Bangalore",6,0,4,"All","All",Inf,9
"Sreenath Aravind",2017,"Rahul Tripathi","Royal Challengers Bangalore",23,0,14,"All","All",Inf,9.85714285714286
"Sreenath Aravind",2017,"Ravindra Jadeja","Royal Challengers Bangalore",1,0,2,"All","All",Inf,3
"Sreenath Aravind",2017,"Robin Uthappa","Royal Challengers Bangalore",2,0,2,"All","All",Inf,6
"Sreenath Aravind",2017,"Rohit Sharma","Royal Challengers Bangalore",9,0,4,"All","All",Inf,13.5
"Sreenath Aravind",2017,"Shaun Marsh","Royal Challengers Bangalore",8,0,5,"All","All",Inf,9.6
"Sreenath Aravind",2017,"Shikhar Dhawan","Royal Challengers Bangalore",2,0,2,"All","All",Inf,6
"Sreenath Aravind",2017,"Steven Smith","Royal Challengers Bangalore",9,1,11,"All","All",9,4.90909090909091
"Sreenath Aravind",2017,"Sunil Narine","Royal Challengers Bangalore",37,0,14,"All","All",Inf,15.8571428571429
"Sreenath Aravind",2017,"Suresh Raina","Royal Challengers Bangalore",20,0,11,"All","All",Inf,10.9090909090909
"Sreenath Aravind",2017,"Suryakumar Yadav","Royal Challengers Bangalore",7,0,4,"All","All",Inf,10.5
"Sreenath Aravind",2017,"Yuvraj Singh","Royal Challengers Bangalore",13,0,6,"All","All",Inf,13
"Sreesanth",2008,"Adam Gilchrist","Punjab Kings",12,0,11,"All","All",Inf,6.54545454545454
"Sreesanth",2008,"Ashish Nehra","Punjab Kings",2,0,2,"All","All",Inf,6
"Sreesanth",2008,"Cameron White","Punjab Kings",0,1,1,"All","All",0,0
"Sreesanth",2008,"Chamara Silva","Punjab Kings",7,0,4,"All","All",Inf,10.5
"Sreesanth",2008,"David Hussey","Punjab Kings",7,0,5,"All","All",Inf,8.4
"Sreesanth",2008,"Debabrata Das","Punjab Kings",4,2,7,"All","All",2,3.42857142857143
"Sreesanth",2008,"Dhawal Kulkarni","Punjab Kings",1,0,6,"All","All",Inf,1
"Sreesanth",2008,"Doddapaneni Kalyankrishna","Punjab Kings",1,0,3,"All","All",Inf,2
"Sreesanth",2008,"Dwayne Bravo","Punjab Kings",8,0,7,"All","All",Inf,6.85714285714286
"Sreesanth",2008,"Dwayne Smith","Punjab Kings",16,0,8,"All","All",Inf,12
"Sreesanth",2008,"Gautam Gambhir","Punjab Kings",26,0,13,"All","All",Inf,12
"Sreesanth",2008,"Herschelle Gibbs","Punjab Kings",15,0,12,"All","All",Inf,7.5
"Sreesanth",2008,"Jacques Kallis","Punjab Kings",0,0,3,"All","All",NA,0
"Sreesanth",2008,"Jagadeesh Arunkumar","Punjab Kings",1,1,2,"All","All",1,3
"Sreesanth",2008,"Kamran Akmal","Punjab Kings",28,0,9,"All","All",Inf,18.6666666666667
"Sreesanth",2008,"Laxmi Shukla","Punjab Kings",2,0,3,"All","All",Inf,4
"Sreesanth",2008,"MS Dhoni","Punjab Kings",3,0,4,"All","All",Inf,4.5
"Sreesanth",2008,"Manoj Tiwary","Punjab Kings",2,0,2,"All","All",Inf,6
"Sreesanth",2008,"Mark Boucher","Punjab Kings",2,0,2,"All","All",Inf,6
"Sreesanth",2008,"Matthew Hayden","Punjab Kings",1,0,1,"All","All",Inf,6
"Sreesanth",2008,"Michael Hussey","Punjab Kings",17,0,9,"All","All",Inf,11.3333333333333
"Sreesanth",2008,"Misbah-ul-Haq","Punjab Kings",20,1,7,"All","All",20,17.1428571428571
"Sreesanth",2008,"Mohammad Hafeez","Punjab Kings",7,0,5,"All","All",Inf,8.4
"Sreesanth",2008,"Mohammad Kaif","Punjab Kings",0,2,4,"All","All",0,0
"Sreesanth",2008,"Musavir Khote","Punjab Kings",4,1,2,"All","All",4,12
"Sreesanth",2008,"Niraj Patel","Punjab Kings",19,0,7,"All","All",Inf,16.2857142857143
"Sreesanth",2008,"Nuwan Zoysa","Punjab Kings",0,1,1,"All","All",0,0
"Sreesanth",2008,"Parthiv Patel","Punjab Kings",21,0,10,"All","All",Inf,12.6
"Sreesanth",2008,"Pinal Shah","Punjab Kings",4,1,3,"All","All",4,8
"Sreesanth",2008,"Praveen Kumar","Punjab Kings",0,1,2,"All","All",0,0
"Sreesanth",2008,"Rahul Dravid","Punjab Kings",5,0,7,"All","All",Inf,4.28571428571429
"Sreesanth",2008,"Rajat Bhatia","Punjab Kings",12,0,4,"All","All",Inf,18
"Sreesanth",2008,"Ravindra Jadeja","Punjab Kings",12,0,5,"All","All",Inf,14.4
"Sreesanth",2008,"Robin Uthappa","Punjab Kings",12,0,5,"All","All",Inf,14.4
"Sreesanth",2008,"Rohit Sharma","Punjab Kings",8,0,2,"All","All",Inf,24
"Sreesanth",2008,"S Badrinath","Punjab Kings",14,0,12,"All","All",Inf,7
"Sreesanth",2008,"Sachin Tendulkar","Punjab Kings",1,0,3,"All","All",Inf,2
"Sreesanth",2008,"Salman Butt","Punjab Kings",14,1,12,"All","All",14,7
"Sreesanth",2008,"Sanath Jayasuriya","Punjab Kings",10,1,7,"All","All",10,8.57142857142857
"Sreesanth",2008,"Shane Watson","Punjab Kings",19,0,8,"All","All",Inf,14.25
"Sreesanth",2008,"Shaun Pollock","Punjab Kings",4,1,2,"All","All",4,12
"Sreesanth",2008,"Shoaib Malik","Punjab Kings",6,0,3,"All","All",Inf,12
"Sreesanth",2008,"Siddharth Chitnis","Punjab Kings",4,0,3,"All","All",Inf,8
"Sreesanth",2008,"Sourav Ganguly","Punjab Kings",13,1,11,"All","All",13,7.09090909090909
"Sreesanth",2008,"Stephen Fleming","Punjab Kings",0,1,2,"All","All",0,0
"Sreesanth",2008,"Suresh Raina","Punjab Kings",4,0,4,"All","All",Inf,6
"Sreesanth",2008,"Umar Gul","Punjab Kings",11,0,5,"All","All",Inf,13.2
"Sreesanth",2008,"VVS Laxman","Punjab Kings",18,0,13,"All","All",Inf,8.30769230769231
"Sreesanth",2008,"Venugopal Rao","Punjab Kings",1,1,2,"All","All",1,3
"Sreesanth",2008,"Vidyut Sivaramakrishnan","Punjab Kings",11,1,6,"All","All",11,11
"Sreesanth",2008,"Vinay Kumar","Punjab Kings",2,0,2,"All","All",Inf,6
"Sreesanth",2008,"Virat Kohli","Punjab Kings",14,0,18,"All","All",Inf,4.66666666666667
"Sreesanth",2008,"Virender Sehwag","Punjab Kings",12,0,8,"All","All",Inf,9
"Sreesanth",2008,"Wasim Jaffer","Punjab Kings",1,1,4,"All","All",1,1.5
"Sreesanth",2008,"Younis Khan","Punjab Kings",2,0,2,"All","All",Inf,6
"Sreesanth",2008,"Yusuf Pathan","Punjab Kings",2,0,2,"All","All",Inf,6
"Sreesanth",2009,"AB de Villiers","Punjab Kings",5,1,4,"All","All",5,7.5
"Sreesanth",2009,"Adam Gilchrist","Punjab Kings",6,1,4,"All","All",6,9
"Sreesanth",2009,"Andrew Symonds","Punjab Kings",20,0,6,"All","All",Inf,20
"Sreesanth",2009,"Dinesh Karthik","Punjab Kings",4,0,8,"All","All",Inf,3
"Sreesanth",2009,"Dwayne Bravo","Punjab Kings",21,0,6,"All","All",Inf,21
"Sreesanth",2009,"Graeme Smith","Punjab Kings",17,0,9,"All","All",Inf,11.3333333333333
"Sreesanth",2009,"Herschelle Gibbs","Punjab Kings",10,0,14,"All","All",Inf,4.28571428571429
"Sreesanth",2009,"Jacob Oram","Punjab Kings",5,0,6,"All","All",Inf,5
"Sreesanth",2009,"Lee Carseldine","Punjab Kings",3,0,1,"All","All",Inf,18
"Sreesanth",2009,"MS Dhoni","Punjab Kings",4,1,5,"All","All",4,4.8
"Sreesanth",2009,"Matthew Hayden","Punjab Kings",32,1,19,"All","All",32,10.1052631578947
"Sreesanth",2009,"Mithun Manhas","Punjab Kings",4,0,7,"All","All",Inf,3.42857142857143
"Sreesanth",2009,"Naman Ojha","Punjab Kings",4,0,9,"All","All",Inf,2.66666666666667
"Sreesanth",2009,"Parthiv Patel","Punjab Kings",1,0,2,"All","All",Inf,3
"Sreesanth",2009,"Ravindra Jadeja","Punjab Kings",20,0,5,"All","All",Inf,24
"Sreesanth",2009,"Rohit Sharma","Punjab Kings",2,0,5,"All","All",Inf,2.4
"Sreesanth",2009,"S Badrinath","Punjab Kings",3,1,4,"All","All",3,4.5
"Sreesanth",2009,"Suresh Raina","Punjab Kings",15,0,12,"All","All",Inf,7.5
"Sreesanth",2009,"Tillakaratne Dilshan","Punjab Kings",7,1,5,"All","All",7,8.4
"Sreesanth",2009,"Tirumalasetti Suman","Punjab Kings",8,0,6,"All","All",Inf,8
"Sreesanth",2009,"Venugopal Rao","Punjab Kings",1,0,1,"All","All",Inf,6
"Sreesanth",2010,"AB de Villiers","Punjab Kings",4,0,5,"All","All",Inf,4.8
"Sreesanth",2010,"Adam Gilchrist","Punjab Kings",23,0,5,"All","All",Inf,27.6
"Sreesanth",2010,"Andrew Symonds","Punjab Kings",15,0,6,"All","All",Inf,15
"Sreesanth",2010,"Faiz Fazal","Punjab Kings",4,0,4,"All","All",Inf,6
"Sreesanth",2010,"Gautam Gambhir","Punjab Kings",16,0,11,"All","All",Inf,8.72727272727273
"Sreesanth",2010,"Herschelle Gibbs","Punjab Kings",3,0,5,"All","All",Inf,3.6
"Sreesanth",2010,"Jacques Kallis","Punjab Kings",15,0,14,"All","All",Inf,6.42857142857143
"Sreesanth",2010,"Jaskaran Singh","Punjab Kings",3,0,3,"All","All",Inf,6
"Sreesanth",2010,"Manish Pandey","Punjab Kings",12,0,10,"All","All",Inf,7.2
"Sreesanth",2010,"Michael Lumb","Punjab Kings",29,0,17,"All","All",Inf,10.2352941176471
"Sreesanth",2010,"Mithun Manhas","Punjab Kings",4,0,4,"All","All",Inf,6
"Sreesanth",2010,"Naman Ojha","Punjab Kings",18,1,12,"All","All",18,9
"Sreesanth",2010,"RP Singh","Punjab Kings",4,0,2,"All","All",Inf,12
"Sreesanth",2010,"Robin Uthappa","Punjab Kings",25,0,6,"All","All",Inf,25
"Sreesanth",2010,"Tillakaratne Dilshan","Punjab Kings",0,1,3,"All","All",0,0
"Sreesanth",2010,"Tirumalasetti Suman","Punjab Kings",1,0,1,"All","All",Inf,6
"Sreesanth",2010,"VVS Laxman","Punjab Kings",2,1,2,"All","All",2,6
"Sreesanth",2010,"Virender Sehwag","Punjab Kings",0,1,1,"All","All",0,0
"Sreesanth",2010,"Yusuf Pathan","Punjab Kings",9,0,3,"All","All",Inf,18
"Sreesanth",2011,"AB de Villiers","Kochi Tuskers Kerala",10,0,5,"All","All",Inf,12
"Sreesanth",2011,"Adam Gilchrist","Kochi Tuskers Kerala",4,0,5,"All","All",Inf,4.8
"Sreesanth",2011,"Ajinkya Rahane","Kochi Tuskers Kerala",7,1,5,"All","All",7,8.4
"Sreesanth",2011,"Ashok Menaria","Kochi Tuskers Kerala",6,0,4,"All","All",Inf,9
"Sreesanth",2011,"Bharat Chipli","Kochi Tuskers Kerala",0,0,1,"All","All",NA,0
"Sreesanth",2011,"Cameron White","Kochi Tuskers Kerala",5,0,8,"All","All",Inf,3.75
"Sreesanth",2011,"David Hussey","Kochi Tuskers Kerala",11,0,4,"All","All",Inf,16.5
"Sreesanth",2011,"David Warner","Kochi Tuskers Kerala",13,2,14,"All","All",6.5,5.57142857142857
"Sreesanth",2011,"Dinesh Karthik","Kochi Tuskers Kerala",1,0,1,"All","All",Inf,6
"Sreesanth",2011,"Eoin Morgan","Kochi Tuskers Kerala",13,0,8,"All","All",Inf,9.75
"Sreesanth",2011,"Faiz Fazal","Kochi Tuskers Kerala",1,0,3,"All","All",Inf,2
"Sreesanth",2011,"Graeme Smith","Kochi Tuskers Kerala",11,0,7,"All","All",Inf,9.42857142857143
"Sreesanth",2011,"Jacques Kallis","Kochi Tuskers Kerala",10,0,9,"All","All",Inf,6.66666666666667
"Sreesanth",2011,"Kumar Sangakkara","Kochi Tuskers Kerala",16,0,10,"All","All",Inf,9.6
"Sreesanth",2011,"Mandeep Singh","Kochi Tuskers Kerala",1,0,1,"All","All",Inf,6
"Sreesanth",2011,"Mayank Agarwal","Kochi Tuskers Kerala",8,0,3,"All","All",Inf,16
"Sreesanth",2011,"Michael Hussey","Kochi Tuskers Kerala",4,0,9,"All","All",Inf,2.66666666666667
"Sreesanth",2011,"Mithun Manhas","Kochi Tuskers Kerala",8,0,7,"All","All",Inf,6.85714285714286
"Sreesanth",2011,"Murali Vijay","Kochi Tuskers Kerala",1,0,1,"All","All",Inf,6
"Sreesanth",2011,"Naman Ojha","Kochi Tuskers Kerala",2,1,6,"All","All",2,2
"Sreesanth",2011,"Nayan Doshi","Kochi Tuskers Kerala",0,0,4,"All","All",NA,0
"Sreesanth",2011,"Paul Valthaty","Kochi Tuskers Kerala",5,0,5,"All","All",Inf,6
"Sreesanth",2011,"Rahul Dravid","Kochi Tuskers Kerala",1,1,4,"All","All",1,1.5
"Sreesanth",2011,"Shane Watson","Kochi Tuskers Kerala",0,0,2,"All","All",NA,0
"Sreesanth",2011,"Shaun Marsh","Kochi Tuskers Kerala",16,0,7,"All","All",Inf,13.7142857142857
"Sreesanth",2011,"Shaun Tait","Kochi Tuskers Kerala",1,0,2,"All","All",Inf,3
"Sreesanth",2011,"Shikhar Dhawan","Kochi Tuskers Kerala",1,0,5,"All","All",Inf,1.2
"Sreesanth",2011,"Suresh Raina","Kochi Tuskers Kerala",18,1,8,"All","All",18,13.5
"Sreesanth",2011,"Tillakaratne Dilshan","Kochi Tuskers Kerala",0,1,2,"All","All",0,0
"Sreesanth",2011,"Travis Birt","Kochi Tuskers Kerala",6,0,4,"All","All",Inf,9
"Sreesanth",2011,"Venugopal Rao","Kochi Tuskers Kerala",4,0,11,"All","All",Inf,2.18181818181818
"Sreesanth",2011,"Virat Kohli","Kochi Tuskers Kerala",10,0,8,"All","All",Inf,7.5
"Sreesanth",2011,"Virender Sehwag","Kochi Tuskers Kerala",8,0,10,"All","All",Inf,4.8
"Sreesanth",2011,"Yogesh Nagar","Kochi Tuskers Kerala",1,0,3,"All","All",Inf,2
"Sreesanth",2011,"Yusuf Pathan","Kochi Tuskers Kerala",1,0,1,"All","All",Inf,6
"Sreesanth",2011,"Yuvraj Singh","Kochi Tuskers Kerala",2,0,4,"All","All",Inf,3
"Sreesanth",2013,"AB de Villiers","Rajasthan Royals",0,1,1,"All","All",0,0
"Sreesanth",2013,"Aaron Finch","Rajasthan Royals",7,0,5,"All","All",Inf,8.4
"Sreesanth",2013,"Abhinav Mukund","Rajasthan Royals",1,0,1,"All","All",Inf,6
"Sreesanth",2013,"Adam Gilchrist","Rajasthan Royals",12,1,5,"All","All",12,14.4
"Sreesanth",2013,"Brett Lee","Rajasthan Royals",4,1,3,"All","All",4,8
"Sreesanth",2013,"Chris Gayle","Rajasthan Royals",17,0,6,"All","All",Inf,17
"Sreesanth",2013,"David Hussey","Rajasthan Royals",7,0,8,"All","All",Inf,5.25
"Sreesanth",2013,"David Warner","Rajasthan Royals",8,0,11,"All","All",Inf,4.36363636363636
"Sreesanth",2013,"Eoin Morgan","Rajasthan Royals",3,0,9,"All","All",Inf,2
"Sreesanth",2013,"Gautam Gambhir","Rajasthan Royals",13,0,5,"All","All",Inf,15.6
"Sreesanth",2013,"Gurkeerat Singh Mann","Rajasthan Royals",2,0,6,"All","All",Inf,2
"Sreesanth",2013,"Laxmi Shukla","Rajasthan Royals",0,0,1,"All","All",NA,0
"Sreesanth",2013,"Mahela Jayawardene","Rajasthan Royals",1,0,4,"All","All",Inf,1.5
"Sreesanth",2013,"Manan Vohra","Rajasthan Royals",2,0,2,"All","All",Inf,6
"Sreesanth",2013,"Mandeep Singh","Rajasthan Royals",3,1,3,"All","All",3,6
"Sreesanth",2013,"Manvinder Bisla","Rajasthan Royals",0,0,1,"All","All",NA,0
"Sreesanth",2013,"Mohammed Shami","Rajasthan Royals",0,0,2,"All","All",NA,0
"Sreesanth",2013,"Moises Henriques","Rajasthan Royals",13,0,11,"All","All",Inf,7.09090909090909
"Sreesanth",2013,"Rajagopal Sathish","Rajasthan Royals",6,0,4,"All","All",Inf,9
"Sreesanth",2013,"Rajat Bhatia","Rajasthan Royals",5,0,3,"All","All",Inf,10
"Sreesanth",2013,"Robin Uthappa","Rajasthan Royals",21,0,7,"All","All",Inf,18
"Sreesanth",2013,"Saurabh Tiwary","Rajasthan Royals",4,0,3,"All","All",Inf,8
"Sreesanth",2013,"Shaun Marsh","Rajasthan Royals",6,0,8,"All","All",Inf,4.5
"Sreesanth",2013,"Tillakaratne Dilshan","Rajasthan Royals",8,0,5,"All","All",Inf,9.6
"Sreesanth",2013,"Unmukt Chand","Rajasthan Royals",9,1,9,"All","All",9,6
"Sreesanth",2013,"Virat Kohli","Rajasthan Royals",1,0,3,"All","All",Inf,2
"Sreesanth",2013,"Yuvraj Singh","Rajasthan Royals",10,0,4,"All","All",Inf,15
"Sridharan Sriram",2010,"Brendon McCullum","Royal Challengers Bangalore",21,0,9,"All","All",Inf,14
"Sridharan Sriram",2010,"Sourav Ganguly","Royal Challengers Bangalore",3,0,3,"All","All",Inf,6
"Sridharan Sriram",2011,"Paul Valthaty","Delhi Capitals",1,0,1,"All","All",Inf,6
"Sridharan Sriram",2011,"Shaun Marsh","Delhi Capitals",24,0,5,"All","All",Inf,28.8
"Steven Smith",2012,"Owais Shah","Pune Warriors",1,0,1,"All","All",Inf,6
"Steven Smith",2012,"Shane Watson","Pune Warriors",4,0,1,"All","All",Inf,24
"Stuart Binny",2010,"Brendon McCullum","Mumbai Indians",6,0,3,"All","All",Inf,12
"Stuart Binny",2010,"Sourav Ganguly","Mumbai Indians",3,0,3,"All","All",Inf,6
"Stuart Binny",2011,"Dale Steyn","Rajasthan Royals",2,0,2,"All","All",Inf,6
"Stuart Binny",2011,"Dinesh Karthik","Rajasthan Royals",5,0,2,"All","All",Inf,15
"Stuart Binny",2011,"Dwaraka Ravi Teja","Rajasthan Royals",12,0,4,"All","All",Inf,18
"Stuart Binny",2011,"Michael Hussey","Rajasthan Royals",10,0,4,"All","All",Inf,15
"Stuart Binny",2011,"Paul Valthaty","Rajasthan Royals",4,0,3,"All","All",Inf,8
"Stuart Binny",2011,"Shaun Marsh","Rajasthan Royals",9,0,7,"All","All",Inf,7.71428571428572
"Stuart Binny",2011,"Suresh Raina","Rajasthan Royals",2,0,2,"All","All",Inf,6
"Stuart Binny",2012,"Abhishek Nayar","Rajasthan Royals",2,0,1,"All","All",Inf,12
"Stuart Binny",2012,"Angelo Mathews","Rajasthan Royals",8,0,7,"All","All",Inf,6.85714285714286
"Stuart Binny",2012,"Anustup Majumdar","Rajasthan Royals",3,0,5,"All","All",Inf,3.6
"Stuart Binny",2012,"Ashish Nehra","Rajasthan Royals",7,0,4,"All","All",Inf,10.5
"Stuart Binny",2012,"Azhar Mahmood","Rajasthan Royals",5,1,3,"All","All",5,10
"Stuart Binny",2012,"Bhuvneshwar Kumar","Rajasthan Royals",2,0,3,"All","All",Inf,4
"Stuart Binny",2012,"Dwayne Bravo","Rajasthan Royals",2,0,2,"All","All",Inf,6
"Stuart Binny",2012,"Dwayne Smith","Rajasthan Royals",7,0,3,"All","All",Inf,14
"Stuart Binny",2012,"Faf du Plessis","Rajasthan Royals",12,0,6,"All","All",Inf,12
"Stuart Binny",2012,"Gurkeerat Singh Mann","Rajasthan Royals",1,0,2,"All","All",Inf,3
"Stuart Binny",2012,"Jean-Paul Duminy","Rajasthan Royals",2,1,3,"All","All",2,4
"Stuart Binny",2012,"MS Dhoni","Rajasthan Royals",6,0,4,"All","All",Inf,9
"Stuart Binny",2012,"Michael Clarke","Rajasthan Royals",0,1,1,"All","All",0,0
"Stuart Binny",2012,"Murali Kartik","Rajasthan Royals",2,0,2,"All","All",Inf,6
"Stuart Binny",2012,"Parthiv Patel","Rajasthan Royals",6,0,3,"All","All",Inf,12
"Stuart Binny",2012,"Robin Uthappa","Rajasthan Royals",5,0,6,"All","All",Inf,5
"Stuart Binny",2012,"Sachin Tendulkar","Rajasthan Royals",6,0,3,"All","All",Inf,12
"Stuart Binny",2012,"Steven Smith","Rajasthan Royals",2,0,2,"All","All",Inf,6
"Stuart Binny",2013,"AB de Villiers","Rajasthan Royals",5,0,3,"All","All",Inf,10
"Stuart Binny",2013,"Aditya Tare","Rajasthan Royals",9,0,4,"All","All",Inf,13.5
"Stuart Binny",2013,"Ambati Rayudu","Rajasthan Royals",8,0,10,"All","All",Inf,4.8
"Stuart Binny",2013,"Amit Mishra","Rajasthan Royals",3,0,6,"All","All",Inf,3
"Stuart Binny",2013,"Ashish Reddy","Rajasthan Royals",4,1,4,"All","All",4,6
"Stuart Binny",2013,"Azhar Mahmood","Rajasthan Royals",2,0,4,"All","All",Inf,3
"Stuart Binny",2013,"Ben Rohrer","Rajasthan Royals",1,0,3,"All","All",Inf,2
"Stuart Binny",2013,"Biplab Samantray","Rajasthan Royals",6,0,4,"All","All",Inf,9
"Stuart Binny",2013,"Daren Sammy","Rajasthan Royals",19,0,19,"All","All",Inf,6
"Stuart Binny",2013,"David Warner","Rajasthan Royals",5,1,9,"All","All",5,3.33333333333333
"Stuart Binny",2013,"Dinesh Karthik","Rajasthan Royals",7,0,6,"All","All",Inf,7
"Stuart Binny",2013,"Dwayne Smith","Rajasthan Royals",0,1,1,"All","All",0,0
"Stuart Binny",2013,"Hanuma Vihari","Rajasthan Royals",3,0,2,"All","All",Inf,9
"Stuart Binny",2013,"Harbhajan Singh","Rajasthan Royals",1,0,1,"All","All",Inf,6
"Stuart Binny",2013,"Jacques Kallis","Rajasthan Royals",1,0,1,"All","All",Inf,6
"Stuart Binny",2013,"Kieron Pollard","Rajasthan Royals",11,1,6,"All","All",11,11
"Stuart Binny",2013,"MS Dhoni","Rajasthan Royals",1,0,1,"All","All",Inf,6
"Stuart Binny",2013,"Mahela Jayawardene","Rajasthan Royals",1,0,3,"All","All",Inf,2
"Stuart Binny",2013,"Manprit Juneja","Rajasthan Royals",7,0,3,"All","All",Inf,14
"Stuart Binny",2013,"Michael Hussey","Rajasthan Royals",23,1,14,"All","All",23,9.85714285714286
"Stuart Binny",2013,"Mitchell Johnson","Rajasthan Royals",0,0,1,"All","All",NA,0
"Stuart Binny",2013,"Murali Vijay","Rajasthan Royals",5,0,9,"All","All",Inf,3.33333333333333
"Stuart Binny",2013,"Piyush Chawla","Rajasthan Royals",2,0,2,"All","All",Inf,6
"Stuart Binny",2013,"Ravindra Jadeja","Rajasthan Royals",4,0,2,"All","All",Inf,12
"Stuart Binny",2013,"Rishi Dhawan","Rajasthan Royals",0,1,1,"All","All",0,0
"Stuart Binny",2013,"Robin Uthappa","Rajasthan Royals",9,0,7,"All","All",Inf,7.71428571428572
"Stuart Binny",2013,"Shikhar Dhawan","Rajasthan Royals",1,0,1,"All","All",Inf,6
"Stuart Binny",2013,"Suresh Raina","Rajasthan Royals",4,0,4,"All","All",Inf,6
"Stuart Binny",2013,"Virat Kohli","Rajasthan Royals",3,0,3,"All","All",Inf,6
"Stuart Binny",2013,"Yusuf Pathan","Rajasthan Royals",7,0,5,"All","All",Inf,8.4
"Stuart Binny",2013,"Yuvraj Singh","Rajasthan Royals",10,0,5,"All","All",Inf,12
"Stuart Binny",2014,"Cheteshwar Pujara","Rajasthan Royals",0,0,1,"All","All",NA,0
"Stuart Binny",2014,"David Miller","Rajasthan Royals",4,0,5,"All","All",Inf,4.8
"Stuart Binny",2014,"David Warner","Rajasthan Royals",2,0,2,"All","All",Inf,6
"Stuart Binny",2014,"Dwayne Smith","Rajasthan Royals",6,1,2,"All","All",6,18
"Stuart Binny",2014,"Faf du Plessis","Rajasthan Royals",2,0,2,"All","All",Inf,6
"Stuart Binny",2014,"Gautam Gambhir","Rajasthan Royals",5,0,3,"All","All",Inf,10
"Stuart Binny",2014,"Imran Tahir","Rajasthan Royals",0,1,2,"All","All",0,0
"Stuart Binny",2014,"Lendl Simmons","Rajasthan Royals",5,0,2,"All","All",Inf,15
"Stuart Binny",2014,"Manoj Tiwary","Rajasthan Royals",7,0,5,"All","All",Inf,8.4
"Stuart Binny",2014,"Manvinder Bisla","Rajasthan Royals",2,0,3,"All","All",Inf,4
"Stuart Binny",2014,"Michael Hussey","Rajasthan Royals",7,0,4,"All","All",Inf,10.5
"Stuart Binny",2014,"Murali Vijay","Rajasthan Royals",3,0,2,"All","All",Inf,9
"Stuart Binny",2014,"Parthiv Patel","Rajasthan Royals",1,0,1,"All","All",Inf,6
"Stuart Binny",2014,"Quinton de Kock","Rajasthan Royals",6,0,4,"All","All",Inf,9
"Stuart Binny",2014,"Rahul Shukla","Rajasthan Royals",7,0,5,"All","All",Inf,8.4
