"Bowler","Season","Striker","Batting_Team","Runs","Wickets","Balls","Stadium","Bowling_Team","Average","Economy"
"Vijay Shankar",2021,"David Miller","Rajasthan Royals",7,0,3,"All","All",Inf,14
"Vijay Shankar",2021,"Deepak Hooda","Punjab Kings",5,0,3,"All","All",Inf,10
"Vijay Shankar",2021,"Ishan Kishan","Mumbai Indians",2,0,2,"All","All",Inf,6
"Vijay Shankar",2021,"Jos Buttler","Rajasthan Royals",21,0,7,"All","All",Inf,18
"Vijay Shankar",2021,"Nitish Rana","Kolkata Knight Riders",8,0,3,"All","All",Inf,16
"Vijay Shankar",2021,"Prithvi Shaw","Delhi Capitals",2,0,5,"All","All",Inf,2.4
"Vijay Shankar",2021,"Quinton de Kock","Mumbai Indians",6,0,9,"All","All",Inf,4
"Vijay Shankar",2021,"Rahul Tripathi","Kolkata Knight Riders",6,0,3,"All","All",Inf,12
"Vijay Shankar",2021,"Rishabh Pant","Delhi Capitals",5,0,5,"All","All",Inf,6
"Vijay Shankar",2021,"Riyan Parag","Rajasthan Royals",4,0,3,"All","All",Inf,8
"Vijay Shankar",2021,"Rohit Sharma","Mumbai Indians",1,1,2,"All","All",1,3
"Vijay Shankar",2021,"Sanju Samson","Rajasthan Royals",10,1,5,"All","All",10,12
"Vijay Shankar",2021,"Shikhar Dhawan","Delhi Capitals",3,0,1,"All","All",Inf,18
"Vijay Shankar",2021,"Steven Smith","Delhi Capitals",9,0,7,"All","All",Inf,7.71428571428572
"Vijay Shankar",2021,"Suryakumar Yadav","Mumbai Indians",10,1,5,"All","All",10,12
"Vijay Shankar",2022,"Prasidh Krishna","Rajasthan Royals",1,0,2,"All","All",Inf,3
"Vijay Shankar",2022,"Rishabh Pant","Delhi Capitals",10,0,5,"All","All",Inf,12
"Vijay Shankar",2022,"Rovman Powell","Delhi Capitals",4,0,1,"All","All",Inf,24
"Vijay Shankar",2022,"Yuzvendra Chahal","Rajasthan Royals",0,0,1,"All","All",NA,0
"Vikram Singh",2008,"Abhishek Nayar","Mumbai Indians",17,0,7,"All","All",Inf,14.5714285714286
"Vikram Singh",2008,"Adam Gilchrist","Deccan Chargers",14,0,9,"All","All",Inf,9.33333333333333
"Vikram Singh",2008,"Albie Morkel","Chennai Super Kings",3,0,2,"All","All",Inf,9
"Vikram Singh",2008,"Anil Kumble","Royal Challengers Bangalore",2,0,3,"All","All",Inf,4
"Vikram Singh",2008,"Ashish Nehra","Mumbai Indians",1,0,2,"All","All",Inf,3
"Vikram Singh",2008,"Cameron White","Royal Challengers Bangalore",5,0,6,"All","All",Inf,5
"Vikram Singh",2008,"Chamara Silva","Deccan Chargers",16,0,6,"All","All",Inf,16
"Vikram Singh",2008,"Dale Steyn","Royal Challengers Bangalore",1,0,1,"All","All",Inf,6
"Vikram Singh",2008,"David Hussey","Kolkata Knight Riders",20,0,15,"All","All",Inf,8
"Vikram Singh",2008,"Dhawal Kulkarni","Mumbai Indians",2,0,5,"All","All",Inf,2.4
"Vikram Singh",2008,"Dilhara Fernando","Mumbai Indians",2,0,1,"All","All",Inf,12
"Vikram Singh",2008,"Dinesh Karthik","Delhi Capitals",11,0,7,"All","All",Inf,9.42857142857143
"Vikram Singh",2008,"Doddapaneni Kalyankrishna","Deccan Chargers",1,0,3,"All","All",Inf,2
"Vikram Singh",2008,"Dwayne Bravo","Mumbai Indians",9,0,4,"All","All",Inf,13.5
"Vikram Singh",2008,"Farveez Maharoof","Delhi Capitals",3,0,3,"All","All",Inf,6
"Vikram Singh",2008,"Gautam Gambhir","Delhi Capitals",5,1,3,"All","All",5,10
"Vikram Singh",2008,"Herschelle Gibbs","Deccan Chargers",6,0,4,"All","All",Inf,9
"Vikram Singh",2008,"Ishant Sharma","Kolkata Knight Riders",0,0,1,"All","All",NA,0
"Vikram Singh",2008,"Laxmi Shukla","Kolkata Knight Riders",4,2,5,"All","All",2,4.8
"Vikram Singh",2008,"MS Dhoni","Chennai Super Kings",5,0,9,"All","All",Inf,3.33333333333333
"Vikram Singh",2008,"Mahesh Rawat","Rajasthan Royals",14,0,10,"All","All",Inf,8.4
"Vikram Singh",2008,"Manoj Tiwary","Delhi Capitals",10,1,7,"All","All",10,8.57142857142857
"Vikram Singh",2008,"Mark Boucher","Royal Challengers Bangalore",3,0,4,"All","All",Inf,4.5
"Vikram Singh",2008,"Niraj Patel","Rajasthan Royals",12,0,6,"All","All",Inf,12
"Vikram Singh",2008,"Parthiv Patel","Chennai Super Kings",6,0,7,"All","All",Inf,5.14285714285714
"Vikram Singh",2008,"Praveen Kumar","Royal Challengers Bangalore",4,0,4,"All","All",Inf,6
"Vikram Singh",2008,"Rahul Dravid","Royal Challengers Bangalore",30,1,22,"All","All",30,8.18181818181818
"Vikram Singh",2008,"Robin Uthappa","Mumbai Indians",4,1,3,"All","All",4,8
"Vikram Singh",2008,"Rohit Sharma","Deccan Chargers",20,1,12,"All","All",20,10
"Vikram Singh",2008,"S Badrinath","Chennai Super Kings",20,1,11,"All","All",20,10.9090909090909
"Vikram Singh",2008,"Sachin Tendulkar","Mumbai Indians",23,0,11,"All","All",Inf,12.5454545454545
"Vikram Singh",2008,"Saurabh Tiwary","Mumbai Indians",12,0,6,"All","All",Inf,12
"Vikram Singh",2008,"Scott Styris","Deccan Chargers",1,0,2,"All","All",Inf,3
"Vikram Singh",2008,"Shahid Afridi","Deccan Chargers",2,0,2,"All","All",Inf,6
"Vikram Singh",2008,"Shane Watson","Rajasthan Royals",4,0,6,"All","All",Inf,4
"Vikram Singh",2008,"Shaun Pollock","Mumbai Indians",12,0,5,"All","All",Inf,14.4
"Vikram Singh",2008,"Shoaib Malik","Delhi Capitals",5,1,6,"All","All",5,5
"Vikram Singh",2008,"Siddharth Chitnis","Mumbai Indians",12,0,2,"All","All",Inf,36
"Vikram Singh",2008,"Sourav Ganguly","Kolkata Knight Riders",18,0,13,"All","All",Inf,8.30769230769231
"Vikram Singh",2008,"Suresh Raina","Chennai Super Kings",15,0,7,"All","All",Inf,12.8571428571429
"Vikram Singh",2008,"Tillakaratne Dilshan","Delhi Capitals",9,0,3,"All","All",Inf,18
"Vikram Singh",2008,"Umar Gul","Kolkata Knight Riders",0,1,1,"All","All",0,0
"Vikram Singh",2008,"VVS Laxman","Deccan Chargers",13,0,9,"All","All",Inf,8.66666666666667
"Vikram Singh",2008,"Venugopal Rao","Deccan Chargers",1,0,1,"All","All",Inf,6
"Vikram Singh",2008,"Vikrant Yeligati","Mumbai Indians",2,0,2,"All","All",Inf,6
"Vikram Singh",2008,"Vinay Kumar","Royal Challengers Bangalore",0,1,1,"All","All",0,0
"Vikram Singh",2008,"Virat Kohli","Royal Challengers Bangalore",3,0,4,"All","All",Inf,4.5
"Vikram Singh",2008,"Virender Sehwag","Delhi Capitals",19,0,7,"All","All",Inf,16.2857142857143
"Vikram Singh",2008,"Wriddhiman Saha","Kolkata Knight Riders",17,0,13,"All","All",Inf,7.84615384615385
"Vikram Singh",2008,"Yusuf Pathan","Rajasthan Royals",2,0,2,"All","All",Inf,6
"Vikram Singh",2008,"Zaheer Khan","Royal Challengers Bangalore",0,0,3,"All","All",NA,0
"Vikram Singh",2009,"Abhishek Raut","Rajasthan Royals",0,0,1,"All","All",NA,0
"Vikram Singh",2009,"Gautam Gambhir","Delhi Capitals",4,0,3,"All","All",Inf,8
"Vikram Singh",2009,"Jacques Kallis","Royal Challengers Bangalore",5,0,2,"All","All",Inf,15
"Vikram Singh",2009,"MS Dhoni","Chennai Super Kings",24,0,6,"All","All",Inf,24
"Vikram Singh",2009,"Matthew Hayden","Chennai Super Kings",12,0,6,"All","All",Inf,12
"Vikram Singh",2009,"Praveen Kumar","Royal Challengers Bangalore",3,0,2,"All","All",Inf,9
"Vikram Singh",2009,"Ravindra Jadeja","Rajasthan Royals",13,0,14,"All","All",Inf,5.57142857142857
"Vikram Singh",2009,"Ross Taylor","Royal Challengers Bangalore",13,0,6,"All","All",Inf,13
"Vikram Singh",2009,"Shane Warne","Rajasthan Royals",5,0,5,"All","All",Inf,6
"Vikram Singh",2009,"Virat Kohli","Royal Challengers Bangalore",1,1,2,"All","All",1,3
"Vikram Singh",2009,"Virender Sehwag","Delhi Capitals",1,0,3,"All","All",Inf,2
"Vikram Singh",2009,"Yusuf Pathan","Rajasthan Royals",1,0,4,"All","All",Inf,1.5
"Vikram Singh",2010,"Albie Morkel","Chennai Super Kings",13,0,4,"All","All",Inf,19.5
"Vikram Singh",2010,"MS Dhoni","Chennai Super Kings",2,0,2,"All","All",Inf,6
"Vikram Singh",2010,"S Badrinath","Chennai Super Kings",9,0,4,"All","All",Inf,13.5
"Vikram Singh",2010,"Suresh Raina","Chennai Super Kings",16,0,8,"All","All",Inf,12
"Vikramjeet Malik",2009,"Brad Hodge","Kolkata Knight Riders",18,0,17,"All","All",Inf,6.35294117647059
"Vikramjeet Malik",2009,"Brendon McCullum","Kolkata Knight Riders",12,1,7,"All","All",12,10.2857142857143
"Vikramjeet Malik",2009,"Chris Gayle","Kolkata Knight Riders",7,0,4,"All","All",Inf,10.5
"Vikramjeet Malik",2009,"Dwayne Bravo","Mumbai Indians",1,0,2,"All","All",Inf,3
"Vikramjeet Malik",2009,"Gautam Gambhir","Delhi Capitals",1,0,2,"All","All",Inf,3
"Vikramjeet Malik",2009,"Jacques Kallis","Royal Challengers Bangalore",7,0,2,"All","All",Inf,21
"Vikramjeet Malik",2009,"Jean-Paul Duminy","Mumbai Indians",10,0,7,"All","All",Inf,8.57142857142857
"Vikramjeet Malik",2009,"Morne van Wyk","Kolkata Knight Riders",7,0,5,"All","All",Inf,8.4
"Vikramjeet Malik",2009,"Rajesh Bishnoi","Royal Challengers Bangalore",12,0,8,"All","All",Inf,9
"Vikramjeet Malik",2009,"Sachin Tendulkar","Mumbai Indians",1,1,2,"All","All",1,3
"Vikramjeet Malik",2009,"Shikhar Dhawan","Mumbai Indians",0,0,1,"All","All",NA,0
"Vikramjeet Malik",2009,"Shreevats Goswami","Royal Challengers Bangalore",10,0,8,"All","All",Inf,7.5
"Vikramjeet Malik",2009,"Sourav Ganguly","Kolkata Knight Riders",2,0,3,"All","All",Inf,4
"Vikramjeet Malik",2009,"Virender Sehwag","Delhi Capitals",10,0,4,"All","All",Inf,15
"Vikramjeet Malik",2010,"Adam Gilchrist","Deccan Chargers",5,0,2,"All","All",Inf,15
"Vikramjeet Malik",2010,"Bodapati Sumanth","Deccan Chargers",4,0,1,"All","All",Inf,24
"Vikramjeet Malik",2010,"Kieron Pollard","Mumbai Indians",5,0,2,"All","All",Inf,15
"Vikramjeet Malik",2010,"Manoj Tiwary","Kolkata Knight Riders",14,0,11,"All","All",Inf,7.63636363636364
"Vikramjeet Malik",2010,"Mohnish Mishra","Deccan Chargers",9,1,7,"All","All",9,7.71428571428572
"Vikramjeet Malik",2010,"Rohit Sharma","Deccan Chargers",5,0,3,"All","All",Inf,10
"Vikramjeet Malik",2010,"Sachin Tendulkar","Mumbai Indians",1,0,1,"All","All",Inf,6
"Vikramjeet Malik",2010,"Shikhar Dhawan","Mumbai Indians",15,0,9,"All","All",Inf,10
"Vikramjeet Malik",2010,"Sourav Ganguly","Kolkata Knight Riders",4,0,7,"All","All",Inf,3.42857142857143
"Vikramjeet Malik",2011,"Kumar Sangakkara","Deccan Chargers",4,0,5,"All","All",Inf,4.8
"Vikramjeet Malik",2011,"Shikhar Dhawan","Deccan Chargers",9,0,7,"All","All",Inf,7.71428571428572
"Vikramjeet Malik",2013,"Aditya Tare","Mumbai Indians",6,0,10,"All","All",Inf,3.6
"Vikramjeet Malik",2013,"Cameron White","Sunrisers Hyderabad",7,0,6,"All","All",Inf,7
"Vikramjeet Malik",2013,"Dwayne Smith","Mumbai Indians",20,0,14,"All","All",Inf,8.57142857142857
"Vikramjeet Malik",2013,"Hanuma Vihari","Sunrisers Hyderabad",0,1,3,"All","All",0,0
"Vikramjeet Malik",2013,"Michael Hussey","Chennai Super Kings",13,0,12,"All","All",Inf,6.5
"Vikramjeet Malik",2013,"Murali Vijay","Chennai Super Kings",6,0,6,"All","All",Inf,6
"Vikramjeet Malik",2013,"Parthiv Patel","Sunrisers Hyderabad",1,1,3,"All","All",1,2
"Vikramjeet Malik",2013,"Shikhar Dhawan","Sunrisers Hyderabad",6,0,6,"All","All",Inf,6
"Vikramjeet Malik",2014,"David Miller","Punjab Kings",3,0,3,"All","All",Inf,6
"Vikramjeet Malik",2014,"Manan Vohra","Punjab Kings",1,0,1,"All","All",Inf,6
"Vikramjeet Malik",2014,"Shaun Marsh","Punjab Kings",8,1,6,"All","All",8,8
"Vikramjeet Malik",2014,"Virender Sehwag","Punjab Kings",15,0,6,"All","All",Inf,15
"Vikramjeet Malik",2014,"Wriddhiman Saha","Punjab Kings",2,0,2,"All","All",Inf,6
"Vikrant Yeligati",2008,"Irfan Pathan","Punjab Kings",8,0,4,"All","All",Inf,12
"Vikrant Yeligati",2008,"Luke Pomersbach","Punjab Kings",21,0,11,"All","All",Inf,11.4545454545455
"Vikrant Yeligati",2008,"Matthew Hayden","Chennai Super Kings",2,0,3,"All","All",Inf,4
"Vikrant Yeligati",2008,"Shaun Marsh","Punjab Kings",14,0,9,"All","All",Inf,9.33333333333333
"Vikrant Yeligati",2008,"Suresh Raina","Chennai Super Kings",14,0,3,"All","All",Inf,28
"Vinay Kumar",2008,"Abhishek Nayar","Mumbai Indians",9,0,3,"All","All",Inf,18
"Vinay Kumar",2008,"Adam Gilchrist","Deccan Chargers",0,1,2,"All","All",0,0
"Vinay Kumar",2008,"Arjun Yadav","Deccan Chargers",1,0,2,"All","All",Inf,3
"Vinay Kumar",2008,"Chaminda Vaas","Deccan Chargers",0,0,3,"All","All",NA,0
"Vinay Kumar",2008,"David Hussey","Kolkata Knight Riders",3,0,4,"All","All",Inf,4.5
"Vinay Kumar",2008,"Gautam Gambhir","Delhi Capitals",15,0,8,"All","All",Inf,11.25
"Vinay Kumar",2008,"Graeme Smith","Rajasthan Royals",11,0,8,"All","All",Inf,8.25
"Vinay Kumar",2008,"Herschelle Gibbs","Deccan Chargers",14,0,6,"All","All",Inf,14
"Vinay Kumar",2008,"James Hopes","Punjab Kings",0,1,2,"All","All",0,0
"Vinay Kumar",2008,"Luke Pomersbach","Punjab Kings",1,0,2,"All","All",Inf,3
"Vinay Kumar",2008,"MS Dhoni","Chennai Super Kings",3,1,4,"All","All",3,4.5
"Vinay Kumar",2008,"Murali Kartik","Kolkata Knight Riders",5,0,4,"All","All",Inf,7.5
"Vinay Kumar",2008,"Parthiv Patel","Chennai Super Kings",2,0,2,"All","All",Inf,6
"Vinay Kumar",2008,"Pinal Shah","Mumbai Indians",4,0,8,"All","All",Inf,3
"Vinay Kumar",2008,"Robin Uthappa","Mumbai Indians",22,0,14,"All","All",Inf,9.42857142857143
"Vinay Kumar",2008,"Rohit Sharma","Deccan Chargers",7,1,10,"All","All",7,4.2
"Vinay Kumar",2008,"Sachin Tendulkar","Mumbai Indians",3,0,5,"All","All",Inf,3.6
"Vinay Kumar",2008,"Sanath Jayasuriya","Mumbai Indians",17,0,9,"All","All",Inf,11.3333333333333
"Vinay Kumar",2008,"Shane Watson","Rajasthan Royals",4,0,4,"All","All",Inf,6
"Vinay Kumar",2008,"Shaun Marsh","Punjab Kings",10,0,8,"All","All",Inf,7.5
"Vinay Kumar",2008,"Shaun Pollock","Mumbai Indians",11,0,3,"All","All",Inf,22
"Vinay Kumar",2008,"Shikhar Dhawan","Delhi Capitals",10,0,4,"All","All",Inf,15
"Vinay Kumar",2008,"Sourav Ganguly","Kolkata Knight Riders",4,0,6,"All","All",Inf,4
"Vinay Kumar",2008,"Stephen Fleming","Chennai Super Kings",17,0,11,"All","All",Inf,9.27272727272727
"Vinay Kumar",2008,"Suresh Raina","Chennai Super Kings",1,0,1,"All","All",Inf,6
"Vinay Kumar",2008,"Tatenda Taibu","Kolkata Knight Riders",2,0,2,"All","All",Inf,6
"Vinay Kumar",2008,"Venugopal Rao","Deccan Chargers",5,1,1,"All","All",5,30
"Vinay Kumar",2008,"Wriddhiman Saha","Kolkata Knight Riders",1,0,2,"All","All",Inf,3
"Vinay Kumar",2009,"Abhishek Nayar","Mumbai Indians",13,0,7,"All","All",Inf,11.1428571428571
"Vinay Kumar",2009,"Ajinkya Rahane","Mumbai Indians",7,0,8,"All","All",Inf,5.25
"Vinay Kumar",2009,"Albie Morkel","Chennai Super Kings",5,0,3,"All","All",Inf,10
"Vinay Kumar",2009,"Andrew Symonds","Deccan Chargers",7,0,5,"All","All",Inf,8.4
"Vinay Kumar",2009,"Arindam Ghosh","Kolkata Knight Riders",6,1,5,"All","All",6,7.2
"Vinay Kumar",2009,"Azhar Bilakhia","Deccan Chargers",5,1,4,"All","All",5,7.5
"Vinay Kumar",2009,"Brendon McCullum","Kolkata Knight Riders",17,0,9,"All","All",Inf,11.3333333333333
"Vinay Kumar",2009,"David Hussey","Kolkata Knight Riders",5,0,3,"All","All",Inf,10
"Vinay Kumar",2009,"Dwayne Bravo","Mumbai Indians",11,0,11,"All","All",Inf,6
"Vinay Kumar",2009,"Gautam Gambhir","Delhi Capitals",4,0,5,"All","All",Inf,4.8
"Vinay Kumar",2009,"Herschelle Gibbs","Deccan Chargers",7,0,8,"All","All",Inf,5.25
"Vinay Kumar",2009,"Jacob Oram","Chennai Super Kings",0,2,4,"All","All",0,0
"Vinay Kumar",2009,"Jean-Paul Duminy","Mumbai Indians",17,0,9,"All","All",Inf,11.3333333333333
"Vinay Kumar",2009,"Karan Goel","Punjab Kings",2,0,3,"All","All",Inf,4
"Vinay Kumar",2009,"Lakshmipathy Balaji","Chennai Super Kings",0,1,1,"All","All",0,0
"Vinay Kumar",2009,"MS Dhoni","Chennai Super Kings",3,0,3,"All","All",Inf,6
"Vinay Kumar",2009,"Matthew Hayden","Chennai Super Kings",41,1,18,"All","All",41,13.6666666666667
"Vinay Kumar",2009,"Mithun Manhas","Delhi Capitals",8,0,5,"All","All",Inf,9.6
"Vinay Kumar",2009,"Murali Vijay","Chennai Super Kings",1,0,1,"All","All",Inf,6
"Vinay Kumar",2009,"Muthiah Muralidaran","Chennai Super Kings",4,0,1,"All","All",Inf,24
"Vinay Kumar",2009,"Naman Ojha","Rajasthan Royals",7,0,5,"All","All",Inf,8.4
"Vinay Kumar",2009,"Niraj Patel","Rajasthan Royals",1,0,4,"All","All",Inf,1.5
"Vinay Kumar",2009,"Parthiv Patel","Chennai Super Kings",13,0,9,"All","All",Inf,8.66666666666667
"Vinay Kumar",2009,"Ravi Bopara","Punjab Kings",2,0,3,"All","All",Inf,4
"Vinay Kumar",2009,"Ravindra Jadeja","Rajasthan Royals",10,0,4,"All","All",Inf,15
"Vinay Kumar",2009,"Ryan Harris","Deccan Chargers",9,0,5,"All","All",Inf,10.8
"Vinay Kumar",2009,"S Badrinath","Chennai Super Kings",1,0,1,"All","All",Inf,6
"Vinay Kumar",2009,"Sachin Tendulkar","Mumbai Indians",0,1,3,"All","All",0,0
"Vinay Kumar",2009,"Sanath Jayasuriya","Mumbai Indians",14,0,10,"All","All",Inf,8.4
"Vinay Kumar",2009,"Shadab Jakati","Chennai Super Kings",1,0,2,"All","All",Inf,3
"Vinay Kumar",2009,"Sourav Ganguly","Kolkata Knight Riders",4,1,6,"All","All",4,4
"Vinay Kumar",2009,"Suresh Raina","Chennai Super Kings",11,0,5,"All","All",Inf,13.2
"Vinay Kumar",2009,"Tillakaratne Dilshan","Delhi Capitals",9,0,6,"All","All",Inf,9
"Vinay Kumar",2009,"Tirumalasetti Suman","Deccan Chargers",2,1,2,"All","All",2,6
"Vinay Kumar",2009,"Tyron Henderson","Rajasthan Royals",8,0,5,"All","All",Inf,9.6
"Vinay Kumar",2009,"Virender Sehwag","Delhi Capitals",7,0,4,"All","All",Inf,10.5
"Vinay Kumar",2009,"Wriddhiman Saha","Kolkata Knight Riders",1,0,1,"All","All",Inf,6
"Vinay Kumar",2009,"Yusuf Pathan","Rajasthan Royals",8,0,6,"All","All",Inf,8
"Vinay Kumar",2010,"AB de Villiers","Delhi Capitals",11,0,9,"All","All",Inf,7.33333333333333
"Vinay Kumar",2010,"Abhishek Jhunjhunwala","Rajasthan Royals",1,0,5,"All","All",Inf,1.2
"Vinay Kumar",2010,"Abhishek Nayar","Mumbai Indians",6,0,4,"All","All",Inf,9
"Vinay Kumar",2010,"Abhishek Raut","Rajasthan Royals",23,0,9,"All","All",Inf,15.3333333333333
"Vinay Kumar",2010,"Adam Gilchrist","Deccan Chargers",1,0,1,"All","All",Inf,6
"Vinay Kumar",2010,"Adam Voges","Rajasthan Royals",2,0,3,"All","All",Inf,4
"Vinay Kumar",2010,"Ajantha Mendis","Kolkata Knight Riders",1,0,1,"All","All",Inf,6
"Vinay Kumar",2010,"Ajit Agarkar","Kolkata Knight Riders",4,0,2,"All","All",Inf,12
"Vinay Kumar",2010,"Albie Morkel","Chennai Super Kings",7,1,3,"All","All",7,14
"Vinay Kumar",2010,"Ambati Rayudu","Mumbai Indians",7,1,6,"All","All",7,7
"Vinay Kumar",2010,"Amit Paunikar","Rajasthan Royals",0,1,1,"All","All",0,0
"Vinay Kumar",2010,"Andrew McDonald","Delhi Capitals",1,0,2,"All","All",Inf,3
"Vinay Kumar",2010,"Andrew Symonds","Deccan Chargers",13,0,6,"All","All",Inf,13
"Vinay Kumar",2010,"Angelo Mathews","Kolkata Knight Riders",0,1,1,"All","All",0,0
"Vinay Kumar",2010,"Ashok Dinda","Kolkata Knight Riders",0,0,1,"All","All",NA,0
"Vinay Kumar",2010,"Bodapati Sumanth","Deccan Chargers",5,0,3,"All","All",Inf,10
"Vinay Kumar",2010,"Brendon McCullum","Kolkata Knight Riders",17,0,8,"All","All",Inf,12.75
"Vinay Kumar",2010,"Damien Martyn","Rajasthan Royals",2,0,2,"All","All",Inf,6
"Vinay Kumar",2010,"Daniel Vettori","Delhi Capitals",8,0,8,"All","All",Inf,6
"Vinay Kumar",2010,"David Warner","Delhi Capitals",5,0,3,"All","All",Inf,10
"Vinay Kumar",2010,"Dinesh Karthik","Delhi Capitals",6,0,8,"All","All",Inf,4.5
"Vinay Kumar",2010,"Dwayne Bravo","Mumbai Indians",1,1,2,"All","All",1,3
"Vinay Kumar",2010,"George Bailey","Chennai Super Kings",6,1,4,"All","All",6,9
"Vinay Kumar",2010,"Herschelle Gibbs","Deccan Chargers",7,0,4,"All","All",Inf,10.5
"Vinay Kumar",2010,"Irfan Pathan","Punjab Kings",5,0,2,"All","All",Inf,15
"Vinay Kumar",2010,"Ishant Sharma","Kolkata Knight Riders",0,1,2,"All","All",0,0
"Vinay Kumar",2010,"Jean-Paul Duminy","Mumbai Indians",7,0,3,"All","All",Inf,14
"Vinay Kumar",2010,"Kedar Jadhav","Delhi Capitals",11,0,4,"All","All",Inf,16.5
"Vinay Kumar",2010,"Kieron Pollard","Mumbai Indians",19,0,9,"All","All",Inf,12.6666666666667
"Vinay Kumar",2010,"Kumar Sangakkara","Punjab Kings",6,0,4,"All","All",Inf,9
"Vinay Kumar",2010,"Lakshmipathy Balaji","Chennai Super Kings",0,0,2,"All","All",NA,0
"Vinay Kumar",2010,"MS Dhoni","Chennai Super Kings",1,0,2,"All","All",Inf,3
"Vinay Kumar",2010,"Manvinder Bisla","Punjab Kings",17,0,10,"All","All",Inf,10.2
"Vinay Kumar",2010,"Michael Lumb","Rajasthan Royals",4,0,3,"All","All",Inf,8
"Vinay Kumar",2010,"Mohnish Mishra","Deccan Chargers",1,0,1,"All","All",Inf,6
"Vinay Kumar",2010,"Morne Morkel","Rajasthan Royals",0,0,1,"All","All",NA,0
"Vinay Kumar",2010,"Murali Vijay","Chennai Super Kings",8,0,5,"All","All",Inf,9.6
"Vinay Kumar",2010,"Naman Ojha","Rajasthan Royals",7,0,6,"All","All",Inf,7
"Vinay Kumar",2010,"Paras Dogra","Rajasthan Royals",1,0,5,"All","All",Inf,1.2
"Vinay Kumar",2010,"Paul Collingwood","Delhi Capitals",8,0,4,"All","All",Inf,12
"Vinay Kumar",2010,"Rajagopal Sathish","Mumbai Indians",7,0,5,"All","All",Inf,8.4
"Vinay Kumar",2010,"Ravi Bopara","Punjab Kings",14,0,11,"All","All",Inf,7.63636363636364
"Vinay Kumar",2010,"Ravichandran Ashwin","Chennai Super Kings",5,0,2,"All","All",Inf,15
"Vinay Kumar",2010,"Rohit Sharma","Deccan Chargers",8,2,11,"All","All",4,4.36363636363636
"Vinay Kumar",2010,"Ryan Harris","Deccan Chargers",3,0,2,"All","All",Inf,9
"Vinay Kumar",2010,"Ryan McLaren","Mumbai Indians",1,0,3,"All","All",Inf,2
"Vinay Kumar",2010,"S Badrinath","Chennai Super Kings",17,2,11,"All","All",8.5,9.27272727272727
"Vinay Kumar",2010,"Sachin Tendulkar","Mumbai Indians",15,1,14,"All","All",15,6.42857142857143
"Vinay Kumar",2010,"Saurabh Tiwary","Mumbai Indians",13,0,8,"All","All",Inf,9.75
"Vinay Kumar",2010,"Shane Warne","Rajasthan Royals",3,0,5,"All","All",Inf,3.6
"Vinay Kumar",2010,"Shane Watson","Rajasthan Royals",6,0,3,"All","All",Inf,12
"Vinay Kumar",2010,"Shaun Marsh","Punjab Kings",1,1,3,"All","All",1,2
"Vinay Kumar",2010,"Sourav Ganguly","Kolkata Knight Riders",1,1,3,"All","All",1,2
"Vinay Kumar",2010,"Suresh Raina","Chennai Super Kings",27,1,12,"All","All",27,13.5
"Vinay Kumar",2010,"Tirumalasetti Suman","Deccan Chargers",20,0,10,"All","All",Inf,12
"Vinay Kumar",2010,"Virender Sehwag","Delhi Capitals",14,1,10,"All","All",14,8.4
"Vinay Kumar",2010,"Yusuf Pathan","Rajasthan Royals",12,0,5,"All","All",Inf,14.4
"Vinay Kumar",2011,"AB de Villiers","Royal Challengers Bangalore",2,0,7,"All","All",Inf,1.71428571428571
"Vinay Kumar",2011,"Albie Morkel","Chennai Super Kings",7,0,3,"All","All",Inf,14
"Vinay Kumar",2011,"Ambati Rayudu","Mumbai Indians",2,0,2,"All","All",Inf,6
"Vinay Kumar",2011,"Asad Pathan","Royal Challengers Bangalore",13,0,4,"All","All",Inf,19.5
"Vinay Kumar",2011,"Bharat Chipli","Deccan Chargers",0,1,1,"All","All",0,0
"Vinay Kumar",2011,"Brett Lee","Kolkata Knight Riders",0,0,1,"All","All",NA,0
"Vinay Kumar",2011,"Cameron White","Deccan Chargers",5,1,7,"All","All",5,4.28571428571429
"Vinay Kumar",2011,"Chris Gayle","Royal Challengers Bangalore",0,1,3,"All","All",0,0
"Vinay Kumar",2011,"David Hussey","Punjab Kings",5,0,3,"All","All",Inf,10
"Vinay Kumar",2011,"Davy Jacobs","Mumbai Indians",1,0,3,"All","All",Inf,2
"Vinay Kumar",2011,"Dinesh Karthik","Punjab Kings",16,0,8,"All","All",Inf,12
"Vinay Kumar",2011,"Eoin Morgan","Kolkata Knight Riders",12,0,12,"All","All",Inf,6
"Vinay Kumar",2011,"Gautam Gambhir","Kolkata Knight Riders",3,0,3,"All","All",Inf,6
"Vinay Kumar",2011,"Graeme Smith","Pune Warriors",6,0,5,"All","All",Inf,7.2
"Vinay Kumar",2011,"Iqbal Abdulla","Kolkata Knight Riders",5,0,4,"All","All",Inf,7.5
"Vinay Kumar",2011,"Irfan Pathan","Delhi Capitals",1,0,2,"All","All",Inf,3
"Vinay Kumar",2011,"Jacques Kallis","Kolkata Knight Riders",14,1,12,"All","All",14,7
"Vinay Kumar",2011,"Jesse Ryder","Pune Warriors",3,1,2,"All","All",3,9
"Vinay Kumar",2011,"Johan Botha","Rajasthan Royals",5,0,2,"All","All",Inf,15
"Vinay Kumar",2011,"Kumar Sangakkara","Deccan Chargers",20,1,16,"All","All",20,7.5
