"Striker","Season","Batting_Team","Bowling_Team","Runs","Dismissed","Balls","Run_Out","Bowler","Stadium","Average","Strike_Rate"
"Daryl Mitchell",2022,"Rajasthan Royals","Royal Challengers Bangalore",16,1,24,0,"All","All",16,66.6666666666667
"David Hussey",2008,"Kolkata Knight Riders","Chennai Super Kings",0,2,3,0,"All","All",0,0
"David Hussey",2008,"Kolkata Knight Riders","Deccan Chargers",95,0,72,0,"All","All",Inf,131.944444444444
"David Hussey",2008,"Kolkata Knight Riders","Delhi Capitals",31,1,31,0,"All","All",31,100
"David Hussey",2008,"Kolkata Knight Riders","Mumbai Indians",19,2,27,0,"All","All",9.5,70.3703703703704
"David Hussey",2008,"Kolkata Knight Riders","Punjab Kings",83,2,57,0,"All","All",41.5,145.614035087719
"David Hussey",2008,"Kolkata Knight Riders","Rajasthan Royals",53,2,45,0,"All","All",26.5,117.777777777778
"David Hussey",2008,"Kolkata Knight Riders","Royal Challengers Bangalore",38,2,24,1,"All","All",19,158.333333333333
"David Hussey",2009,"Kolkata Knight Riders","Chennai Super Kings",3,0,2,0,"All","All",Inf,150
"David Hussey",2009,"Kolkata Knight Riders","Deccan Chargers",43,1,17,1,"All","All",43,252.941176470588
"David Hussey",2009,"Kolkata Knight Riders","Rajasthan Royals",9,1,13,0,"All","All",9,69.2307692307692
"David Hussey",2009,"Kolkata Knight Riders","Royal Challengers Bangalore",43,1,27,0,"All","All",43,159.259259259259
"David Hussey",2010,"Kolkata Knight Riders","Chennai Super Kings",0,1,3,0,"All","All",0,0
"David Hussey",2010,"Kolkata Knight Riders","Deccan Chargers",31,1,27,0,"All","All",31,114.814814814815
"David Hussey",2010,"Kolkata Knight Riders","Delhi Capitals",29,1,32,0,"All","All",29,90.625
"David Hussey",2010,"Kolkata Knight Riders","Mumbai Indians",20,0,14,0,"All","All",Inf,142.857142857143
"David Hussey",2010,"Kolkata Knight Riders","Punjab Kings",14,1,10,0,"All","All",14,140
"David Hussey",2011,"Punjab Kings","Delhi Capitals",23,2,14,0,"All","All",11.5,164.285714285714
"David Hussey",2011,"Punjab Kings","Kochi Tuskers Kerala",21,0,15,0,"All","All",Inf,140
"David Hussey",2011,"Punjab Kings","Kolkata Knight Riders",15,1,20,0,"All","All",15,75
"David Hussey",2011,"Punjab Kings","Mumbai Indians",1,2,8,0,"All","All",0.5,12.5
"David Hussey",2011,"Punjab Kings","Pune Warriors",4,1,5,0,"All","All",4,80
"David Hussey",2011,"Punjab Kings","Royal Challengers Bangalore",0,0,1,0,"All","All",NA,0
"David Hussey",2012,"Punjab Kings","Chennai Super Kings",16,2,13,0,"All","All",8,123.076923076923
"David Hussey",2012,"Punjab Kings","Deccan Chargers",81,1,51,0,"All","All",81,158.823529411765
"David Hussey",2012,"Punjab Kings","Delhi Capitals",43,1,41,0,"All","All",43,104.878048780488
"David Hussey",2012,"Punjab Kings","Kolkata Knight Riders",42,2,45,2,"All","All",21,93.3333333333333
"David Hussey",2012,"Punjab Kings","Mumbai Indians",89,1,59,0,"All","All",89,150.847457627119
"David Hussey",2012,"Punjab Kings","Pune Warriors",18,1,17,0,"All","All",18,105.882352941176
"David Hussey",2012,"Punjab Kings","Rajasthan Royals",21,2,16,0,"All","All",10.5,131.25
"David Hussey",2012,"Punjab Kings","Royal Challengers Bangalore",86,2,63,1,"All","All",43,136.507936507937
"David Hussey",2013,"Punjab Kings","Chennai Super Kings",63,2,52,0,"All","All",31.5,121.153846153846
"David Hussey",2013,"Punjab Kings","Delhi Capitals",20,1,21,0,"All","All",20,95.2380952380952
"David Hussey",2013,"Punjab Kings","Kolkata Knight Riders",33,2,35,0,"All","All",16.5,94.2857142857143
"David Hussey",2013,"Punjab Kings","Mumbai Indians",34,1,18,0,"All","All",34,188.888888888889
"David Hussey",2013,"Punjab Kings","Pune Warriors",8,0,11,0,"All","All",Inf,72.7272727272727
"David Hussey",2013,"Punjab Kings","Rajasthan Royals",42,2,34,0,"All","All",21,123.529411764706
"David Hussey",2013,"Punjab Kings","Royal Challengers Bangalore",13,1,14,0,"All","All",13,92.8571428571429
"David Hussey",2013,"Punjab Kings","Sunrisers Hyderabad",22,1,24,0,"All","All",22,91.6666666666667
"David Hussey",2014,"Chennai Super Kings","Mumbai Indians",40,0,29,0,"All","All",Inf,137.931034482759
"David Hussey",2014,"Chennai Super Kings","Punjab Kings",1,1,3,0,"All","All",1,33.3333333333333
"David Hussey",2014,"Chennai Super Kings","Royal Challengers Bangalore",25,1,29,0,"All","All",25,86.2068965517241
"David Hussey",2014,"Chennai Super Kings","Sunrisers Hyderabad",50,0,33,0,"All","All",Inf,151.515151515152
"David Miller",2012,"Punjab Kings","Chennai Super Kings",19,1,15,0,"All","All",19,126.666666666667
"David Miller",2012,"Punjab Kings","Deccan Chargers",28,0,18,0,"All","All",Inf,155.555555555556
"David Miller",2012,"Punjab Kings","Delhi Capitals",4,1,7,1,"All","All",4,57.1428571428571
"David Miller",2012,"Punjab Kings","Mumbai Indians",39,0,22,0,"All","All",Inf,177.272727272727
"David Miller",2012,"Punjab Kings","Royal Challengers Bangalore",8,1,13,0,"All","All",8,61.5384615384615
"David Miller",2013,"Punjab Kings","Chennai Super Kings",51,0,26,0,"All","All",Inf,196.153846153846
"David Miller",2013,"Punjab Kings","Delhi Capitals",78,0,63,0,"All","All",Inf,123.809523809524
"David Miller",2013,"Punjab Kings","Kolkata Knight Riders",30,2,25,0,"All","All",15,120
"David Miller",2013,"Punjab Kings","Mumbai Indians",62,2,39,0,"All","All",31,158.974358974359
"David Miller",2013,"Punjab Kings","Pune Warriors",80,0,41,0,"All","All",Inf,195.121951219512
"David Miller",2013,"Punjab Kings","Rajasthan Royals",8,1,11,0,"All","All",8,72.7272727272727
"David Miller",2013,"Punjab Kings","Royal Challengers Bangalore",103,1,42,0,"All","All",103,245.238095238095
"David Miller",2013,"Punjab Kings","Sunrisers Hyderabad",6,1,7,0,"All","All",6,85.7142857142857
"David Miller",2014,"Punjab Kings","Chennai Super Kings",139,2,88,1,"All","All",69.5,157.954545454545
"David Miller",2014,"Punjab Kings","Delhi Capitals",49,1,40,0,"All","All",49,122.5
"David Miller",2014,"Punjab Kings","Kolkata Knight Riders",36,3,37,0,"All","All",12,97.2972972972973
"David Miller",2014,"Punjab Kings","Mumbai Indians",16,1,12,0,"All","All",16,133.333333333333
"David Miller",2014,"Punjab Kings","Rajasthan Royals",80,0,39,0,"All","All",Inf,205.128205128205
"David Miller",2014,"Punjab Kings","Royal Challengers Bangalore",92,2,49,0,"All","All",46,187.755102040816
"David Miller",2014,"Punjab Kings","Sunrisers Hyderabad",34,1,34,0,"All","All",34,100
"David Miller",2015,"Punjab Kings","Chennai Super Kings",14,2,24,0,"All","All",7,58.3333333333333
"David Miller",2015,"Punjab Kings","Delhi Capitals",47,2,48,0,"All","All",23.5,97.9166666666667
"David Miller",2015,"Punjab Kings","Kolkata Knight Riders",27,0,11,0,"All","All",Inf,245.454545454545
"David Miller",2015,"Punjab Kings","Mumbai Indians",67,2,60,0,"All","All",33.5,111.666666666667
"David Miller",2015,"Punjab Kings","Rajasthan Royals",77,2,51,0,"All","All",38.5,150.980392156863
"David Miller",2015,"Punjab Kings","Royal Challengers Bangalore",21,2,14,0,"All","All",10.5,150
"David Miller",2015,"Punjab Kings","Sunrisers Hyderabad",104,1,58,0,"All","All",104,179.310344827586
"David Miller",2016,"Punjab Kings","Delhi Capitals",20,1,15,0,"All","All",20,133.333333333333
"David Miller",2016,"Punjab Kings","Gujarat Lions",46,2,37,0,"All","All",23,124.324324324324
"David Miller",2016,"Punjab Kings","Kolkata Knight Riders",19,2,24,0,"All","All",9.5,79.1666666666667
"David Miller",2016,"Punjab Kings","Mumbai Indians",30,0,17,0,"All","All",Inf,176.470588235294
"David Miller",2016,"Punjab Kings","Rising Pune Supergiants",14,2,11,0,"All","All",7,127.272727272727
"David Miller",2016,"Punjab Kings","Royal Challengers Bangalore",3,2,7,0,"All","All",1.5,42.8571428571429
"David Miller",2016,"Punjab Kings","Sunrisers Hyderabad",29,1,20,0,"All","All",29,145
"David Miller",2017,"Punjab Kings","Delhi Capitals",24,1,28,0,"All","All",24,85.7142857142857
"David Miller",2017,"Punjab Kings","Kolkata Knight Riders",28,1,19,0,"All","All",28,147.368421052632
"David Miller",2017,"Punjab Kings","Rising Pune Supergiants",30,0,27,0,"All","All",Inf,111.111111111111
"David Miller",2017,"Punjab Kings","Sunrisers Hyderabad",1,1,6,0,"All","All",1,16.6666666666667
"David Miller",2018,"Punjab Kings","Chennai Super Kings",24,1,22,0,"All","All",24,109.090909090909
"David Miller",2018,"Punjab Kings","Delhi Capitals",50,1,42,0,"All","All",50,119.047619047619
"David Miller",2019,"Punjab Kings","Chennai Super Kings",6,1,5,0,"All","All",6,120
"David Miller",2019,"Punjab Kings","Delhi Capitals",50,2,35,0,"All","All",25,142.857142857143
"David Miller",2019,"Punjab Kings","Kolkata Knight Riders",59,0,40,0,"All","All",Inf,147.5
"David Miller",2019,"Punjab Kings","Mumbai Indians",22,1,18,0,"All","All",22,122.222222222222
"David Miller",2019,"Punjab Kings","Rajasthan Royals",40,1,27,0,"All","All",40,148.148148148148
"David Miller",2019,"Punjab Kings","Royal Challengers Bangalore",24,1,25,0,"All","All",24,96
"David Miller",2019,"Punjab Kings","Sunrisers Hyderabad",12,2,14,0,"All","All",6,85.7142857142857
"David Miller",2021,"Rajasthan Royals","Chennai Super Kings",2,1,5,0,"All","All",2,40
"David Miller",2021,"Rajasthan Royals","Delhi Capitals",69,2,53,0,"All","All",34.5,130.188679245283
"David Miller",2021,"Rajasthan Royals","Kolkata Knight Riders",24,0,23,0,"All","All",Inf,104.347826086957
"David Miller",2021,"Rajasthan Royals","Mumbai Indians",22,1,27,0,"All","All",22,81.4814814814815
"David Miller",2021,"Rajasthan Royals","Royal Challengers Bangalore",0,1,2,0,"All","All",0,0
"David Miller",2021,"Rajasthan Royals","Sunrisers Hyderabad",7,0,3,0,"All","All",Inf,233.333333333333
"David Miller",2022,"Gujarat Titans","Chennai Super Kings",109,0,71,0,"All","All",Inf,153.521126760563
"David Miller",2022,"Gujarat Titans","Delhi Capitals",20,0,15,0,"All","All",Inf,133.333333333333
"David Miller",2022,"Gujarat Titans","Kolkata Knight Riders",27,1,20,0,"All","All",27,135
"David Miller",2022,"Gujarat Titans","Lucknow Super Giants",56,2,45,0,"All","All",28,124.444444444444
"David Miller",2022,"Gujarat Titans","Mumbai Indians",19,0,14,0,"All","All",Inf,135.714285714286
"David Miller",2022,"Gujarat Titans","Punjab Kings",17,1,18,0,"All","All",17,94.4444444444444
"David Miller",2022,"Gujarat Titans","Rajasthan Royals",131,0,71,0,"All","All",Inf,184.507042253521
"David Miller",2022,"Gujarat Titans","Royal Challengers Bangalore",73,1,49,0,"All","All",73,148.979591836735
"David Miller",2022,"Gujarat Titans","Sunrisers Hyderabad",29,2,34,0,"All","All",14.5,85.2941176470588
"David Warner",2009,"Delhi Capitals","Chennai Super Kings",51,1,40,0,"All","All",51,127.5
"David Warner",2009,"Delhi Capitals","Deccan Chargers",4,2,7,0,"All","All",2,57.1428571428571
"David Warner",2009,"Delhi Capitals","Kolkata Knight Riders",72,2,46,0,"All","All",36,156.521739130435
"David Warner",2009,"Delhi Capitals","Mumbai Indians",36,2,39,0,"All","All",18,92.3076923076923
"David Warner",2010,"Delhi Capitals","Chennai Super Kings",6,2,10,0,"All","All",3,60
"David Warner",2010,"Delhi Capitals","Deccan Chargers",62,2,37,1,"All","All",31,167.567567567568
"David Warner",2010,"Delhi Capitals","Kolkata Knight Riders",107,1,74,0,"All","All",107,144.594594594595
"David Warner",2010,"Delhi Capitals","Mumbai Indians",31,1,15,0,"All","All",31,206.666666666667
"David Warner",2010,"Delhi Capitals","Punjab Kings",6,1,11,1,"All","All",6,54.5454545454545
"David Warner",2010,"Delhi Capitals","Rajasthan Royals",4,1,8,0,"All","All",4,50
"David Warner",2010,"Delhi Capitals","Royal Challengers Bangalore",66,2,36,0,"All","All",33,183.333333333333
"David Warner",2011,"Delhi Capitals","Chennai Super Kings",21,1,25,0,"All","All",21,84
"David Warner",2011,"Delhi Capitals","Deccan Chargers",51,1,48,0,"All","All",51,106.25
"David Warner",2011,"Delhi Capitals","Kochi Tuskers Kerala",16,2,22,0,"All","All",8,72.7272727272727
"David Warner",2011,"Delhi Capitals","Kolkata Knight Riders",2,1,6,0,"All","All",2,33.3333333333333
"David Warner",2011,"Delhi Capitals","Mumbai Indians",2,2,5,0,"All","All",1,40
"David Warner",2011,"Delhi Capitals","Pune Warriors",65,2,38,1,"All","All",32.5,171.052631578947
"David Warner",2011,"Delhi Capitals","Punjab Kings",106,2,77,0,"All","All",53,137.662337662338
"David Warner",2011,"Delhi Capitals","Rajasthan Royals",54,1,44,0,"All","All",54,122.727272727273
"David Warner",2011,"Delhi Capitals","Royal Challengers Bangalore",7,1,11,0,"All","All",7,63.6363636363636
"David Warner",2012,"Delhi Capitals","Chennai Super Kings",11,2,16,0,"All","All",5.5,68.75
"David Warner",2012,"Delhi Capitals","Deccan Chargers",109,0,54,0,"All","All",Inf,201.851851851852
"David Warner",2012,"Delhi Capitals","Kolkata Knight Riders",28,2,25,0,"All","All",14,112
"David Warner",2012,"Delhi Capitals","Punjab Kings",93,2,52,0,"All","All",46.5,178.846153846154
"David Warner",2012,"Delhi Capitals","Royal Challengers Bangalore",15,1,9,0,"All","All",15,166.666666666667
"David Warner",2013,"Delhi Capitals","Chennai Super Kings",45,2,41,0,"All","All",22.5,109.756097560976
"David Warner",2013,"Delhi Capitals","Kolkata Knight Riders",87,1,61,0,"All","All",87,142.622950819672
"David Warner",2013,"Delhi Capitals","Mumbai Indians",68,1,42,0,"All","All",68,161.904761904762
"David Warner",2013,"Delhi Capitals","Pune Warriors",53,1,30,0,"All","All",53,176.666666666667
"David Warner",2013,"Delhi Capitals","Punjab Kings",40,2,37,0,"All","All",20,108.108108108108
"David Warner",2013,"Delhi Capitals","Rajasthan Royals",90,2,74,1,"All","All",45,121.621621621622
"David Warner",2013,"Delhi Capitals","Royal Challengers Bangalore",19,2,19,0,"All","All",9.5,100
"David Warner",2013,"Delhi Capitals","Sunrisers Hyderabad",8,2,19,0,"All","All",4,42.1052631578947
"David Warner",2014,"Sunrisers Hyderabad","Chennai Super Kings",90,2,47,0,"All","All",45,191.489361702128
"David Warner",2014,"Sunrisers Hyderabad","Delhi Capitals",70,0,54,0,"All","All",Inf,129.62962962963
"David Warner",2014,"Sunrisers Hyderabad","Kolkata Knight Riders",38,2,20,0,"All","All",19,190
"David Warner",2014,"Sunrisers Hyderabad","Mumbai Indians",120,1,82,0,"All","All",120,146.341463414634
"David Warner",2014,"Sunrisers Hyderabad","Punjab Kings",52,2,35,1,"All","All",26,148.571428571429
"David Warner",2014,"Sunrisers Hyderabad","Rajasthan Royals",38,2,42,0,"All","All",19,90.4761904761905
"David Warner",2014,"Sunrisers Hyderabad","Royal Challengers Bangalore",120,2,95,0,"All","All",60,126.315789473684
"David Warner",2015,"Sunrisers Hyderabad","Chennai Super Kings",114,2,70,0,"All","All",57,162.857142857143
"David Warner",2015,"Sunrisers Hyderabad","Delhi Capitals",45,2,35,0,"All","All",22.5,128.571428571429
"David Warner",2015,"Sunrisers Hyderabad","Kolkata Knight Riders",95,2,58,0,"All","All",47.5,163.793103448276
"David Warner",2015,"Sunrisers Hyderabad","Mumbai Indians",15,2,12,0,"All","All",7.5,125
"David Warner",2015,"Sunrisers Hyderabad","Punjab Kings",139,2,93,0,"All","All",69.5,149.462365591398
"David Warner",2015,"Sunrisers Hyderabad","Rajasthan Royals",45,2,32,1,"All","All",22.5,140.625
"David Warner",2015,"Sunrisers Hyderabad","Royal Challengers Bangalore",109,1,59,0,"All","All",109,184.745762711864
"David Warner",2016,"Sunrisers Hyderabad","Delhi Capitals",119,2,86,0,"All","All",59.5,138.372093023256
"David Warner",2016,"Sunrisers Hyderabad","Gujarat Lions",191,1,123,0,"All","All",191,155.284552845528
"David Warner",2016,"Sunrisers Hyderabad","Kolkata Knight Riders",59,3,56,0,"All","All",19.6666666666667,105.357142857143
"David Warner",2016,"Sunrisers Hyderabad","Mumbai Indians",138,1,92,0,"All","All",138,150
"David Warner",2016,"Sunrisers Hyderabad","Punjab Kings",111,2,72,0,"All","All",55.5,154.166666666667
"David Warner",2016,"Sunrisers Hyderabad","Rising Pune Supergiants",11,2,18,0,"All","All",5.5,61.1111111111111
"David Warner",2016,"Sunrisers Hyderabad","Royal Challengers Bangalore",219,3,113,0,"All","All",73,193.805309734513
"David Warner",2017,"Sunrisers Hyderabad","Delhi Capitals",34,2,28,0,"All","All",17,121.428571428571
"David Warner",2017,"Sunrisers Hyderabad","Gujarat Lions",145,0,97,0,"All","All",Inf,149.484536082474
"David Warner",2017,"Sunrisers Hyderabad","Kolkata Knight Riders",189,3,124,0,"All","All",63,152.41935483871
"David Warner",2017,"Sunrisers Hyderabad","Mumbai Indians",55,2,40,0,"All","All",27.5,137.5
"David Warner",2017,"Sunrisers Hyderabad","Punjab Kings",121,1,81,0,"All","All",121,149.382716049383
"David Warner",2017,"Sunrisers Hyderabad","Rising Pune Supergiants",83,2,74,0,"All","All",41.5,112.162162162162
"David Warner",2017,"Sunrisers Hyderabad","Royal Challengers Bangalore",14,1,8,0,"All","All",14,175
"David Warner",2019,"Sunrisers Hyderabad","Chennai Super Kings",107,2,70,0,"All","All",53.5,152.857142857143
"David Warner",2019,"Sunrisers Hyderabad","Delhi Capitals",61,2,65,0,"All","All",30.5,93.8461538461538
"David Warner",2019,"Sunrisers Hyderabad","Kolkata Knight Riders",152,2,91,0,"All","All",76,167.032967032967
"David Warner",2019,"Sunrisers Hyderabad","Mumbai Indians",15,1,13,0,"All","All",15,115.384615384615
"David Warner",2019,"Sunrisers Hyderabad","Punjab Kings",151,1,118,0,"All","All",151,127.966101694915
"David Warner",2019,"Sunrisers Hyderabad","Rajasthan Royals",106,2,69,0,"All","All",53,153.623188405797
"David Warner",2019,"Sunrisers Hyderabad","Royal Challengers Bangalore",100,0,55,0,"All","All",Inf,181.818181818182
"David Warner",2020,"Sunrisers Hyderabad","Chennai Super Kings",37,2,42,0,"All","All",18.5,88.0952380952381
"David Warner",2020,"Sunrisers Hyderabad","Delhi Capitals",113,3,70,0,"All","All",37.6666666666667,161.428571428571
"David Warner",2020,"Sunrisers Hyderabad","Kolkata Knight Riders",83,1,63,0,"All","All",83,131.746031746032
"David Warner",2020,"Sunrisers Hyderabad","Mumbai Indians",145,1,102,0,"All","All",145,142.156862745098
"David Warner",2020,"Sunrisers Hyderabad","Punjab Kings",87,2,60,0,"All","All",43.5,145
"David Warner",2020,"Sunrisers Hyderabad","Rajasthan Royals",52,2,42,0,"All","All",26,123.809523809524
"David Warner",2020,"Sunrisers Hyderabad","Royal Challengers Bangalore",31,2,28,0,"All","All",15.5,110.714285714286
"David Warner",2021,"Sunrisers Hyderabad","Chennai Super Kings",57,1,55,0,"All","All",57,103.636363636364
"David Warner",2021,"Sunrisers Hyderabad","Delhi Capitals",6,2,11,1,"All","All",3,54.5454545454545
"David Warner",2021,"Sunrisers Hyderabad","Kolkata Knight Riders",3,1,4,0,"All","All",3,75
"David Warner",2021,"Sunrisers Hyderabad","Mumbai Indians",36,1,34,1,"All","All",36,105.882352941176
"David Warner",2021,"Sunrisers Hyderabad","Punjab Kings",39,2,40,0,"All","All",19.5,97.5
"David Warner",2021,"Sunrisers Hyderabad","Royal Challengers Bangalore",54,1,37,0,"All","All",54,145.945945945946
"David Warner",2022,"Delhi Capitals","Chennai Super Kings",19,1,12,0,"All","All",19,158.333333333333
"David Warner",2022,"Delhi Capitals","Kolkata Knight Riders",103,2,71,0,"All","All",51.5,145.070422535211
"David Warner",2022,"Delhi Capitals","Lucknow Super Giants",7,2,16,0,"All","All",3.5,43.75
"David Warner",2022,"Delhi Capitals","Mumbai Indians",5,1,6,0,"All","All",5,83.3333333333333
"David Warner",2022,"Delhi Capitals","Punjab Kings",60,1,31,0,"All","All",60,193.548387096774
"David Warner",2022,"Delhi Capitals","Rajasthan Royals",80,1,55,0,"All","All",80,145.454545454545
"David Warner",2022,"Delhi Capitals","Royal Challengers Bangalore",66,1,38,0,"All","All",66,173.684210526316
"David Warner",2022,"Delhi Capitals","Sunrisers Hyderabad",92,0,58,0,"All","All",Inf,158.620689655172
"David Wiese",2015,"Royal Challengers Bangalore","Chennai Super Kings",51,3,41,0,"All","All",17,124.390243902439
"David Wiese",2015,"Royal Challengers Bangalore","Kolkata Knight Riders",9,0,7,0,"All","All",Inf,128.571428571429
"David Wiese",2015,"Royal Challengers Bangalore","Mumbai Indians",47,0,25,0,"All","All",Inf,188
"David Wiese",2015,"Royal Challengers Bangalore","Punjab Kings",4,0,5,0,"All","All",Inf,80
"David Wiese",2015,"Royal Challengers Bangalore","Rajasthan Royals",11,1,8,0,"All","All",11,137.5
"David Wiese",2016,"Royal Challengers Bangalore","Delhi Capitals",5,0,4,0,"All","All",Inf,125
"David Willey",2022,"Royal Challengers Bangalore","Kolkata Knight Riders",18,1,28,0,"All","All",18,64.2857142857143
"David Willey",2022,"Royal Challengers Bangalore","Rajasthan Royals",0,1,2,0,"All","All",0,0
"Davy Jacobs",2011,"Mumbai Indians","Deccan Chargers",32,1,20,0,"All","All",32,160
"Davy Jacobs",2011,"Mumbai Indians","Delhi Capitals",1,1,6,0,"All","All",1,16.6666666666667
"Davy Jacobs",2011,"Mumbai Indians","Kochi Tuskers Kerala",12,1,21,0,"All","All",12,57.1428571428571
"Davy Jacobs",2011,"Mumbai Indians","Punjab Kings",10,1,10,0,"All","All",10,100
