"Striker","Season","Batting_Team","Bowling_Team","Runs","Dismissed","Balls","Run_Out","Bowler","Stadium","Average","Strike_Rate"
"Liam Livingstone",2021,"Rajasthan Royals","Royal Challengers Bangalore",6,1,9,0,"All","All",6,66.6666666666667
"Liam Livingstone",2021,"Rajasthan Royals","Sunrisers Hyderabad",4,1,6,0,"All","All",4,66.6666666666667
"Liam Livingstone",2022,"Punjab Kings","Chennai Super Kings",79,2,39,0,"All","All",39.5,202.564102564103
"Liam Livingstone",2022,"Punjab Kings","Delhi Capitals",5,2,8,0,"All","All",2.5,62.5
"Liam Livingstone",2022,"Punjab Kings","Gujarat Titans",94,1,37,0,"All","All",94,254.054054054054
"Liam Livingstone",2022,"Punjab Kings","Kolkata Knight Riders",19,1,16,0,"All","All",19,118.75
"Liam Livingstone",2022,"Punjab Kings","Lucknow Super Giants",18,1,16,0,"All","All",18,112.5
"Liam Livingstone",2022,"Punjab Kings","Mumbai Indians",2,1,3,0,"All","All",2,66.6666666666667
"Liam Livingstone",2022,"Punjab Kings","Rajasthan Royals",22,1,14,0,"All","All",22,157.142857142857
"Liam Livingstone",2022,"Punjab Kings","Royal Challengers Bangalore",89,2,52,0,"All","All",44.5,171.153846153846
"Liam Livingstone",2022,"Punjab Kings","Sunrisers Hyderabad",109,1,55,0,"All","All",109,198.181818181818
"Liam Plunkett",2018,"Delhi Capitals","Punjab Kings",0,1,1,0,"All","All",0,0
"Liam Plunkett",2018,"Delhi Capitals","Rajasthan Royals",1,0,2,0,"All","All",Inf,50
"Lockie Ferguson",2017,"Rising Pune Supergiants","Gujarat Lions",1,0,1,0,"All","All",Inf,100
"Lockie Ferguson",2020,"Kolkata Knight Riders","Punjab Kings",24,0,13,0,"All","All",Inf,184.615384615385
"Lockie Ferguson",2020,"Kolkata Knight Riders","Royal Challengers Bangalore",19,0,16,0,"All","All",Inf,118.75
"Lockie Ferguson",2021,"Kolkata Knight Riders","Chennai Super Kings",18,0,11,0,"All","All",Inf,163.636363636364
"Lockie Ferguson",2022,"Gujarat Titans","Kolkata Knight Riders",0,1,1,0,"All","All",0,0
"Lockie Ferguson",2022,"Gujarat Titans","Punjab Kings",5,1,3,0,"All","All",5,166.666666666667
"Love Ablish",2011,"Punjab Kings","Royal Challengers Bangalore",0,0,2,0,"All","All",NA,0
"Luke Pomersbach",2008,"Punjab Kings","Deccan Chargers",13,1,12,0,"All","All",13,108.333333333333
"Luke Pomersbach",2008,"Punjab Kings","Delhi Capitals",25,0,12,0,"All","All",Inf,208.333333333333
"Luke Pomersbach",2008,"Punjab Kings","Mumbai Indians",79,0,50,0,"All","All",Inf,158
"Luke Pomersbach",2008,"Punjab Kings","Rajasthan Royals",1,0,1,0,"All","All",Inf,100
"Luke Pomersbach",2008,"Punjab Kings","Royal Challengers Bangalore",34,0,24,0,"All","All",Inf,141.666666666667
"Luke Pomersbach",2009,"Punjab Kings","Chennai Super Kings",26,1,32,0,"All","All",26,81.25
"Luke Pomersbach",2009,"Punjab Kings","Deccan Chargers",1,1,2,1,"All","All",1,50
"Luke Pomersbach",2009,"Punjab Kings","Delhi Capitals",9,1,8,0,"All","All",9,112.5
"Luke Pomersbach",2009,"Punjab Kings","Mumbai Indians",5,1,7,0,"All","All",5,71.4285714285714
"Luke Pomersbach",2011,"Royal Challengers Bangalore","Chennai Super Kings",31,2,21,0,"All","All",15.5,147.619047619048
"Luke Pomersbach",2011,"Royal Challengers Bangalore","Kolkata Knight Riders",16,1,14,0,"All","All",16,114.285714285714
"Luke Pomersbach",2011,"Royal Challengers Bangalore","Mumbai Indians",4,1,4,0,"All","All",4,100
"Luke Pomersbach",2013,"Punjab Kings","Chennai Super Kings",7,1,9,0,"All","All",7,77.7777777777778
"Luke Pomersbach",2013,"Punjab Kings","Delhi Capitals",18,1,10,0,"All","All",18,180
"Luke Pomersbach",2013,"Punjab Kings","Sunrisers Hyderabad",33,0,40,0,"All","All",Inf,82.5
"Luke Ronchi",2008,"Mumbai Indians","Chennai Super Kings",2,1,3,1,"All","All",2,66.6666666666667
"Luke Ronchi",2008,"Mumbai Indians","Deccan Chargers",13,1,11,0,"All","All",13,118.181818181818
"Luke Ronchi",2008,"Mumbai Indians","Punjab Kings",11,1,8,1,"All","All",11,137.5
"Luke Ronchi",2008,"Mumbai Indians","Royal Challengers Bangalore",8,1,10,0,"All","All",8,80
"Luke Ronchi",2009,"Mumbai Indians","Delhi Capitals",0,1,2,1,"All","All",0,0
"Luke Wright",2013,"Pune Warriors","Chennai Super Kings",2,0,6,0,"All","All",Inf,33.3333333333333
"Luke Wright",2013,"Pune Warriors","Delhi Capitals",63,2,41,0,"All","All",31.5,153.658536585366
"Luke Wright",2013,"Pune Warriors","Punjab Kings",34,1,10,0,"All","All",34,340
"Luke Wright",2013,"Pune Warriors","Royal Challengers Bangalore",7,1,3,0,"All","All",7,233.333333333333
"M Shahrukh Khan",2021,"Punjab Kings","Chennai Super Kings",55,2,46,0,"All","All",27.5,119.565217391304
"M Shahrukh Khan",2021,"Punjab Kings","Delhi Capitals",19,1,10,0,"All","All",19,190
"M Shahrukh Khan",2021,"Punjab Kings","Kolkata Knight Riders",35,1,23,0,"All","All",35,152.173913043478
"M Shahrukh Khan",2021,"Punjab Kings","Rajasthan Royals",6,0,4,0,"All","All",Inf,150
"M Shahrukh Khan",2021,"Punjab Kings","Royal Challengers Bangalore",16,2,14,1,"All","All",8,114.285714285714
"M Shahrukh Khan",2021,"Punjab Kings","Sunrisers Hyderabad",22,1,17,0,"All","All",22,129.411764705882
"M Shahrukh Khan",2022,"Punjab Kings","Chennai Super Kings",6,1,11,0,"All","All",6,54.5454545454545
"M Shahrukh Khan",2022,"Punjab Kings","Delhi Capitals",12,1,20,0,"All","All",12,60
"M Shahrukh Khan",2022,"Punjab Kings","Gujarat Titans",15,1,8,0,"All","All",15,187.5
"M Shahrukh Khan",2022,"Punjab Kings","Kolkata Knight Riders",0,1,5,0,"All","All",0,0
"M Shahrukh Khan",2022,"Punjab Kings","Mumbai Indians",15,1,6,0,"All","All",15,250
"M Shahrukh Khan",2022,"Punjab Kings","Royal Challengers Bangalore",24,0,20,0,"All","All",Inf,120
"M Shahrukh Khan",2022,"Punjab Kings","Sunrisers Hyderabad",45,2,38,0,"All","All",22.5,118.421052631579
"MS Dhoni",2008,"Chennai Super Kings","Deccan Chargers",60,2,56,0,"All","All",30,107.142857142857
"MS Dhoni",2008,"Chennai Super Kings","Delhi Capitals",65,2,60,0,"All","All",32.5,108.333333333333
"MS Dhoni",2008,"Chennai Super Kings","Kolkata Knight Riders",43,0,27,0,"All","All",Inf,159.259259259259
"MS Dhoni",2008,"Chennai Super Kings","Mumbai Indians",73,1,51,0,"All","All",73,143.137254901961
"MS Dhoni",2008,"Chennai Super Kings","Punjab Kings",62,1,46,0,"All","All",62,134.782608695652
"MS Dhoni",2008,"Chennai Super Kings","Rajasthan Royals",42,2,32,0,"All","All",21,131.25
"MS Dhoni",2008,"Chennai Super Kings","Royal Challengers Bangalore",69,2,38,0,"All","All",34.5,181.578947368421
"MS Dhoni",2009,"Chennai Super Kings","Deccan Chargers",80,1,59,0,"All","All",80,135.593220338983
"MS Dhoni",2009,"Chennai Super Kings","Delhi Capitals",11,2,14,0,"All","All",5.5,78.5714285714286
"MS Dhoni",2009,"Chennai Super Kings","Kolkata Knight Riders",40,0,28,0,"All","All",Inf,142.857142857143
"MS Dhoni",2009,"Chennai Super Kings","Mumbai Indians",59,1,48,0,"All","All",59,122.916666666667
"MS Dhoni",2009,"Chennai Super Kings","Punjab Kings",58,1,29,0,"All","All",58,200
"MS Dhoni",2009,"Chennai Super Kings","Rajasthan Royals",22,0,19,0,"All","All",Inf,115.789473684211
"MS Dhoni",2009,"Chennai Super Kings","Royal Challengers Bangalore",62,3,64,0,"All","All",20.6666666666667,96.875
"MS Dhoni",2010,"Chennai Super Kings","Deccan Chargers",79,3,74,0,"All","All",26.3333333333333,106.756756756757
"MS Dhoni",2010,"Chennai Super Kings","Delhi Capitals",0,1,2,0,"All","All",0,0
"MS Dhoni",2010,"Chennai Super Kings","Kolkata Knight Riders",66,0,33,0,"All","All",Inf,200
"MS Dhoni",2010,"Chennai Super Kings","Mumbai Indians",53,2,33,0,"All","All",26.5,160.606060606061
"MS Dhoni",2010,"Chennai Super Kings","Punjab Kings",54,0,29,0,"All","All",Inf,186.206896551724
"MS Dhoni",2010,"Chennai Super Kings","Rajasthan Royals",21,2,20,1,"All","All",10.5,105
"MS Dhoni",2010,"Chennai Super Kings","Royal Challengers Bangalore",14,1,19,0,"All","All",14,73.6842105263158
"MS Dhoni",2011,"Chennai Super Kings","Deccan Chargers",21,1,22,0,"All","All",21,95.4545454545455
"MS Dhoni",2011,"Chennai Super Kings","Delhi Capitals",63,0,31,0,"All","All",Inf,203.225806451613
"MS Dhoni",2011,"Chennai Super Kings","Kochi Tuskers Kerala",23,1,19,0,"All","All",23,121.052631578947
"MS Dhoni",2011,"Chennai Super Kings","Kolkata Knight Riders",29,1,21,0,"All","All",29,138.095238095238
"MS Dhoni",2011,"Chennai Super Kings","Mumbai Indians",3,1,6,0,"All","All",3,50
"MS Dhoni",2011,"Chennai Super Kings","Pune Warriors",26,1,21,0,"All","All",26,123.809523809524
"MS Dhoni",2011,"Chennai Super Kings","Punjab Kings",43,1,20,0,"All","All",43,215
"MS Dhoni",2011,"Chennai Super Kings","Rajasthan Royals",41,0,19,0,"All","All",Inf,215.789473684211
"MS Dhoni",2011,"Chennai Super Kings","Royal Challengers Bangalore",143,3,88,0,"All","All",47.6666666666667,162.5
"MS Dhoni",2012,"Chennai Super Kings","Deccan Chargers",41,2,37,0,"All","All",20.5,110.810810810811
"MS Dhoni",2012,"Chennai Super Kings","Delhi Capitals",34,2,28,0,"All","All",17,121.428571428571
"MS Dhoni",2012,"Chennai Super Kings","Kolkata Knight Riders",76,1,60,0,"All","All",76,126.666666666667
"MS Dhoni",2012,"Chennai Super Kings","Mumbai Indians",80,2,41,1,"All","All",40,195.121951219512
"MS Dhoni",2012,"Chennai Super Kings","Pune Warriors",54,1,40,0,"All","All",54,135
"MS Dhoni",2012,"Chennai Super Kings","Punjab Kings",7,2,20,1,"All","All",3.5,35
"MS Dhoni",2012,"Chennai Super Kings","Rajasthan Royals",25,1,28,0,"All","All",25,89.2857142857143
"MS Dhoni",2012,"Chennai Super Kings","Royal Challengers Bangalore",41,1,24,0,"All","All",41,170.833333333333
"MS Dhoni",2013,"Chennai Super Kings","Delhi Capitals",102,1,58,0,"All","All",102,175.862068965517
"MS Dhoni",2013,"Chennai Super Kings","Kolkata Knight Riders",27,1,19,1,"All","All",27,142.105263157895
"MS Dhoni",2013,"Chennai Super Kings","Mumbai Indians",124,2,83,0,"All","All",62,149.397590361446
"MS Dhoni",2013,"Chennai Super Kings","Pune Warriors",55,1,29,0,"All","All",55,189.655172413793
"MS Dhoni",2013,"Chennai Super Kings","Punjab Kings",2,1,2,1,"All","All",2,100
"MS Dhoni",2013,"Chennai Super Kings","Rajasthan Royals",23,2,19,0,"All","All",11.5,121.052631578947
"MS Dhoni",2013,"Chennai Super Kings","Royal Challengers Bangalore",57,2,33,0,"All","All",28.5,172.727272727273
"MS Dhoni",2013,"Chennai Super Kings","Sunrisers Hyderabad",71,1,40,0,"All","All",71,177.5
"MS Dhoni",2014,"Chennai Super Kings","Delhi Capitals",44,1,20,0,"All","All",44,220
"MS Dhoni",2014,"Chennai Super Kings","Kolkata Knight Riders",43,0,32,0,"All","All",Inf,134.375
"MS Dhoni",2014,"Chennai Super Kings","Mumbai Indians",36,0,23,0,"All","All",Inf,156.521739130435
"MS Dhoni",2014,"Chennai Super Kings","Punjab Kings",91,2,62,0,"All","All",45.5,146.774193548387
"MS Dhoni",2014,"Chennai Super Kings","Rajasthan Royals",31,1,24,0,"All","All",31,129.166666666667
"MS Dhoni",2014,"Chennai Super Kings","Royal Challengers Bangalore",56,1,34,0,"All","All",56,164.705882352941
"MS Dhoni",2014,"Chennai Super Kings","Sunrisers Hyderabad",70,0,55,0,"All","All",Inf,127.272727272727
"MS Dhoni",2015,"Chennai Super Kings","Delhi Capitals",57,2,51,0,"All","All",28.5,111.764705882353
"MS Dhoni",2015,"Chennai Super Kings","Kolkata Knight Riders",4,2,10,0,"All","All",2,40
"MS Dhoni",2015,"Chennai Super Kings","Mumbai Indians",60,3,52,0,"All","All",20,115.384615384615
"MS Dhoni",2015,"Chennai Super Kings","Punjab Kings",66,0,43,0,"All","All",Inf,153.488372093023
"MS Dhoni",2015,"Chennai Super Kings","Rajasthan Royals",44,0,44,0,"All","All",Inf,100
"MS Dhoni",2015,"Chennai Super Kings","Royal Challengers Bangalore",68,3,60,0,"All","All",22.6666666666667,113.333333333333
"MS Dhoni",2015,"Chennai Super Kings","Sunrisers Hyderabad",73,2,45,0,"All","All",36.5,162.222222222222
"MS Dhoni",2016,"Rising Pune Supergiants","Delhi Capitals",27,1,20,0,"All","All",27,135
"MS Dhoni",2016,"Rising Pune Supergiants","Gujarat Lions",52,0,28,0,"All","All",Inf,185.714285714286
"MS Dhoni",2016,"Rising Pune Supergiants","Kolkata Knight Riders",31,0,34,0,"All","All",Inf,91.1764705882353
"MS Dhoni",2016,"Rising Pune Supergiants","Mumbai Indians",24,1,24,0,"All","All",24,100
"MS Dhoni",2016,"Rising Pune Supergiants","Punjab Kings",65,1,34,0,"All","All",65,191.176470588235
"MS Dhoni",2016,"Rising Pune Supergiants","Royal Challengers Bangalore",50,2,46,0,"All","All",25,108.695652173913
"MS Dhoni",2016,"Rising Pune Supergiants","Sunrisers Hyderabad",35,2,24,1,"All","All",17.5,145.833333333333
"MS Dhoni",2017,"Rising Pune Supergiants","Delhi Capitals",16,2,19,1,"All","All",8,84.2105263157895
"MS Dhoni",2017,"Rising Pune Supergiants","Gujarat Lions",31,2,41,0,"All","All",15.5,75.609756097561
"MS Dhoni",2017,"Rising Pune Supergiants","Kolkata Knight Riders",28,2,20,0,"All","All",14,140
"MS Dhoni",2017,"Rising Pune Supergiants","Mumbai Indians",69,2,62,0,"All","All",34.5,111.290322580645
"MS Dhoni",2017,"Rising Pune Supergiants","Punjab Kings",5,1,11,0,"All","All",5,45.4545454545455
"MS Dhoni",2017,"Rising Pune Supergiants","Royal Challengers Bangalore",49,1,42,0,"All","All",49,116.666666666667
"MS Dhoni",2017,"Rising Pune Supergiants","Sunrisers Hyderabad",92,1,55,0,"All","All",92,167.272727272727
"MS Dhoni",2018,"Chennai Super Kings","Delhi Capitals",68,1,45,0,"All","All",68,151.111111111111
"MS Dhoni",2018,"Chennai Super Kings","Kolkata Knight Riders",68,1,53,0,"All","All",68,128.301886792453
"MS Dhoni",2018,"Chennai Super Kings","Mumbai Indians",31,2,26,0,"All","All",15.5,119.230769230769
"MS Dhoni",2018,"Chennai Super Kings","Punjab Kings",95,0,51,0,"All","All",Inf,186.274509803922
"MS Dhoni",2018,"Chennai Super Kings","Rajasthan Royals",38,1,26,0,"All","All",38,146.153846153846
"MS Dhoni",2018,"Chennai Super Kings","Royal Challengers Bangalore",101,0,57,0,"All","All",Inf,177.19298245614
"MS Dhoni",2018,"Chennai Super Kings","Sunrisers Hyderabad",54,1,44,0,"All","All",54,122.727272727273
"MS Dhoni",2019,"Chennai Super Kings","Delhi Capitals",85,1,66,0,"All","All",85,128.787878787879
"MS Dhoni",2019,"Chennai Super Kings","Kolkata Knight Riders",16,1,13,0,"All","All",16,123.076923076923
"MS Dhoni",2019,"Chennai Super Kings","Mumbai Indians",51,2,58,1,"All","All",25.5,87.9310344827586
"MS Dhoni",2019,"Chennai Super Kings","Punjab Kings",47,0,35,0,"All","All",Inf,134.285714285714
"MS Dhoni",2019,"Chennai Super Kings","Rajasthan Royals",133,1,89,0,"All","All",133,149.438202247191
"MS Dhoni",2019,"Chennai Super Kings","Royal Challengers Bangalore",84,0,48,0,"All","All",Inf,175
"MS Dhoni",2020,"Chennai Super Kings","Delhi Capitals",18,2,17,0,"All","All",9,105.882352941176
"MS Dhoni",2020,"Chennai Super Kings","Kolkata Knight Riders",12,2,16,0,"All","All",6,75
"MS Dhoni",2020,"Chennai Super Kings","Mumbai Indians",16,1,18,0,"All","All",16,88.8888888888889
"MS Dhoni",2020,"Chennai Super Kings","Rajasthan Royals",57,1,45,1,"All","All",57,126.666666666667
"MS Dhoni",2020,"Chennai Super Kings","Royal Challengers Bangalore",29,1,27,0,"All","All",29,107.407407407407
"MS Dhoni",2020,"Chennai Super Kings","Sunrisers Hyderabad",68,1,49,0,"All","All",68,138.775510204082
"MS Dhoni",2021,"Chennai Super Kings","Delhi Capitals",36,2,35,0,"All","All",18,102.857142857143
"MS Dhoni",2021,"Chennai Super Kings","Kolkata Knight Riders",18,2,12,0,"All","All",9,150
"MS Dhoni",2021,"Chennai Super Kings","Mumbai Indians",3,1,5,0,"All","All",3,60
"MS Dhoni",2021,"Chennai Super Kings","Punjab Kings",12,1,15,0,"All","All",12,80
"MS Dhoni",2021,"Chennai Super Kings","Rajasthan Royals",18,1,17,0,"All","All",18,105.882352941176
"MS Dhoni",2021,"Chennai Super Kings","Royal Challengers Bangalore",13,0,12,0,"All","All",Inf,108.333333333333
"MS Dhoni",2021,"Chennai Super Kings","Sunrisers Hyderabad",14,0,11,0,"All","All",Inf,127.272727272727
"MS Dhoni",2022,"Chennai Super Kings","Delhi Capitals",21,0,8,0,"All","All",Inf,262.5
"MS Dhoni",2022,"Chennai Super Kings","Gujarat Titans",7,1,10,0,"All","All",7,70
"MS Dhoni",2022,"Chennai Super Kings","Kolkata Knight Riders",50,0,38,0,"All","All",Inf,131.578947368421
"MS Dhoni",2022,"Chennai Super Kings","Lucknow Super Giants",16,0,6,0,"All","All",Inf,266.666666666667
"MS Dhoni",2022,"Chennai Super Kings","Mumbai Indians",64,0,46,0,"All","All",Inf,139.130434782609
"MS Dhoni",2022,"Chennai Super Kings","Punjab Kings",35,2,36,0,"All","All",17.5,97.2222222222222
"MS Dhoni",2022,"Chennai Super Kings","Rajasthan Royals",26,1,28,0,"All","All",26,92.8571428571429
"MS Dhoni",2022,"Chennai Super Kings","Royal Challengers Bangalore",2,1,3,0,"All","All",2,66.6666666666667
"MS Dhoni",2022,"Chennai Super Kings","Sunrisers Hyderabad",11,2,13,0,"All","All",5.5,84.6153846153846
"Maheesh Theekshana",2022,"Chennai Super Kings","Mumbai Indians",0,1,3,0,"All","All",0,0
"Maheesh Theekshana",2022,"Chennai Super Kings","Royal Challengers Bangalore",7,0,4,0,"All","All",Inf,175
"Mahela Jayawardene",2008,"Punjab Kings","Chennai Super Kings",16,2,16,0,"All","All",8,100
"Mahela Jayawardene",2008,"Punjab Kings","Deccan Chargers",59,0,33,0,"All","All",Inf,178.787878787879
"Mahela Jayawardene",2008,"Punjab Kings","Delhi Capitals",51,1,31,0,"All","All",51,164.516129032258
"Mahela Jayawardene",2008,"Punjab Kings","Kolkata Knight Riders",21,1,16,0,"All","All",21,131.25
"Mahela Jayawardene",2008,"Punjab Kings","Mumbai Indians",13,2,9,0,"All","All",6.5,144.444444444444
"Mahela Jayawardene",2008,"Punjab Kings","Rajasthan Royals",2,1,4,0,"All","All",2,50
"Mahela Jayawardene",2008,"Punjab Kings","Royal Challengers Bangalore",17,0,22,0,"All","All",Inf,77.2727272727273
"Mahela Jayawardene",2009,"Punjab Kings","Chennai Super Kings",44,0,25,0,"All","All",Inf,176
"Mahela Jayawardene",2009,"Punjab Kings","Deccan Chargers",43,1,28,1,"All","All",43,153.571428571429
"Mahela Jayawardene",2009,"Punjab Kings","Delhi Capitals",6,1,6,0,"All","All",6,100
"Mahela Jayawardene",2009,"Punjab Kings","Kolkata Knight Riders",83,0,60,0,"All","All",Inf,138.333333333333
"Mahela Jayawardene",2009,"Punjab Kings","Mumbai Indians",7,1,9,0,"All","All",7,77.7777777777778
"Mahela Jayawardene",2009,"Punjab Kings","Rajasthan Royals",16,2,21,0,"All","All",8,76.1904761904762
"Mahela Jayawardene",2009,"Punjab Kings","Royal Challengers Bangalore",20,1,16,0,"All","All",20,125
"Mahela Jayawardene",2010,"Punjab Kings","Chennai Super Kings",24,2,13,0,"All","All",12,184.615384615385
"Mahela Jayawardene",2010,"Punjab Kings","Deccan Chargers",107,1,71,0,"All","All",107,150.704225352113
"Mahela Jayawardene",2010,"Punjab Kings","Delhi Capitals",38,2,36,0,"All","All",19,105.555555555556
"Mahela Jayawardene",2010,"Punjab Kings","Kolkata Knight Riders",126,1,74,0,"All","All",126,170.27027027027
"Mahela Jayawardene",2010,"Punjab Kings","Mumbai Indians",51,2,36,1,"All","All",25.5,141.666666666667
"Mahela Jayawardene",2010,"Punjab Kings","Rajasthan Royals",67,2,55,0,"All","All",33.5,121.818181818182
"Mahela Jayawardene",2010,"Punjab Kings","Royal Challengers Bangalore",26,0,13,0,"All","All",Inf,200
"Mahela Jayawardene",2011,"Kochi Tuskers Kerala","Chennai Super Kings",16,1,11,0,"All","All",16,145.454545454545
"Mahela Jayawardene",2011,"Kochi Tuskers Kerala","Deccan Chargers",4,1,8,0,"All","All",4,50
"Mahela Jayawardene",2011,"Kochi Tuskers Kerala","Delhi Capitals",25,2,38,1,"All","All",12.5,65.7894736842105
"Mahela Jayawardene",2011,"Kochi Tuskers Kerala","Kolkata Knight Riders",80,2,68,1,"All","All",40,117.647058823529
"Mahela Jayawardene",2011,"Kochi Tuskers Kerala","Mumbai Indians",56,1,36,0,"All","All",56,155.555555555556
"Mahela Jayawardene",2011,"Kochi Tuskers Kerala","Pune Warriors",2,1,3,0,"All","All",2,66.6666666666667
"Mahela Jayawardene",2011,"Kochi Tuskers Kerala","Punjab Kings",76,1,52,1,"All","All",76,146.153846153846
"Mahela Jayawardene",2011,"Kochi Tuskers Kerala","Rajasthan Royals",19,2,16,0,"All","All",9.5,118.75
"Mahela Jayawardene",2011,"Kochi Tuskers Kerala","Royal Challengers Bangalore",21,2,25,0,"All","All",10.5,84
"Mahela Jayawardene",2012,"Delhi Capitals","Chennai Super Kings",83,2,69,0,"All","All",41.5,120.289855072464
"Mahela Jayawardene",2012,"Delhi Capitals","Deccan Chargers",6,1,5,0,"All","All",6,120
"Mahela Jayawardene",2012,"Delhi Capitals","Kolkata Knight Riders",70,2,60,1,"All","All",35,116.666666666667
"Mahela Jayawardene",2012,"Delhi Capitals","Mumbai Indians",72,1,62,0,"All","All",72,116.129032258065
"Mahela Jayawardene",2012,"Delhi Capitals","Pune Warriors",25,2,21,1,"All","All",12.5,119.047619047619
"Mahela Jayawardene",2012,"Delhi Capitals","Punjab Kings",64,1,59,0,"All","All",64,108.474576271186
"Mahela Jayawardene",2012,"Delhi Capitals","Rajasthan Royals",6,2,8,0,"All","All",3,75
"Mahela Jayawardene",2012,"Delhi Capitals","Royal Challengers Bangalore",9,1,14,0,"All","All",9,64.2857142857143
"Mahela Jayawardene",2013,"Delhi Capitals","Chennai Super Kings",6,1,11,0,"All","All",6,54.5454545454545
"Mahela Jayawardene",2013,"Delhi Capitals","Kolkata Knight Riders",71,2,60,0,"All","All",35.5,118.333333333333
"Mahela Jayawardene",2013,"Delhi Capitals","Mumbai Indians",62,2,49,0,"All","All",31,126.530612244898
"Mahela Jayawardene",2013,"Delhi Capitals","Pune Warriors",26,2,30,0,"All","All",13,86.6666666666667
"Mahela Jayawardene",2013,"Delhi Capitals","Punjab Kings",43,2,46,0,"All","All",21.5,93.4782608695652
"Mahela Jayawardene",2013,"Delhi Capitals","Rajasthan Royals",53,2,47,0,"All","All",26.5,112.765957446808
"Mahela Jayawardene",2013,"Delhi Capitals","Royal Challengers Bangalore",47,2,44,1,"All","All",23.5,106.818181818182
"Mahela Jayawardene",2013,"Delhi Capitals","Sunrisers Hyderabad",23,2,26,0,"All","All",11.5,88.4615384615385
"Mahesh Rawat",2008,"Rajasthan Royals","Delhi Capitals",9,2,12,0,"All","All",4.5,75
"Mahesh Rawat",2008,"Rajasthan Royals","Kolkata Knight Riders",1,0,1,0,"All","All",Inf,100
"Mahesh Rawat",2008,"Rajasthan Royals","Mumbai Indians",1,1,5,0,"All","All",1,20
"Mahesh Rawat",2008,"Rajasthan Royals","Punjab Kings",23,0,19,0,"All","All",Inf,121.052631578947
"Mahesh Rawat",2008,"Rajasthan Royals","Royal Challengers Bangalore",0,1,2,0,"All","All",0,0
"Mahesh Rawat",2009,"Rajasthan Royals","Chennai Super Kings",8,0,6,0,"All","All",Inf,133.333333333333
"Mahesh Rawat",2009,"Rajasthan Royals","Punjab Kings",4,0,6,0,"All","All",Inf,66.6666666666667
"Mahesh Rawat",2009,"Rajasthan Royals","Royal Challengers Bangalore",4,0,7,0,"All","All",Inf,57.1428571428571
"Mahesh Rawat",2013,"Pune Warriors","Kolkata Knight Riders",5,1,11,0,"All","All",5,45.4545454545455
"Mahipal Lomror",2018,"Rajasthan Royals","Punjab Kings",9,0,9,0,"All","All",Inf,100
"Mahipal Lomror",2018,"Rajasthan Royals","Sunrisers Hyderabad",11,1,12,0,"All","All",11,91.6666666666667
"Mahipal Lomror",2019,"Rajasthan Royals","Delhi Capitals",8,1,3,0,"All","All",8,266.666666666667
"Mahipal Lomror",2020,"Rajasthan Royals","Delhi Capitals",1,1,2,0,"All","All",1,50
"Mahipal Lomror",2020,"Rajasthan Royals","Mumbai Indians",11,1,13,0,"All","All",11,84.6153846153846
"Mahipal Lomror",2020,"Rajasthan Royals","Royal Challengers Bangalore",47,1,39,0,"All","All",47,120.512820512821
"Mahipal Lomror",2021,"Rajasthan Royals","Delhi Capitals",19,1,24,0,"All","All",19,79.1666666666667
"Mahipal Lomror",2021,"Rajasthan Royals","Punjab Kings",43,1,17,0,"All","All",43,252.941176470588
"Mahipal Lomror",2021,"Rajasthan Royals","Royal Challengers Bangalore",3,1,4,0,"All","All",3,75
"Mahipal Lomror",2021,"Rajasthan Royals","Sunrisers Hyderabad",29,0,28,0,"All","All",Inf,103.571428571429
"Mahipal Lomror",2022,"Royal Challengers Bangalore","Chennai Super Kings",42,1,27,0,"All","All",42,155.555555555556
"Mahipal Lomror",2022,"Royal Challengers Bangalore","Gujarat Titans",16,1,8,0,"All","All",16,200
"Mahipal Lomror",2022,"Royal Challengers Bangalore","Lucknow Super Giants",14,1,9,0,"All","All",14,155.555555555556
"Mahipal Lomror",2022,"Royal Challengers Bangalore","Punjab Kings",6,1,3,0,"All","All",6,200
"Mahipal Lomror",2022,"Royal Challengers Bangalore","Rajasthan Royals",8,1,10,0,"All","All",8,80
"Makhaya Ntini",2008,"Chennai Super Kings","Rajasthan Royals",11,1,12,0,"All","All",11,91.6666666666667
"Makhaya Ntini",2008,"Chennai Super Kings","Royal Challengers Bangalore",0,0,6,0,"All","All",NA,0
"Manan Vohra",2013,"Punjab Kings","Chennai Super Kings",16,1,11,0,"All","All",16,145.454545454545
"Manan Vohra",2013,"Punjab Kings","Delhi Capitals",8,1,11,0,"All","All",8,72.7272727272727
"Manan Vohra",2013,"Punjab Kings","Kolkata Knight Riders",48,2,37,0,"All","All",24,129.72972972973
"Manan Vohra",2013,"Punjab Kings","Mumbai Indians",21,1,10,0,"All","All",21,210
"Manan Vohra",2013,"Punjab Kings","Pune Warriors",65,1,41,0,"All","All",65,158.536585365854
"Manan Vohra",2013,"Punjab Kings","Rajasthan Royals",3,1,6,1,"All","All",3,50
"Manan Vohra",2013,"Punjab Kings","Sunrisers Hyderabad",0,1,1,0,"All","All",0,0
"Manan Vohra",2014,"Punjab Kings","Chennai Super Kings",34,1,31,0,"All","All",34,109.677419354839
"Manan Vohra",2014,"Punjab Kings","Delhi Capitals",89,2,57,0,"All","All",44.5,156.140350877193
"Manan Vohra",2014,"Punjab Kings","Kolkata Knight Riders",93,2,71,0,"All","All",46.5,130.985915492958
