"Striker","Season","Bowler","Batting_Team","Bowling_Team","Runs","Dismissed","Balls","Run_Out","Stadium","Average","Strike_Rate"
"Rohit Sharma",2016,"Chris Jordan","Mumbai Indians","Royal Challengers Bangalore",16,0,10,0,"All",Inf,160
"Rohit Sharma",2016,"Chris Morris","Mumbai Indians","Delhi Capitals",27,1,17,1,"All",27,158.823529411765
"Rohit Sharma",2016,"Dhawal Kulkarni","Mumbai Indians","Gujarat Lions",21,2,10,0,"All",10.5,210
"Rohit Sharma",2016,"Harshal Patel","Mumbai Indians","Royal Challengers Bangalore",11,0,8,0,"All",Inf,137.5
"Rohit Sharma",2016,"Imran Tahir","Mumbai Indians","Delhi Capitals",6,0,8,0,"All",Inf,75
"Rohit Sharma",2016,"Iqbal Abdulla","Mumbai Indians","Royal Challengers Bangalore",16,1,11,0,"All",16,145.454545454545
"Rohit Sharma",2016,"Ishant Sharma","Mumbai Indians","Rising Pune Supergiants",0,1,1,0,"All",0,0
"Rohit Sharma",2016,"Jaydev Unadkat","Mumbai Indians","Kolkata Knight Riders",15,0,8,0,"All",Inf,187.5
"Rohit Sharma",2016,"John Hastings","Mumbai Indians","Kolkata Knight Riders",16,0,10,0,"All",Inf,160
"Rohit Sharma",2016,"KC Cariappa","Mumbai Indians","Punjab Kings",1,0,1,0,"All",Inf,100
"Rohit Sharma",2016,"Kane Richardson","Mumbai Indians","Royal Challengers Bangalore",6,0,8,0,"All",Inf,75
"Rohit Sharma",2016,"Kuldeep Yadav","Mumbai Indians","Kolkata Knight Riders",14,0,12,0,"All",Inf,116.666666666667
"Rohit Sharma",2016,"Marcus Stoinis","Mumbai Indians","Punjab Kings",2,0,3,0,"All",Inf,66.6666666666667
"Rohit Sharma",2016,"Mohammed Shami","Mumbai Indians","Delhi Capitals",6,0,4,0,"All",Inf,150
"Rohit Sharma",2016,"Mohit Sharma","Mumbai Indians","Punjab Kings",2,0,5,0,"All",Inf,40
"Rohit Sharma",2016,"Moises Henriques","Mumbai Indians","Sunrisers Hyderabad",3,0,5,0,"All",Inf,60
"Rohit Sharma",2016,"Murugan Ashwin","Mumbai Indians","Rising Pune Supergiants",13,0,8,0,"All",Inf,162.5
"Rohit Sharma",2016,"Mustafizur Rahman","Mumbai Indians","Sunrisers Hyderabad",2,0,2,0,"All",Inf,100
"Rohit Sharma",2016,"Pawan Negi","Mumbai Indians","Delhi Capitals",15,0,5,0,"All",Inf,300
"Rohit Sharma",2016,"Piyush Chawla","Mumbai Indians","Kolkata Knight Riders",12,0,10,0,"All",Inf,120
"Rohit Sharma",2016,"Praveen Kumar","Mumbai Indians","Gujarat Lions",16,0,16,0,"All",Inf,100
"Rohit Sharma",2016,"RP Singh","Mumbai Indians","Rising Pune Supergiants",7,0,4,0,"All",Inf,175
"Rohit Sharma",2016,"Rajagopal Sathish","Mumbai Indians","Kolkata Knight Riders",3,0,5,0,"All",Inf,60
"Rohit Sharma",2016,"Rajat Bhatia","Mumbai Indians","Rising Pune Supergiants",15,0,11,0,"All",Inf,136.363636363636
"Rohit Sharma",2016,"Ravichandran Ashwin","Mumbai Indians","Rising Pune Supergiants",11,0,10,0,"All",Inf,110
"Rohit Sharma",2016,"Sandeep Sharma","Mumbai Indians","Punjab Kings",7,1,10,0,"All",7,70
"Rohit Sharma",2016,"Scott Boland","Mumbai Indians","Rising Pune Supergiants",11,0,12,0,"All",Inf,91.6666666666667
"Rohit Sharma",2016,"Shahbaz Nadeem","Mumbai Indians","Delhi Capitals",19,0,8,0,"All",Inf,237.5
"Rohit Sharma",2016,"Shakib Al Hasan","Mumbai Indians","Kolkata Knight Riders",6,0,6,0,"All",Inf,100
"Rohit Sharma",2016,"Shane Watson","Mumbai Indians","Royal Challengers Bangalore",5,0,5,0,"All",Inf,100
"Rohit Sharma",2016,"Sreenath Aravind","Mumbai Indians","Royal Challengers Bangalore",2,0,2,0,"All",Inf,100
"Rohit Sharma",2016,"Stuart Binny","Mumbai Indians","Royal Challengers Bangalore",7,0,9,0,"All",Inf,77.7777777777778
"Rohit Sharma",2016,"Sunil Narine","Mumbai Indians","Kolkata Knight Riders",14,0,13,0,"All",Inf,107.692307692308
"Rohit Sharma",2016,"Thisara Perera","Mumbai Indians","Rising Pune Supergiants",25,0,15,0,"All",Inf,166.666666666667
"Rohit Sharma",2016,"Umesh Yadav","Mumbai Indians","Kolkata Knight Riders",10,0,6,0,"All",Inf,166.666666666667
"Rohit Sharma",2016,"Varun Aaron","Mumbai Indians","Royal Challengers Bangalore",19,1,10,0,"All",19,190
"Rohit Sharma",2016,"Yuzvendra Chahal","Mumbai Indians","Royal Challengers Bangalore",5,0,5,0,"All",Inf,100
"Rohit Sharma",2016,"Zaheer Khan","Mumbai Indians","Delhi Capitals",15,0,18,0,"All",Inf,83.3333333333333
"Rohit Sharma",2017,"Adam Milne","Mumbai Indians","Royal Challengers Bangalore",5,0,3,0,"All",Inf,166.666666666667
"Rohit Sharma",2017,"Adam Zampa","Mumbai Indians","Rising Pune Supergiants",2,1,4,0,"All",2,50
"Rohit Sharma",2017,"Amit Mishra","Mumbai Indians","Delhi Capitals",4,1,3,0,"All",4,133.333333333333
"Rohit Sharma",2017,"Andrew Tye","Mumbai Indians","Gujarat Lions",6,0,6,0,"All",Inf,100
"Rohit Sharma",2017,"Aniket Choudhary","Mumbai Indians","Royal Challengers Bangalore",11,0,6,0,"All",Inf,183.333333333333
"Rohit Sharma",2017,"Ankit Rajpoot","Mumbai Indians","Kolkata Knight Riders",1,1,3,0,"All",1,33.3333333333333
"Rohit Sharma",2017,"Ankit Soni","Mumbai Indians","Gujarat Lions",2,0,7,0,"All",Inf,28.5714285714286
"Rohit Sharma",2017,"Ashish Nehra","Mumbai Indians","Sunrisers Hyderabad",3,0,2,0,"All",Inf,150
"Rohit Sharma",2017,"Basil Thampi","Mumbai Indians","Gujarat Lions",5,0,6,0,"All",Inf,83.3333333333333
"Rohit Sharma",2017,"Ben Stokes","Mumbai Indians","Rising Pune Supergiants",10,0,9,0,"All",Inf,111.111111111111
"Rohit Sharma",2017,"Bhuvneshwar Kumar","Mumbai Indians","Sunrisers Hyderabad",17,0,9,0,"All",Inf,188.888888888889
"Rohit Sharma",2017,"Chris Morris","Mumbai Indians","Delhi Capitals",1,0,5,0,"All",Inf,20
"Rohit Sharma",2017,"Colin de Grandhomme","Mumbai Indians","Kolkata Knight Riders",5,0,4,0,"All",Inf,125
"Rohit Sharma",2017,"Corey Anderson","Mumbai Indians","Delhi Capitals",5,0,2,0,"All",Inf,250
"Rohit Sharma",2017,"Dan Christian","Mumbai Indians","Rising Pune Supergiants",4,0,3,0,"All",Inf,133.333333333333
"Rohit Sharma",2017,"Deepak Chahar","Mumbai Indians","Rising Pune Supergiants",1,0,1,0,"All",Inf,100
"Rohit Sharma",2017,"Dwayne Smith","Mumbai Indians","Gujarat Lions",1,0,2,0,"All",Inf,50
"Rohit Sharma",2017,"Glenn Maxwell","Mumbai Indians","Punjab Kings",1,0,2,0,"All",Inf,50
"Rohit Sharma",2017,"Imran Tahir","Mumbai Indians","Rising Pune Supergiants",25,1,21,0,"All",25,119.047619047619
"Rohit Sharma",2017,"Ishant Sharma","Mumbai Indians","Punjab Kings",3,0,2,0,"All",Inf,150
"Rohit Sharma",2017,"James Faulkner","Mumbai Indians","Gujarat Lions",0,1,1,0,"All",0,0
"Rohit Sharma",2017,"Jaydev Unadkat","Mumbai Indians","Rising Pune Supergiants",13,1,9,0,"All",13,144.444444444444
"Rohit Sharma",2017,"Kagiso Rabada","Mumbai Indians","Delhi Capitals",0,1,1,0,"All",0,0
"Rohit Sharma",2017,"Kuldeep Yadav","Mumbai Indians","Kolkata Knight Riders",5,0,4,0,"All",Inf,125
"Rohit Sharma",2017,"Lockie Ferguson","Mumbai Indians","Rising Pune Supergiants",17,0,8,0,"All",Inf,212.5
"Rohit Sharma",2017,"Mohammad Nabi","Mumbai Indians","Sunrisers Hyderabad",1,0,4,0,"All",Inf,25
"Rohit Sharma",2017,"Mohammed Siraj","Mumbai Indians","Sunrisers Hyderabad",10,0,7,0,"All",Inf,142.857142857143
"Rohit Sharma",2017,"Moises Henriques","Mumbai Indians","Sunrisers Hyderabad",14,0,5,0,"All",Inf,280
"Rohit Sharma",2017,"Munaf Patel","Mumbai Indians","Gujarat Lions",11,0,4,0,"All",Inf,275
"Rohit Sharma",2017,"Nathan Coulter-Nile","Mumbai Indians","Kolkata Knight Riders",6,1,9,0,"All",6,66.6666666666667
"Rohit Sharma",2017,"Pat Cummins","Mumbai Indians","Delhi Capitals",3,0,2,0,"All",Inf,150
"Rohit Sharma",2017,"Pawan Negi","Mumbai Indians","Royal Challengers Bangalore",8,0,10,0,"All",Inf,80
"Rohit Sharma",2017,"Piyush Chawla","Mumbai Indians","Kolkata Knight Riders",14,0,7,0,"All",Inf,200
"Rohit Sharma",2017,"Praveen Kumar","Mumbai Indians","Gujarat Lions",8,0,3,0,"All",Inf,266.666666666667
"Rohit Sharma",2017,"Rahul Tewatia","Mumbai Indians","Punjab Kings",1,1,3,0,"All",1,33.3333333333333
"Rohit Sharma",2017,"Rashid Khan","Mumbai Indians","Sunrisers Hyderabad",17,1,13,0,"All",17,130.769230769231
"Rohit Sharma",2017,"Ravindra Jadeja","Mumbai Indians","Gujarat Lions",11,0,11,0,"All",Inf,100
"Rohit Sharma",2017,"Samuel Badree","Mumbai Indians","Royal Challengers Bangalore",0,1,1,0,"All",0,0
"Rohit Sharma",2017,"Shane Watson","Mumbai Indians","Royal Challengers Bangalore",20,0,11,0,"All",Inf,181.818181818182
"Rohit Sharma",2017,"Shardul Thakur","Mumbai Indians","Rising Pune Supergiants",10,0,7,0,"All",Inf,142.857142857143
"Rohit Sharma",2017,"Siddarth Kaul","Mumbai Indians","Sunrisers Hyderabad",9,1,9,0,"All",9,100
"Rohit Sharma",2017,"Sreenath Aravind","Mumbai Indians","Royal Challengers Bangalore",9,0,4,0,"All",Inf,225
"Rohit Sharma",2017,"Stuart Binny","Mumbai Indians","Royal Challengers Bangalore",0,0,1,0,"All",NA,0
"Rohit Sharma",2017,"Sunil Narine","Mumbai Indians","Kolkata Knight Riders",11,1,16,0,"All",11,68.75
"Rohit Sharma",2017,"Suresh Raina","Mumbai Indians","Gujarat Lions",1,0,2,0,"All",Inf,50
"Rohit Sharma",2017,"Trent Boult","Mumbai Indians","Kolkata Knight Riders",1,0,2,0,"All",Inf,50
"Rohit Sharma",2017,"Umesh Yadav","Mumbai Indians","Kolkata Knight Riders",12,0,6,0,"All",Inf,200
"Rohit Sharma",2017,"Washington Sundar","Mumbai Indians","Rising Pune Supergiants",4,1,8,0,"All",4,50
"Rohit Sharma",2017,"Yuzvendra Chahal","Mumbai Indians","Royal Challengers Bangalore",3,0,3,0,"All",Inf,100
"Rohit Sharma",2017,"Zaheer Khan","Mumbai Indians","Delhi Capitals",2,0,2,0,"All",Inf,100
"Rohit Sharma",2018,"Amit Mishra","Mumbai Indians","Delhi Capitals",2,0,2,0,"All",Inf,100
"Rohit Sharma",2018,"Andre Russell","Mumbai Indians","Kolkata Knight Riders",5,0,6,0,"All",Inf,83.3333333333333
"Rohit Sharma",2018,"Andrew Tye","Mumbai Indians","Punjab Kings",5,0,6,0,"All",Inf,83.3333333333333
"Rohit Sharma",2018,"Ankit Rajpoot","Mumbai Indians","Punjab Kings",0,1,2,0,"All",0,0
"Rohit Sharma",2018,"Axar Patel","Mumbai Indians","Punjab Kings",3,0,3,0,"All",Inf,100
"Rohit Sharma",2018,"Billy Stanlake","Mumbai Indians","Sunrisers Hyderabad",10,1,6,0,"All",10,166.666666666667
"Rohit Sharma",2018,"Chris Woakes","Mumbai Indians","Royal Challengers Bangalore",6,0,4,0,"All",Inf,150
"Rohit Sharma",2018,"Corey Anderson","Mumbai Indians","Royal Challengers Bangalore",39,1,19,0,"All",39,205.263157894737
"Rohit Sharma",2018,"Dan Christian","Mumbai Indians","Delhi Capitals",6,0,3,0,"All",Inf,200
"Rohit Sharma",2018,"Deepak Chahar","Mumbai Indians","Chennai Super Kings",7,0,8,0,"All",Inf,87.5
"Rohit Sharma",2018,"Dwayne Bravo","Mumbai Indians","Chennai Super Kings",9,0,8,0,"All",Inf,112.5
"Rohit Sharma",2018,"Glenn Maxwell","Mumbai Indians","Delhi Capitals",5,0,2,0,"All",Inf,250
"Rohit Sharma",2018,"Harbhajan Singh","Mumbai Indians","Chennai Super Kings",3,0,3,0,"All",Inf,100
"Rohit Sharma",2018,"Harshal Patel","Mumbai Indians","Delhi Capitals",3,1,4,0,"All",3,75
"Rohit Sharma",2018,"Imran Tahir","Mumbai Indians","Chennai Super Kings",5,0,4,0,"All",Inf,125
"Rohit Sharma",2018,"Jaydev Unadkat","Mumbai Indians","Rajasthan Royals",0,1,1,1,"All",0,0
"Rohit Sharma",2018,"Jofra Archer","Mumbai Indians","Rajasthan Royals",0,1,1,0,"All",0,0
"Rohit Sharma",2018,"Kuldeep Yadav","Mumbai Indians","Kolkata Knight Riders",5,0,6,0,"All",Inf,83.3333333333333
"Rohit Sharma",2018,"Marcus Stoinis","Mumbai Indians","Punjab Kings",5,0,2,0,"All",Inf,250
"Rohit Sharma",2018,"Mohammed Shami","Mumbai Indians","Delhi Capitals",3,0,3,0,"All",Inf,100
"Rohit Sharma",2018,"Mohammed Siraj","Mumbai Indians","Royal Challengers Bangalore",9,0,5,0,"All",Inf,180
"Rohit Sharma",2018,"Mujeeb Ur Rahman","Mumbai Indians","Punjab Kings",14,0,8,0,"All",Inf,175
"Rohit Sharma",2018,"Piyush Chawla","Mumbai Indians","Kolkata Knight Riders",10,0,10,0,"All",Inf,100
"Rohit Sharma",2018,"Prasidh Krishna","Mumbai Indians","Kolkata Knight Riders",10,1,5,0,"All",10,200
"Rohit Sharma",2018,"Rahul Tewatia","Mumbai Indians","Delhi Capitals",2,0,5,0,"All",Inf,40
"Rohit Sharma",2018,"Ravichandran Ashwin","Mumbai Indians","Punjab Kings",3,0,4,0,"All",Inf,75
"Rohit Sharma",2018,"Sandeep Lamichhane","Mumbai Indians","Delhi Capitals",2,0,2,0,"All",Inf,100
"Rohit Sharma",2018,"Sandeep Sharma","Mumbai Indians","Sunrisers Hyderabad",3,0,9,0,"All",Inf,33.3333333333333
"Rohit Sharma",2018,"Shakib Al Hasan","Mumbai Indians","Sunrisers Hyderabad",0,1,1,0,"All",0,0
"Rohit Sharma",2018,"Shane Watson","Mumbai Indians","Chennai Super Kings",28,1,20,0,"All",28,140
"Rohit Sharma",2018,"Shardul Thakur","Mumbai Indians","Chennai Super Kings",19,0,8,0,"All",Inf,237.5
"Rohit Sharma",2018,"Sunil Narine","Mumbai Indians","Kolkata Knight Riders",14,1,12,0,"All",14,116.666666666667
"Rohit Sharma",2018,"Tom Curran","Mumbai Indians","Kolkata Knight Riders",3,0,3,0,"All",Inf,100
"Rohit Sharma",2018,"Trent Boult","Mumbai Indians","Delhi Capitals",8,1,5,0,"All",8,160
"Rohit Sharma",2018,"Umesh Yadav","Mumbai Indians","Royal Challengers Bangalore",24,1,14,0,"All",24,171.428571428571
"Rohit Sharma",2018,"Washington Sundar","Mumbai Indians","Royal Challengers Bangalore",13,0,7,0,"All",Inf,185.714285714286
"Rohit Sharma",2018,"Yuzvendra Chahal","Mumbai Indians","Royal Challengers Bangalore",3,0,4,0,"All",Inf,75
"Rohit Sharma",2019,"Amit Mishra","Mumbai Indians","Delhi Capitals",0,1,1,0,"All",0,0
"Rohit Sharma",2019,"Andre Russell","Mumbai Indians","Kolkata Knight Riders",11,0,7,0,"All",Inf,157.142857142857
"Rohit Sharma",2019,"Andrew Tye","Mumbai Indians","Punjab Kings",13,0,4,0,"All",Inf,325
"Rohit Sharma",2019,"Bhuvneshwar Kumar","Mumbai Indians","Sunrisers Hyderabad",11,0,14,0,"All",Inf,78.5714285714286
"Rohit Sharma",2019,"Chris Morris","Mumbai Indians","Delhi Capitals",5,0,2,0,"All",Inf,250
"Rohit Sharma",2019,"Colin de Grandhomme","Mumbai Indians","Royal Challengers Bangalore",10,0,7,0,"All",Inf,142.857142857143
"Rohit Sharma",2019,"Deepak Chahar","Mumbai Indians","Chennai Super Kings",21,2,15,0,"All",10.5,140
"Rohit Sharma",2019,"Dhawal Kulkarni","Mumbai Indians","Rajasthan Royals",16,0,11,0,"All",Inf,145.454545454545
"Rohit Sharma",2019,"Dwayne Bravo","Mumbai Indians","Chennai Super Kings",7,0,6,0,"All",Inf,116.666666666667
"Rohit Sharma",2019,"Harbhajan Singh","Mumbai Indians","Chennai Super Kings",22,0,15,0,"All",Inf,146.666666666667
"Rohit Sharma",2019,"Hardus Viljoen","Mumbai Indians","Punjab Kings",3,1,3,0,"All",3,100
"Rohit Sharma",2019,"Harry Gurney","Mumbai Indians","Kolkata Knight Riders",5,1,10,0,"All",5,50
"Rohit Sharma",2019,"Imran Tahir","Mumbai Indians","Chennai Super Kings",24,0,16,0,"All",Inf,150
"Rohit Sharma",2019,"Ishant Sharma","Mumbai Indians","Delhi Capitals",20,1,18,0,"All",20,111.111111111111
"Rohit Sharma",2019,"Jaydev Unadkat","Mumbai Indians","Rajasthan Royals",2,0,3,0,"All",Inf,66.6666666666667
"Rohit Sharma",2019,"Jofra Archer","Mumbai Indians","Rajasthan Royals",2,1,3,0,"All",2,66.6666666666667
"Rohit Sharma",2019,"Kagiso Rabada","Mumbai Indians","Delhi Capitals",6,0,4,0,"All",Inf,150
"Rohit Sharma",2019,"Keemo Paul","Mumbai Indians","Delhi Capitals",8,0,4,0,"All",Inf,200
"Rohit Sharma",2019,"Khaleel Ahmed","Mumbai Indians","Sunrisers Hyderabad",12,1,7,0,"All",12,171.428571428571
"Rohit Sharma",2019,"Krishnappa Gowtham","Mumbai Indians","Rajasthan Royals",24,0,11,0,"All",Inf,218.181818181818
"Rohit Sharma",2019,"Liam Livingstone","Mumbai Indians","Rajasthan Royals",1,0,3,0,"All",Inf,33.3333333333333
"Rohit Sharma",2019,"Mitchell Santner","Mumbai Indians","Chennai Super Kings",9,1,11,0,"All",9,81.8181818181818
"Rohit Sharma",2019,"Moeen Ali","Mumbai Indians","Royal Challengers Bangalore",0,1,1,0,"All",0,0
"Rohit Sharma",2019,"Mohammad Nabi","Mumbai Indians","Sunrisers Hyderabad",3,1,5,0,"All",3,60
"Rohit Sharma",2019,"Mohammed Shami","Mumbai Indians","Punjab Kings",12,0,5,0,"All",Inf,240
"Rohit Sharma",2019,"Mohammed Siraj","Mumbai Indians","Royal Challengers Bangalore",15,0,7,0,"All",Inf,214.285714285714
"Rohit Sharma",2019,"Mohit Sharma","Mumbai Indians","Chennai Super Kings",1,0,3,0,"All",Inf,33.3333333333333
"Rohit Sharma",2019,"Navdeep Saini","Mumbai Indians","Royal Challengers Bangalore",33,0,19,0,"All",Inf,173.684210526316
"Rohit Sharma",2019,"Pawan Negi","Mumbai Indians","Royal Challengers Bangalore",2,0,4,0,"All",Inf,50
"Rohit Sharma",2019,"Prasidh Krishna","Mumbai Indians","Kolkata Knight Riders",11,0,8,0,"All",Inf,137.5
"Rohit Sharma",2019,"Rashid Khan","Mumbai Indians","Sunrisers Hyderabad",1,0,1,0,"All",Inf,100
"Rohit Sharma",2019,"Ravichandran Ashwin","Mumbai Indians","Punjab Kings",4,0,6,0,"All",Inf,66.6666666666667
"Rohit Sharma",2019,"Ravindra Jadeja","Mumbai Indians","Chennai Super Kings",0,1,1,0,"All",0,0
"Rohit Sharma",2019,"Sandeep Sharma","Mumbai Indians","Sunrisers Hyderabad",8,0,5,0,"All",Inf,160
"Rohit Sharma",2019,"Sandeep Warrier","Mumbai Indians","Kolkata Knight Riders",19,0,17,0,"All",Inf,111.764705882353
"Rohit Sharma",2019,"Shardul Thakur","Mumbai Indians","Chennai Super Kings",15,0,15,0,"All",Inf,100
"Rohit Sharma",2019,"Shreyas Gopal","Mumbai Indians","Rajasthan Royals",7,1,6,0,"All",7,116.666666666667
"Rohit Sharma",2019,"Stuart Binny","Mumbai Indians","Rajasthan Royals",0,0,2,0,"All",NA,0
"Rohit Sharma",2019,"Sunil Narine","Mumbai Indians","Kolkata Knight Riders",21,0,15,0,"All",Inf,140
"Rohit Sharma",2019,"Trent Boult","Mumbai Indians","Delhi Capitals",5,0,6,0,"All",Inf,83.3333333333333
"Rohit Sharma",2019,"Umesh Yadav","Mumbai Indians","Royal Challengers Bangalore",9,1,9,0,"All",9,100
"Rohit Sharma",2019,"Yuzvendra Chahal","Mumbai Indians","Royal Challengers Bangalore",7,0,5,0,"All",Inf,140
"Rohit Sharma",2020,"Andre Russell","Mumbai Indians","Kolkata Knight Riders",14,0,10,0,"All",Inf,140
"Rohit Sharma",2020,"Ankit Rajpoot","Mumbai Indians","Rajasthan Royals",15,0,7,0,"All",Inf,214.285714285714
"Rohit Sharma",2020,"Anrich Nortje","Mumbai Indians","Delhi Capitals",13,1,10,0,"All",13,130
"Rohit Sharma",2020,"Arshdeep Singh","Mumbai Indians","Punjab Kings",0,1,1,0,"All",0,0
"Rohit Sharma",2020,"Axar Patel","Mumbai Indians","Delhi Capitals",12,1,16,0,"All",12,75
"Rohit Sharma",2020,"Chris Green","Mumbai Indians","Kolkata Knight Riders",5,0,4,0,"All",Inf,125
"Rohit Sharma",2020,"Deepak Chahar","Mumbai Indians","Chennai Super Kings",6,0,5,0,"All",Inf,120
"Rohit Sharma",2020,"Glenn Maxwell","Mumbai Indians","Punjab Kings",5,0,4,0,"All",Inf,125
"Rohit Sharma",2020,"Isuru Udana","Mumbai Indians","Royal Challengers Bangalore",8,0,4,0,"All",Inf,200
"Rohit Sharma",2020,"James Neesham","Mumbai Indians","Punjab Kings",28,0,10,0,"All",Inf,280
"Rohit Sharma",2020,"Jason Holder","Mumbai Indians","Sunrisers Hyderabad",2,0,3,0,"All",Inf,66.6666666666667
"Rohit Sharma",2020,"Jofra Archer","Mumbai Indians","Rajasthan Royals",1,0,1,0,"All",Inf,100
"Rohit Sharma",2020,"Kagiso Rabada","Mumbai Indians","Delhi Capitals",10,0,8,0,"All",Inf,125
"Rohit Sharma",2020,"Kartik Tyagi","Mumbai Indians","Rajasthan Royals",11,0,6,0,"All",Inf,183.333333333333
"Rohit Sharma",2020,"Krishnappa Gowtham","Mumbai Indians","Punjab Kings",15,0,10,0,"All",Inf,150
"Rohit Sharma",2020,"Kuldeep Yadav","Mumbai Indians","Kolkata Knight Riders",21,0,12,0,"All",Inf,175
"Rohit Sharma",2020,"Lungi Ngidi","Mumbai Indians","Chennai Super Kings",1,0,1,0,"All",Inf,100
"Rohit Sharma",2020,"Marcus Stoinis","Mumbai Indians","Delhi Capitals",4,0,4,0,"All",Inf,100
"Rohit Sharma",2020,"Mohammed Shami","Mumbai Indians","Punjab Kings",14,1,13,0,"All",14,107.692307692308
"Rohit Sharma",2020,"Pat Cummins","Mumbai Indians","Kolkata Knight Riders",19,0,15,0,"All",Inf,126.666666666667
"Rohit Sharma",2020,"Piyush Chawla","Mumbai Indians","Chennai Super Kings",0,1,2,0,"All",0,0
"Rohit Sharma",2020,"Prasidh Krishna","Mumbai Indians","Kolkata Knight Riders",10,0,6,0,"All",Inf,166.666666666667
"Rohit Sharma",2020,"Praveen Dubey","Mumbai Indians","Delhi Capitals",17,0,11,0,"All",Inf,154.545454545455
"Rohit Sharma",2020,"Ravi Bishnoi","Mumbai Indians","Punjab Kings",14,0,10,0,"All",Inf,140
"Rohit Sharma",2020,"Ravichandran Ashwin","Mumbai Indians","Delhi Capitals",17,1,15,0,"All",17,113.333333333333
"Rohit Sharma",2020,"Sam Curran","Mumbai Indians","Chennai Super Kings",5,0,2,0,"All",Inf,250
"Rohit Sharma",2020,"Sandeep Sharma","Mumbai Indians","Sunrisers Hyderabad",8,2,9,0,"All",4,88.8888888888889
"Rohit Sharma",2020,"Sandeep Warrier","Mumbai Indians","Kolkata Knight Riders",11,0,9,0,"All",Inf,122.222222222222
"Rohit Sharma",2020,"Sheldon Cottrell","Mumbai Indians","Punjab Kings",3,0,5,0,"All",Inf,60
"Rohit Sharma",2020,"Shivam Mavi","Mumbai Indians","Kolkata Knight Riders",18,2,15,0,"All",9,120
"Rohit Sharma",2020,"Shreyas Gopal","Mumbai Indians","Rajasthan Royals",8,1,7,0,"All",8,114.285714285714
"Rohit Sharma",2020,"Sunil Narine","Mumbai Indians","Kolkata Knight Riders",7,0,9,0,"All",Inf,77.7777777777778
"Rohit Sharma",2020,"Tom Curran","Mumbai Indians","Rajasthan Royals",0,0,2,0,"All",NA,0
"Rohit Sharma",2020,"Varun Chakravarthy","Mumbai Indians","Kolkata Knight Riders",10,0,10,0,"All",Inf,100
"Rohit Sharma",2020,"Washington Sundar","Mumbai Indians","Royal Challengers Bangalore",0,1,4,0,"All",0,0
"Rohit Sharma",2021,"Abhishek Sharma","Mumbai Indians","Sunrisers Hyderabad",4,0,4,0,"All",Inf,100
"Rohit Sharma",2021,"Aiden Markram","Mumbai Indians","Punjab Kings",2,0,3,0,"All",Inf,66.6666666666667
"Rohit Sharma",2021,"Amit Mishra","Mumbai Indians","Delhi Capitals",7,1,6,0,"All",7,116.666666666667
"Rohit Sharma",2021,"Andre Russell","Mumbai Indians","Kolkata Knight Riders",3,0,2,0,"All",Inf,150
"Rohit Sharma",2021,"Anrich Nortje","Mumbai Indians","Delhi Capitals",7,0,5,0,"All",Inf,140
"Rohit Sharma",2021,"Arshdeep Singh","Mumbai Indians","Punjab Kings",2,0,2,0,"All",Inf,100
"Rohit Sharma",2021,"Avesh Khan","Mumbai Indians","Delhi Capitals",7,1,9,0,"All",7,77.7777777777778
"Rohit Sharma",2021,"Bhuvneshwar Kumar","Mumbai Indians","Sunrisers Hyderabad",8,0,5,0,"All",Inf,160
"Rohit Sharma",2021,"Chetan Sakariya","Mumbai Indians","Rajasthan Royals",3,1,7,0,"All",3,42.8571428571429
"Rohit Sharma",2021,"Chris Morris","Mumbai Indians","Rajasthan Royals",2,1,3,0,"All",2,66.6666666666667
"Rohit Sharma",2021,"Dan Christian","Mumbai Indians","Royal Challengers Bangalore",4,0,1,0,"All",Inf,400
"Rohit Sharma",2021,"Deepak Chahar","Mumbai Indians","Chennai Super Kings",16,0,13,0,"All",Inf,123.076923076923
"Rohit Sharma",2021,"Deepak Hooda","Mumbai Indians","Punjab Kings",12,0,10,0,"All",Inf,120
"Rohit Sharma",2021,"Fabian Allen","Mumbai Indians","Punjab Kings",25,0,13,0,"All",Inf,192.307692307692
"Rohit Sharma",2021,"Glenn Maxwell","Mumbai Indians","Royal Challengers Bangalore",11,1,6,0,"All",11,183.333333333333
"Rohit Sharma",2021,"Harbhajan Singh","Mumbai Indians","Kolkata Knight Riders",1,0,1,0,"All",Inf,100
"Rohit Sharma",2021,"Harshal Patel","Mumbai Indians","Royal Challengers Bangalore",3,0,3,0,"All",Inf,100
"Rohit Sharma",2021,"Jason Holder","Mumbai Indians","Sunrisers Hyderabad",5,0,2,0,"All",Inf,250
"Rohit Sharma",2021,"Jaydev Unadkat","Mumbai Indians","Rajasthan Royals",8,0,7,0,"All",Inf,114.285714285714
"Rohit Sharma",2021,"Kagiso Rabada","Mumbai Indians","Delhi Capitals",7,0,3,0,"All",Inf,233.333333333333
"Rohit Sharma",2021,"Khaleel Ahmed","Mumbai Indians","Sunrisers Hyderabad",7,0,10,0,"All",Inf,70
"Rohit Sharma",2021,"Kyle Jamieson","Mumbai Indians","Royal Challengers Bangalore",18,0,9,0,"All",Inf,200
"Rohit Sharma",2021,"Lalit Yadav","Mumbai Indians","Delhi Capitals",2,0,3,0,"All",Inf,66.6666666666667
"Rohit Sharma",2021,"Lockie Ferguson","Mumbai Indians","Kolkata Knight Riders",4,0,3,0,"All",Inf,133.333333333333
