"Striker","Season","Batting_Team","Bowling_Team","Stadium","Runs","Dismissed","Balls","Run_Out","Bowler","Average","Strike_Rate"
"Quinton de Kock",2022,"Lucknow Super Giants","Mumbai Indians","Brabourne Stadium",24,1,13,0,"All",24,184.615384615385
"Quinton de Kock",2022,"Lucknow Super Giants","Mumbai Indians","Wankhede Stadium",10,1,9,0,"All",10,111.111111111111
"Quinton de Kock",2022,"Lucknow Super Giants","Punjab Kings","Maharashtra Cricket Association Stadium",46,1,37,0,"All",46,124.324324324324
"Quinton de Kock",2022,"Lucknow Super Giants","Rajasthan Royals","Brabourne Stadium",7,1,8,0,"All",7,87.5
"Quinton de Kock",2022,"Lucknow Super Giants","Rajasthan Royals","Wankhede Stadium",39,1,32,0,"All",39,121.875
"Quinton de Kock",2022,"Lucknow Super Giants","Royal Challengers Bangalore","Dr DY Patil Sports Academy",3,1,5,0,"All",3,60
"Quinton de Kock",2022,"Lucknow Super Giants","Royal Challengers Bangalore","Eden Gardens",6,1,5,0,"All",6,120
"Quinton de Kock",2022,"Lucknow Super Giants","Sunrisers Hyderabad","Dr DY Patil Sports Academy",1,1,4,0,"All",1,25
"RP Singh",2008,"Deccan Chargers","Chennai Super Kings","Rajiv Gandhi International Stadium",10,1,4,0,"All",10,250
"RP Singh",2008,"Deccan Chargers","Delhi Capitals","Feroz Shah Kotla",1,1,2,0,"All",1,50
"RP Singh",2008,"Deccan Chargers","Delhi Capitals","Rajiv Gandhi International Stadium",1,0,1,0,"All",Inf,100
"RP Singh",2008,"Deccan Chargers","Kolkata Knight Riders","Eden Gardens",1,0,2,0,"All",Inf,50
"RP Singh",2008,"Deccan Chargers","Kolkata Knight Riders","Rajiv Gandhi International Stadium",6,0,4,0,"All",Inf,150
"RP Singh",2008,"Deccan Chargers","Mumbai Indians","Rajiv Gandhi International Stadium",3,0,3,0,"All",Inf,100
"RP Singh",2008,"Deccan Chargers","Punjab Kings","Rajiv Gandhi International Stadium",2,0,2,0,"All",Inf,100
"RP Singh",2008,"Deccan Chargers","Rajasthan Royals","Sawai Mansingh Stadium",2,1,3,1,"All",Inf,66.6666666666667
"RP Singh",2008,"Deccan Chargers","Royal Challengers Bangalore","Rajiv Gandhi International Stadium",1,1,3,0,"All",1,33.3333333333333
"RP Singh",2009,"Deccan Chargers","Chennai Super Kings","Buffalo Park",2,1,6,0,"All",2,33.3333333333333
"RP Singh",2009,"Deccan Chargers","Delhi Capitals","Kingsmead",0,1,1,1,"All",NA,0
"RP Singh",2009,"Deccan Chargers","Delhi Capitals","SuperSport Park",2,0,4,0,"All",Inf,50
"RP Singh",2009,"Deccan Chargers","Mumbai Indians","Kingsmead",4,1,4,0,"All",4,100
"RP Singh",2009,"Deccan Chargers","Punjab Kings","New Wanderers Stadium",0,1,2,0,"All",0,0
"RP Singh",2010,"Deccan Chargers","Chennai Super Kings","Dr DY Patil Sports Academy",0,0,3,0,"All",NA,0
"RP Singh",2010,"Deccan Chargers","Mumbai Indians","Dr DY Patil Sports Academy",1,1,5,0,"All",1,20
"RP Singh",2010,"Deccan Chargers","Punjab Kings","Barabati Stadium",4,0,2,0,"All",Inf,200
"RP Singh",2010,"Deccan Chargers","Rajasthan Royals","Sardar Patel Stadium",1,0,4,0,"All",Inf,25
"RP Singh",2010,"Deccan Chargers","Rajasthan Royals","Vidarbha Cricket Association Stadium",3,1,5,0,"All",3,60
"RP Singh",2011,"Kochi Tuskers Kerala","Deccan Chargers","Nehru Stadium",0,1,1,0,"All",0,0
"RP Singh",2011,"Kochi Tuskers Kerala","Delhi Capitals","Nehru Stadium",1,0,1,0,"All",Inf,100
"RP Singh",2011,"Kochi Tuskers Kerala","Pune Warriors","Dr DY Patil Sports Academy",0,0,1,0,"All",NA,0
"RP Singh",2011,"Kochi Tuskers Kerala","Rajasthan Royals","Sawai Mansingh Stadium",1,1,1,1,"All",Inf,100
"RP Singh",2012,"Mumbai Indians","Chennai Super Kings","M Chinnaswamy Stadium",1,0,1,0,"All",Inf,100
"RP Singh",2012,"Mumbai Indians","Chennai Super Kings","Wankhede Stadium",1,0,1,0,"All",Inf,100
"RP Singh",2012,"Mumbai Indians","Delhi Capitals","Feroz Shah Kotla",1,0,1,0,"All",Inf,100
"RP Singh",2012,"Mumbai Indians","Delhi Capitals","Wankhede Stadium",0,1,4,0,"All",0,0
"RP Singh",2012,"Mumbai Indians","Kolkata Knight Riders","Wankhede Stadium",3,1,5,0,"All",3,60
"Rahul Chahar",2017,"Rising Pune Supergiants","Gujarat Lions","Saurashtra Cricket Association Stadium",3,0,2,0,"All",Inf,150
"Rahul Chahar",2019,"Mumbai Indians","Chennai Super Kings","Rajiv Gandhi International Stadium",0,1,2,0,"All",0,0
"Rahul Chahar",2019,"Mumbai Indians","Kolkata Knight Riders","Eden Gardens",1,0,1,0,"All",Inf,100
"Rahul Chahar",2019,"Mumbai Indians","Punjab Kings","Wankhede Stadium",1,0,1,0,"All",Inf,100
"Rahul Chahar",2019,"Mumbai Indians","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",10,1,7,0,"All",10,142.857142857143
"Rahul Chahar",2020,"Mumbai Indians","Chennai Super Kings","Zayed Cricket Stadium",2,0,4,0,"All",Inf,50
"Rahul Chahar",2021,"Mumbai Indians","Chennai Super Kings","Dubai International Cricket Stadium",0,1,1,0,"All",0,0
"Rahul Chahar",2021,"Mumbai Indians","Delhi Capitals","MA Chidambaram Stadium",6,1,6,0,"All",6,100
"Rahul Chahar",2021,"Mumbai Indians","Kolkata Knight Riders","MA Chidambaram Stadium",8,1,7,0,"All",8,114.285714285714
"Rahul Chahar",2021,"Mumbai Indians","Royal Challengers Bangalore","Dubai International Cricket Stadium",0,1,1,0,"All",0,0
"Rahul Chahar",2022,"Punjab Kings","Chennai Super Kings","Brabourne Stadium",12,1,8,0,"All",12,150
"Rahul Chahar",2022,"Punjab Kings","Delhi Capitals","Brabourne Stadium",12,1,12,0,"All",12,100
"Rahul Chahar",2022,"Punjab Kings","Delhi Capitals","Dr DY Patil Sports Academy",25,0,24,0,"All",Inf,104.166666666667
"Rahul Chahar",2022,"Punjab Kings","Gujarat Titans","Brabourne Stadium",22,0,14,0,"All",Inf,157.142857142857
"Rahul Chahar",2022,"Punjab Kings","Kolkata Knight Riders","Wankhede Stadium",0,1,2,0,"All",0,0
"Rahul Chahar",2022,"Punjab Kings","Lucknow Super Giants","Maharashtra Cricket Association Stadium",4,1,4,0,"All",4,100
"Rahul Chahar",2022,"Punjab Kings","Royal Challengers Bangalore","Brabourne Stadium",2,1,2,1,"All",Inf,100
"Rahul Chahar",2022,"Punjab Kings","Sunrisers Hyderabad","Dr DY Patil Sports Academy",0,1,2,0,"All",0,0
"Rahul Dravid",2008,"Royal Challengers Bangalore","Chennai Super Kings","M Chinnaswamy Stadium",0,1,1,0,"All",0,0
"Rahul Dravid",2008,"Royal Challengers Bangalore","Chennai Super Kings","MA Chidambaram Stadium",47,1,39,0,"All",47,120.512820512821
"Rahul Dravid",2008,"Royal Challengers Bangalore","Deccan Chargers","M Chinnaswamy Stadium",26,1,19,0,"All",26,136.842105263158
"Rahul Dravid",2008,"Royal Challengers Bangalore","Deccan Chargers","Rajiv Gandhi International Stadium",31,1,21,0,"All",31,147.619047619048
"Rahul Dravid",2008,"Royal Challengers Bangalore","Delhi Capitals","Feroz Shah Kotla",38,1,30,0,"All",38,126.666666666667
"Rahul Dravid",2008,"Royal Challengers Bangalore","Delhi Capitals","M Chinnaswamy Stadium",9,1,11,0,"All",9,81.8181818181818
"Rahul Dravid",2008,"Royal Challengers Bangalore","Kolkata Knight Riders","Eden Gardens",5,1,11,0,"All",5,45.4545454545455
"Rahul Dravid",2008,"Royal Challengers Bangalore","Kolkata Knight Riders","M Chinnaswamy Stadium",2,1,3,0,"All",2,66.6666666666667
"Rahul Dravid",2008,"Royal Challengers Bangalore","Mumbai Indians","M Chinnaswamy Stadium",11,1,16,0,"All",11,68.75
"Rahul Dravid",2008,"Royal Challengers Bangalore","Mumbai Indians","Wankhede Stadium",32,1,33,0,"All",32,96.969696969697
"Rahul Dravid",2008,"Royal Challengers Bangalore","Punjab Kings","M Chinnaswamy Stadium",66,1,51,0,"All",66,129.411764705882
"Rahul Dravid",2008,"Royal Challengers Bangalore","Punjab Kings","Punjab Cricket Association Stadium",29,1,26,0,"All",29,111.538461538462
"Rahul Dravid",2008,"Royal Challengers Bangalore","Rajasthan Royals","M Chinnaswamy Stadium",0,1,1,0,"All",0,0
"Rahul Dravid",2008,"Royal Challengers Bangalore","Rajasthan Royals","Sawai Mansingh Stadium",75,0,36,0,"All",Inf,208.333333333333
"Rahul Dravid",2009,"Royal Challengers Bangalore","Chennai Super Kings","Kingsmead",8,1,7,0,"All",8,114.285714285714
"Rahul Dravid",2009,"Royal Challengers Bangalore","Chennai Super Kings","New Wanderers Stadium",44,1,39,0,"All",44,112.820512820513
"Rahul Dravid",2009,"Royal Challengers Bangalore","Chennai Super Kings","St George's Park",20,1,18,0,"All",20,111.111111111111
"Rahul Dravid",2009,"Royal Challengers Bangalore","Deccan Chargers","New Wanderers Stadium",9,1,13,0,"All",9,69.2307692307692
"Rahul Dravid",2009,"Royal Challengers Bangalore","Deccan Chargers","Newlands",48,1,27,0,"All",48,177.777777777778
"Rahul Dravid",2009,"Royal Challengers Bangalore","Deccan Chargers","SuperSport Park",6,1,9,0,"All",6,66.6666666666667
"Rahul Dravid",2009,"Royal Challengers Bangalore","Delhi Capitals","New Wanderers Stadium",38,1,34,0,"All",38,111.764705882353
"Rahul Dravid",2009,"Royal Challengers Bangalore","Kolkata Knight Riders","SuperSport Park",12,1,12,0,"All",12,100
"Rahul Dravid",2009,"Royal Challengers Bangalore","Mumbai Indians","St George's Park",10,1,12,1,"All",Inf,83.3333333333333
"Rahul Dravid",2009,"Royal Challengers Bangalore","Punjab Kings","Kingsmead",10,1,13,0,"All",10,76.9230769230769
"Rahul Dravid",2009,"Royal Challengers Bangalore","Rajasthan Royals","Newlands",66,1,48,0,"All",66,137.5
"Rahul Dravid",2009,"Royal Challengers Bangalore","Rajasthan Royals","SuperSport Park",0,1,2,0,"All",0,0
"Rahul Dravid",2010,"Royal Challengers Bangalore","Chennai Super Kings","M Chinnaswamy Stadium",14,1,11,0,"All",14,127.272727272727
"Rahul Dravid",2010,"Royal Challengers Bangalore","Deccan Chargers","Dr DY Patil Sports Academy",35,0,30,0,"All",Inf,116.666666666667
"Rahul Dravid",2010,"Royal Challengers Bangalore","Deccan Chargers","M Chinnaswamy Stadium",26,1,25,0,"All",26,104
"Rahul Dravid",2010,"Royal Challengers Bangalore","Deccan Chargers","Vidarbha Cricket Association Stadium",49,1,35,0,"All",49,140
"Rahul Dravid",2010,"Royal Challengers Bangalore","Delhi Capitals","Feroz Shah Kotla",14,1,9,0,"All",14,155.555555555556
"Rahul Dravid",2010,"Royal Challengers Bangalore","Delhi Capitals","M Chinnaswamy Stadium",1,1,1,1,"All",Inf,100
"Rahul Dravid",2010,"Royal Challengers Bangalore","Kolkata Knight Riders","Eden Gardens",21,1,16,0,"All",21,131.25
"Rahul Dravid",2010,"Royal Challengers Bangalore","Kolkata Knight Riders","M Chinnaswamy Stadium",52,1,35,0,"All",52,148.571428571429
"Rahul Dravid",2010,"Royal Challengers Bangalore","Mumbai Indians","Dr DY Patil Sports Academy",23,1,22,1,"All",Inf,104.545454545455
"Rahul Dravid",2010,"Royal Challengers Bangalore","Mumbai Indians","M Chinnaswamy Stadium",16,1,11,0,"All",16,145.454545454545
"Rahul Dravid",2010,"Royal Challengers Bangalore","Rajasthan Royals","Sawai Mansingh Stadium",5,0,4,0,"All",Inf,125
"Rahul Dravid",2011,"Rajasthan Royals","Chennai Super Kings","MA Chidambaram Stadium",66,1,51,0,"All",66,129.411764705882
"Rahul Dravid",2011,"Rajasthan Royals","Chennai Super Kings","Sawai Mansingh Stadium",20,1,16,0,"All",20,125
"Rahul Dravid",2011,"Rajasthan Royals","Deccan Chargers","Rajiv Gandhi International Stadium",28,1,35,0,"All",28,80
"Rahul Dravid",2011,"Rajasthan Royals","Delhi Capitals","Sawai Mansingh Stadium",38,1,31,0,"All",38,122.58064516129
"Rahul Dravid",2011,"Rajasthan Royals","Kochi Tuskers Kerala","Holkar Cricket Stadium",1,1,4,0,"All",1,25
"Rahul Dravid",2011,"Rajasthan Royals","Kochi Tuskers Kerala","Sawai Mansingh Stadium",44,1,37,1,"All",Inf,118.918918918919
"Rahul Dravid",2011,"Rajasthan Royals","Kolkata Knight Riders","Sawai Mansingh Stadium",35,1,34,0,"All",35,102.941176470588
"Rahul Dravid",2011,"Rajasthan Royals","Mumbai Indians","Sawai Mansingh Stadium",5,1,16,0,"All",5,31.25
"Rahul Dravid",2011,"Rajasthan Royals","Mumbai Indians","Wankhede Stadium",43,0,32,0,"All",Inf,134.375
"Rahul Dravid",2011,"Rajasthan Royals","Pune Warriors","Sawai Mansingh Stadium",18,1,20,0,"All",18,90
"Rahul Dravid",2011,"Rajasthan Royals","Punjab Kings","Punjab Cricket Association Stadium",8,1,7,0,"All",8,114.285714285714
"Rahul Dravid",2011,"Rajasthan Royals","Royal Challengers Bangalore","Sawai Mansingh Stadium",37,1,31,0,"All",37,119.354838709677
"Rahul Dravid",2012,"Rajasthan Royals","Chennai Super Kings","MA Chidambaram Stadium",26,1,28,0,"All",26,92.8571428571429
"Rahul Dravid",2012,"Rajasthan Royals","Chennai Super Kings","Sawai Mansingh Stadium",4,1,9,0,"All",4,44.4444444444444
"Rahul Dravid",2012,"Rajasthan Royals","Deccan Chargers","Rajiv Gandhi International Stadium",39,1,36,0,"All",39,108.333333333333
"Rahul Dravid",2012,"Rajasthan Royals","Deccan Chargers","Sawai Mansingh Stadium",42,1,24,0,"All",42,175
"Rahul Dravid",2012,"Rajasthan Royals","Delhi Capitals","Feroz Shah Kotla",40,1,38,0,"All",40,105.263157894737
"Rahul Dravid",2012,"Rajasthan Royals","Delhi Capitals","Sawai Mansingh Stadium",57,1,43,0,"All",57,132.558139534884
"Rahul Dravid",2012,"Rajasthan Royals","Kolkata Knight Riders","Eden Gardens",28,1,27,0,"All",28,103.703703703704
"Rahul Dravid",2012,"Rajasthan Royals","Kolkata Knight Riders","Sawai Mansingh Stadium",26,1,24,1,"All",Inf,108.333333333333
"Rahul Dravid",2012,"Rajasthan Royals","Mumbai Indians","Sawai Mansingh Stadium",5,1,5,0,"All",5,100
"Rahul Dravid",2012,"Rajasthan Royals","Mumbai Indians","Wankhede Stadium",3,1,5,0,"All",3,60
"Rahul Dravid",2012,"Rajasthan Royals","Pune Warriors","Sawai Mansingh Stadium",21,1,20,0,"All",21,105
"Rahul Dravid",2012,"Rajasthan Royals","Pune Warriors","Subrata Roy Sahara Stadium",14,1,16,0,"All",14,87.5
"Rahul Dravid",2012,"Rajasthan Royals","Punjab Kings","Punjab Cricket Association Stadium",46,1,39,0,"All",46,117.948717948718
"Rahul Dravid",2012,"Rajasthan Royals","Punjab Kings","Sawai Mansingh Stadium",28,1,24,0,"All",28,116.666666666667
"Rahul Dravid",2012,"Rajasthan Royals","Royal Challengers Bangalore","M Chinnaswamy Stadium",25,1,32,0,"All",25,78.125
"Rahul Dravid",2012,"Rajasthan Royals","Royal Challengers Bangalore","Sawai Mansingh Stadium",58,1,42,0,"All",58,138.095238095238
"Rahul Dravid",2013,"Rajasthan Royals","Chennai Super Kings","MA Chidambaram Stadium",6,1,9,0,"All",6,66.6666666666667
"Rahul Dravid",2013,"Rajasthan Royals","Chennai Super Kings","Sawai Mansingh Stadium",22,1,28,0,"All",22,78.5714285714286
"Rahul Dravid",2013,"Rajasthan Royals","Delhi Capitals","Feroz Shah Kotla",65,1,51,0,"All",65,127.450980392157
"Rahul Dravid",2013,"Rajasthan Royals","Delhi Capitals","Sawai Mansingh Stadium",53,1,48,0,"All",53,110.416666666667
"Rahul Dravid",2013,"Rajasthan Royals","Kolkata Knight Riders","Eden Gardens",6,0,3,0,"All",Inf,200
"Rahul Dravid",2013,"Rajasthan Royals","Kolkata Knight Riders","Sawai Mansingh Stadium",17,1,20,0,"All",17,85
"Rahul Dravid",2013,"Rajasthan Royals","Mumbai Indians","Eden Gardens",43,1,37,0,"All",43,116.216216216216
"Rahul Dravid",2013,"Rajasthan Royals","Mumbai Indians","Wankhede Stadium",4,1,5,0,"All",4,80
"Rahul Dravid",2013,"Rajasthan Royals","Pune Warriors","Sawai Mansingh Stadium",58,1,40,0,"All",58,145
"Rahul Dravid",2013,"Rajasthan Royals","Pune Warriors","Subrata Roy Sahara Stadium",54,1,48,0,"All",54,112.5
"Rahul Dravid",2013,"Rajasthan Royals","Punjab Kings","Punjab Cricket Association Stadium",4,1,7,0,"All",4,57.1428571428571
"Rahul Dravid",2013,"Rajasthan Royals","Punjab Kings","Sawai Mansingh Stadium",9,1,12,0,"All",9,75
"Rahul Dravid",2013,"Rajasthan Royals","Royal Challengers Bangalore","M Chinnaswamy Stadium",35,1,31,0,"All",35,112.903225806452
"Rahul Dravid",2013,"Rajasthan Royals","Royal Challengers Bangalore","Sawai Mansingh Stadium",22,1,17,0,"All",22,129.411764705882
"Rahul Dravid",2013,"Rajasthan Royals","Sunrisers Hyderabad","Feroz Shah Kotla",12,1,10,0,"All",12,120
"Rahul Dravid",2013,"Rajasthan Royals","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",25,1,24,1,"All",Inf,104.166666666667
"Rahul Dravid",2013,"Rajasthan Royals","Sunrisers Hyderabad","Sawai Mansingh Stadium",36,1,35,0,"All",36,102.857142857143
"Rahul Sharma",2010,"Deccan Chargers","Delhi Capitals","Feroz Shah Kotla",14,0,8,0,"All",Inf,175
"Rahul Sharma",2010,"Deccan Chargers","Mumbai Indians","Brabourne Stadium",5,1,7,0,"All",5,71.4285714285714
"Rahul Sharma",2010,"Deccan Chargers","Rajasthan Royals","Sardar Patel Stadium",10,1,5,0,"All",10,200
"Rahul Sharma",2010,"Deccan Chargers","Royal Challengers Bangalore","Dr DY Patil Sports Academy",0,1,6,0,"All",0,0
"Rahul Sharma",2011,"Pune Warriors","Chennai Super Kings","MA Chidambaram Stadium",1,1,1,1,"All",Inf,100
"Rahul Sharma",2011,"Pune Warriors","Kochi Tuskers Kerala","Dr DY Patil Sports Academy",10,0,9,0,"All",Inf,111.111111111111
"Rahul Sharma",2011,"Pune Warriors","Mumbai Indians","Dr DY Patil Sports Academy",0,0,1,0,"All",NA,0
"Rahul Sharma",2011,"Pune Warriors","Mumbai Indians","Wankhede Stadium",13,1,9,0,"All",13,144.444444444444
"Rahul Sharma",2011,"Pune Warriors","Rajasthan Royals","Sawai Mansingh Stadium",0,1,1,1,"All",NA,0
"Rahul Sharma",2012,"Pune Warriors","Punjab Kings","Punjab Cricket Association Stadium",2,1,4,0,"All",2,50
"Rahul Sharma",2012,"Pune Warriors","Punjab Kings","Subrata Roy Sahara Stadium",0,0,2,0,"All",NA,0
"Rahul Sharma",2012,"Pune Warriors","Rajasthan Royals","Sawai Mansingh Stadium",0,1,3,0,"All",0,0
"Rahul Sharma",2012,"Pune Warriors","Royal Challengers Bangalore","Subrata Roy Sahara Stadium",0,1,2,0,"All",0,0
"Rahul Sharma",2013,"Pune Warriors","Chennai Super Kings","Subrata Roy Sahara Stadium",0,1,1,0,"All",0,0
"Rahul Sharma",2013,"Pune Warriors","Mumbai Indians","Wankhede Stadium",10,0,12,0,"All",Inf,83.3333333333333
"Rahul Sharma",2013,"Pune Warriors","Punjab Kings","Subrata Roy Sahara Stadium",1,1,1,1,"All",Inf,100
"Rahul Sharma",2013,"Pune Warriors","Royal Challengers Bangalore","Subrata Roy Sahara Stadium",0,0,1,0,"All",NA,0
"Rahul Sharma",2013,"Pune Warriors","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",0,1,1,0,"All",0,0
"Rahul Sharma",2013,"Pune Warriors","Sunrisers Hyderabad","Subrata Roy Sahara Stadium",0,1,1,0,"All",0,0
"Rahul Shukla",2013,"Rajasthan Royals","Delhi Capitals","Feroz Shah Kotla",1,0,2,0,"All",Inf,50
"Rahul Shukla",2014,"Delhi Capitals","Rajasthan Royals","Sardar Patel Stadium",14,1,12,0,"All",14,116.666666666667
"Rahul Shukla",2014,"Delhi Capitals","Royal Challengers Bangalore","M Chinnaswamy Stadium",2,0,6,0,"All",Inf,33.3333333333333
"Rahul Shukla",2014,"Delhi Capitals","Sunrisers Hyderabad","Feroz Shah Kotla",2,0,3,0,"All",Inf,66.6666666666667
"Rahul Tewatia",2014,"Rajasthan Royals","Punjab Kings","Punjab Cricket Association Stadium",16,1,13,0,"All",16,123.076923076923
"Rahul Tewatia",2017,"Punjab Kings","Kolkata Knight Riders","Punjab Cricket Association IS Bindra Stadium",15,0,8,0,"All",Inf,187.5
"Rahul Tewatia",2017,"Punjab Kings","Rising Pune Supergiants","Maharashtra Cricket Association Stadium",4,1,3,0,"All",4,133.333333333333
"Rahul Tewatia",2018,"Delhi Capitals","Chennai Super Kings","Maharashtra Cricket Association Stadium",3,0,4,0,"All",Inf,75
"Rahul Tewatia",2018,"Delhi Capitals","Kolkata Knight Riders","Eden Gardens",1,1,2,0,"All",1,50
"Rahul Tewatia",2018,"Delhi Capitals","Punjab Kings","Feroz Shah Kotla",24,1,21,0,"All",24,114.285714285714
"Rahul Tewatia",2018,"Delhi Capitals","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",9,1,7,0,"All",9,128.571428571429
"Rahul Tewatia",2018,"Delhi Capitals","Royal Challengers Bangalore","M Chinnaswamy Stadium",13,0,9,0,"All",Inf,144.444444444444
"Rahul Tewatia",2019,"Delhi Capitals","Chennai Super Kings","Feroz Shah Kotla",11,0,9,0,"All",Inf,122.222222222222
"Rahul Tewatia",2019,"Delhi Capitals","Mumbai Indians","Wankhede Stadium",9,0,4,0,"All",Inf,225
"Rahul Tewatia",2019,"Delhi Capitals","Royal Challengers Bangalore","M Chinnaswamy Stadium",1,0,2,0,"All",Inf,50
"Rahul Tewatia",2019,"Delhi Capitals","Sunrisers Hyderabad","Feroz Shah Kotla",5,1,7,0,"All",5,71.4285714285714
"Rahul Tewatia",2020,"Rajasthan Royals","Chennai Super Kings","Sharjah Cricket Stadium",10,1,8,0,"All",10,125
"Rahul Tewatia",2020,"Rajasthan Royals","Delhi Capitals","Dubai International Cricket Stadium",14,0,18,0,"All",Inf,77.7777777777778
"Rahul Tewatia",2020,"Rajasthan Royals","Delhi Capitals","Sharjah Cricket Stadium",38,1,29,0,"All",38,131.034482758621
"Rahul Tewatia",2020,"Rajasthan Royals","Kolkata Knight Riders","Dubai International Cricket Stadium",45,2,37,0,"All",22.5,121.621621621622
"Rahul Tewatia",2020,"Rajasthan Royals","Mumbai Indians","Zayed Cricket Stadium",5,1,6,0,"All",5,83.3333333333333
"Rahul Tewatia",2020,"Rajasthan Royals","Punjab Kings","Sharjah Cricket Stadium",53,1,31,0,"All",53,170.967741935484
"Rahul Tewatia",2020,"Rajasthan Royals","Royal Challengers Bangalore","Dubai International Cricket Stadium",19,0,11,0,"All",Inf,172.727272727273
"Rahul Tewatia",2020,"Rajasthan Royals","Royal Challengers Bangalore","Zayed Cricket Stadium",24,0,12,0,"All",Inf,200
"Rahul Tewatia",2020,"Rajasthan Royals","Sunrisers Hyderabad","Dubai International Cricket Stadium",47,0,31,0,"All",Inf,151.612903225806
"Rahul Tewatia",2021,"Rajasthan Royals","Chennai Super Kings","Wankhede Stadium",20,1,15,0,"All",20,133.333333333333
"Rahul Tewatia",2021,"Rajasthan Royals","Delhi Capitals","Wankhede Stadium",19,1,17,0,"All",19,111.764705882353
"Rahul Tewatia",2021,"Rajasthan Royals","Delhi Capitals","Zayed Cricket Stadium",9,1,15,0,"All",9,60
"Rahul Tewatia",2021,"Rajasthan Royals","Kolkata Knight Riders","Sharjah Cricket Stadium",44,1,36,0,"All",44,122.222222222222
"Rahul Tewatia",2021,"Rajasthan Royals","Kolkata Knight Riders","Wankhede Stadium",5,1,8,0,"All",5,62.5
"Rahul Tewatia",2021,"Rajasthan Royals","Mumbai Indians","Sharjah Cricket Stadium",12,1,20,0,"All",12,60
"Rahul Tewatia",2021,"Rajasthan Royals","Punjab Kings","Dubai International Cricket Stadium",2,1,5,0,"All",2,40
"Rahul Tewatia",2021,"Rajasthan Royals","Punjab Kings","Wankhede Stadium",2,1,4,0,"All",2,50
"Rahul Tewatia",2021,"Rajasthan Royals","Royal Challengers Bangalore","Dubai International Cricket Stadium",2,1,3,0,"All",2,66.6666666666667
"Rahul Tewatia",2021,"Rajasthan Royals","Royal Challengers Bangalore","Wankhede Stadium",40,1,23,0,"All",40,173.913043478261
"Rahul Tewatia",2021,"Rajasthan Royals","Sunrisers Hyderabad","Dubai International Cricket Stadium",0,0,1,0,"All",NA,0
"Rahul Tewatia",2022,"Gujarat Titans","Chennai Super Kings","Maharashtra Cricket Association Stadium",6,1,14,0,"All",6,42.8571428571429
"Rahul Tewatia",2022,"Gujarat Titans","Delhi Capitals","Maharashtra Cricket Association Stadium",14,1,8,0,"All",14,175
"Rahul Tewatia",2022,"Gujarat Titans","Kolkata Knight Riders","Dr DY Patil Sports Academy",17,1,12,0,"All",17,141.666666666667
"Rahul Tewatia",2022,"Gujarat Titans","Lucknow Super Giants","Maharashtra Cricket Association Stadium",22,0,16,0,"All",Inf,137.5
"Rahul Tewatia",2022,"Gujarat Titans","Lucknow Super Giants","Wankhede Stadium",40,0,24,0,"All",Inf,166.666666666667
"Rahul Tewatia",2022,"Gujarat Titans","Mumbai Indians","Brabourne Stadium",3,1,4,1,"All",Inf,75
"Rahul Tewatia",2022,"Gujarat Titans","Punjab Kings","Brabourne Stadium",13,0,3,0,"All",Inf,433.333333333333
"Rahul Tewatia",2022,"Gujarat Titans","Punjab Kings","Dr DY Patil Sports Academy",11,1,13,0,"All",11,84.6153846153846
"Rahul Tewatia",2022,"Gujarat Titans","Royal Challengers Bangalore","Brabourne Stadium",43,0,25,0,"All",Inf,172
"Rahul Tewatia",2022,"Gujarat Titans","Royal Challengers Bangalore","Wankhede Stadium",2,1,3,0,"All",2,66.6666666666667
"Rahul Tewatia",2022,"Gujarat Titans","Sunrisers Hyderabad","Dr DY Patil Sports Academy",6,1,4,1,"All",Inf,150
"Rahul Tewatia",2022,"Gujarat Titans","Sunrisers Hyderabad","Wankhede Stadium",40,0,21,0,"All",Inf,190.47619047619
"Rahul Tripathi",2017,"Rising Pune Supergiants","Delhi Capitals","Feroz Shah Kotla",7,1,6,0,"All",7,116.666666666667
"Rahul Tripathi",2017,"Rising Pune Supergiants","Delhi Capitals","Maharashtra Cricket Association Stadium",10,1,5,0,"All",10,200
"Rahul Tripathi",2017,"Rising Pune Supergiants","Gujarat Lions","Maharashtra Cricket Association Stadium",6,0,7,0,"All",Inf,85.7142857142857
"Rahul Tripathi",2017,"Rising Pune Supergiants","Gujarat Lions","Saurashtra Cricket Association Stadium",33,1,17,0,"All",33,194.117647058824
"Rahul Tripathi",2017,"Rising Pune Supergiants","Kolkata Knight Riders","Eden Gardens",93,1,52,0,"All",93,178.846153846154
"Rahul Tripathi",2017,"Rising Pune Supergiants","Kolkata Knight Riders","Maharashtra Cricket Association Stadium",38,1,23,0,"All",38,165.217391304348
"Rahul Tripathi",2017,"Rising Pune Supergiants","Mumbai Indians","Rajiv Gandhi International Stadium",3,1,8,0,"All",3,37.5
"Rahul Tripathi",2017,"Rising Pune Supergiants","Mumbai Indians","Wankhede Stadium",45,2,33,0,"All",22.5,136.363636363636
"Rahul Tripathi",2017,"Rising Pune Supergiants","Punjab Kings","Maharashtra Cricket Association Stadium",28,1,20,0,"All",28,140
