"Striker","Season","Batting_Team","Bowling_Team","Stadium","Runs","Dismissed","Balls","Run_Out","Bowler","Average","Strike_Rate"
"Steven Smith",2020,"Rajasthan Royals","Delhi Capitals","Dubai International Cricket Stadium",1,1,4,0,"All",1,25
"Steven Smith",2020,"Rajasthan Royals","Delhi Capitals","Sharjah Cricket Stadium",24,1,17,0,"All",24,141.176470588235
"Steven Smith",2020,"Rajasthan Royals","Kolkata Knight Riders","Dubai International Cricket Stadium",7,2,11,0,"All",3.5,63.6363636363636
"Steven Smith",2020,"Rajasthan Royals","Mumbai Indians","Zayed Cricket Stadium",17,2,15,0,"All",8.5,113.333333333333
"Steven Smith",2020,"Rajasthan Royals","Punjab Kings","Sharjah Cricket Stadium",50,1,27,0,"All",50,185.185185185185
"Steven Smith",2020,"Rajasthan Royals","Punjab Kings","Zayed Cricket Stadium",31,0,20,0,"All",Inf,155
"Steven Smith",2020,"Rajasthan Royals","Royal Challengers Bangalore","Dubai International Cricket Stadium",57,1,36,0,"All",57,158.333333333333
"Steven Smith",2020,"Rajasthan Royals","Royal Challengers Bangalore","Zayed Cricket Stadium",5,1,5,0,"All",5,100
"Steven Smith",2020,"Rajasthan Royals","Sunrisers Hyderabad","Dubai International Cricket Stadium",24,2,21,1,"All",24,114.285714285714
"Steven Smith",2021,"Delhi Capitals","Kolkata Knight Riders","Sharjah Cricket Stadium",39,1,34,0,"All",39,114.705882352941
"Steven Smith",2021,"Delhi Capitals","Mumbai Indians","MA Chidambaram Stadium",33,1,29,0,"All",33,113.793103448276
"Steven Smith",2021,"Delhi Capitals","Mumbai Indians","Sharjah Cricket Stadium",9,1,8,0,"All",9,112.5
"Steven Smith",2021,"Delhi Capitals","Punjab Kings","Narendra Modi Stadium",24,1,22,0,"All",24,109.090909090909
"Steven Smith",2021,"Delhi Capitals","Punjab Kings","Wankhede Stadium",9,1,12,0,"All",9,75
"Steven Smith",2021,"Delhi Capitals","Royal Challengers Bangalore","Narendra Modi Stadium",4,1,5,0,"All",4,80
"Steven Smith",2021,"Delhi Capitals","Sunrisers Hyderabad","MA Chidambaram Stadium",34,0,25,0,"All",Inf,136
"Stuart Binny",2010,"Mumbai Indians","Kolkata Knight Riders","Eden Gardens",8,1,5,0,"All",8,160
"Stuart Binny",2011,"Rajasthan Royals","Chennai Super Kings","MA Chidambaram Stadium",7,0,7,0,"All",Inf,100
"Stuart Binny",2011,"Rajasthan Royals","Punjab Kings","Punjab Cricket Association Stadium",30,1,24,0,"All",30,125
"Stuart Binny",2012,"Rajasthan Royals","Chennai Super Kings","Sawai Mansingh Stadium",27,1,18,0,"All",27,150
"Stuart Binny",2012,"Rajasthan Royals","Deccan Chargers","Rajiv Gandhi International Stadium",7,1,8,0,"All",7,87.5
"Stuart Binny",2012,"Rajasthan Royals","Mumbai Indians","Sawai Mansingh Stadium",30,1,17,1,"All",Inf,176.470588235294
"Stuart Binny",2012,"Rajasthan Royals","Pune Warriors","Sawai Mansingh Stadium",6,0,5,0,"All",Inf,120
"Stuart Binny",2012,"Rajasthan Royals","Punjab Kings","Punjab Cricket Association Stadium",0,1,1,0,"All",0,0
"Stuart Binny",2012,"Rajasthan Royals","Royal Challengers Bangalore","Sawai Mansingh Stadium",20,0,18,0,"All",Inf,111.111111111111
"Stuart Binny",2013,"Rajasthan Royals","Chennai Super Kings","MA Chidambaram Stadium",36,0,22,0,"All",Inf,163.636363636364
"Stuart Binny",2013,"Rajasthan Royals","Chennai Super Kings","Sawai Mansingh Stadium",41,0,23,0,"All",Inf,178.260869565217
"Stuart Binny",2013,"Rajasthan Royals","Delhi Capitals","Feroz Shah Kotla",40,1,20,0,"All",40,200
"Stuart Binny",2013,"Rajasthan Royals","Kolkata Knight Riders","Eden Gardens",3,0,5,0,"All",Inf,60
"Stuart Binny",2013,"Rajasthan Royals","Kolkata Knight Riders","Sawai Mansingh Stadium",14,1,11,0,"All",14,127.272727272727
"Stuart Binny",2013,"Rajasthan Royals","Mumbai Indians","Eden Gardens",27,1,17,0,"All",27,158.823529411765
"Stuart Binny",2013,"Rajasthan Royals","Mumbai Indians","Sawai Mansingh Stadium",4,0,4,0,"All",Inf,100
"Stuart Binny",2013,"Rajasthan Royals","Mumbai Indians","Wankhede Stadium",37,0,29,0,"All",Inf,127.586206896552
"Stuart Binny",2013,"Rajasthan Royals","Pune Warriors","Sawai Mansingh Stadium",32,0,13,0,"All",Inf,246.153846153846
"Stuart Binny",2013,"Rajasthan Royals","Pune Warriors","Subrata Roy Sahara Stadium",1,1,4,0,"All",1,25
"Stuart Binny",2013,"Rajasthan Royals","Punjab Kings","Sawai Mansingh Stadium",0,1,4,0,"All",0,0
"Stuart Binny",2013,"Rajasthan Royals","Royal Challengers Bangalore","M Chinnaswamy Stadium",33,1,20,0,"All",33,165
"Stuart Binny",2013,"Rajasthan Royals","Royal Challengers Bangalore","Sawai Mansingh Stadium",6,0,3,0,"All",Inf,200
"Stuart Binny",2013,"Rajasthan Royals","Sunrisers Hyderabad","Feroz Shah Kotla",2,1,6,0,"All",2,33.3333333333333
"Stuart Binny",2013,"Rajasthan Royals","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",8,1,8,0,"All",8,100
"Stuart Binny",2013,"Rajasthan Royals","Sunrisers Hyderabad","Sawai Mansingh Stadium",9,0,10,0,"All",Inf,90
"Stuart Binny",2014,"Rajasthan Royals","Chennai Super Kings","Dubai International Cricket Stadium",8,1,11,0,"All",8,72.7272727272727
"Stuart Binny",2014,"Rajasthan Royals","Chennai Super Kings","JSCA International Stadium Complex",22,1,17,0,"All",22,129.411764705882
"Stuart Binny",2014,"Rajasthan Royals","Delhi Capitals","Sardar Patel Stadium",0,1,2,0,"All",0,0
"Stuart Binny",2014,"Rajasthan Royals","Kolkata Knight Riders","Sardar Patel Stadium",11,1,9,0,"All",11,122.222222222222
"Stuart Binny",2014,"Rajasthan Royals","Kolkata Knight Riders","Sheikh Zayed Stadium",0,1,1,0,"All",0,0
"Stuart Binny",2014,"Rajasthan Royals","Mumbai Indians","Sardar Patel Stadium",2,1,10,0,"All",2,20
"Stuart Binny",2014,"Rajasthan Royals","Punjab Kings","Punjab Cricket Association Stadium",7,1,10,0,"All",7,70
"Stuart Binny",2014,"Rajasthan Royals","Punjab Kings","Sharjah Cricket Stadium",12,1,8,0,"All",12,150
"Stuart Binny",2014,"Rajasthan Royals","Royal Challengers Bangalore","M Chinnaswamy Stadium",1,1,2,0,"All",1,50
"Stuart Binny",2014,"Rajasthan Royals","Sunrisers Hyderabad","Sardar Patel Stadium",12,1,19,1,"All",Inf,63.1578947368421
"Stuart Binny",2014,"Rajasthan Royals","Sunrisers Hyderabad","Sheikh Zayed Stadium",48,0,32,0,"All",Inf,150
"Stuart Binny",2015,"Rajasthan Royals","Delhi Capitals","Feroz Shah Kotla",1,1,2,0,"All",1,50
"Stuart Binny",2015,"Rajasthan Royals","Mumbai Indians","Wankhede Stadium",9,0,6,0,"All",Inf,150
"Stuart Binny",2015,"Rajasthan Royals","Punjab Kings","Maharashtra Cricket Association Stadium",13,1,16,0,"All",13,81.25
"Stuart Binny",2015,"Rajasthan Royals","Punjab Kings","Sardar Patel Stadium",12,0,4,0,"All",Inf,300
"Stuart Binny",2015,"Rajasthan Royals","Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",0,1,1,1,"All",NA,0
"Stuart Binny",2015,"Rajasthan Royals","Royal Challengers Bangalore","Sardar Patel Stadium",20,1,20,0,"All",20,100
"Stuart Binny",2015,"Rajasthan Royals","Sunrisers Hyderabad","Brabourne Stadium",3,0,3,0,"All",Inf,100
"Stuart Binny",2015,"Rajasthan Royals","Sunrisers Hyderabad","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",16,0,14,0,"All",Inf,114.285714285714
"Stuart Binny",2016,"Royal Challengers Bangalore","Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",16,0,11,0,"All",Inf,145.454545454545
"Stuart Binny",2016,"Royal Challengers Bangalore","Gujarat Lions","M Chinnaswamy Stadium",21,1,15,0,"All",21,140
"Stuart Binny",2016,"Royal Challengers Bangalore","Kolkata Knight Riders","M Chinnaswamy Stadium",16,1,4,0,"All",16,400
"Stuart Binny",2016,"Royal Challengers Bangalore","Mumbai Indians","Wankhede Stadium",1,1,2,0,"All",1,50
"Stuart Binny",2016,"Royal Challengers Bangalore","Sunrisers Hyderabad","M Chinnaswamy Stadium",9,1,7,1,"All",Inf,128.571428571429
"Stuart Binny",2017,"Royal Challengers Bangalore","Delhi Capitals","M Chinnaswamy Stadium",16,1,18,0,"All",16,88.8888888888889
"Stuart Binny",2017,"Royal Challengers Bangalore","Kolkata Knight Riders","Eden Gardens",8,1,9,0,"All",8,88.8888888888889
"Stuart Binny",2017,"Royal Challengers Bangalore","Mumbai Indians","M Chinnaswamy Stadium",6,0,4,0,"All",Inf,150
"Stuart Binny",2017,"Royal Challengers Bangalore","Punjab Kings","Holkar Cricket Stadium",18,0,20,0,"All",Inf,90
"Stuart Binny",2017,"Royal Challengers Bangalore","Rising Pune Supergiants","M Chinnaswamy Stadium",18,1,8,0,"All",18,225
"Stuart Binny",2017,"Royal Challengers Bangalore","Rising Pune Supergiants","Maharashtra Cricket Association Stadium",1,1,7,0,"All",1,14.2857142857143
"Stuart Binny",2017,"Royal Challengers Bangalore","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",11,1,10,0,"All",11,110
"Stuart Binny",2018,"Rajasthan Royals","Chennai Super Kings","Maharashtra Cricket Association Stadium",10,1,8,0,"All",10,125
"Stuart Binny",2018,"Rajasthan Royals","Chennai Super Kings","Sawai Mansingh Stadium",22,1,17,0,"All",22,129.411764705882
"Stuart Binny",2018,"Rajasthan Royals","Kolkata Knight Riders","Eden Gardens",1,2,7,0,"All",0.5,14.2857142857143
"Stuart Binny",2018,"Rajasthan Royals","Punjab Kings","Sawai Mansingh Stadium",11,1,7,1,"All",Inf,157.142857142857
"Stuart Binny",2019,"Rajasthan Royals","Delhi Capitals","Feroz Shah Kotla",0,1,1,0,"All",0,0
"Stuart Binny",2019,"Rajasthan Royals","Delhi Capitals","Sawai Mansingh Stadium",19,1,13,0,"All",19,146.153846153846
"Stuart Binny",2019,"Rajasthan Royals","Kolkata Knight Riders","Eden Gardens",11,1,11,0,"All",11,100
"Stuart Binny",2019,"Rajasthan Royals","Mumbai Indians","Sawai Mansingh Stadium",7,0,4,0,"All",Inf,175
"Stuart Binny",2019,"Rajasthan Royals","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",33,0,11,0,"All",Inf,300
"Sudeep Tyagi",2010,"Chennai Super Kings","Deccan Chargers","MA Chidambaram Stadium",3,0,4,0,"All",Inf,75
"Sumit Narwal",2010,"Rajasthan Royals","Chennai Super Kings","Sardar Patel Stadium",2,0,2,0,"All",Inf,100
"Sumit Narwal",2010,"Rajasthan Royals","Delhi Capitals","Feroz Shah Kotla",12,1,9,0,"All",12,133.333333333333
"Sumit Narwal",2010,"Rajasthan Royals","Royal Challengers Bangalore","M Chinnaswamy Stadium",0,1,1,0,"All",0,0
"Sumit Narwal",2013,"Kolkata Knight Riders","Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",23,1,15,0,"All",23,153.333333333333
"Sunil Joshi",2008,"Royal Challengers Bangalore","Kolkata Knight Riders","M Chinnaswamy Stadium",3,1,6,0,"All",3,50
"Sunil Joshi",2008,"Royal Challengers Bangalore","Rajasthan Royals","M Chinnaswamy Stadium",3,1,8,1,"All",Inf,37.5
"Sunil Narine",2012,"Kolkata Knight Riders","Mumbai Indians","Wankhede Stadium",9,0,6,0,"All",Inf,150
"Sunil Narine",2012,"Kolkata Knight Riders","Rajasthan Royals","Sawai Mansingh Stadium",0,1,1,0,"All",0,0
"Sunil Narine",2013,"Kolkata Knight Riders","Chennai Super Kings","Eden Gardens",13,1,6,0,"All",13,216.666666666667
"Sunil Narine",2013,"Kolkata Knight Riders","Mumbai Indians","Wankhede Stadium",3,1,6,0,"All",3,50
"Sunil Narine",2013,"Kolkata Knight Riders","Punjab Kings","Punjab Cricket Association Stadium",1,0,2,0,"All",Inf,50
"Sunil Narine",2013,"Kolkata Knight Riders","Rajasthan Royals","Sawai Mansingh Stadium",2,0,2,0,"All",Inf,100
"Sunil Narine",2013,"Kolkata Knight Riders","Royal Challengers Bangalore","M Chinnaswamy Stadium",1,0,1,0,"All",Inf,100
"Sunil Narine",2013,"Kolkata Knight Riders","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",1,1,2,0,"All",1,50
"Sunil Narine",2014,"Kolkata Knight Riders","Chennai Super Kings","JSCA International Stadium Complex",1,0,1,0,"All",Inf,100
"Sunil Narine",2014,"Kolkata Knight Riders","Punjab Kings","M Chinnaswamy Stadium",2,0,4,0,"All",Inf,50
"Sunil Narine",2014,"Kolkata Knight Riders","Punjab Kings","Sheikh Zayed Stadium",6,1,8,0,"All",6,75
"Sunil Narine",2014,"Kolkata Knight Riders","Rajasthan Royals","Sheikh Zayed Stadium",1,0,1,0,"All",Inf,100
"Sunil Narine",2015,"Kolkata Knight Riders","Punjab Kings","Eden Gardens",0,0,1,0,"All",NA,0
"Sunil Narine",2016,"Kolkata Knight Riders","Delhi Capitals","Feroz Shah Kotla",4,1,3,1,"All",Inf,133.333333333333
"Sunil Narine",2016,"Kolkata Knight Riders","Gujarat Lions","Green Park",2,0,7,0,"All",Inf,28.5714285714286
"Sunil Narine",2016,"Kolkata Knight Riders","Sunrisers Hyderabad","Feroz Shah Kotla",1,0,3,0,"All",Inf,33.3333333333333
"Sunil Narine",2017,"Kolkata Knight Riders","Delhi Capitals","Eden Gardens",4,1,4,0,"All",4,100
"Sunil Narine",2017,"Kolkata Knight Riders","Delhi Capitals","Feroz Shah Kotla",1,0,1,0,"All",Inf,100
"Sunil Narine",2017,"Kolkata Knight Riders","Gujarat Lions","Eden Gardens",42,1,17,0,"All",42,247.058823529412
"Sunil Narine",2017,"Kolkata Knight Riders","Mumbai Indians","Eden Gardens",0,1,4,0,"All",0,0
"Sunil Narine",2017,"Kolkata Knight Riders","Mumbai Indians","M Chinnaswamy Stadium",10,1,10,0,"All",10,100
"Sunil Narine",2017,"Kolkata Knight Riders","Mumbai Indians","Wankhede Stadium",1,1,2,0,"All",1,50
"Sunil Narine",2017,"Kolkata Knight Riders","Punjab Kings","Eden Gardens",37,1,18,0,"All",37,205.555555555556
"Sunil Narine",2017,"Kolkata Knight Riders","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",18,1,10,0,"All",18,180
"Sunil Narine",2017,"Kolkata Knight Riders","Rising Pune Supergiants","Eden Gardens",0,1,6,0,"All",0,0
"Sunil Narine",2017,"Kolkata Knight Riders","Rising Pune Supergiants","Maharashtra Cricket Association Stadium",16,1,11,1,"All",Inf,145.454545454545
"Sunil Narine",2017,"Kolkata Knight Riders","Royal Challengers Bangalore","Eden Gardens",34,1,17,0,"All",34,200
"Sunil Narine",2017,"Kolkata Knight Riders","Royal Challengers Bangalore","M Chinnaswamy Stadium",54,1,17,0,"All",54,317.647058823529
"Sunil Narine",2017,"Kolkata Knight Riders","Sunrisers Hyderabad","Eden Gardens",6,1,9,0,"All",6,66.6666666666667
"Sunil Narine",2017,"Kolkata Knight Riders","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",1,1,4,0,"All",1,25
"Sunil Narine",2018,"Kolkata Knight Riders","Chennai Super Kings","Eden Gardens",32,1,20,0,"All",32,160
"Sunil Narine",2018,"Kolkata Knight Riders","Chennai Super Kings","MA Chidambaram Stadium",12,1,4,0,"All",12,300
"Sunil Narine",2018,"Kolkata Knight Riders","Delhi Capitals","Eden Gardens",1,1,4,0,"All",1,25
"Sunil Narine",2018,"Kolkata Knight Riders","Delhi Capitals","Feroz Shah Kotla",26,1,9,0,"All",26,288.888888888889
"Sunil Narine",2018,"Kolkata Knight Riders","Mumbai Indians","Eden Gardens",4,1,2,0,"All",4,200
"Sunil Narine",2018,"Kolkata Knight Riders","Mumbai Indians","Wankhede Stadium",5,1,4,0,"All",5,125
"Sunil Narine",2018,"Kolkata Knight Riders","Punjab Kings","Eden Gardens",1,1,4,0,"All",1,25
"Sunil Narine",2018,"Kolkata Knight Riders","Punjab Kings","Holkar Cricket Stadium",75,1,36,0,"All",75,208.333333333333
"Sunil Narine",2018,"Kolkata Knight Riders","Rajasthan Royals","Eden Gardens",25,2,9,0,"All",12.5,277.777777777778
"Sunil Narine",2018,"Kolkata Knight Riders","Rajasthan Royals","Sawai Mansingh Stadium",35,1,25,1,"All",Inf,140
"Sunil Narine",2018,"Kolkata Knight Riders","Royal Challengers Bangalore","Eden Gardens",50,1,19,0,"All",50,263.157894736842
"Sunil Narine",2018,"Kolkata Knight Riders","Royal Challengers Bangalore","M Chinnaswamy Stadium",27,1,19,0,"All",27,142.105263157895
"Sunil Narine",2018,"Kolkata Knight Riders","Sunrisers Hyderabad","Eden Gardens",35,2,23,0,"All",17.5,152.173913043478
"Sunil Narine",2018,"Kolkata Knight Riders","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",29,1,10,0,"All",29,290
"Sunil Narine",2019,"Kolkata Knight Riders","Chennai Super Kings","Eden Gardens",2,1,7,0,"All",2,28.5714285714286
"Sunil Narine",2019,"Kolkata Knight Riders","Chennai Super Kings","MA Chidambaram Stadium",6,1,5,0,"All",6,120
"Sunil Narine",2019,"Kolkata Knight Riders","Punjab Kings","Eden Gardens",24,1,9,0,"All",24,266.666666666667
"Sunil Narine",2019,"Kolkata Knight Riders","Rajasthan Royals","Eden Gardens",11,0,8,0,"All",Inf,137.5
"Sunil Narine",2019,"Kolkata Knight Riders","Rajasthan Royals","Sawai Mansingh Stadium",47,1,25,0,"All",47,188
"Sunil Narine",2019,"Kolkata Knight Riders","Royal Challengers Bangalore","Eden Gardens",18,1,16,0,"All",18,112.5
"Sunil Narine",2019,"Kolkata Knight Riders","Royal Challengers Bangalore","M Chinnaswamy Stadium",10,1,8,0,"All",10,125
"Sunil Narine",2019,"Kolkata Knight Riders","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",25,1,8,0,"All",25,312.5
"Sunil Narine",2020,"Kolkata Knight Riders","Chennai Super Kings","Dubai International Cricket Stadium",7,1,7,0,"All",7,100
"Sunil Narine",2020,"Kolkata Knight Riders","Chennai Super Kings","Zayed Cricket Stadium",17,1,9,0,"All",17,188.888888888889
"Sunil Narine",2020,"Kolkata Knight Riders","Delhi Capitals","Sharjah Cricket Stadium",3,1,5,0,"All",3,60
"Sunil Narine",2020,"Kolkata Knight Riders","Delhi Capitals","Zayed Cricket Stadium",64,1,32,0,"All",64,200
"Sunil Narine",2020,"Kolkata Knight Riders","Mumbai Indians","Zayed Cricket Stadium",9,1,10,0,"All",9,90
"Sunil Narine",2020,"Kolkata Knight Riders","Punjab Kings","Sharjah Cricket Stadium",6,1,4,0,"All",6,150
"Sunil Narine",2020,"Kolkata Knight Riders","Rajasthan Royals","Dubai International Cricket Stadium",15,2,16,0,"All",7.5,93.75
"Sunil Narine",2020,"Kolkata Knight Riders","Sunrisers Hyderabad","Zayed Cricket Stadium",0,1,2,0,"All",0,0
"Sunil Narine",2021,"Kolkata Knight Riders","Chennai Super Kings","Dubai International Cricket Stadium",2,1,2,0,"All",2,100
"Sunil Narine",2021,"Kolkata Knight Riders","Chennai Super Kings","Wankhede Stadium",4,1,3,0,"All",4,133.333333333333
"Sunil Narine",2021,"Kolkata Knight Riders","Chennai Super Kings","Zayed Cricket Stadium",0,0,1,0,"All",NA,0
"Sunil Narine",2021,"Kolkata Knight Riders","Delhi Capitals","Narendra Modi Stadium",0,1,1,0,"All",0,0
"Sunil Narine",2021,"Kolkata Knight Riders","Delhi Capitals","Sharjah Cricket Stadium",21,2,11,0,"All",10.5,190.909090909091
"Sunil Narine",2021,"Kolkata Knight Riders","Punjab Kings","Dubai International Cricket Stadium",3,0,3,0,"All",Inf,100
"Sunil Narine",2021,"Kolkata Knight Riders","Punjab Kings","Narendra Modi Stadium",0,1,4,0,"All",0,0
"Sunil Narine",2021,"Kolkata Knight Riders","Rajasthan Royals","Wankhede Stadium",6,1,7,0,"All",6,85.7142857142857
"Sunil Narine",2021,"Kolkata Knight Riders","Royal Challengers Bangalore","Sharjah Cricket Stadium",26,1,15,0,"All",26,173.333333333333
"Sunil Narine",2022,"Kolkata Knight Riders","Delhi Capitals","Brabourne Stadium",4,1,2,0,"All",4,200
"Sunil Narine",2022,"Kolkata Knight Riders","Delhi Capitals","Wankhede Stadium",0,1,1,0,"All",0,0
"Sunil Narine",2022,"Kolkata Knight Riders","Gujarat Titans","Dr DY Patil Sports Academy",5,1,5,0,"All",5,100
"Sunil Narine",2022,"Kolkata Knight Riders","Lucknow Super Giants","Dr DY Patil Sports Academy",21,0,7,0,"All",Inf,300
"Sunil Narine",2022,"Kolkata Knight Riders","Lucknow Super Giants","Maharashtra Cricket Association Stadium",22,1,12,0,"All",22,183.333333333333
"Sunil Narine",2022,"Kolkata Knight Riders","Mumbai Indians","Dr DY Patil Sports Academy",0,1,1,0,"All",0,0
"Sunil Narine",2022,"Kolkata Knight Riders","Royal Challengers Bangalore","Dr DY Patil Sports Academy",12,1,8,0,"All",12,150
"Sunil Narine",2022,"Kolkata Knight Riders","Sunrisers Hyderabad","Brabourne Stadium",6,1,2,0,"All",6,300
"Sunil Narine",2022,"Kolkata Knight Riders","Sunrisers Hyderabad","Maharashtra Cricket Association Stadium",1,0,2,0,"All",Inf,50
"Sunny Gupta",2012,"Delhi Capitals","Chennai Super Kings","MA Chidambaram Stadium",0,1,1,0,"All",0,0
"Sunny Singh",2011,"Punjab Kings","Chennai Super Kings","Punjab Cricket Association Stadium",20,1,11,0,"All",20,181.818181818182
"Sunny Singh",2011,"Punjab Kings","Delhi Capitals","Feroz Shah Kotla",2,1,4,0,"All",2,50
"Sunny Singh",2011,"Punjab Kings","Pune Warriors","Dr DY Patil Sports Academy",12,1,6,1,"All",Inf,200
"Sunny Singh",2011,"Punjab Kings","Rajasthan Royals","Punjab Cricket Association Stadium",5,0,5,0,"All",Inf,100
"Sunny Singh",2011,"Punjab Kings","Royal Challengers Bangalore","M Chinnaswamy Stadium",4,1,5,0,"All",4,80
"Sunny Sohal",2008,"Punjab Kings","Mumbai Indians","Punjab Cricket Association Stadium",0,1,4,0,"All",0,0
"Sunny Sohal",2008,"Punjab Kings","Rajasthan Royals","Sawai Mansingh Stadium",4,1,4,1,"All",Inf,100
"Sunny Sohal",2009,"Punjab Kings","Chennai Super Kings","Kingsmead",3,1,9,0,"All",3,33.3333333333333
"Sunny Sohal",2009,"Punjab Kings","Chennai Super Kings","SuperSport Park",2,1,2,0,"All",2,100
"Sunny Sohal",2009,"Punjab Kings","Deccan Chargers","De Beers Diamond Oval",30,1,17,0,"All",30,176.470588235294
